@RELATION SonyAIBORobotSurface1

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE target {2.0, 1.0}

@DATA
1.152,2.658,-0.168,2.238,1.933,0.208,-1.686,-1.898,-0.893,-0.743,-1.108,-1.565,-1.025,-1.926,-2.551,-2.128,-2.803,-0.136,-0.341,-0.388,0.546,-0.752,0.8,0.161,0.778,1.076,0.849,1.576,0.783,0.732,0.771,0.401,0.34,-0.291,0.623,0.02,0.76,0.011,0.646,0.709,0.017,1.842,2.176,1.438,-0.211,-1.274,-1.136,-2.132,-1.095,-0.994,-1.435,-0.185,-1.902,-0.949,-1.714,-0.825,0.436,0.124,-0.128,-0.3,-0.126,0.479,0.305,0.175,1.383,0.362,-1.347,0.662,-0.278,0.489,2.0
-1.36,-2.097,2.852,3.314,2.441,2.565,-0.647,-0.949,-0.895,0.487,0.564,1.163,-0.984,-2.141,-2.263,-0.861,-1.676,-0.204,-0.834,-1.226,-0.351,-0.018,0.233,1.895,1.058,1.643,0.788,0.429,0.657,0.809,1.253,0.708,0.527,-0.818,0.575,0.596,0.065,-0.156,0.486,1.1,-1.615,0.081,0.542,3.717,-0.372,-1.2,-2.149,-2.001,-0.314,1.585,0.343,-1.179,-1.97,-1.856,-3.044,1.256,0.288,0.584,0.146,0.03,-0.113,-0.165,-0.038,-0.331,-0.39,-0.038,-0.854,0.399,-0.066,-0.321,1.0
0.913,1.268,2.202,2.613,2.228,1.934,1.048,0.406,-1.569,-1.802,-0.725,-0.373,-1.209,-1.293,-2.141,-0.779,-1.198,-0.374,0.729,0.232,0.075,0.418,0.654,0.714,0.686,1.653,0.411,0.482,-0.203,-0.807,0.067,-0.273,-0.144,-0.114,0.105,0.208,-0.532,0.535,0.483,1.187,0.217,0.012,0.135,1.895,1.507,0.203,-0.652,-1.997,-1.735,-1.813,0.655,0.112,0.24,-1.481,-1.513,-1.604,-2.129,0.741,0.569,0.893,0.262,0.211,0.254,-0.456,-0.866,-0.513,-0.91,-0.665,-0.292,0.044,2.0
0.701,1.164,1.918,2.091,2.102,-0.549,0.443,-2.078,-3.415,-2.565,-0.154,-0.01,0.054,-1.092,-1.51,-3.104,-1.443,-1.165,-0.495,0.226,0.042,0.827,-0.077,0.623,0.466,0.423,0.221,0.347,1.416,1.308,0.107,0.319,-0.632,-0.542,0.323,-0.16,0.333,0.85,0.892,1.05,-1.694,0.087,1.763,0.995,1.805,1.878,-1.288,-0.603,-1.306,-1.976,-0.715,-0.336,-1.731,-1.831,-1.693,-1.827,-0.526,-2.702,0.472,0.264,0.327,-0.056,1.166,0.361,0.305,-0.488,-0.841,1.486,0.145,-0.509,2.0
0.675,1.689,0.293,1.604,2.257,-2.282,-0.591,-0.95,-0.942,-1.029,-0.766,-0.869,-1.876,-1.947,-1.743,-0.833,-0.531,-0.813,-1.831,-0.375,0.39,0.875,1.8,0.178,-0.803,-0.323,0.264,0.732,0.378,-0.033,-0.035,0.152,0.205,0.299,0.333,-0.618,0.207,0.112,0.866,0.842,-1.239,0.476,-0.201,1.839,2.424,1.206,-0.118,-0.456,0.4,-0.623,0.151,0.366,0.151,-1.834,-2.592,-4.462,-0.649,-0.397,0.303,-0.225,-0.082,0.606,1.01,0.992,1.117,1.114,0.537,-0.236,-0.693,0.067,1.0
0.68,1.802,2.525,3.355,1.58,1.15,-0.883,-0.94,-1.273,-2.538,-0.546,-1.49,-1.534,-1.238,-1.084,-1.23,-1.068,-0.604,-0.054,0.257,0.62,0.94,0.279,0.181,0.361,1.395,1.603,-0.967,0.079,0.47,0.284,0.128,0.441,0.116,0.43,-0.331,0.3,0.796,0.707,-0.711,1.219,2.948,1.884,1.299,-0.411,-1.184,-0.801,-1.241,-1.24,-0.946,-0.276,-2.424,-1.764,-1.808,-1.648,-0.661,0.069,1.637,-0.472,-0.851,0.224,0.265,0.999,0.809,-0.471,-0.198,-0.621,-0.249,0.097,0.026,2.0
2.091,3.196,2.886,0.377,0.757,-1.889,-1.016,-1.353,-1.603,-1.1,-0.8,-3.055,-2.459,-1.602,-1.932,-1.236,-0.979,-0.818,-0.472,-0.125,-0.48,0.646,-0.187,0.856,0.415,0.332,0.536,1.077,-0.459,-0.497,2.607,0.262,0.377,-1.424,-0.043,-1.299,1.316,0.97,1.059,1.106,1.007,0.042,2.033,1.41,-1.279,-0.004,-3.888,-1.932,-0.779,-1.182,-0.077,-0.403,-1.621,-2.049,-1.409,-0.324,0.321,-0.98,0.156,0.47,1.063,0.357,0.565,0.475,-0.489,-0.322,0.646,1.351,0.457,0.634,2.0
1.247,1.504,2.051,2.311,-1.894,0.278,-0.57,-1.453,-2.5,-0.873,-0.533,-4.867,-1.617,-1.616,-1.797,-1.52,-1.186,-1.6,-0.116,-0.287,-0.024,0.872,0.406,2.778,0.119,0.109,-0.089,0.293,0.317,0.563,0.257,-0.427,0.049,0.237,-0.44,-0.593,0.002,1.142,0.055,1.077,1.228,1.959,0.854,0.951,-0.585,-0.523,-1.622,-0.442,-2.558,-1.123,-0.793,-1.225,-2.401,-2.025,-1.18,-1.055,0.645,1.029,-0.956,0.565,0.422,0.437,0.75,0.722,0.54,0.158,1.093,0.421,0.88,-1.391,2.0
0.99,1.719,2.511,2.269,0.744,-1.114,-0.974,-0.206,-1.711,-0.878,-0.773,-1.121,-2.624,-2.47,-1.126,-1.054,-0.953,-0.846,-0.53,0.341,-0.035,-0.175,-0.275,0.597,0.396,0.613,0.028,0.458,0.417,-0.203,0.308,1.995,0.523,0.055,-0.058,0.762,0.272,0.601,-0.636,0.395,0.522,1.98,2.809,1.841,0.203,-1.23,-1.173,-1.143,-0.414,0.087,-0.087,-1.127,-0.557,-1.81,-2.203,-0.589,0.686,0.523,-0.004,0.875,0.241,1.9,0.803,0.641,0.27,0.482,0.07,0.144,1.523,-0.213,2.0
-0.44,-0.962,0.099,1.059,1.257,-0.838,-2.173,-2.276,-1.622,-3.208,1.123,0.44,-1.238,-3.541,-1.561,-1.011,0.898,-0.012,0.576,0.303,0.759,1.419,2.28,1.204,1.502,0.616,1.103,0.122,0.679,0.867,0.289,-0.134,0.422,0.071,-0.879,-0.478,0.196,-2.025,-1.828,-0.421,2.344,-0.138,2.48,-0.959,-3.523,-0.867,0.664,0.873,-0.313,-0.131,-1.492,-1.767,-2.398,-2.62,-0.741,1.757,0.203,2.089,1.115,-0.34,0.267,0.375,0.042,0.152,0.605,0.782,0.39,0.15,0.382,-0.477,1.0
