@RELATION SonyAIBORobotSurface2

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE target {2.0, 1.0}

@DATA
-0.912,-1.616,-0.321,0.598,2.404,0.9,-0.494,-2.326,-0.477,1.01,-6.761,6.739,1.377,-1.28,-1.913,-1.515,-1.286,-0.609,-1.438,-0.361,-0.841,-1.136,1.495,0.203,-0.187,1.788,0.673,0.228,0.251,0.279,-0.076,-0.262,-0.491,-0.343,-0.013,0.35,-0.052,0.343,-0.29,0.041,1.331,1.303,-0.633,-1.027,-0.725,-1.224,-0.781,0.455,0.837,2.148,2.756,0.084,-2.887,-0.831,-2.34,-1.609,-1.168,-0.257,-0.252,-2.913,0.336,-0.709,0.609,-0.084,-0.513,2.0
-0.686,0.169,1.126,1.105,4.032,0.468,0.52,-0.452,1.089,-1.544,-1.746,-0.519,1.799,-1.16,-3.486,-2.554,0.123,1.367,2.305,1.693,0.985,0.048,0.048,-0.911,-0.427,-0.329,0.165,-1.018,-0.226,-0.438,-0.623,-0.82,-0.651,-0.71,0.152,0.805,0.28,0.733,0.398,0.239,0.932,-0.345,-0.162,-0.726,-0.144,0.761,0.301,-1.088,-0.873,0.524,1.254,1.725,1.365,-2.07,-2.116,0.621,1.722,-0.392,-2.376,4.593,-3.843,-0.968,0.569,0.204,0.531,1.0
0.046,-0.989,-0.273,-0.768,0.453,2.859,1.608,1.954,0.051,-1.063,1.703,0.23,0.262,2.552,0.212,-1.786,-0.217,-0.347,-0.188,-0.896,0.009,1.171,-1.78,-1.584,-0.923,-0.257,-0.329,-0.403,-0.215,0.214,-0.009,-0.191,-0.219,-0.114,0.424,0.041,0.898,0.117,-0.284,0.153,-0.504,0.005,-0.966,-1.243,-3.094,-2.112,-0.377,0.201,0.687,2.526,3.389,3.643,-0.843,-1.957,-2.057,-1.035,-1.302,1.831,-0.152,1.002,-2.57,1.149,4.83,0.701,0.609,1.0
-0.104,-0.381,1.423,0.312,-0.695,-2.455,0.003,1.072,2.023,1.272,0.337,3.102,1.401,0.054,-0.591,-0.558,0.96,1.072,-5.687,0.155,-0.193,-1.042,-0.82,-1.584,1.069,2.06,-1.146,-0.294,-0.101,0.264,-0.238,-0.629,-0.506,-0.017,0.387,-0.409,-0.365,0.662,-0.062,0.131,-0.778,1.3,-0.088,-1.002,-2.736,-2.081,-0.438,-0.236,1.73,6.748,3.966,2.287,-2.263,-3.044,-1.242,2.105,-0.062,-0.058,-0.793,-0.306,2.796,2.607,1.51,-1.905,0.052,1.0
-0.251,0.016,0.713,-1.355,0.343,0.096,-0.238,-0.596,-0.519,-0.864,-0.202,-0.674,4.614,1.823,2.657,-0.961,-1.648,-0.943,0.517,1.866,2.616,1.289,-0.796,-1.368,-1.868,-1.344,-5.675,-1.33,-0.615,-0.569,-1.125,-0.99,-0.389,-0.314,0.262,0.524,0.376,0.333,0.165,-0.15,0.436,-0.155,0.052,0.938,0.209,0.878,-1.845,0.068,-0.98,0.421,2.421,0.971,-0.338,0.772,-3.775,-0.42,-0.651,0.985,3.97,-5.32,2.403,0.39,-1.795,-1.504,-1.054,2.0
-0.346,0.467,0.072,-0.487,-0.604,0.323,0.603,-0.658,-0.886,-1.167,-1.026,-0.12,1.226,-2.29,2.306,-0.215,-0.094,-2.668,0.18,-0.609,-0.47,-0.387,0.973,0.056,0.012,0.285,0.181,-2.195,-0.52,-0.256,0.155,-0.149,-0.334,0.243,-0.118,0.013,-0.531,-0.135,-0.335,-0.575,-0.28,1.205,-1.103,-0.329,1.313,-0.048,-2.083,-1.488,2.098,3.989,2.622,2.315,-1.097,-2.84,-1.711,-0.764,-0.125,0.007,0.325,-0.593,-0.587,1.679,1.553,1.908,-0.519,2.0
-0.088,0.452,0.621,1.699,2.445,1.312,-0.003,-1.244,-1.983,0.322,3.984,2.297,0.458,-1.004,-0.99,-2.436,-0.849,-0.94,-0.921,-0.62,3.199,-1.595,0.274,-0.863,0.049,0.054,0.078,0.546,0.677,-0.162,1.272,0.075,-0.207,-0.209,-0.016,-0.074,-0.0,0.336,0.131,-0.677,-1.748,-2.199,-0.844,0.205,1.493,1.618,-0.156,0.052,0.784,2.457,5.433,0.633,-1.289,-2.767,-3.325,-0.371,-1.511,0.498,1.522,1.042,-0.787,0.005,-0.459,1.273,0.299,2.0
-0.438,-0.391,-0.617,-1.692,0.554,3.396,0.748,0.377,-1.564,-0.613,-2.244,2.836,2.396,-0.96,-5.096,-0.388,-1.663,-1.149,-0.479,-0.927,-2.843,-0.433,-1.005,0.869,0.901,-0.423,0.046,-0.207,-0.18,0.581,0.036,0.031,0.125,-0.037,-0.499,0.004,0.277,-0.338,-0.047,-0.25,-1.188,-0.045,1.085,-0.466,-0.181,0.663,0.343,-0.311,0.57,3.276,1.56,1.98,0.303,-0.605,-1.415,-1.101,1.63,-0.789,0.76,-1.696,-0.208,-0.396,-0.787,-0.561,0.588,2.0
-0.453,0.192,-0.112,-2.017,-0.919,-2.364,0.057,-0.633,0.687,-0.267,-0.805,0.136,1.269,1.031,-1.127,-2.2,-0.936,-1.398,3.57,2.056,2.131,3.434,0.785,0.737,-0.005,-0.099,-0.75,-1.137,-0.91,-0.879,-0.538,-0.646,-0.802,-0.026,0.174,0.389,0.234,0.494,0.153,0.175,0.145,0.025,-0.051,0.155,0.139,-0.644,0.91,-0.186,0.14,0.693,-0.187,0.091,-3.764,-1.058,-1.073,-0.447,0.015,1.687,1.856,2.804,2.139,1.548,-0.954,-2.485,-1.042,1.0
-1.179,-0.711,0.525,0.83,1.947,1.931,-0.303,-1.546,-2.207,0.424,2.007,2.083,1.291,1.375,0.619,-1.409,-3.093,-0.721,-0.337,0.558,-0.04,0.799,-1.482,-0.393,-0.54,-0.418,0.826,-1.597,0.335,-0.881,-0.066,0.235,-0.319,-0.3,-0.682,-0.257,0.059,0.031,0.104,0.645,-0.086,-0.398,-0.805,-0.393,-0.033,1.019,-0.588,-1.566,1.717,0.668,1.75,-1.133,-3.0,-1.255,-1.272,-1.616,-0.177,0.626,1.328,1.574,-0.284,-0.245,0.015,0.873,0.196,2.0
