@RELATION ECG200

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE target {-1.0, 1.0}

@DATA
-0.438,0.677,0.795,2.834,1.55,-0.942,-0.439,1.749,0.874,0.25,0.187,-1.349,-0.21,0.239,-0.639,-0.852,-0.199,-0.611,-0.343,-0.601,0.132,-1.234,-1.494,-0.999,-1.11,-0.754,-1.176,-0.54,-1.243,-1.108,-2.343,-1.616,-1.257,-1.532,-2.488,-1.703,0.555,-1.86,-4.099,-1.0,-1.505,-1.398,-2.79,1.658,-1.236,-1.347,-0.617,-2.374,-0.395,-0.942,-0.058,0.541,-0.643,0.278,0.131,0.444,0.67,0.502,0.641,0.822,0.524,0.6,0.928,0.652,0.797,0.624,0.912,0.503,1.727,0.294,0.746,0.503,0.59,-0.173,0.729,-0.277,0.698,0.818,0.672,1.089,0.631,0.831,0.952,0.882,0.859,0.99,0.646,0.854,0.645,-0.111,-0.51,0.885,0.374,1.009,0.753,0.419,-1.0
0.3,0.873,0.519,0.477,0.733,-0.078,0.748,-0.184,-1.523,-1.15,-0.654,0.114,-0.689,-0.761,-1.36,-1.978,-0.5,-1.695,-1.955,-1.02,-1.79,-1.662,-0.665,-1.812,-1.042,-2.328,-2.436,0.304,-2.164,-0.71,-0.835,-0.445,-0.115,0.221,0.373,0.62,-0.045,1.984,0.032,1.205,1.554,-1.103,-0.195,1.141,1.442,0.898,0.841,1.536,1.963,0.978,0.495,0.96,0.383,1.056,0.855,-0.059,0.03,-0.241,0.509,0.58,0.649,0.434,0.391,0.034,0.649,0.848,0.638,0.746,0.809,0.545,-0.589,0.043,-0.378,-1.393,-0.628,-0.987,0.208,-0.026,-1.064,-0.804,0.851,-0.476,-0.376,-0.706,-0.704,-0.581,-0.519,-0.268,0.199,0.495,2.428,2.865,1.625,-0.068,-2.097,-0.084,1.0
-0.246,-0.561,0.209,-0.889,1.297,2.636,2.095,1.75,1.437,-0.02,-0.078,2.395,-0.986,-0.536,1.062,0.085,-0.382,-0.398,-0.236,-0.136,-1.535,-0.681,-0.867,-1.516,-0.844,-1.183,-1.733,-1.538,-0.547,-1.972,-2.254,-1.61,-1.555,-1.72,-1.609,-2.012,-2.368,-1.964,-1.359,-2.211,-1.976,-1.791,-1.188,-2.152,-0.57,-1.505,0.711,0.385,-0.334,0.165,0.143,-1.253,0.186,0.53,0.045,0.441,0.938,0.438,0.599,0.798,0.593,1.327,0.828,0.771,0.592,1.115,0.693,0.994,0.827,0.379,0.507,0.92,0.752,0.433,0.564,0.827,0.8,0.793,0.48,0.162,0.507,0.55,0.336,0.484,0.224,-0.259,0.729,-0.028,0.328,0.971,0.699,-0.178,0.816,0.761,0.805,0.575,-1.0
1.609,2.21,1.723,1.47,1.552,1.864,0.484,0.346,0.287,-0.37,0.244,0.353,1.041,0.062,0.738,-0.901,0.014,-0.721,-0.233,-0.538,-0.226,-0.556,-0.88,-0.372,0.183,-0.368,-0.791,-0.266,-0.814,-1.246,-2.334,-1.766,-1.36,-1.742,-2.075,-0.618,-0.655,-0.142,-2.05,-0.197,-1.739,-2.635,-2.075,1.12,0.298,-1.607,1.459,-0.284,1.122,0.535,-1.513,-2.267,-0.332,0.2,0.281,0.267,0.42,0.463,0.428,0.419,0.545,0.282,0.512,0.523,0.321,0.331,-0.015,0.254,0.359,0.259,0.34,0.027,0.374,-0.201,0.799,0.358,0.312,0.504,0.626,0.979,-0.174,0.334,0.147,0.38,0.602,0.079,0.716,0.688,0.017,1.909,3.872,1.522,0.522,1.213,1.53,0.67,-1.0
0.955,0.664,2.704,3.832,1.404,0.731,3.426,0.682,0.583,0.533,0.547,0.437,0.235,-1.318,-0.73,-2.679,-0.963,-1.051,-1.269,-1.506,-1.332,-1.279,-0.517,-1.686,-1.421,-1.214,-1.849,-1.961,-2.4,-1.897,-0.003,-2.887,-1.961,-1.604,-1.859,-0.036,-0.902,0.67,-0.028,0.786,3.997,0.593,1.545,1.577,1.03,1.65,0.535,1.892,0.261,0.713,0.927,0.51,0.664,-0.092,0.214,0.338,0.421,0.841,0.072,0.54,0.437,0.308,0.088,0.197,0.258,0.98,0.296,-0.3,0.056,0.11,0.032,0.445,0.731,0.501,0.408,0.541,0.606,0.8,-0.055,-0.013,-0.024,-0.1,-0.088,0.839,0.324,0.386,-0.272,-0.138,-0.51,0.071,-0.312,-0.215,0.663,-0.534,0.672,0.782,1.0
0.102,0.638,2.051,1.113,5.444,0.893,-2.458,-1.231,1.147,0.017,-0.526,1.052,-0.002,-1.067,-1.738,-1.541,-1.08,-1.204,-1.674,-1.318,-2.34,-1.817,-0.981,-1.501,-1.839,-1.605,-1.088,-1.975,-2.541,-2.506,0.328,-1.709,-1.771,-1.209,-1.72,-1.257,-0.716,-0.554,-0.183,0.929,0.723,0.542,0.806,2.604,2.474,-0.26,0.941,1.166,0.391,-0.223,0.858,1.571,0.643,0.32,0.413,0.497,1.159,-0.024,1.064,0.855,0.171,0.975,0.648,1.16,-0.2,0.969,0.409,0.706,1.206,-0.042,0.535,0.056,1.215,0.888,0.961,1.49,1.329,0.629,0.037,0.864,0.523,0.611,0.488,0.739,0.262,1.668,0.377,0.326,-0.613,0.244,0.609,1.024,0.462,0.274,0.427,0.422,1.0
0.806,2.222,2.353,-0.229,2.681,3.253,3.074,0.662,0.457,-0.002,0.975,-0.004,-0.548,1.055,-0.11,0.169,-0.026,0.866,-0.725,-1.612,-0.173,-0.692,-1.179,-0.556,-1.294,-0.328,0.008,-1.012,-0.619,-0.596,-0.394,-1.25,-2.414,-2.34,-2.132,-2.742,-0.444,-2.093,-1.076,0.275,-3.115,-2.287,-0.398,-1.555,-0.983,-1.858,-1.682,-0.936,-0.557,-0.898,-0.329,-0.124,-0.11,-0.24,0.257,0.46,0.279,0.347,0.363,0.43,0.513,0.757,0.866,0.469,0.647,0.785,0.462,0.884,0.413,0.111,1.054,0.749,0.809,0.681,1.163,-0.153,0.775,0.544,0.71,0.337,0.557,0.806,0.849,2.162,0.925,-0.708,0.367,0.294,-0.378,0.041,0.172,0.731,2.177,0.133,-0.041,0.223,-1.0
0.878,0.645,3.577,1.916,2.851,2.412,1.547,1.099,0.661,-0.7,-0.002,0.647,0.184,-0.16,-0.088,0.013,-0.485,-0.695,-0.421,-0.657,-0.805,-0.721,-0.763,-1.204,-1.107,-0.586,-1.663,-2.559,-1.836,-0.605,-1.997,-3.627,-2.775,-2.176,-1.799,-1.646,-1.755,0.667,0.022,-3.161,-0.951,-0.843,-0.515,2.021,0.878,-0.307,0.171,0.463,0.581,0.71,0.19,0.402,1.094,0.52,0.484,0.561,0.662,-0.117,0.183,0.572,-0.285,0.592,0.445,0.57,0.576,0.514,2.118,0.471,0.639,1.492,1.253,0.983,0.623,0.235,0.57,0.545,0.89,0.713,0.887,0.454,0.427,0.465,0.254,-0.185,0.774,0.267,0.414,0.477,-0.875,0.654,-1.677,1.538,-0.532,-2.131,0.508,0.069,-1.0
-0.989,1.536,2.526,1.567,0.755,-0.232,-2.625,-0.482,0.201,-0.226,0.063,0.359,-0.451,-0.837,-1.016,-0.354,-1.948,0.052,-1.336,-1.191,-1.384,-2.094,-0.491,-1.996,-1.781,-1.492,-1.804,-2.175,-1.776,-1.114,-2.047,-1.598,-2.908,-0.773,-2.356,-1.101,-0.472,-0.028,1.12,-0.27,0.589,-0.59,2.224,1.289,0.978,-0.06,3.601,1.023,-0.449,1.073,0.73,0.813,0.57,-0.153,0.716,0.68,0.514,0.809,0.564,0.567,0.636,0.845,0.52,0.906,0.769,0.416,0.644,-0.022,0.416,0.49,0.673,0.647,0.055,0.958,0.853,1.159,0.703,0.296,0.129,0.484,0.063,0.397,0.715,-0.255,0.331,0.639,-0.055,0.086,-0.521,0.04,-0.866,0.187,0.124,-0.194,1.324,0.048,1.0
1.382,3.007,2.762,2.327,-0.359,0.816,-1.577,5.081,2.259,2.911,0.167,0.833,-0.432,-0.92,-0.712,-1.037,-0.684,-0.637,-1.121,-1.263,-1.561,-1.713,-1.491,-0.972,-1.612,-1.115,-1.977,-1.976,-2.624,-1.725,-2.904,-0.931,-2.733,0.564,-0.913,1.113,-0.775,-0.63,0.679,-0.008,0.672,2.747,0.526,1.324,0.849,1.55,-1.396,1.045,0.622,0.576,-0.039,0.373,0.656,0.692,0.748,0.666,0.616,0.302,0.954,0.185,0.709,0.416,0.31,0.241,0.127,0.291,0.428,0.07,0.154,0.091,0.333,-0.14,-0.244,0.377,0.578,0.329,0.109,0.764,-0.137,1.211,0.157,-0.181,-0.274,-0.241,-0.207,0.488,-0.154,-0.238,0.024,0.797,-0.304,-0.64,-0.838,-0.392,-0.036,0.358,1.0
