@RELATION Chinatown

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
121.559,128.969,70.228,34.204,19.382,26.035,2.226,2.919,28.359,42.185,4.293,209.348,263.128,14.029,114.249,331.493,29.748,377.946,116.648,64.13,406.03,414.939,568.239,459.701
214.898,61.488,47.228,28.92,7.373,3.66,12.866,3.128,49.251,45.657,66.767,151.188,251.751,70.931,119.681,260.794,144.747,140.53,771.987,317.949,118.836,34.232,592.304,472.975
28.822,78.174,37.674,43.792,38.093,6.352,7.386,25.391,49.673,18.178,47.279,96.268,154.356,39.545,375.666,179.48,92.627,229.345,91.755,491.785,189.78,173.092,258.496,106.955
139.562,5.483,125.806,0.702,24.744,15.988,3.532,29.196,42.287,45.388,49.391,23.956,236.742,204.487,319.335,384.44,326.777,45.848,341.345,182.685,616.553,158.175,310.711,114.742
115.794,184.083,24.635,8.781,22.352,3.629,1.308,48.341,59.92,115.35,2.718,59.398,210.243,157.687,236.423,254.547,47.268,181.045,374.974,117.075,267.271,245.898,323.105,2.92
65.339,172.93,28.022,39.026,4.297,18.508,3.54,15.709,4.604,72.879,36.118,231.323,200.754,124.795,362.95,227.53,295.144,100.186,224.21,22.317,892.209,248.55,501.663,144.26
199.378,111.879,26.777,63.255,16.196,3.581,1.741,57.415,6.949,103.648,86.984,126.535,43.212,91.097,87.781,164.424,127.202,2.576,281.719,415.352,394.157,473.963,68.486,446.82
203.818,46.722,32.219,164.187,64.811,2.838,4.086,10.842,64.04,2.559,84.556,220.476,85.181,161.78,415.108,22.193,461.443,122.789,232.018,296.373,154.886,137.072,376.659,403.255
12.775,53.534,120.352,64.958,10.982,3.263,8.892,32.352,33.56,63.223,86.411,13.83,159.345,203.929,139.719,86.496,272.147,106.195,25.752,48.134,445.962,210.035,161.389,339.876
67.135,17.155,27.01,181.773,18.195,8.76,0.335,29.967,75.216,62.403,25.423,37.071,83.485,12.749,206.127,79.705,161.669,250.988,128.15,482.52,185.923,226.355,409.17,306.988
314.811,89.111,164.642,6.256,2.189,1.449,15.492,56.784,16.803,15.718,2.512,74.835,265.993,113.835,160.366,156.234,91.113,46.902,192.567,26.282,550.331,166.952,634.016,307.494
128.01,200.224,11.662,23.038,16.72,11.679,9.117,15.68,11.904,6.798,39.754,198.526,367.78,95.438,140.279,32.588,57.804,156.857,146.293,476.168,242.543,16.238,37.534,112.154
79.008,53.711,89.873,190.834,3.006,3.402,6.439,14.069,96.565,30.797,85.039,87.506,14.208,129.79,63.442,4.11,54.541,5.775,200.176,179.322,193.63,458.795,90.28,469.29
220.107,22.475,1.584,23.641,1.675,1.426,5.266,21.319,48.677,26.295,19.834,78.105,193.355,53.248,320.072,179.294,644.333,202.133,19.631,307.163,360.167,296.747,565.016,21.977
136.707,74.758,167.304,81.148,43.83,17.159,10.313,56.574,148.112,1.859,9.838,135.27,14.666,30.64,4.994,230.667,285.51,222.077,196.086,506.653,209.238,445.238,335.51,52.007
69.816,161.323,39.697,192.889,7.74,0.917,6.132,28.949,151.606,2.671,4.94,212.991,79.698,155.574,223.265,221.442,88.266,261.372,245.223,449.616,362.723,292.564,26.602,94.784
21.435,55.548,105.831,41.927,30.712,3.528,3.319,35.492,100.357,48.029,34.788,33.63,74.398,108.945,184.294,41.139,135.884,2.082,275.182,411.728,167.876,185.416,515.963,726.899
251.948,29.072,139.919,92.837,23.308,18.765,1.266,47.307,16.656,44.384,22.964,31.303,31.112,113.76,43.024,349.988,111.078,183.516,168.8,116.642,10.77,472.54,431.945,398.604
105.537,15.313,86.38,37.698,84.951,19.286,2.972,7.766,35.481,90.243,63.203,23.764,51.635,250.958,331.61,97.143,332.831,88.01,451.299,246.268,7.483,123.769,247.994,333.212
20.675,321.156,36.387,18.258,18.212,8.913,3.011,5.586,30.826,11.87,15.932,235.137,9.346,169.33,360.777,79.95,54.836,82.378,49.467,2.475,32.799,143.25,205.232,208.734
