@RELATION Chinatown

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE target {1.0, 2.0}

@DATA
665.975,357.824,321.28,211.579,71.193,-7.501,30.448,32.812,57.307,157.544,302.316,848.855,791.864,1258.25,1217.052,919.839,848.626,863.463,766.158,958.797,1104.118,676.774,298.11,-629.816,1.0
347.569,177.743,71.143,163.048,91.939,22.191,21.727,28.437,54.222,195.652,373.773,483.804,1284.644,1348.208,1284.482,1273.997,941.035,1399.05,1655.787,827.118,650.743,660.987,2364.746,374.899,1.0
607.343,320.44,244.502,246.695,87.092,36.072,52.067,23.959,65.117,144.455,425.935,1017.951,1404.972,1538.257,1062.946,1409.095,1322.163,666.926,1154.889,1300.938,704.45,780.052,-109.836,345.96,1.0
580.682,307.448,312.802,117.172,71.777,71.561,19.713,24.239,163.774,169.787,399.26,805.531,1528.548,1141.398,1420.447,1784.677,2148.925,1547.664,1224.115,1762.648,1007.964,1072.305,1264.155,553.768,1.0
347.694,428.421,241.387,155.188,66.27,40.565,26.897,-8.824,126.274,324.044,327.994,731.025,1228.614,1317.479,1029.226,1508.259,1118.202,936.199,471.865,956.464,265.42,648.099,544.194,450.068,1.0
421.574,-45.436,170.444,190.665,65.214,0.742,28.846,42.263,115.135,66.211,303.137,458.871,989.981,1136.409,734.533,847.85,680.17,1018.352,1050.037,1203.381,241.032,856.854,382.951,241.019,1.0
573.795,256.546,221.891,102.899,46.746,38.392,42.226,52.582,142.987,118.06,354.348,630.363,1171.427,1408.259,1311.741,1299.432,1352.637,1339.204,1409.87,1410.105,1432.767,1857.539,1082.434,39.008,1.0
684.391,403.6,119.903,-211.224,117.775,28.121,39.159,94.253,151.901,159.713,440.752,880.366,1559.655,1661.596,2321.012,1693.9,1934.244,1628.089,1708.205,1865.32,1758.592,1356.035,1312.645,1.635,1.0
518.245,386.635,344.984,123.197,104.357,67.583,35.378,120.078,210.383,312.015,517.834,724.045,1206.415,1127.919,1585.562,1533.816,1249.634,1636.033,1591.085,1880.405,2097.604,2052.603,1572.632,984.937,1.0
710.969,406.22,149.379,-60.645,151.235,40.731,21.01,92.342,47.745,35.643,307.062,617.535,1045.267,1331.556,1576.28,989.683,1105.688,1141.68,1513.463,1658.393,1611.449,1696.153,1791.025,984.167,1.0
95.66,105.473,-142.283,16.487,8.131,8.277,-0.751,62.875,142.338,227.95,371.339,621.463,1269.679,1268.208,1278.031,1438.15,1371.548,1233.115,1267.288,1306.647,848.066,950.452,403.637,345.656,2.0
180.003,32.892,35.144,21.929,11.848,24.413,15.761,109.349,184.441,199.589,481.185,761.065,1368.165,1309.516,983.517,853.752,820.783,1255.247,1792.122,2054.885,1243.807,1013.159,764.667,524.068,2.0
135.28,24.621,108.467,13.209,8.689,14.515,14.979,75.6,267.293,199.748,156.269,497.633,1061.008,958.365,908.199,763.202,826.248,1030.113,1254.825,1315.994,776.113,1105.893,483.475,290.89,2.0
213.0,2.875,41.065,39.33,6.222,14.989,17.015,88.037,255.313,308.632,370.879,726.824,1050.732,1138.74,1080.062,1028.621,1084.911,1230.056,1265.511,550.887,1258.104,609.692,24.311,217.757,2.0
276.841,9.971,-93.064,44.506,45.84,9.592,31.255,-16.396,-14.989,222.422,432.86,867.064,1328.597,1414.488,982.758,734.784,1363.894,1071.545,1985.613,1864.782,1772.709,959.938,920.635,574.758,2.0
310.024,1.948,159.739,416.334,39.238,26.298,40.781,73.88,-25.344,194.553,341.307,742.0,1399.153,1073.602,1071.322,1295.115,1233.314,1587.771,1465.832,1893.674,1042.719,912.974,527.481,186.224,2.0
143.283,39.229,175.045,-26.176,19.75,12.228,25.686,104.654,-5.199,228.112,387.789,632.914,1281.284,1263.079,798.0,1068.118,1012.078,1060.795,1127.991,1488.334,1047.989,539.695,506.949,-344.852,2.0
-1.445,88.447,-267.973,81.253,-17.284,30.989,21.435,117.65,164.624,270.355,314.23,415.879,1021.245,1334.032,977.219,856.149,837.415,1250.841,1366.788,1118.242,995.645,981.859,849.273,-180.427,2.0
240.711,80.26,3.847,60.802,-38.072,60.818,34.173,112.3,261.437,370.505,335.043,583.58,1110.79,1653.244,915.351,1068.711,1091.051,1053.182,1180.007,1131.687,902.337,783.632,689.297,-326.487,2.0
85.725,-213.641,53.008,46.056,45.539,3.146,31.17,143.001,195.35,255.122,345.873,540.975,1080.116,959.325,1533.533,831.834,873.798,919.046,938.456,870.148,788.328,311.249,-19.854,416.2,2.0
