@RELATION SonyAIBORobotSurface2

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE target {2.0, 1.0}

@DATA
-0.959,-1.729,-0.341,0.292,2.446,0.864,-0.487,-2.59,-0.379,1.011,-9.86,8.056,1.246,-1.62,-2.04,-1.339,-1.204,-0.64,-1.83,-0.393,-0.949,-1.343,2.081,0.358,-0.162,2.386,0.815,0.221,0.253,0.289,-0.098,-0.262,-0.483,-0.37,-0.014,0.385,-0.152,0.46,-0.299,0.058,1.777,1.825,-0.586,-1.112,-0.88,-1.545,-0.785,0.44,0.695,2.104,2.914,-0.31,-3.932,-0.935,-2.693,-1.718,-1.3,-0.256,-0.334,-3.882,0.62,-0.858,0.815,-0.109,-0.852,2.0
-0.684,0.213,1.407,1.379,5.202,0.449,0.519,-0.777,1.359,-1.828,-2.179,-0.948,1.82,-1.478,-3.85,-2.77,0.152,1.405,2.332,1.598,0.977,-0.111,0.051,-1.065,-0.419,-0.29,0.45,-1.046,-0.07,-0.434,-0.681,-0.863,-0.637,-0.797,0.272,0.98,0.28,0.803,0.437,0.225,1.15,-0.311,0.177,-0.657,-0.286,0.76,0.227,-1.382,-1.177,0.444,1.093,1.64,1.484,-2.125,-2.187,0.573,1.717,-0.536,-2.37,6.598,-4.813,-1.142,0.584,0.178,0.777,1.0
0.054,-1.273,-0.264,-0.764,0.543,3.429,1.975,2.329,0.007,-1.103,2.532,0.191,-0.248,2.643,0.328,-1.852,-0.135,-0.309,-0.151,-1.149,0.058,1.822,-2.113,-2.013,-1.238,-0.404,-0.446,-0.49,-0.295,0.224,-0.02,-0.262,-0.192,-0.105,0.558,0.048,1.243,0.149,-0.386,0.143,-0.787,-0.001,-1.08,-1.128,-3.756,-2.609,-0.349,0.153,0.371,2.394,3.383,3.99,-0.863,-1.918,-1.998,-1.172,-1.797,2.327,-0.103,1.49,-3.273,1.739,6.433,0.766,0.697,1.0
-0.148,-0.517,1.794,0.313,-0.747,-2.717,0.278,1.138,2.217,1.594,0.346,3.75,1.483,0.063,-0.702,-0.659,1.365,1.421,-7.591,0.481,-0.171,-1.209,-0.913,-1.933,1.416,2.926,-1.537,-0.306,-0.238,0.249,-0.326,-0.847,-0.589,-0.032,0.412,-0.649,-0.496,0.874,0.003,0.166,-1.046,1.724,-0.125,-0.968,-2.997,-2.407,-0.405,-0.229,1.639,7.858,4.055,2.287,-2.273,-3.597,-1.1,2.798,-0.091,0.009,-0.971,-0.229,3.626,3.373,2.004,-2.455,0.155,1.0
-0.294,-0.02,0.826,-1.849,0.332,0.085,-0.359,-0.754,-0.402,-0.945,-0.229,-1.107,5.695,1.725,3.087,-1.157,-1.659,-0.884,0.481,1.866,2.782,1.345,-1.02,-1.369,-1.869,-1.336,-7.36,-1.567,-0.614,-0.469,-1.128,-0.948,-0.313,-0.295,0.224,0.491,0.293,0.318,0.178,-0.159,0.704,-0.166,0.111,1.208,0.153,0.879,-2.668,-0.034,-1.184,0.851,3.435,1.169,-0.326,1.568,-4.412,-0.353,-0.993,0.773,4.588,-7.799,2.664,0.396,-2.187,-1.633,-1.033,2.0
-0.349,0.617,0.091,-0.538,-0.576,0.191,0.564,-0.883,-0.953,-1.445,-1.607,-0.517,1.278,-3.293,2.952,-0.292,0.104,-3.211,0.469,-0.583,-0.515,-0.288,1.525,0.069,0.01,0.375,0.235,-2.932,-0.698,-0.347,0.318,-0.088,-0.333,0.318,-0.162,0.012,-0.597,-0.185,-0.335,-0.655,-0.261,1.835,-1.124,-0.444,1.395,-0.069,-2.081,-1.756,2.206,3.909,2.32,2.379,-1.351,-3.207,-1.701,-0.673,-0.055,0.004,0.428,-0.679,-0.672,2.233,1.948,2.304,-0.814,2.0
-0.053,0.583,0.641,1.743,2.486,1.31,0.144,-1.09,-2.076,0.242,4.622,2.204,0.34,-1.023,-0.836,-2.765,-0.815,-1.022,-0.996,-0.595,4.581,-1.894,0.429,-1.169,0.046,0.052,0.001,0.624,0.716,-0.235,1.677,0.165,-0.212,-0.214,-0.04,-0.034,-0.02,0.429,0.155,-0.838,-1.931,-2.28,-0.893,-0.082,1.468,1.887,-0.143,-0.118,0.607,2.669,6.722,0.573,-1.57,-3.205,-3.782,-0.095,-1.866,0.645,2.01,1.454,-0.985,0.072,-0.631,1.594,0.295,2.0
-0.309,-0.338,-0.64,-2.258,0.0,3.513,0.535,0.686,-1.534,-0.727,-3.269,2.95,2.455,-1.466,-6.519,0.034,-1.666,-1.165,-0.456,-1.053,-3.7,-0.578,-1.341,1.249,1.292,-0.474,0.06,-0.37,-0.241,0.774,0.046,0.132,0.258,0.041,-0.575,0.003,0.368,-0.451,-0.064,-0.243,-1.401,0.03,1.537,-0.439,-0.15,0.699,0.364,-0.324,0.574,3.905,1.249,1.901,0.31,-0.624,-1.427,-0.916,2.632,-0.869,1.012,-2.354,-0.279,-0.345,-0.958,-0.749,0.598,2.0
-0.547,0.185,-0.157,-2.761,-1.232,-3.095,0.069,-0.851,0.846,-0.235,-0.824,0.238,1.237,0.537,-1.445,-2.301,-0.552,-1.615,4.561,2.223,2.323,4.252,0.784,0.72,-0.014,0.053,-0.751,-1.204,-0.9,-0.923,-0.533,-0.74,-0.885,0.022,0.225,0.384,0.241,0.588,0.133,0.162,0.187,0.027,-0.075,0.2,0.115,-0.865,1.27,-0.191,0.244,0.918,-0.257,0.178,-4.642,-1.098,-1.309,-0.475,0.141,1.987,1.893,2.772,2.014,1.609,-0.704,-2.553,-0.756,1.0
-1.323,-0.775,0.57,0.672,1.935,2.216,-0.231,-1.585,-2.618,0.435,2.014,2.116,1.136,1.475,0.997,-1.174,-3.496,-0.713,-0.353,0.841,0.196,1.238,-1.804,-0.352,-0.699,-0.613,0.971,-2.336,0.316,-1.23,-0.066,0.335,-0.329,-0.303,-0.813,-0.246,0.099,0.062,0.16,0.88,-0.093,-0.282,-0.824,-0.351,-0.023,1.532,-0.611,-2.295,1.704,0.001,1.519,-1.869,-3.828,-1.197,-1.068,-1.678,0.089,0.855,1.64,1.967,-0.357,-0.23,0.041,1.033,0.131,2.0
