@RELATION ItalyPowerDemand

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE target {1.0, 2.0}

@DATA
-2.001,-0.845,-0.694,-1.813,-1.596,-1.371,-1.243,0.039,1.037,1.256,0.638,0.966,0.601,0.401,-0.538,-0.169,-0.333,0.693,1.022,1.172,1.696,1.252,-0.219,-0.77,1.0
-0.991,-0.715,-1.745,-1.649,-1.604,-1.084,-1.096,-0.306,0.657,1.099,1.327,0.827,0.955,0.438,0.377,0.63,-0.677,-0.783,0.137,1.856,1.216,0.774,0.568,-0.032,1.0
-0.14,0.626,-0.261,0.382,-0.495,-0.269,0.098,-1.287,-3.819,-0.986,1.127,-0.086,-0.329,-0.435,-0.484,1.246,-0.339,-0.601,0.514,-0.413,0.12,2.422,2.477,1.532,2.0
-0.72,-2.453,-2.326,-1.399,-1.776,-1.426,-1.483,0.127,-3.123,1.078,1.448,1.089,0.931,0.55,0.734,0.971,-0.428,0.389,0.821,2.345,0.671,1.638,0.297,-1.283,2.0
-1.084,-1.302,-1.564,-1.932,-1.552,-2.15,-1.062,-0.469,0.535,1.033,1.103,-0.068,0.657,-0.132,0.508,1.703,0.524,1.175,1.352,1.073,0.454,0.506,-0.235,-0.86,1.0
-0.277,-0.252,-1.033,-1.227,-1.141,-1.196,-1.53,-0.595,0.325,-0.277,0.503,0.121,0.566,0.217,-0.103,-1.146,-0.217,0.598,-0.527,1.044,1.573,1.924,0.621,1.786,1.0
-0.201,-1.472,-0.595,-1.098,-0.634,-0.899,-1.8,0.015,0.179,1.783,1.769,2.086,1.353,0.731,0.255,-0.042,-0.4,0.826,-0.21,-0.121,2.155,-0.128,0.096,0.157,2.0
-0.873,-1.372,-2.005,-1.868,-1.983,-1.529,-1.135,-0.55,0.549,1.452,1.243,0.466,0.483,0.283,0.256,1.831,0.721,0.81,1.498,1.041,-0.173,0.322,0.077,0.271,1.0
-1.389,-1.144,-1.572,-1.763,-1.552,-1.576,-0.798,-0.727,-0.737,1.048,1.096,1.62,0.748,1.004,0.387,0.9,1.475,0.652,0.896,0.615,0.679,0.496,0.919,0.045,1.0
-0.628,1.908,-1.298,-1.68,-1.123,-1.333,-2.117,-0.817,0.239,0.67,1.579,1.4,0.807,0.439,0.784,0.676,0.969,1.583,-0.22,0.829,-0.152,1.554,-0.056,-0.658,2.0
-0.829,0.049,-1.234,-1.545,-1.672,-1.075,-1.297,-1.057,0.131,3.15,1.546,1.319,0.907,0.992,0.533,-0.602,-1.438,0.054,0.129,0.033,-1.177,0.492,0.757,1.824,2.0
-1.116,-0.279,-1.373,-1.615,-1.933,-1.035,-1.041,0.227,0.181,1.196,3.055,0.878,0.691,0.538,0.459,0.463,0.565,0.492,1.227,2.349,0.943,1.597,-0.829,-0.844,1.0
-0.855,-0.997,-1.36,-1.653,-1.982,-0.908,-1.039,-0.053,1.47,2.216,1.222,0.889,0.545,2.378,0.427,-0.459,0.672,1.521,1.215,1.16,1.114,0.406,-0.119,-0.652,1.0
-1.496,-2.103,-1.489,-1.76,-1.932,-1.504,-1.275,0.762,0.883,1.453,1.172,1.7,0.678,0.137,0.273,0.736,0.922,0.646,0.012,1.674,2.057,1.265,0.692,0.05,2.0
-0.676,-1.601,-1.796,-1.749,-1.655,-1.221,-1.025,-0.127,0.692,2.937,1.212,0.657,0.961,0.613,0.445,0.539,0.26,1.121,-0.598,0.101,-0.094,0.435,0.398,-0.449,1.0
-2.225,-0.341,-0.6,-1.155,-0.894,-0.935,-2.283,-2.876,-0.956,1.607,0.485,0.552,0.999,-0.813,-0.028,-0.293,-0.56,0.042,-0.074,0.989,2.505,1.779,0.138,2.516,2.0
-0.249,-0.557,-1.199,-1.534,-1.567,-1.422,-1.11,-0.122,-0.481,0.174,0.807,0.36,-0.064,0.416,0.23,-0.669,-0.043,0.691,1.522,1.11,1.608,1.152,1.045,0.896,1.0
-1.375,-0.277,-1.335,-1.468,-1.51,-1.63,-1.235,-1.504,-0.734,-1.742,0.923,0.925,0.661,-0.078,0.244,-0.209,-0.137,0.834,2.474,1.894,0.167,0.972,1.779,0.172,1.0
-0.961,-1.265,-0.908,-1.217,-1.451,-1.577,-1.542,-0.524,0.362,0.755,0.681,0.719,1.28,0.53,0.13,0.39,0.261,-0.037,-0.657,0.432,-0.278,0.517,-0.6,-0.114,2.0
-2.113,-1.294,-0.977,-1.715,-2.019,-1.688,-2.122,0.206,0.245,0.977,1.164,0.888,0.694,0.731,0.471,0.471,0.55,1.848,1.042,1.107,0.266,0.404,-0.051,-1.818,1.0
-1.351,-1.081,-1.388,-0.746,-0.773,-1.316,-1.371,-0.529,0.986,1.661,1.183,1.648,1.001,0.154,-0.36,0.294,0.822,0.861,0.277,0.99,0.509,-0.803,-0.766,0.633,1.0
-0.863,-0.879,-1.193,-1.545,-1.635,-1.38,-0.889,-0.58,0.601,1.041,1.505,0.999,1.236,0.69,0.991,0.761,1.393,-0.892,0.541,0.114,-0.02,1.585,0.587,-0.245,2.0
-0.482,-1.239,-1.767,-1.298,-1.182,-1.447,-1.198,-0.258,0.939,0.928,1.021,1.18,1.048,-0.277,1.243,0.566,0.55,0.404,0.387,1.312,1.024,0.625,0.141,0.071,1.0
-0.793,-1.158,-1.43,-1.497,-1.681,-1.414,-0.926,-1.136,-0.086,0.385,2.385,1.032,0.361,0.534,0.03,-0.367,0.604,1.001,1.454,1.587,1.492,0.129,0.005,-1.601,1.0
-1.292,-1.557,-1.578,-1.659,-1.3,-1.526,-0.973,0.013,0.601,1.056,1.836,0.418,0.602,0.336,0.09,-0.411,-0.907,0.583,0.479,0.867,1.38,0.376,-0.329,-0.684,1.0
-1.032,-0.786,-1.369,-1.13,-1.508,-1.578,-1.217,-0.534,0.427,1.415,1.455,1.212,0.739,0.03,-0.591,-1.496,-1.277,-0.39,-0.07,2.274,1.476,1.189,0.007,0.132,1.0
-0.945,-1.956,-1.413,-1.37,-1.675,-1.389,-1.222,-0.108,-0.257,0.623,1.359,1.009,0.82,0.109,0.232,-0.019,0.463,0.625,0.366,0.726,1.885,0.866,0.121,-0.061,1.0
-0.973,-0.899,-1.688,-0.417,-1.732,-1.374,-1.156,-1.116,0.14,0.982,1.132,1.343,0.847,1.094,0.803,0.887,1.117,-1.774,0.785,0.042,-1.738,0.52,-0.643,-0.434,2.0
-0.97,-0.723,-1.265,-1.584,-1.373,-1.531,-0.54,0.251,0.704,1.156,1.31,1.291,0.492,0.868,-0.347,0.802,0.738,0.22,0.525,0.216,1.019,3.941,0.15,0.109,2.0
-0.237,-1.424,-0.795,-1.711,-1.487,-1.436,-1.128,-0.425,0.608,0.009,1.186,1.079,0.415,-0.027,0.332,0.7,0.61,0.56,0.494,1.617,0.969,0.639,0.327,-0.43,1.0
-0.931,-1.3,-1.214,-1.696,-1.639,-1.41,-1.085,0.524,-2.473,0.186,0.983,0.868,0.967,0.4,0.455,0.246,0.97,1.098,1.296,0.722,0.17,1.66,-0.585,-0.752,1.0
0.339,-0.396,-0.393,-1.211,-1.303,-1.164,-0.659,-0.223,-0.517,-1.232,0.219,-0.382,-0.208,0.249,-0.736,-0.937,-0.793,-0.633,-0.889,0.759,2.422,1.364,1.368,1.157,2.0
-0.742,-1.115,-1.393,-1.522,-1.504,-1.362,-1.241,-0.286,0.316,0.967,0.49,1.579,0.914,0.862,-0.192,1.088,0.972,0.734,1.631,0.292,-0.155,0.048,-0.81,0.064,2.0
-0.413,-0.306,-1.424,-1.687,-1.246,-1.179,-0.901,-0.349,-0.355,0.101,0.91,0.404,0.721,0.054,-0.617,-0.431,0.191,1.758,2.062,1.638,2.002,1.072,0.855,0.195,1.0
0.056,-2.519,-1.081,-1.8,-1.421,-1.033,-1.949,-0.779,0.755,-2.613,1.669,1.546,1.45,0.755,-0.419,0.042,0.092,0.08,0.045,0.276,3.195,-0.386,-0.319,1.903,2.0
-1.073,-1.26,-1.409,-2.023,-1.516,-1.805,-1.598,-0.876,0.528,0.669,0.952,1.123,1.129,0.776,0.53,1.188,0.379,1.377,0.105,0.817,-0.085,0.201,4.257,-0.009,2.0
-1.578,-1.803,-1.738,-1.246,-1.539,-1.594,-0.19,-0.498,1.294,0.685,0.931,0.888,0.118,0.724,0.668,0.652,0.784,1.265,0.89,1.102,0.606,-0.438,0.637,0.257,1.0
0.151,-0.847,-1.105,-0.717,-1.034,-1.629,-1.594,-1.138,0.772,0.77,2.378,2.26,0.981,0.195,1.178,0.332,-0.258,0.081,-0.694,0.065,1.973,-0.375,0.713,0.307,2.0
-0.759,-1.552,-0.697,-1.535,-1.567,-2.047,-0.289,-0.281,-0.779,0.937,1.189,0.959,0.917,-0.056,-0.03,0.616,0.999,0.364,0.168,1.009,-0.287,0.887,-0.357,0.488,1.0
1.15,-0.999,-1.179,-1.834,-2.05,-1.497,-1.871,-1.62,0.451,0.822,2.037,1.179,1.321,0.652,0.845,1.069,0.442,1.982,-0.857,3.003,-0.004,-0.048,0.372,0.357,2.0
0.48,-0.523,-1.11,-1.209,-1.33,-2.378,-1.101,-1.327,-0.8,-1.655,0.041,0.751,0.648,-0.002,-0.642,-0.502,-0.868,0.158,1.489,1.548,1.513,1.171,0.84,0.098,1.0
-0.817,-1.23,-1.577,-1.449,-1.575,-1.412,0.27,-0.253,-0.119,2.027,0.916,0.892,0.71,0.676,0.356,0.313,1.006,1.006,0.111,1.396,0.52,0.526,-0.123,-0.731,1.0
-0.982,-1.681,-1.418,-1.53,-1.291,-1.631,-1.243,-0.791,0.029,-0.116,1.27,0.758,0.871,0.646,0.581,0.875,0.425,0.489,2.078,0.164,0.031,-0.046,0.079,1.096,2.0
