@RELATION BME

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE att97 NUMERIC
@ATTRIBUTE att98 NUMERIC
@ATTRIBUTE att99 NUMERIC
@ATTRIBUTE att100 NUMERIC
@ATTRIBUTE att101 NUMERIC
@ATTRIBUTE att102 NUMERIC
@ATTRIBUTE att103 NUMERIC
@ATTRIBUTE att104 NUMERIC
@ATTRIBUTE att105 NUMERIC
@ATTRIBUTE att106 NUMERIC
@ATTRIBUTE att107 NUMERIC
@ATTRIBUTE att108 NUMERIC
@ATTRIBUTE att109 NUMERIC
@ATTRIBUTE att110 NUMERIC
@ATTRIBUTE att111 NUMERIC
@ATTRIBUTE att112 NUMERIC
@ATTRIBUTE att113 NUMERIC
@ATTRIBUTE att114 NUMERIC
@ATTRIBUTE att115 NUMERIC
@ATTRIBUTE att116 NUMERIC
@ATTRIBUTE att117 NUMERIC
@ATTRIBUTE att118 NUMERIC
@ATTRIBUTE att119 NUMERIC
@ATTRIBUTE att120 NUMERIC
@ATTRIBUTE att121 NUMERIC
@ATTRIBUTE att122 NUMERIC
@ATTRIBUTE att123 NUMERIC
@ATTRIBUTE att124 NUMERIC
@ATTRIBUTE att125 NUMERIC
@ATTRIBUTE att126 NUMERIC
@ATTRIBUTE att127 NUMERIC
@ATTRIBUTE att128 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.079,-0.005,0.007,0.019,0.024,0.168,0.76,0.697,1.777,1.041,1.007,0.989,1.919,0.326,0.706,0.471,0.149,0.226,0.323,-0.003,0.04,0.044,0.033,0.069,-0.004,0.079,0.058,0.082,0.05,0.021,0.013,0.007,0.009,0.077,-0.09,-0.119,0.004,0.13,-0.586,-1.101,-1.591,-0.755,-0.779,0.208,-0.643,-0.673,-3.022,-1.203,-0.067,-1.182,-0.03,-2.637,-0.403,-1.39,-0.98,-1.823,-0.239,-0.887,-0.68,-1.207,-0.859,-0.898,-0.771,-1.944,-0.986,-0.616,-1.984,-1.44,-0.639,-0.899,-0.817,-0.743,-0.892,-0.932,-0.967,-1.133,0.149,-0.042,-3.179,-0.324,-3.109,0.771,-1.882,-0.351,0.785,-0.649,0.09,0.483,0.102,-0.529,-0.283,-1.432,-0.522,-0.213,-0.076,0.471,-0.131,-0.248,0.16,-0.05,0.29,0.052,0.241,0.272,0.031,0.024,0.037,0.01,0.118,0.535,0.031,0.325,0.389,-0.192,0.412,0.003,0.041,-0.203,0.351,0.013,-0.026,0.039,0.024,0.054,0.105,0.029,0.073,0.018,1.0
-0.01,0.057,0.005,0.025,0.037,0.08,0.064,0.313,0.609,-0.072,0.701,0.445,0.172,-0.526,0.084,0.151,-0.039,0.234,0.098,0.035,0.008,0.0,0.044,0.022,0.018,-0.016,0.033,0.057,0.015,0.004,0.039,0.022,-0.006,-0.007,0.008,-0.31,-0.582,-0.74,-2.562,0.149,0.748,-1.298,-0.921,-0.984,-1.196,-1.069,-1.04,-1.101,-0.014,-1.424,-0.245,-1.293,-0.984,-0.642,-1.62,-0.693,-1.003,-2.919,0.281,-0.017,-1.489,-0.539,-0.696,-1.952,-0.538,-1.426,-0.922,-1.469,-1.089,-2.089,-0.772,-1.371,-0.762,0.27,-4.414,-0.611,3.885,-3.18,-2.752,-1.037,-2.669,-0.628,0.529,0.796,-0.236,0.603,0.001,-0.018,-0.221,0.962,0.084,-0.331,-0.267,-0.156,0.076,0.851,-0.033,-0.675,0.434,0.051,0.458,0.03,0.012,-0.049,0.02,0.028,0.064,0.091,0.027,-0.997,0.056,-0.076,0.836,0.059,0.321,-0.202,0.114,0.26,0.293,0.053,0.291,0.065,0.045,0.047,0.023,0.009,0.028,0.016,1.0
0.026,-0.035,0.041,-0.029,0.126,0.308,0.797,0.414,0.788,0.671,1.146,0.397,0.324,0.087,0.063,0.034,0.266,0.107,-0.442,0.284,0.009,0.039,0.008,0.002,0.042,-0.006,0.026,-0.014,0.028,0.062,0.031,0.021,0.011,0.205,-0.022,0.214,0.398,-0.577,-0.01,-0.298,-1.04,-0.882,-0.808,0.074,-0.591,-0.264,-0.536,0.007,-0.771,-3.333,-0.867,-0.931,-1.032,-2.204,0.712,-1.889,-0.543,-0.824,-1.199,-1.25,-1.399,-3.728,-1.763,-0.965,-3.19,-0.872,-0.847,-1.127,-2.295,-1.579,-1.777,-1.495,-0.37,-1.011,-0.775,-3.922,-2.825,-0.781,0.106,0.942,2.432,-3.018,-0.562,-0.622,-1.83,0.749,-0.614,-0.221,-0.303,0.076,1.284,-0.012,1.058,0.558,-0.251,0.206,-0.047,-0.09,0.455,-0.833,0.049,0.008,0.097,0.042,-0.058,0.02,0.04,0.104,0.15,-0.027,0.046,-0.151,0.007,0.159,-0.602,0.014,-0.512,-0.072,-0.056,-0.004,0.271,0.01,0.033,0.01,0.047,0.037,0.041,0.04,1.0
0.007,0.035,0.009,-0.031,0.028,0.004,-0.054,0.047,0.345,0.732,0.773,0.86,1.161,0.092,0.744,0.436,-0.097,0.278,0.067,0.036,0.028,0.033,0.006,-0.002,0.035,0.006,0.024,0.027,0.008,0.014,0.022,0.052,0.027,-0.032,-0.318,0.101,-0.024,0.012,0.278,-0.141,-0.287,0.117,-0.48,0.696,0.875,-0.123,1.577,2.084,0.858,0.967,1.454,0.369,0.341,0.915,0.882,-1.656,2.206,1.137,1.581,2.331,3.197,1.596,1.526,2.211,0.97,-0.856,0.344,0.576,0.743,1.243,0.61,3.779,2.771,0.359,0.433,1.472,0.59,1.08,-0.334,1.165,0.685,2.834,0.962,1.006,1.109,0.956,-0.481,0.585,0.584,-0.082,0.022,0.176,-0.025,-0.742,0.025,-0.038,0.267,0.141,0.456,-0.142,0.534,0.33,-0.188,0.01,0.144,0.023,-0.13,-0.231,-0.063,0.017,0.003,0.003,-0.06,0.071,-0.019,0.195,0.097,-0.03,-0.359,0.074,0.07,0.212,-0.009,0.019,0.028,0.006,0.01,0.033,1.0
0.065,0.058,0.026,0.049,0.091,0.011,0.023,-0.125,0.088,0.04,0.051,0.379,0.174,-0.379,0.912,0.577,0.831,0.9,0.682,0.275,0.177,0.054,0.116,0.043,0.005,0.056,-0.004,0.017,0.028,-0.001,0.035,0.018,0.009,0.05,-0.003,0.513,0.086,-0.003,-0.012,0.041,-0.753,-0.504,0.504,-0.01,0.159,-0.657,-1.013,-0.856,-0.199,-0.693,-0.433,-6.912,-1.036,-0.921,-0.947,0.892,-1.157,-2.833,-0.279,-1.952,-0.952,-1.132,0.274,-1.086,-1.154,-1.0,-1.336,-1.19,-0.659,-0.822,0.383,-1.919,2.854,-0.668,-1.95,-1.305,-3.213,-1.377,-1.274,0.309,-2.774,-1.298,-0.525,-1.103,-1.612,-1.071,-1.287,-0.965,-1.8,-2.639,-1.027,-0.916,-1.416,-1.06,-1.083,-1.012,-0.884,-0.947,-0.906,-0.67,-0.776,-1.059,-0.458,-0.282,-0.216,-0.103,-0.009,0.012,0.038,-0.089,-0.8,0.264,0.592,0.494,1.184,-0.174,0.155,0.095,-0.226,0.102,0.067,0.007,0.027,-0.007,0.026,0.029,0.064,-0.007,1.0
0.026,0.075,0.02,0.042,0.063,-0.007,-1.093,0.016,-0.022,-0.3,0.781,0.337,0.295,-0.064,0.92,1.829,0.697,0.549,0.283,0.159,0.043,0.072,0.103,-0.006,-0.001,0.012,-0.002,0.009,0.036,0.05,0.015,0.047,-0.049,0.003,0.056,0.22,-0.095,-0.002,0.579,0.233,0.33,-0.031,-0.346,0.111,0.31,-1.015,1.189,-1.114,-3.059,-0.92,-0.875,-0.927,-1.724,-1.806,-0.957,-0.88,-1.903,-1.058,-2.065,0.383,0.315,-0.971,0.347,-1.102,-0.216,-1.635,-1.414,-0.35,-2.826,-0.27,-0.717,0.268,-0.914,0.021,-1.937,-1.124,-0.422,2.174,-1.125,-1.117,-0.382,-1.025,-0.513,2.074,-0.843,-0.944,-1.048,-1.241,-0.296,0.039,-0.23,-0.236,0.206,0.196,-0.352,0.045,0.067,-0.015,0.037,0.022,-0.174,0.559,-0.02,0.041,-0.049,0.025,0.164,0.028,0.186,-0.363,0.035,-0.284,0.034,-0.292,0.098,0.035,0.237,-0.014,-0.037,0.174,0.038,0.01,0.106,0.069,0.046,0.037,0.074,0.031,1.0
0.051,0.033,0.023,0.033,-0.024,0.041,-0.045,0.427,-0.096,0.091,0.152,0.431,0.724,1.255,0.938,0.925,0.683,0.258,0.236,0.116,0.112,0.073,0.026,0.001,0.037,0.042,0.029,0.015,-0.006,-0.01,0.041,0.024,0.034,0.057,-0.158,0.103,0.112,-1.164,0.039,0.309,-1.266,-0.432,-0.848,-0.33,-1.028,-0.355,-1.361,-0.447,-3.421,0.458,-3.763,-1.027,-2.285,0.483,-1.093,-0.962,-0.92,-0.842,1.217,-0.812,-0.445,-0.422,0.643,-0.975,-1.752,-1.043,-1.049,-2.903,-3.057,-1.134,-0.597,-1.093,-1.437,-1.405,-1.224,-1.976,-0.277,-0.916,-1.441,-1.565,-0.871,-0.186,-0.859,-0.496,0.489,-2.716,0.72,-1.018,-0.962,-1.056,-0.596,-0.95,-0.944,-1.171,-0.787,-1.238,-0.8,-2.229,-0.819,-0.725,-0.663,-0.398,-0.842,-0.268,-0.135,-0.058,-0.084,-0.079,-0.077,0.036,0.031,0.025,0.077,-0.24,0.447,-0.056,0.064,0.007,-0.17,-0.284,-0.067,0.027,0.061,0.053,0.038,0.041,0.026,0.014,1.0
0.01,-0.003,0.002,0.008,-0.009,0.416,-0.082,0.02,0.221,0.509,0.682,0.654,1.008,1.579,0.656,-0.061,-0.101,-0.003,0.094,0.038,0.032,0.028,0.006,0.068,0.051,0.037,-0.005,0.033,0.035,0.039,0.038,0.061,-0.006,-0.081,0.021,-0.033,-0.095,0.369,-0.001,-0.834,-1.189,0.369,-2.054,-0.883,-1.071,-0.98,-0.178,-0.986,-1.043,-0.851,0.426,-1.139,-2.082,-1.56,-1.25,-0.508,-2.092,-0.995,-3.431,0.333,-0.21,-1.028,0.428,-2.947,-0.698,-1.468,-1.555,-4.247,-0.606,-1.376,0.29,-1.066,-2.203,-1.951,-1.875,-0.673,-1.179,-1.316,-0.602,-0.825,0.335,-2.35,-1.581,-0.966,-1.015,-1.007,-1.39,-0.288,-0.709,-1.063,0.083,0.017,0.487,0.098,-1.057,0.112,0.272,0.122,0.495,0.016,0.185,0.372,-0.024,0.028,0.145,0.052,0.018,0.03,-1.134,-0.272,0.139,0.128,-0.289,0.861,0.539,0.658,-0.208,-0.058,0.03,-0.048,-0.024,0.043,0.037,0.033,0.041,0.006,0.034,0.04,1.0
0.06,0.025,0.001,0.038,0.04,0.15,0.131,-0.215,0.902,0.921,1.001,1.044,0.846,1.095,1.138,0.693,1.142,0.999,0.648,0.436,0.146,0.055,0.066,0.035,0.003,0.025,0.037,0.023,0.023,0.032,0.013,0.108,-0.027,-0.148,0.072,-0.009,0.122,0.1,0.166,-0.139,-0.982,1.254,2.358,-4.829,0.869,1.603,0.985,0.181,0.742,0.983,0.949,0.251,0.692,1.24,-0.416,0.884,1.078,0.996,0.543,0.949,-3.913,0.648,-0.075,0.941,1.157,1.526,1.544,-0.708,1.051,0.931,1.114,2.309,3.356,1.212,2.668,0.385,-0.743,1.205,1.465,0.884,1.619,1.35,-0.33,1.425,1.932,1.076,0.474,0.089,0.074,-0.031,0.065,-0.795,-0.439,-0.436,0.063,0.038,0.025,0.422,-0.084,0.379,-0.025,-0.029,-0.996,0.041,0.114,0.035,0.02,0.003,0.064,0.077,-0.865,-0.163,0.078,-0.958,0.094,-0.387,-1.17,0.046,-0.07,-0.086,-0.046,0.002,0.056,0.05,0.026,0.004,0.033,0.016,1.0
0.035,0.041,0.03,0.039,-0.006,-0.03,-0.18,0.016,0.269,0.72,0.277,1.337,1.466,1.077,0.365,0.195,0.049,0.044,0.042,-0.111,0.046,0.054,-0.01,0.007,0.028,0.017,0.05,0.022,0.027,0.003,0.007,-0.015,0.047,-0.003,0.005,0.037,0.066,-0.227,-0.382,-0.412,0.635,0.619,0.802,0.829,0.601,-0.021,1.553,1.009,2.553,0.711,1.184,1.655,1.742,0.143,-3.695,-1.581,0.899,1.367,0.064,1.027,3.986,-0.576,0.903,0.934,2.191,0.614,-0.463,-0.595,2.918,3.821,-1.696,-0.037,-2.735,1.029,3.216,0.431,0.868,-2.822,0.702,0.835,5.026,1.195,-0.199,1.741,-1.917,2.365,1.098,0.98,1.8,0.8,0.305,1.622,-0.591,-1.245,-0.032,0.066,0.058,-0.009,0.466,0.026,0.079,0.03,0.037,-0.008,-0.042,-0.008,0.183,0.071,-0.369,0.228,0.032,-0.003,-0.144,0.318,0.696,-0.464,0.463,0.04,0.517,-0.063,-0.045,-0.016,0.038,0.069,0.037,0.002,0.014,0.028,1.0
0.017,0.052,0.068,0.02,0.047,0.023,-0.074,-0.005,0.454,-0.232,1.732,0.049,0.054,0.186,0.466,0.224,0.122,0.09,0.041,0.059,0.057,0.082,0.005,0.005,0.012,0.023,0.066,-0.023,0.024,0.066,0.013,0.036,0.011,-0.005,0.007,0.218,-0.124,0.054,0.191,0.188,0.571,-1.563,0.7,1.217,1.595,0.93,1.14,0.783,1.422,-0.185,1.539,1.833,0.187,-2.991,1.242,0.52,0.057,-1.721,0.604,-0.881,-0.045,0.523,3.478,-0.605,1.206,0.396,0.316,0.878,1.101,0.925,2.298,0.862,0.121,0.184,0.718,0.062,0.699,1.031,0.358,0.802,1.227,2.809,-2.132,0.766,0.122,-0.342,3.206,-0.317,0.287,1.468,0.873,0.967,0.769,1.126,0.574,0.657,0.514,0.016,0.088,-0.06,0.023,0.056,-0.02,0.194,-0.035,0.024,0.026,0.071,-0.185,-1.39,0.132,-0.951,-0.042,-0.005,0.029,0.284,0.177,0.904,-0.048,0.016,0.113,0.05,-0.046,0.048,-0.035,0.024,0.018,0.018,2.0
0.028,-0.0,0.034,0.021,0.006,0.054,0.021,0.031,0.821,0.074,0.476,-0.471,0.009,0.001,0.812,0.053,0.018,-0.217,0.003,-0.031,0.063,0.025,0.038,-0.014,0.014,0.0,0.012,0.047,0.046,-0.017,-0.022,0.019,0.024,-0.009,0.076,-0.13,0.304,-0.497,0.015,-0.043,-0.67,-0.54,1.161,0.757,-1.081,1.707,0.413,0.929,0.999,0.282,0.369,1.328,0.906,2.321,0.982,0.744,0.939,0.94,0.9,0.81,0.998,1.643,1.222,4.184,1.427,1.141,0.622,0.361,2.042,1.958,0.072,0.612,0.537,1.548,0.912,1.258,0.383,0.978,1.137,0.149,0.86,1.118,1.419,1.579,0.29,-2.566,-1.22,-0.203,0.296,-1.064,-0.029,0.003,-1.268,-0.171,-0.784,0.318,-0.091,-0.011,0.088,0.023,-0.301,-0.019,-0.066,0.128,0.079,0.105,-0.06,0.007,0.101,-0.563,-0.147,0.74,0.009,-0.771,-0.324,0.035,-0.208,-0.178,-0.507,0.525,0.074,0.003,0.02,0.037,0.035,0.011,-0.023,0.026,2.0
