@RELATION UMD

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC
@ATTRIBUTE att83_err NUMERIC
@ATTRIBUTE att84_err NUMERIC
@ATTRIBUTE att85_err NUMERIC
@ATTRIBUTE att86_err NUMERIC
@ATTRIBUTE att87_err NUMERIC
@ATTRIBUTE att88_err NUMERIC
@ATTRIBUTE att89_err NUMERIC
@ATTRIBUTE att90_err NUMERIC
@ATTRIBUTE att91_err NUMERIC
@ATTRIBUTE att92_err NUMERIC
@ATTRIBUTE att93_err NUMERIC
@ATTRIBUTE att94_err NUMERIC
@ATTRIBUTE att95_err NUMERIC
@ATTRIBUTE att96_err NUMERIC
@ATTRIBUTE att97_err NUMERIC
@ATTRIBUTE att98_err NUMERIC
@ATTRIBUTE att99_err NUMERIC
@ATTRIBUTE att100_err NUMERIC
@ATTRIBUTE att101_err NUMERIC
@ATTRIBUTE att102_err NUMERIC
@ATTRIBUTE att103_err NUMERIC
@ATTRIBUTE att104_err NUMERIC
@ATTRIBUTE att105_err NUMERIC
@ATTRIBUTE att106_err NUMERIC
@ATTRIBUTE att107_err NUMERIC
@ATTRIBUTE att108_err NUMERIC
@ATTRIBUTE att109_err NUMERIC
@ATTRIBUTE att110_err NUMERIC
@ATTRIBUTE att111_err NUMERIC
@ATTRIBUTE att112_err NUMERIC
@ATTRIBUTE att113_err NUMERIC
@ATTRIBUTE att114_err NUMERIC
@ATTRIBUTE att115_err NUMERIC
@ATTRIBUTE att116_err NUMERIC
@ATTRIBUTE att117_err NUMERIC
@ATTRIBUTE att118_err NUMERIC
@ATTRIBUTE att119_err NUMERIC
@ATTRIBUTE att120_err NUMERIC
@ATTRIBUTE att121_err NUMERIC
@ATTRIBUTE att122_err NUMERIC
@ATTRIBUTE att123_err NUMERIC
@ATTRIBUTE att124_err NUMERIC
@ATTRIBUTE att125_err NUMERIC
@ATTRIBUTE att126_err NUMERIC
@ATTRIBUTE att127_err NUMERIC
@ATTRIBUTE att128_err NUMERIC
@ATTRIBUTE att129_err NUMERIC
@ATTRIBUTE att130_err NUMERIC
@ATTRIBUTE att131_err NUMERIC
@ATTRIBUTE att132_err NUMERIC
@ATTRIBUTE att133_err NUMERIC
@ATTRIBUTE att134_err NUMERIC
@ATTRIBUTE att135_err NUMERIC
@ATTRIBUTE att136_err NUMERIC
@ATTRIBUTE att137_err NUMERIC
@ATTRIBUTE att138_err NUMERIC
@ATTRIBUTE att139_err NUMERIC
@ATTRIBUTE att140_err NUMERIC
@ATTRIBUTE att141_err NUMERIC
@ATTRIBUTE att142_err NUMERIC
@ATTRIBUTE att143_err NUMERIC
@ATTRIBUTE att144_err NUMERIC
@ATTRIBUTE att145_err NUMERIC
@ATTRIBUTE att146_err NUMERIC
@ATTRIBUTE att147_err NUMERIC
@ATTRIBUTE att148_err NUMERIC
@ATTRIBUTE att149_err NUMERIC
@ATTRIBUTE att150_err NUMERIC

@DATA
0.029,0.007,0.001,0.029,0.008,0.022,0.013,0.021,0.009,0.009,0.011,0.02,0.012,0.061,0.004,0.014,0.062,0.259,0.822,0.302,0.794,1.097,0.08,0.158,0.54,0.807,0.557,0.008,0.037,0.024,0.044,0.188,0.062,0.01,0.004,0.025,0.001,0.025,0.0,0.02,0.013,0.097,0.07,0.145,0.197,0.146,0.471,0.005,0.122,0.3,2.139,1.033,0.585,0.892,0.797,0.955,2.455,1.435,1.682,1.112,1.492,1.535,1.33,0.449,2.383,0.831,0.318,4.16,0.811,1.985,3.484,1.475,3.041,0.594,1.101,0.926,1.774,2.412,1.414,0.293,1.383,2.241,1.145,0.204,1.888,1.291,1.628,2.421,2.243,0.634,0.68,1.898,2.562,0.301,1.498,0.294,1.152,1.008,1.559,0.441,2.599,2.039,2.464,1.695,1.348,1.318,0.485,1.06,0.596,0.582,0.014,0.285,0.735,0.318,0.081,0.311,0.377,0.019,0.49,0.149,0.183,1.035,0.064,0.474,1.492,0.148,0.619,0.373,0.417,0.347,0.054,0.1,0.013,0.101,0.04,0.033,0.017,0.013,0.046,0.025,0.022,0.004,0.017,0.028,0.056,0.001,0.005,0.005,0.008,0.001
0.04,0.012,0.014,0.008,0.01,0.004,0.02,0.02,0.006,0.03,0.003,0.043,0.002,0.001,0.022,0.023,0.011,0.043,0.994,0.881,0.55,1.171,1.661,0.402,0.357,0.072,0.972,0.148,0.078,0.084,0.3,0.04,0.045,0.058,0.015,0.015,0.016,0.005,0.006,0.023,0.004,0.125,0.004,0.11,0.157,0.642,0.073,0.217,0.542,1.978,1.275,0.722,0.546,0.466,3.062,0.682,0.961,1.703,3.75,0.185,1.104,0.213,3.346,0.391,4.347,0.546,3.404,1.35,1.689,1.181,4.604,1.806,2.583,2.298,2.383,1.882,1.16,0.579,1.036,0.226,0.176,1.592,1.644,0.227,2.018,2.542,0.297,1.981,2.362,1.707,1.311,1.819,0.532,0.121,1.179,0.382,2.393,0.885,1.864,0.146,0.589,0.34,0.192,0.79,0.107,1.405,1.919,1.405,0.846,2.033,0.972,0.743,0.215,0.076,0.76,0.444,0.244,0.076,0.504,0.06,0.2,0.602,0.237,0.586,0.598,1.515,0.273,0.846,0.207,0.483,0.013,0.04,0.021,0.068,0.005,0.008,0.006,0.034,0.011,0.007,0.01,0.02,0.064,0.008,0.024,0.02,0.026,0.04,0.001,0.001
0.016,0.041,0.042,0.015,0.021,0.018,0.016,0.023,0.02,0.057,0.017,0.033,0.022,0.015,0.007,0.078,0.004,0.186,0.952,0.868,1.191,0.323,1.077,1.424,0.261,0.581,0.537,0.809,0.161,0.18,0.102,0.067,0.029,0.014,0.036,0.03,0.006,0.025,0.004,0.023,0.028,0.047,0.006,0.116,0.255,0.267,0.057,0.323,0.199,0.39,0.851,0.274,1.096,0.06,0.922,1.227,0.932,0.562,0.771,2.078,2.183,0.118,1.064,0.129,0.738,2.278,2.499,0.781,0.56,0.372,0.004,2.561,2.591,1.891,0.22,2.992,0.294,1.248,2.219,0.69,0.341,1.343,0.313,0.459,1.445,0.993,0.803,1.769,3.551,1.55,0.842,0.07,0.051,1.364,0.283,0.305,0.266,0.699,0.65,0.587,1.748,0.838,0.256,0.225,0.16,0.892,0.056,1.074,0.73,0.827,0.022,1.687,0.589,0.164,0.609,0.199,0.156,0.2,0.009,0.836,0.246,0.532,0.194,0.741,0.576,0.19,0.344,0.086,1.276,0.427,0.011,0.25,0.203,0.077,0.059,0.026,0.01,0.018,0.012,0.006,0.015,0.022,0.033,0.027,0.041,0.018,0.011,0.054,0.025,0.039
0.019,0.029,0.003,0.007,0.049,0.06,0.008,0.046,0.006,0.011,0.046,0.007,0.033,0.016,0.026,0.019,0.148,0.13,0.86,0.707,0.001,0.539,0.462,1.374,0.521,0.25,0.218,0.04,0.015,0.006,0.01,0.059,0.029,0.036,0.008,0.047,0.039,0.009,0.018,0.014,0.023,0.006,0.027,0.229,0.325,0.139,0.578,0.764,0.347,0.156,0.412,1.887,1.282,0.526,1.456,0.883,0.645,2.226,1.48,0.673,0.239,1.294,3.581,1.231,1.603,0.762,3.828,0.785,0.55,1.981,0.847,1.272,1.247,1.111,0.098,2.057,2.203,1.061,0.539,0.015,0.008,0.894,2.254,1.39,1.191,0.43,1.095,1.04,0.665,0.242,1.832,0.873,0.147,0.403,2.488,2.332,0.065,0.526,2.6,0.379,0.169,1.854,1.941,1.38,0.062,1.483,0.046,0.626,0.757,0.86,1.789,0.587,0.943,0.197,0.722,0.157,0.371,0.066,0.327,0.028,0.224,0.602,0.93,0.307,0.911,0.214,0.296,0.04,0.019,0.388,0.209,0.079,0.021,0.086,0.064,0.004,0.028,0.025,0.002,0.022,0.014,0.022,0.003,0.014,0.012,0.002,0.044,0.02,0.004,0.031
0.034,0.001,0.037,0.001,0.042,0.004,0.005,0.021,0.041,0.032,0.011,0.004,0.007,0.015,0.009,0.011,0.062,0.65,0.276,0.497,0.578,0.954,0.081,0.438,0.226,0.373,0.484,0.178,0.12,0.285,0.135,0.041,0.055,0.0,0.027,0.003,0.021,0.0,0.005,0.002,0.006,0.036,0.147,0.153,0.183,0.268,0.062,0.006,0.016,0.184,0.164,0.416,0.5,0.309,0.071,1.04,0.8,0.673,0.871,0.408,1.099,2.991,1.119,1.6,0.684,1.964,0.483,1.549,1.488,0.669,0.686,0.995,2.595,2.319,3.723,0.505,2.5,0.904,2.0,0.134,1.941,0.232,1.81,0.747,1.301,0.338,0.74,3.142,0.389,1.243,0.303,0.285,0.588,1.832,0.244,0.631,0.164,0.151,0.509,0.179,1.165,0.465,1.121,0.639,0.32,0.434,0.132,1.362,0.909,0.341,0.971,0.357,1.254,1.334,0.435,0.189,0.092,0.179,0.106,0.312,0.665,0.011,0.151,0.76,0.4,0.508,1.544,0.041,0.824,0.231,0.227,0.181,0.229,0.038,0.045,0.017,0.009,0.022,0.016,0.004,0.036,0.0,0.003,0.018,0.028,0.005,0.04,0.018,0.022,0.021
0.003,0.019,0.022,0.027,0.024,0.027,0.016,0.016,0.027,0.033,0.046,0.01,0.026,0.037,0.024,0.033,0.074,0.292,0.41,0.152,1.184,0.352,2.649,0.085,0.264,0.709,0.912,0.202,0.475,0.211,0.061,0.127,0.033,0.019,0.02,0.017,0.015,0.012,0.018,0.026,0.006,0.002,0.211,0.099,0.165,0.556,0.106,0.03,1.448,1.846,0.556,0.778,0.609,1.914,2.531,0.098,1.838,1.359,0.089,1.642,0.902,1.108,1.791,1.212,2.881,0.172,0.107,1.007,1.579,1.609,1.908,1.24,2.163,1.6,2.63,0.255,0.728,1.642,0.903,1.087,1.53,0.358,0.667,1.386,0.335,1.225,3.199,3.089,1.933,1.902,1.691,1.928,4.067,0.437,0.878,1.246,1.757,1.283,1.278,0.349,0.098,0.505,0.303,0.679,0.602,0.482,0.36,2.16,0.801,0.013,0.578,0.893,0.392,0.571,0.504,0.014,0.111,0.169,0.144,0.57,0.717,0.139,0.54,1.676,0.029,0.32,0.825,1.3,0.215,0.231,0.221,0.042,0.31,0.094,0.0,0.011,0.032,0.008,0.052,0.016,0.009,0.007,0.004,0.02,0.006,0.001,0.017,0.024,0.03,0.006
0.007,0.006,0.009,0.054,0.021,0.021,0.009,0.007,0.047,0.008,0.018,0.003,0.015,0.011,0.065,0.062,0.002,0.181,0.248,0.745,1.406,1.098,0.188,1.018,0.042,0.585,0.198,0.385,0.673,0.019,0.122,0.067,0.056,0.034,0.019,0.015,0.01,0.011,0.007,0.02,0.019,0.06,0.21,0.356,0.001,0.184,0.007,0.269,0.15,0.529,0.92,2.302,1.237,0.86,0.496,0.761,1.404,3.523,2.068,3.058,3.077,1.622,1.487,0.549,3.285,1.613,0.616,0.853,2.614,0.285,3.265,3.986,0.602,1.733,1.274,0.107,2.804,2.278,2.085,2.764,0.015,0.724,0.106,1.692,0.908,0.16,1.717,0.553,1.83,0.995,0.393,0.804,1.562,0.31,0.241,0.386,0.952,1.237,2.5,0.945,1.628,1.188,1.008,0.586,0.048,1.654,0.334,0.792,0.904,1.119,0.311,0.443,0.573,0.657,0.251,0.549,0.081,0.012,0.113,0.133,0.139,0.092,0.344,0.622,1.871,0.502,0.23,1.054,0.94,0.374,0.129,0.315,0.097,0.07,0.071,0.036,0.002,0.002,0.038,0.022,0.03,0.018,0.005,0.032,0.031,0.017,0.015,0.021,0.025,0.025
0.04,0.023,0.001,0.004,0.011,0.008,0.031,0.019,0.032,0.017,0.035,0.004,0.011,0.016,0.01,0.023,0.094,0.27,0.161,0.06,1.631,1.605,0.449,0.886,0.413,0.538,0.318,0.388,0.183,0.229,0.128,0.167,0.02,0.009,0.005,0.015,0.004,0.001,0.005,0.014,0.023,0.074,0.025,0.002,0.119,0.048,0.31,0.635,1.396,0.741,0.984,0.923,0.409,0.099,2.965,0.725,0.595,0.41,0.192,1.63,1.406,0.561,3.069,3.108,3.53,1.673,1.039,1.978,0.43,0.294,0.514,0.625,0.786,2.93,3.369,0.92,0.574,0.875,2.56,0.381,0.096,0.019,0.966,1.305,0.776,1.728,1.997,0.464,0.531,1.396,0.885,2.2,0.605,1.37,1.945,2.906,1.03,1.774,2.466,1.018,0.138,1.779,0.242,0.359,0.774,1.161,0.025,1.398,1.659,0.942,0.354,0.988,0.732,0.168,0.283,0.025,0.084,0.406,0.202,0.109,0.213,0.368,1.087,0.068,0.032,1.045,0.244,0.056,0.082,0.474,0.073,0.115,0.083,0.059,0.012,0.033,0.017,0.027,0.007,0.005,0.022,0.003,0.02,0.043,0.008,0.014,0.013,0.01,0.056,0.054
0.02,0.034,0.006,0.018,0.023,0.015,0.039,0.009,0.031,0.01,0.028,0.034,0.004,0.016,0.039,0.053,0.017,0.109,0.223,1.028,0.287,0.313,0.221,0.11,0.438,0.355,1.24,0.438,0.249,0.133,0.022,0.001,0.054,0.021,0.012,0.002,0.059,0.012,0.028,0.026,0.028,0.039,0.144,0.015,0.146,0.148,0.365,0.71,0.05,0.243,0.663,0.681,0.74,0.255,1.088,1.033,1.181,0.142,4.217,0.301,2.466,0.445,1.559,1.653,3.065,0.126,1.37,1.974,3.719,1.984,1.777,2.276,1.777,0.491,0.341,1.099,3.326,0.009,1.127,1.596,0.352,1.983,3.189,4.039,2.582,0.789,0.897,1.014,0.361,0.382,1.15,0.081,2.358,0.999,0.437,0.807,0.975,0.024,0.256,1.15,0.723,0.709,0.041,1.321,0.187,0.615,0.258,0.385,0.508,0.944,0.514,1.832,0.015,1.06,0.752,0.061,0.24,0.01,0.045,0.63,0.021,0.594,0.468,0.645,1.299,0.259,1.14,0.554,0.534,0.196,0.268,0.298,0.04,0.052,0.013,0.009,0.024,0.01,0.012,0.021,0.018,0.023,0.018,0.007,0.006,0.014,0.017,0.023,0.039,0.028
0.035,0.027,0.043,0.026,0.015,0.015,0.024,0.016,0.01,0.069,0.033,0.023,0.022,0.032,0.065,0.015,0.172,0.073,0.431,0.88,0.495,0.504,0.038,0.572,2.114,0.91,0.483,0.125,0.067,0.139,0.032,0.008,0.031,0.001,0.052,0.012,0.049,0.014,0.024,0.026,0.022,0.001,0.049,0.223,0.085,0.691,0.059,0.388,0.046,0.049,0.526,1.358,0.505,0.013,0.574,0.565,1.721,0.713,1.233,1.461,3.363,2.439,1.522,2.093,3.063,0.155,3.386,1.841,2.149,2.071,0.185,0.636,2.029,0.653,1.598,0.621,0.468,1.382,0.948,2.733,0.423,2.779,0.601,2.306,4.645,2.439,1.986,1.45,0.456,1.397,0.71,2.123,1.756,1.687,0.238,0.637,0.229,1.347,3.114,1.808,2.738,0.455,0.837,0.97,1.199,0.776,1.853,0.243,0.159,0.682,1.097,0.24,0.612,0.322,1.114,0.416,0.125,0.287,0.024,0.68,0.43,0.205,0.387,0.818,0.416,0.306,1.209,0.046,0.198,0.258,0.437,0.095,0.271,0.009,0.048,0.003,0.019,0.058,0.028,0.025,0.017,0.017,0.036,0.015,0.015,0.029,0.019,0.021,0.01,0.034
