@RELATION SyntheticControl

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0, 4.0, 5.0, 6.0}

@DATA
0.783,0.874,0.319,0.584,-0.47,0.632,-0.281,-0.039,3.245,-4.816,0.742,-0.576,1.228,0.682,-0.038,-1.808,0.822,1.171,-0.213,-1.417,-2.57,-0.923,1.956,0.026,0.769,-0.082,-0.328,-0.011,-1.675,-0.963,1.187,-0.775,9.583,-0.154,-0.74,-1.034,-1.05,1.12,1.264,-2.054,1.497,-2.92,-0.288,0.706,0.3,1.098,-8.043,-0.388,-0.361,-2.809,3.645,-2.738,0.111,-0.212,1.214,1.405,-1.729,2.739,-1.965,-1.881,1.0
-4.534,2.143,-0.941,-0.206,-0.25,3.648,-0.865,1.611,-0.898,-0.719,0.206,-1.153,-3.681,-0.796,-1.501,1.095,0.412,-0.254,-0.116,-0.116,-0.981,-0.594,-1.781,-0.002,-1.775,-0.212,0.568,-3.414,0.698,-1.362,0.529,-4.773,3.711,-0.836,1.423,-0.767,-0.551,-4.0,1.041,1.454,-0.064,1.17,-0.88,-1.443,0.285,-0.287,0.321,2.421,1.351,0.475,2.182,-0.82,-0.448,2.731,-2.949,-1.106,2.448,0.246,-1.171,-1.347,1.0
-0.928,-0.192,3.623,0.12,-1.912,-0.852,5.735,1.521,-1.877,4.785,-2.506,-3.675,0.465,1.735,-2.482,-0.317,1.516,-1.623,-0.188,-2.718,-0.553,2.831,1.494,0.543,-1.955,1.376,-1.93,0.755,1.092,0.317,0.856,1.301,3.076,1.854,0.95,1.054,-3.949,0.968,1.005,1.038,-0.234,-1.298,0.069,-0.117,4.594,-1.924,-0.141,-0.59,0.514,0.557,-5.318,1.785,1.19,-0.965,1.068,-3.419,2.014,2.202,-0.781,0.482,1.0
-0.211,-1.074,-1.422,1.907,-0.049,-0.752,-0.666,1.175,-0.679,-1.584,0.38,1.517,-1.295,-0.063,0.74,-0.613,2.051,-2.014,-0.225,0.711,0.344,-0.849,-0.529,-1.667,-0.099,0.177,-0.98,-0.307,1.288,-0.613,-2.676,2.237,4.818,0.718,-0.526,-0.057,-1.792,-1.094,2.182,-1.036,0.076,2.801,1.728,-5.797,0.512,1.384,-1.385,1.066,-0.531,-3.699,-0.372,-2.264,0.096,-0.491,3.637,-0.218,3.138,-3.466,0.078,0.044,1.0
0.389,-0.2,3.734,1.931,-1.908,7.544,1.122,1.129,-0.654,-0.974,-3.571,1.291,-0.849,2.702,-0.6,-1.173,0.466,2.1,0.409,-2.055,3.789,-3.449,-0.712,1.078,1.225,-0.141,-0.558,-2.441,0.529,0.035,1.117,1.166,-0.875,-1.861,-1.215,-0.308,-1.638,-1.173,-1.188,0.563,0.542,0.087,-1.946,0.2,0.543,-0.356,1.856,-1.538,0.456,1.578,2.833,0.803,0.167,-2.159,-0.12,3.416,-4.872,0.551,0.131,1.041,1.0
2.65,2.021,0.396,-1.707,-2.352,-0.848,-3.756,1.304,-1.444,-0.601,3.961,1.157,-1.028,3.083,-1.97,0.284,-2.022,0.703,0.771,-0.093,0.912,-4.12,-2.272,-0.891,-0.484,1.456,-2.579,2.986,1.645,-0.145,-1.944,0.521,0.315,-0.476,-0.735,0.518,-0.836,0.552,1.034,-1.868,-0.666,0.512,-2.627,1.403,-0.475,-1.022,2.45,0.393,3.138,-5.849,-1.023,-1.269,0.19,-1.195,1.165,1.772,3.275,-0.551,-0.428,0.877,1.0
-0.028,0.054,-0.178,-0.776,-2.05,0.671,-1.21,0.523,-0.898,0.339,1.909,1.101,0.503,0.411,-1.4,-1.142,3.005,2.028,-0.987,0.902,-0.341,3.694,-0.217,0.501,0.794,1.051,0.339,-0.679,-1.195,-1.022,-0.114,0.378,-1.168,0.051,1.059,-1.661,1.509,2.029,0.744,-0.36,-1.248,0.403,3.215,0.342,-9.856,0.093,-1.285,-1.407,-3.993,-0.584,2.904,0.067,1.7,4.092,-1.709,-2.647,-3.69,-1.116,0.463,2.278,1.0
-4.575,-3.877,-0.647,-0.431,0.5,-1.405,0.041,-1.579,-1.581,0.974,-2.361,2.529,0.477,1.092,1.235,2.32,6.363,-1.221,-1.22,0.681,0.929,-0.279,1.567,-0.19,2.133,-0.423,0.18,-1.182,0.83,-0.706,-1.92,-0.433,-0.725,0.718,-3.175,0.346,-1.601,0.444,-1.186,-2.722,-0.293,-2.431,-0.154,2.577,0.951,2.201,-1.179,7.847,-1.219,-1.202,0.976,-0.834,0.238,-0.195,-2.169,5.956,4.309,0.69,0.289,-1.16,1.0
1.83,-3.844,-5.153,-1.821,1.578,-1.38,-0.987,5.073,-1.386,2.894,-3.213,2.111,-1.643,-0.492,1.788,1.047,0.581,-0.615,2.04,-2.058,-0.535,1.064,-1.509,-0.509,0.547,-0.875,0.604,0.773,0.447,-2.423,0.024,4.176,-2.055,8.191,2.649,0.613,-1.221,-0.253,-2.127,0.393,-0.625,1.597,-1.593,1.358,0.793,1.639,-0.506,0.206,-1.687,-1.245,-1.003,0.582,-1.288,4.996,-0.067,0.973,-2.74,0.187,0.067,1.326,1.0
-1.552,-0.468,-0.454,-0.414,-3.587,0.171,-1.438,0.98,5.693,-0.322,2.635,1.69,-0.518,0.206,0.904,-0.129,1.81,1.844,1.482,-1.307,-0.247,-1.467,1.264,-0.357,-0.525,0.097,-2.332,0.811,-0.463,-0.795,1.773,0.107,-1.479,1.772,1.564,5.055,0.05,0.638,-0.908,-1.213,-0.404,0.052,-0.699,0.495,-2.311,1.934,-0.605,-1.766,0.6,0.614,-0.846,-2.47,7.925,1.057,0.454,0.736,-0.037,-0.846,1.678,-1.609,1.0
-1.179,0.279,-2.286,-1.567,-2.804,-1.353,-0.608,1.919,-1.471,-0.452,-0.382,-1.761,2.262,0.841,-1.102,0.794,-0.737,0.659,0.657,-1.167,-0.901,0.136,2.668,4.669,1.272,0.245,1.171,-1.644,2.16,0.546,-4.855,-1.496,1.548,0.506,-0.368,0.749,-0.381,1.365,-2.41,1.59,0.672,-0.933,-2.304,-0.427,1.55,1.629,-2.856,0.626,1.094,-3.286,-0.16,-0.081,-3.236,-1.33,3.493,-2.744,3.32,0.877,0.663,-1.595,1.0
0.919,3.209,1.562,0.846,1.1,-0.196,-0.0,-1.327,0.106,-0.178,-0.046,-1.909,0.263,-1.152,-0.242,0.064,-2.466,0.36,0.266,-1.083,2.081,-1.438,2.059,1.016,0.604,0.478,-3.466,-0.266,-0.599,-2.835,2.891,-2.639,-0.305,-1.185,-1.439,0.348,12.078,-2.447,-1.573,1.025,1.229,-3.63,0.847,-0.866,0.521,-1.128,-0.928,0.324,0.305,-1.213,2.346,1.439,1.692,2.61,0.46,2.818,-1.922,1.455,-1.15,-0.741,1.0
0.752,1.036,1.629,2.226,1.033,0.354,-0.427,-1.235,-0.668,1.788,-1.141,-2.542,-1.395,0.382,-0.438,0.784,-3.131,-3.144,-0.383,-4.852,-0.552,-1.185,1.211,0.803,1.076,3.534,-2.298,-0.833,0.906,-1.736,0.518,-0.415,0.218,-1.358,-0.103,0.197,1.363,-3.894,-1.589,-0.441,4.025,2.49,1.071,-0.012,0.644,0.237,1.356,-1.928,0.822,-0.774,1.853,-0.784,0.193,0.949,-1.227,2.911,0.799,1.081,1.258,-1.372,1.0
2.451,0.919,1.299,2.533,-1.545,-0.079,2.534,-1.856,-0.913,-0.087,-3.138,2.815,-1.078,0.58,2.094,-0.54,1.123,-1.508,1.442,0.536,-0.275,-4.616,0.015,-0.906,-4.587,-0.672,0.758,-0.779,1.726,2.502,0.286,-0.616,2.604,0.062,-0.638,0.599,2.274,1.417,-0.118,0.581,3.736,1.166,-2.276,-1.213,3.109,-0.735,1.78,0.845,-1.904,-0.535,0.402,1.805,-1.39,1.131,3.448,1.126,3.929,-0.381,1.664,-1.586,1.0
