@RELATION BME

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE att97 NUMERIC
@ATTRIBUTE att98 NUMERIC
@ATTRIBUTE att99 NUMERIC
@ATTRIBUTE att100 NUMERIC
@ATTRIBUTE att101 NUMERIC
@ATTRIBUTE att102 NUMERIC
@ATTRIBUTE att103 NUMERIC
@ATTRIBUTE att104 NUMERIC
@ATTRIBUTE att105 NUMERIC
@ATTRIBUTE att106 NUMERIC
@ATTRIBUTE att107 NUMERIC
@ATTRIBUTE att108 NUMERIC
@ATTRIBUTE att109 NUMERIC
@ATTRIBUTE att110 NUMERIC
@ATTRIBUTE att111 NUMERIC
@ATTRIBUTE att112 NUMERIC
@ATTRIBUTE att113 NUMERIC
@ATTRIBUTE att114 NUMERIC
@ATTRIBUTE att115 NUMERIC
@ATTRIBUTE att116 NUMERIC
@ATTRIBUTE att117 NUMERIC
@ATTRIBUTE att118 NUMERIC
@ATTRIBUTE att119 NUMERIC
@ATTRIBUTE att120 NUMERIC
@ATTRIBUTE att121 NUMERIC
@ATTRIBUTE att122 NUMERIC
@ATTRIBUTE att123 NUMERIC
@ATTRIBUTE att124 NUMERIC
@ATTRIBUTE att125 NUMERIC
@ATTRIBUTE att126 NUMERIC
@ATTRIBUTE att127 NUMERIC
@ATTRIBUTE att128 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.106,-0.008,0.009,0.018,0.025,0.205,0.99,0.683,2.368,1.089,1.011,0.972,2.52,-0.06,0.774,0.582,0.157,0.335,0.502,-0.015,0.042,0.042,0.035,0.086,-0.021,0.105,0.085,0.106,0.053,0.022,0.014,-0.004,0.002,0.123,-0.178,-0.199,0.083,0.482,-0.521,-1.278,-2.048,-0.636,-0.67,0.977,-0.442,-0.49,-4.404,-1.374,0.52,-1.336,0.584,-3.76,-0.036,-1.682,-0.998,-2.404,0.236,-0.845,-0.499,-1.374,-0.791,-0.856,-0.646,-2.602,-1.003,-0.385,-2.667,-1.76,-0.425,-0.86,-0.724,-0.603,-0.854,-0.923,-0.98,-1.254,0.882,0.56,-4.671,0.088,-4.554,1.914,-2.509,0.044,1.943,-0.444,0.785,1.435,0.729,-0.508,-0.282,-2.299,-0.832,-0.345,-0.131,0.784,-0.224,-0.432,0.264,-0.11,0.476,0.073,0.38,0.446,0.034,0.034,0.05,0.001,0.167,0.871,0.031,0.532,0.625,-0.341,0.673,-0.014,0.041,-0.352,0.563,0.007,-0.052,0.04,0.013,0.054,0.138,0.027,0.096,0.016,1.0
-0.016,0.08,0.007,0.028,0.037,0.111,0.051,0.31,0.649,-0.573,0.733,0.445,0.14,-0.938,0.092,0.207,-0.084,0.376,0.16,0.036,0.007,-0.001,0.043,0.009,0.016,-0.024,0.038,0.081,0.026,-0.004,0.041,0.026,-0.009,-0.041,0.083,-0.256,-0.519,-0.68,-3.667,0.873,1.879,-1.529,-0.898,-1.002,-1.356,-1.141,-1.091,-1.193,0.615,-1.739,0.225,-1.521,-1.007,-0.434,-2.063,-0.518,-1.034,-4.227,1.104,0.605,-1.848,-0.263,-0.527,-2.623,-0.265,-1.745,-0.902,-1.806,-1.169,-2.834,-0.641,-1.641,-0.631,1.088,-6.716,-0.375,7.118,-4.659,-3.946,-1.086,-3.879,-0.669,1.07,1.412,-0.359,1.015,-0.007,-0.035,-0.403,1.579,0.122,-0.56,-0.447,-0.264,0.105,1.403,-0.064,-1.159,0.719,0.071,0.75,0.029,-0.015,-0.107,0.012,0.041,0.083,0.121,0.034,-1.682,0.081,-0.143,1.391,0.079,0.513,-0.369,0.172,0.413,0.464,0.081,0.468,0.079,0.046,0.049,0.023,0.01,0.027,0.012,1.0
0.03,-0.061,0.045,-0.055,0.125,0.205,0.797,0.033,0.598,0.463,1.471,0.443,0.441,0.098,0.073,0.03,0.418,0.173,-0.759,0.449,0.014,0.041,0.009,0.001,0.05,-0.014,0.01,-0.033,0.027,0.069,0.032,0.023,0.013,0.329,-0.04,0.352,0.633,-0.976,0.056,-0.231,-1.278,-0.909,-0.739,0.751,-0.349,0.2,-0.251,0.655,-0.641,-4.908,-0.795,-0.904,-1.076,-3.029,1.835,-2.502,-0.259,-0.728,-1.35,-1.435,-1.685,-5.568,-2.295,-0.964,-4.671,-0.811,-0.769,-1.238,-3.186,-1.992,-2.322,-1.852,0.023,-1.043,-0.646,-5.891,-4.061,-0.655,0.826,2.218,4.699,-4.382,-0.288,-0.391,-2.405,1.823,-0.638,-0.176,-0.42,0.164,2.136,-0.018,1.742,0.903,-0.443,0.328,-0.076,-0.145,0.751,-1.419,0.05,0.002,0.141,0.042,-0.101,0.016,0.039,0.16,0.241,-0.053,0.078,-0.262,0.001,0.224,-1.016,-0.01,-0.88,-0.133,-0.123,-0.019,0.421,0.013,0.041,0.002,0.066,0.046,0.046,0.037,1.0
0.015,0.056,0.0,-0.063,0.029,0.004,-0.098,0.018,0.35,0.832,0.814,0.919,1.401,-0.393,0.752,0.401,-0.327,0.386,0.065,0.037,0.03,0.033,0.005,-0.005,0.036,-0.018,0.019,0.033,0.0,0.009,0.019,0.052,0.039,-0.079,-0.545,0.158,-0.052,-0.004,0.431,-0.264,-0.498,0.121,-1.076,0.678,0.862,-0.851,1.962,2.798,0.75,0.929,1.741,-0.067,-0.113,0.846,0.793,-3.44,2.997,1.216,1.959,3.209,4.65,1.982,1.863,3.004,0.937,-2.108,-0.108,0.279,0.558,1.393,0.336,5.618,3.939,-0.08,0.043,1.776,0.306,1.123,-1.233,1.265,0.465,4.045,0.926,1.005,1.175,0.915,-1.406,0.572,0.77,-0.229,-0.003,0.262,-0.047,-1.263,0.026,-0.078,0.422,0.216,0.738,-0.264,0.873,0.519,-0.347,-0.001,0.226,0.02,-0.227,-0.403,-0.133,0.016,-0.003,-0.002,-0.108,0.102,-0.053,0.316,0.149,-0.066,-0.603,0.11,0.113,0.323,-0.015,0.02,0.043,0.007,-0.004,0.031,1.0
0.087,0.059,0.012,0.052,0.134,-0.008,0.017,-0.216,0.13,0.041,0.015,0.376,-0.152,-1.173,0.933,0.354,0.768,0.948,0.771,0.276,0.213,0.055,0.178,0.037,-0.001,0.064,-0.007,0.018,0.036,-0.002,0.037,0.026,0.007,0.057,-0.03,0.847,0.113,-0.016,-0.04,0.039,-1.277,-0.856,0.822,0.056,0.523,-0.65,-1.139,-0.829,0.287,-0.529,-0.093,-10.889,-1.095,-0.902,-0.948,2.113,-1.303,-4.096,0.162,-2.626,-0.959,-1.257,1.086,-1.182,-1.299,-1.042,-1.599,-1.353,-0.469,-0.739,1.27,-2.568,5.387,-0.485,-2.623,-1.55,-4.726,-1.662,-1.487,1.153,-3.987,-1.528,-0.243,-1.208,-2.056,-1.154,-1.514,-0.978,-2.371,-3.77,-1.082,-0.895,-1.728,-1.136,-1.176,-1.058,-0.844,-0.947,-0.878,-0.485,-0.662,-1.202,-0.386,-0.281,-0.276,-0.138,-0.015,0.007,0.038,-0.163,-1.337,0.429,0.991,0.815,1.977,-0.31,0.259,0.144,-0.401,0.158,0.082,0.002,0.042,-0.012,0.026,0.029,0.08,-0.035,1.0
0.026,0.094,0.024,0.042,0.087,-0.037,-1.834,0.014,-0.117,-0.79,0.804,-0.054,-0.179,-0.799,0.837,2.347,0.536,0.5,0.268,0.178,0.038,0.079,0.148,-0.013,-0.001,0.005,-0.009,0.004,0.034,0.051,-0.003,0.046,-0.084,-0.003,0.06,0.355,-0.195,-0.017,0.958,0.381,0.621,0.212,-0.12,0.75,1.133,-1.053,2.628,-1.205,-4.442,-0.878,-0.806,-0.892,-2.218,-2.353,-0.937,-0.806,-2.513,-1.107,-2.785,1.296,1.183,-0.961,1.236,-1.18,0.3,-2.063,-1.694,0.078,-4.049,0.21,-0.538,1.1,-0.871,0.689,-2.573,-1.217,-0.045,4.281,-1.217,-1.205,0.019,-1.054,-0.201,4.11,-0.752,-0.921,-1.166,-1.679,-0.297,0.152,-0.346,-0.386,0.343,0.326,-0.614,0.05,0.085,-0.033,0.024,0.019,-0.322,0.918,-0.062,0.042,-0.106,0.041,0.257,0.041,0.304,-0.607,0.03,-0.478,0.052,-0.517,0.137,0.03,0.392,-0.052,-0.071,0.28,0.032,-0.011,0.142,0.077,0.051,0.033,0.098,0.028,1.0
0.055,0.035,0.036,0.031,-0.061,0.064,-0.079,0.702,-0.176,0.124,0.182,0.456,0.752,1.527,0.945,0.974,0.757,0.241,0.313,0.155,0.145,0.115,0.039,-0.002,0.04,0.045,0.051,0.017,-0.025,-0.021,0.054,0.031,0.032,0.067,-0.276,0.144,0.154,-1.944,0.034,0.501,-2.039,-0.452,-0.948,0.026,-1.084,0.06,-1.607,-0.079,-5.034,1.431,-5.604,-1.045,-3.144,1.472,-1.153,-0.933,-0.862,-0.731,2.7,-0.684,-0.074,-0.037,1.739,-0.958,-2.253,-1.071,-1.084,-4.176,-4.435,-1.23,-0.333,-1.158,-1.732,-1.677,-1.372,-2.626,0.204,-0.858,-1.732,-1.936,-0.781,0.361,-0.759,-0.153,1.488,-3.855,1.871,-1.028,-0.934,-1.091,-0.326,-0.919,-0.908,-1.283,-0.639,-1.391,-0.662,-3.043,-0.696,-0.541,-0.436,-0.069,-1.01,-0.251,-0.139,-0.061,-0.148,-0.139,-0.157,0.048,0.035,0.015,0.113,-0.422,0.728,-0.114,0.087,0.001,-0.283,-0.489,-0.12,0.033,0.068,0.06,0.034,0.042,0.028,0.014,1.0
0.005,-0.013,-0.001,0.013,-0.029,0.669,-0.166,0.009,0.294,0.57,0.657,0.497,1.034,2.035,0.689,-0.306,-0.26,-0.04,0.113,0.044,0.026,0.026,0.004,0.078,0.071,0.037,-0.014,0.036,0.038,0.055,0.035,0.076,-0.013,-0.136,0.009,-0.069,-0.082,0.89,0.473,-0.803,-1.343,1.274,-2.754,-0.8,-1.113,-0.961,0.376,-0.968,-1.062,-0.743,1.385,-1.222,-2.794,-1.926,-1.409,-0.173,-2.816,-0.991,-5.053,1.225,0.321,-1.04,1.387,-4.236,-0.487,-1.771,-1.916,-6.401,-0.335,-1.617,1.159,-1.099,-2.995,-2.577,-2.45,-0.449,-1.293,-1.521,-0.33,-0.701,1.233,-3.241,-1.957,-0.933,-1.016,-1.004,-1.722,-0.088,-0.988,-1.689,0.172,0.022,0.805,0.151,-1.791,0.186,0.43,0.182,0.826,-0.002,0.283,0.599,-0.055,0.029,0.239,0.056,0.021,0.038,-1.925,-0.469,0.219,0.192,-0.485,1.409,0.895,1.072,-0.372,-0.111,0.016,-0.103,-0.056,0.046,0.032,0.03,0.035,0.004,0.046,0.039,1.0
0.079,0.025,0.001,0.035,0.033,0.238,0.134,-0.658,0.992,0.906,0.985,1.029,0.687,1.097,1.165,0.424,1.174,1.017,0.648,0.511,0.148,0.052,0.067,0.036,-0.01,0.018,0.047,0.036,0.028,0.024,0.004,0.152,-0.049,-0.273,0.105,-0.05,0.189,0.139,0.251,-0.315,-1.926,1.592,3.313,-8.718,0.757,1.972,0.938,-0.404,0.53,0.93,0.876,-0.285,0.45,1.36,-1.404,0.758,1.081,0.945,0.192,0.869,-7.236,0.365,-0.837,0.858,1.218,1.834,1.862,-1.894,1.037,0.839,1.145,3.138,4.885,1.312,3.738,-0.066,-1.945,1.3,1.732,0.762,1.984,1.537,-1.261,1.661,2.583,1.368,0.578,0.057,0.088,-0.087,0.074,-1.354,-0.753,-0.735,0.092,0.057,0.032,0.702,-0.144,0.625,-0.045,-0.051,-1.687,0.043,0.181,0.032,-0.001,-0.019,0.099,0.103,-1.459,-0.273,0.115,-1.628,0.126,-0.678,-1.961,0.052,-0.131,-0.147,-0.094,-0.008,0.065,0.072,0.029,-0.008,0.034,0.019,1.0
0.039,0.042,0.028,0.037,-0.009,-0.049,-0.314,0.021,0.358,0.882,-0.085,1.555,1.711,1.125,0.16,0.102,-0.02,0.03,0.042,-0.192,0.046,0.066,-0.02,-0.014,0.032,0.013,0.07,0.038,0.024,-0.009,-0.003,-0.028,0.067,-0.004,0.009,0.059,0.108,-0.384,-0.642,-0.759,0.809,0.604,0.813,0.812,0.41,-0.633,1.989,1.079,3.651,0.581,1.37,2.154,2.299,-0.366,-6.765,-3.24,0.891,1.67,-0.504,1.102,6.036,-1.565,0.901,0.954,3.048,0.418,-1.379,-1.6,4.254,5.758,-3.436,-0.669,-5.164,1.109,4.754,0.112,0.839,-5.31,0.567,0.79,7.771,1.385,-0.938,2.296,-3.8,3.335,1.223,1.029,2.397,0.796,0.148,2.523,-1.063,-2.127,-0.072,0.102,0.062,-0.016,0.771,0.044,0.108,0.041,0.064,-0.011,-0.075,-0.026,0.286,0.094,-0.637,0.366,0.037,-0.021,-0.241,0.525,1.138,-0.787,0.756,0.041,0.834,-0.122,-0.086,-0.03,0.049,0.084,0.03,-0.004,0.013,0.035,1.0
