@RELATION BME

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC
@ATTRIBUTE att83_err NUMERIC
@ATTRIBUTE att84_err NUMERIC
@ATTRIBUTE att85_err NUMERIC
@ATTRIBUTE att86_err NUMERIC
@ATTRIBUTE att87_err NUMERIC
@ATTRIBUTE att88_err NUMERIC
@ATTRIBUTE att89_err NUMERIC
@ATTRIBUTE att90_err NUMERIC
@ATTRIBUTE att91_err NUMERIC
@ATTRIBUTE att92_err NUMERIC
@ATTRIBUTE att93_err NUMERIC
@ATTRIBUTE att94_err NUMERIC
@ATTRIBUTE att95_err NUMERIC
@ATTRIBUTE att96_err NUMERIC
@ATTRIBUTE att97_err NUMERIC
@ATTRIBUTE att98_err NUMERIC
@ATTRIBUTE att99_err NUMERIC
@ATTRIBUTE att100_err NUMERIC
@ATTRIBUTE att101_err NUMERIC
@ATTRIBUTE att102_err NUMERIC
@ATTRIBUTE att103_err NUMERIC
@ATTRIBUTE att104_err NUMERIC
@ATTRIBUTE att105_err NUMERIC
@ATTRIBUTE att106_err NUMERIC
@ATTRIBUTE att107_err NUMERIC
@ATTRIBUTE att108_err NUMERIC
@ATTRIBUTE att109_err NUMERIC
@ATTRIBUTE att110_err NUMERIC
@ATTRIBUTE att111_err NUMERIC
@ATTRIBUTE att112_err NUMERIC
@ATTRIBUTE att113_err NUMERIC
@ATTRIBUTE att114_err NUMERIC
@ATTRIBUTE att115_err NUMERIC
@ATTRIBUTE att116_err NUMERIC
@ATTRIBUTE att117_err NUMERIC
@ATTRIBUTE att118_err NUMERIC
@ATTRIBUTE att119_err NUMERIC
@ATTRIBUTE att120_err NUMERIC
@ATTRIBUTE att121_err NUMERIC
@ATTRIBUTE att122_err NUMERIC
@ATTRIBUTE att123_err NUMERIC
@ATTRIBUTE att124_err NUMERIC
@ATTRIBUTE att125_err NUMERIC
@ATTRIBUTE att126_err NUMERIC
@ATTRIBUTE att127_err NUMERIC
@ATTRIBUTE att128_err NUMERIC

@DATA
0.021,0.005,0.006,0.01,0.004,0.099,0.189,0.05,0.437,0.055,0.014,0.054,0.683,0.597,0.147,0.208,0.18,0.193,0.173,0.045,0.011,0.001,0.015,0.012,0.023,0.019,0.035,0.028,0.003,0.012,0.01,0.014,0.005,0.029,0.075,0.221,0.108,0.617,0.078,0.232,0.486,1.309,0.511,0.502,0.147,0.313,0.813,0.479,1.9,0.185,0.463,0.861,2.026,0.586,0.032,1.471,0.447,0.224,0.354,0.924,0.064,0.295,0.231,0.883,0.428,0.182,1.693,1.624,1.2,0.48,0.527,0.546,0.381,0.994,1.269,0.412,1.8,0.589,0.769,0.514,1.445,0.805,1.059,0.805,0.776,0.25,0.761,1.138,0.967,0.393,0.006,0.522,0.282,0.193,0.895,0.398,0.058,0.367,0.132,0.377,0.099,0.021,0.128,0.136,0.049,0.017,0.131,0.103,0.085,0.479,0.0,0.577,0.218,0.411,0.477,0.179,0.0,0.57,0.265,0.012,0.05,0.013,0.016,0.018,0.039,0.013,0.013,0.014
0.01,0.048,0.011,0.023,0.0,0.074,0.017,0.008,0.158,0.384,0.043,0.007,0.075,0.344,0.215,0.054,0.156,0.094,0.057,0.014,0.011,0.014,0.003,0.015,0.005,0.011,0.01,0.01,0.033,0.011,0.005,0.007,0.027,0.036,0.153,0.202,0.105,0.597,0.947,0.613,1.331,0.287,0.051,0.04,0.566,0.416,1.529,0.273,2.052,1.201,1.344,0.657,0.848,0.762,0.771,0.827,0.288,1.504,1.213,0.768,0.637,0.653,0.306,0.539,0.879,0.503,0.761,0.917,0.739,0.601,0.114,1.098,0.149,1.833,1.514,0.943,2.61,1.017,1.042,0.388,1.034,0.603,0.718,1.176,0.48,0.514,0.609,0.016,0.504,1.245,0.515,0.178,0.284,0.138,0.135,0.519,0.078,1.213,0.466,0.403,0.484,0.031,0.022,0.118,0.021,0.044,0.051,0.088,0.03,0.543,0.156,0.046,0.442,0.077,0.123,0.262,0.106,0.624,0.131,0.073,0.099,0.072,0.005,0.003,0.012,0.002,0.002,0.006
0.004,0.03,0.003,0.034,0.001,0.042,0.194,0.284,0.408,0.218,0.701,0.137,0.177,0.029,0.243,0.013,0.281,0.039,0.207,0.118,0.037,0.011,0.003,0.012,0.019,0.032,0.014,0.018,0.004,0.025,0.012,0.007,0.003,0.082,0.066,0.277,0.428,0.559,0.108,0.436,0.487,0.368,0.133,0.977,1.086,1.438,0.138,0.971,1.035,1.141,0.547,0.19,0.229,1.605,2.417,0.4,0.997,0.681,0.296,0.141,0.567,1.719,0.923,0.199,1.432,0.366,0.085,0.694,0.879,1.408,0.972,3.114,0.275,0.765,1.498,1.54,0.802,0.389,1.441,0.907,1.517,1.411,0.142,0.286,0.3,1.214,0.019,1.578,0.636,0.321,0.52,0.092,0.467,0.588,0.329,0.505,0.177,0.237,0.263,0.41,0.048,0.023,0.115,0.002,0.045,0.012,0.004,0.041,0.072,0.169,0.102,0.307,0.128,0.216,0.185,0.133,0.335,0.141,0.112,0.066,0.087,0.011,0.035,0.015,0.038,0.012,0.002,0.007
0.012,0.011,0.014,0.021,0.003,0.044,0.228,0.058,0.02,0.213,0.21,0.393,0.35,0.558,0.151,0.057,0.425,0.165,0.006,0.004,0.031,0.001,0.01,0.005,0.001,0.013,0.008,0.03,0.011,0.004,0.004,0.001,0.047,0.052,0.216,0.158,0.14,0.019,0.273,0.666,0.378,0.9,0.544,0.03,0.169,1.515,1.369,2.047,0.273,0.04,0.548,0.315,0.713,0.335,0.177,2.449,0.856,0.568,2.149,1.983,1.612,0.272,0.853,0.695,0.127,1.332,0.961,0.311,0.468,2.01,0.312,1.818,1.046,0.894,1.631,0.246,1.113,0.102,0.95,1.223,0.653,0.945,0.26,0.006,0.778,0.058,0.686,0.045,0.288,0.58,0.032,0.098,0.07,0.3,0.017,0.067,0.253,0.163,0.61,0.273,0.674,0.179,0.161,0.025,0.079,0.035,0.061,0.213,0.158,0.01,0.112,0.157,0.289,0.154,0.364,0.207,0.376,0.024,0.28,0.087,0.066,0.09,0.009,0.009,0.019,0.01,0.013,0.005
0.037,0.001,0.02,0.019,0.029,0.015,0.032,0.161,0.229,0.049,0.336,0.318,0.267,0.832,0.018,0.794,0.105,0.338,0.066,0.028,0.05,0.001,0.036,0.008,0.009,0.014,0.02,0.008,0.006,0.002,0.004,0.01,0.022,0.011,0.02,0.338,0.067,0.018,0.289,0.143,0.475,0.414,0.759,0.222,1.271,0.021,0.217,1.224,2.627,0.663,1.479,2.383,0.18,0.046,0.003,1.311,0.177,2.118,0.802,0.765,0.283,0.225,1.414,1.133,0.139,0.146,1.74,0.609,2.137,0.302,1.322,0.91,1.346,0.665,0.601,0.479,1.4,0.969,1.792,0.883,2.56,0.206,0.917,0.16,0.468,0.087,0.644,0.565,1.009,0.782,0.131,0.04,0.554,0.168,0.14,0.201,0.448,0.079,0.055,0.256,0.237,0.396,0.111,0.0,0.051,0.041,0.014,0.065,0.016,0.181,0.276,0.427,0.764,0.492,0.433,0.168,0.238,0.197,0.3,0.127,0.015,0.04,0.021,0.002,0.011,0.01,0.013,0.018
0.015,0.018,0.006,0.002,0.013,0.187,0.41,0.011,0.126,0.426,0.039,0.549,0.36,1.161,0.224,0.678,0.404,0.175,0.026,0.015,0.003,0.011,0.019,0.017,0.002,0.008,0.02,0.013,0.011,0.002,0.029,0.017,0.027,0.038,0.005,0.131,0.248,0.101,0.297,0.986,0.453,0.559,1.077,1.656,0.688,0.203,1.233,0.081,2.427,0.137,0.723,0.265,1.211,0.992,0.543,0.76,0.362,0.078,1.114,1.131,2.405,0.522,1.289,1.946,0.546,0.915,0.793,0.621,1.127,0.374,0.342,0.469,0.335,1.472,1.166,0.305,0.492,1.455,0.115,0.267,2.078,1.295,0.154,1.451,0.18,0.067,0.909,0.542,0.005,0.563,0.153,0.221,0.967,0.388,0.483,0.046,0.068,0.332,0.022,0.238,0.434,0.226,0.247,0.009,0.057,0.059,0.144,0.048,0.429,0.532,0.033,0.486,0.176,0.433,0.032,0.344,0.164,0.149,0.059,0.056,0.02,0.024,0.066,0.017,0.007,0.001,0.02,0.003
0.005,0.02,0.023,0.009,0.03,0.023,0.089,0.2,0.285,0.441,0.041,0.1,0.36,0.179,0.014,0.038,0.088,0.036,0.164,0.055,0.014,0.034,0.006,0.028,0.002,0.005,0.024,0.01,0.014,0.028,0.023,0.012,0.006,0.008,0.137,0.196,0.079,0.747,0.041,0.611,1.357,0.832,0.298,0.648,0.131,1.235,0.233,1.267,1.693,0.652,1.581,1.146,1.679,1.396,0.059,0.912,0.518,1.193,2.374,0.104,0.832,0.65,1.31,0.059,0.841,0.081,0.978,1.054,1.123,0.236,0.563,2.266,0.249,0.586,0.183,1.543,0.47,0.675,1.547,1.846,0.117,1.513,0.335,1.206,0.88,0.641,0.709,0.057,0.47,0.965,0.235,0.098,0.042,0.287,0.338,0.2,0.192,0.481,0.287,0.407,0.369,0.299,0.151,0.013,0.005,0.005,0.071,0.141,0.099,0.112,0.003,0.047,0.075,0.256,0.302,0.158,0.02,0.043,0.21,0.124,0.044,0.006,0.029,0.01,0.006,0.001,0.003,0.0
0.021,0.012,0.017,0.006,0.016,0.128,0.219,0.219,0.157,0.145,0.218,0.139,0.381,0.427,0.117,0.181,0.146,0.348,0.136,0.064,0.033,0.011,0.003,0.014,0.024,0.001,0.026,0.029,0.01,0.033,0.024,0.016,0.011,0.072,0.018,0.111,0.022,0.825,0.837,0.312,0.365,0.901,1.158,0.053,0.81,0.062,0.386,0.261,0.047,1.43,0.847,0.221,0.503,0.583,0.306,0.472,1.185,0.085,1.818,1.012,0.957,0.16,1.895,0.947,0.329,0.832,0.568,2.065,1.034,0.373,0.506,1.123,0.587,0.561,1.005,0.61,0.081,0.375,0.974,0.151,0.626,1.052,0.261,0.047,0.003,0.117,1.276,0.48,0.467,0.671,0.105,0.009,0.847,0.335,0.715,0.401,0.308,0.206,0.283,0.462,0.691,0.22,0.095,0.002,0.072,0.002,0.004,0.04,0.568,0.422,0.197,0.146,0.212,0.588,0.421,0.332,0.113,0.348,0.071,0.166,0.033,0.024,0.009,0.01,0.006,0.005,0.008,0.003
0.017,0.0,0.002,0.019,0.006,0.068,0.02,0.321,0.097,0.323,0.09,0.587,0.487,0.016,0.05,0.28,0.34,0.227,0.112,0.065,0.02,0.003,0.025,0.018,0.011,0.009,0.014,0.012,0.013,0.004,0.011,0.027,0.019,0.099,0.062,0.038,0.141,0.533,0.207,0.203,1.799,0.314,1.591,2.81,0.41,0.935,0.07,0.464,0.825,0.373,0.064,0.728,0.805,0.121,0.793,1.567,0.161,0.263,0.701,1.502,2.574,0.698,1.198,0.21,0.235,1.79,0.186,1.328,0.178,0.122,0.168,1.078,0.759,0.223,1.456,0.609,1.287,0.458,0.465,0.22,1.745,0.498,1.302,0.83,1.499,0.439,0.471,1.245,0.162,0.119,0.398,0.653,0.455,0.611,0.158,0.229,0.657,0.236,0.135,0.277,0.051,0.097,0.495,0.092,0.046,0.004,0.162,0.034,0.047,0.056,0.575,0.261,0.113,0.436,0.09,0.293,0.542,0.011,0.142,0.15,0.124,0.014,0.007,0.014,0.008,0.015,0.001,0.005
0.003,0.009,0.001,0.004,0.007,0.085,0.238,0.255,0.276,0.344,0.368,0.306,0.372,0.062,0.51,0.168,0.11,0.135,0.005,0.101,0.087,0.019,0.019,0.013,0.004,0.007,0.033,0.008,0.007,0.022,0.019,0.014,0.021,0.038,0.015,0.106,0.024,0.104,0.32,0.726,0.424,1.003,0.01,0.181,0.984,1.56,0.995,0.257,1.158,0.202,0.506,0.551,1.212,1.694,2.049,1.357,0.948,0.172,0.579,0.092,1.372,1.04,0.305,0.306,0.887,0.842,0.827,1.839,1.817,2.64,1.501,0.809,2.905,0.406,1.679,0.424,0.985,1.677,0.212,0.057,1.275,1.324,1.465,1.361,0.901,0.55,0.176,0.385,0.548,0.015,0.215,0.888,0.64,0.449,0.529,0.177,0.076,0.112,0.266,0.058,0.049,0.246,0.059,0.011,0.036,0.041,0.083,0.102,0.331,0.267,0.039,0.254,0.298,0.356,0.771,0.471,0.632,0.08,0.113,0.042,0.042,0.108,0.013,0.026,0.008,0.009,0.003,0.009
