@RELATION BME

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC
@ATTRIBUTE att83_err NUMERIC
@ATTRIBUTE att84_err NUMERIC
@ATTRIBUTE att85_err NUMERIC
@ATTRIBUTE att86_err NUMERIC
@ATTRIBUTE att87_err NUMERIC
@ATTRIBUTE att88_err NUMERIC
@ATTRIBUTE att89_err NUMERIC
@ATTRIBUTE att90_err NUMERIC
@ATTRIBUTE att91_err NUMERIC
@ATTRIBUTE att92_err NUMERIC
@ATTRIBUTE att93_err NUMERIC
@ATTRIBUTE att94_err NUMERIC
@ATTRIBUTE att95_err NUMERIC
@ATTRIBUTE att96_err NUMERIC
@ATTRIBUTE att97_err NUMERIC
@ATTRIBUTE att98_err NUMERIC
@ATTRIBUTE att99_err NUMERIC
@ATTRIBUTE att100_err NUMERIC
@ATTRIBUTE att101_err NUMERIC
@ATTRIBUTE att102_err NUMERIC
@ATTRIBUTE att103_err NUMERIC
@ATTRIBUTE att104_err NUMERIC
@ATTRIBUTE att105_err NUMERIC
@ATTRIBUTE att106_err NUMERIC
@ATTRIBUTE att107_err NUMERIC
@ATTRIBUTE att108_err NUMERIC
@ATTRIBUTE att109_err NUMERIC
@ATTRIBUTE att110_err NUMERIC
@ATTRIBUTE att111_err NUMERIC
@ATTRIBUTE att112_err NUMERIC
@ATTRIBUTE att113_err NUMERIC
@ATTRIBUTE att114_err NUMERIC
@ATTRIBUTE att115_err NUMERIC
@ATTRIBUTE att116_err NUMERIC
@ATTRIBUTE att117_err NUMERIC
@ATTRIBUTE att118_err NUMERIC
@ATTRIBUTE att119_err NUMERIC
@ATTRIBUTE att120_err NUMERIC
@ATTRIBUTE att121_err NUMERIC
@ATTRIBUTE att122_err NUMERIC
@ATTRIBUTE att123_err NUMERIC
@ATTRIBUTE att124_err NUMERIC
@ATTRIBUTE att125_err NUMERIC
@ATTRIBUTE att126_err NUMERIC
@ATTRIBUTE att127_err NUMERIC
@ATTRIBUTE att128_err NUMERIC

@DATA
0.002,0.004,0.002,0.007,0.004,0.039,0.043,0.013,0.053,0.235,0.069,0.175,0.187,0.207,0.304,0.216,0.128,0.1,0.036,0.004,0.002,0.016,0.008,0.006,0.004,0.006,0.006,0.008,0.003,0.003,0.005,0.002,0.003,0.01,0.089,0.125,0.21,0.166,0.302,0.338,0.099,0.485,0.044,0.055,0.351,0.242,1.019,0.228,0.124,0.179,0.121,0.722,0.367,0.058,0.324,0.093,0.175,0.301,0.14,0.007,0.334,0.211,0.263,0.343,0.182,0.302,0.203,0.403,0.047,0.51,0.06,0.22,0.526,0.297,0.373,0.348,0.004,0.268,0.243,0.256,0.454,0.607,0.061,0.155,0.257,0.179,0.118,0.202,0.243,0.038,0.123,0.082,0.066,0.164,0.118,0.21,0.23,0.036,0.005,0.162,0.076,0.114,0.115,0.03,0.001,0.014,0.001,0.006,0.048,0.026,0.057,0.042,0.016,0.154,0.104,0.097,0.09,0.142,0.025,0.036,0.066,0.024,0.001,0.005,0.01,0.002,0.001,0.005
0.004,0.002,0.004,0.003,0.006,0.008,0.081,0.098,0.069,0.085,0.01,0.116,0.18,0.002,0.275,0.214,0.216,0.133,0.061,0.008,0.022,0.004,0.004,0.008,0.002,0.006,0.002,0.0,0.01,0.001,0.003,0.002,0.017,0.0,0.009,0.158,0.043,0.23,0.311,0.068,0.493,0.341,0.118,0.241,0.084,0.541,0.075,0.49,0.212,0.123,0.235,0.691,0.251,0.057,0.439,0.152,0.325,0.101,0.377,0.291,0.058,0.146,0.207,0.2,0.185,0.603,0.89,0.096,0.306,0.475,0.31,0.275,0.334,0.335,0.151,0.224,0.187,0.478,0.33,0.575,0.263,0.312,0.183,0.381,0.134,0.025,0.295,0.67,0.212,0.103,0.125,0.206,0.201,0.045,0.18,0.093,0.143,0.188,0.035,0.096,0.066,0.238,0.029,0.02,0.015,0.0,0.014,0.029,0.032,0.042,0.008,0.045,0.117,0.132,0.185,0.17,0.072,0.007,0.059,0.043,0.001,0.019,0.012,0.003,0.018,0.007,0.0,0.003
0.001,0.013,0.005,0.004,0.004,0.021,0.006,0.07,0.083,0.04,0.306,0.062,0.282,0.061,0.016,0.074,0.04,0.099,0.106,0.031,0.016,0.008,0.006,0.008,0.009,0.009,0.001,0.001,0.001,0.0,0.002,0.008,0.001,0.028,0.013,0.063,0.141,0.021,0.196,0.247,0.154,0.626,0.139,0.326,0.035,0.067,0.238,0.918,0.264,0.656,0.91,0.037,0.473,0.428,0.024,0.43,0.108,0.956,0.565,0.698,0.75,0.633,0.289,0.783,0.663,0.503,0.405,0.408,0.6,0.068,0.386,0.056,0.025,0.298,0.646,0.384,0.6,0.643,0.19,0.104,0.071,0.343,0.924,0.176,0.127,0.182,0.194,0.459,0.096,0.008,0.066,0.005,0.282,0.244,0.06,0.098,0.146,0.451,0.029,0.189,0.312,0.016,0.063,0.025,0.003,0.006,0.033,0.017,0.072,0.048,0.168,0.212,0.024,0.159,0.009,0.093,0.046,0.007,0.0,0.044,0.013,0.031,0.001,0.001,0.0,0.007,0.01,0.01
0.015,0.006,0.006,0.002,0.013,0.008,0.015,0.043,0.177,0.094,0.16,0.008,0.227,0.089,0.243,0.086,0.283,0.033,0.024,0.045,0.009,0.003,0.005,0.001,0.009,0.007,0.007,0.0,0.003,0.003,0.006,0.003,0.006,0.018,0.051,0.054,0.032,0.078,0.102,0.203,0.025,0.16,0.198,0.304,0.009,0.079,0.458,1.096,0.431,0.111,1.127,0.427,0.649,0.344,0.316,0.159,0.565,0.258,0.104,0.199,0.371,1.101,0.844,0.333,0.12,0.491,0.104,0.034,0.039,0.285,0.109,0.253,0.537,0.08,0.212,0.181,0.163,0.181,0.319,0.5,0.744,0.083,0.397,0.463,0.548,0.066,0.426,0.175,0.246,0.1,0.08,0.379,0.281,0.007,0.162,0.072,0.163,0.097,0.085,0.103,0.191,0.134,0.13,0.022,0.008,0.024,0.013,0.012,0.068,0.274,0.006,0.038,0.07,0.116,0.038,0.155,0.241,0.068,0.053,0.02,0.044,0.024,0.006,0.002,0.002,0.011,0.004,0.001
0.013,0.009,0.002,0.002,0.011,0.004,0.039,0.062,0.021,0.15,0.218,0.152,0.444,0.48,0.075,0.059,0.122,0.286,0.064,0.013,0.006,0.0,0.001,0.001,0.009,0.002,0.014,0.001,0.002,0.005,0.003,0.002,0.004,0.028,0.025,0.049,0.092,0.063,0.297,0.173,0.144,0.233,0.034,0.487,0.272,0.638,0.12,0.451,0.124,0.176,0.175,0.099,0.075,0.498,0.277,0.184,0.442,0.34,0.23,0.057,0.05,0.856,0.868,0.612,0.133,0.027,0.679,0.175,0.106,0.196,0.514,0.354,0.156,0.235,0.389,0.05,0.243,0.183,0.221,0.606,0.085,0.91,0.02,0.121,0.207,0.123,0.282,0.041,0.157,0.31,0.072,0.116,0.275,0.042,0.043,0.119,0.024,0.136,0.364,0.105,0.092,0.105,0.018,0.019,0.007,0.023,0.013,0.113,0.134,0.124,0.131,0.029,0.309,0.098,0.075,0.082,0.017,0.066,0.019,0.016,0.007,0.022,0.004,0.011,0.002,0.008,0.007,0.004
0.009,0.004,0.011,0.008,0.015,0.006,0.057,0.011,0.009,0.215,0.15,0.043,0.124,0.242,0.111,0.146,0.096,0.0,0.047,0.03,0.025,0.007,0.001,0.007,0.004,0.004,0.004,0.002,0.004,0.003,0.001,0.005,0.01,0.016,0.003,0.073,0.017,0.083,0.144,0.197,0.178,0.232,0.416,0.569,0.604,0.149,0.157,0.63,0.891,0.276,0.5,0.077,0.049,0.045,0.523,0.057,0.215,0.131,0.255,0.648,0.146,0.106,0.127,0.024,0.002,0.026,0.573,0.329,0.5,0.028,0.464,0.885,0.176,0.497,0.146,0.011,0.456,0.079,0.571,0.655,0.491,0.206,0.556,0.186,0.072,0.509,0.206,0.231,0.116,0.307,0.265,0.152,0.109,0.138,0.003,0.055,0.004,0.075,0.037,0.179,0.267,0.041,0.048,0.022,0.003,0.01,0.014,0.032,0.011,0.004,0.062,0.215,0.102,0.144,0.035,0.026,0.126,0.141,0.107,0.103,0.025,0.011,0.003,0.003,0.003,0.004,0.007,0.004
0.0,0.0,0.013,0.001,0.015,0.029,0.023,0.002,0.062,0.137,0.237,0.171,0.127,0.287,0.075,0.265,0.228,0.203,0.031,0.039,0.004,0.0,0.0,0.002,0.002,0.005,0.004,0.01,0.002,0.008,0.001,0.005,0.014,0.009,0.053,0.183,0.063,0.061,0.259,0.458,0.707,0.031,0.155,0.459,0.187,0.002,0.566,0.095,0.312,0.245,0.075,0.232,0.026,0.139,0.054,0.404,0.135,1.112,0.52,0.211,0.21,0.421,0.563,0.194,0.339,1.084,0.214,0.298,0.434,0.364,0.153,0.006,0.06,0.111,0.489,0.2,0.288,0.352,0.41,0.392,0.716,0.164,0.125,0.142,0.074,0.46,0.002,0.205,0.331,0.109,0.011,0.371,0.033,0.011,0.071,0.2,0.273,0.01,0.151,0.016,0.235,0.006,0.126,0.027,0.031,0.016,0.002,0.053,0.103,0.053,0.169,0.14,0.075,0.03,0.057,0.012,0.083,0.363,0.044,0.048,0.01,0.019,0.001,0.007,0.005,0.009,0.003,0.002
0.0,0.007,0.001,0.003,0.01,0.073,0.01,0.032,0.069,0.105,0.254,0.123,0.034,0.07,0.253,0.005,0.065,0.164,0.052,0.035,0.004,0.008,0.006,0.0,0.004,0.004,0.01,0.003,0.009,0.003,0.0,0.006,0.007,0.007,0.011,0.027,0.112,0.043,0.228,0.153,0.067,0.177,0.278,0.284,0.369,0.927,0.739,0.347,0.51,0.497,0.193,0.14,0.012,0.665,0.027,0.284,0.278,0.647,0.62,0.189,0.538,0.248,0.501,0.815,0.111,0.198,0.057,0.055,0.246,0.023,0.469,0.08,0.346,0.061,0.491,0.062,0.228,0.231,0.286,0.284,0.177,0.322,0.078,0.338,0.561,0.098,0.047,0.241,0.205,0.325,0.294,0.04,0.234,0.003,0.182,0.081,0.38,0.058,0.218,0.326,0.023,0.127,0.081,0.011,0.021,0.006,0.041,0.021,0.038,0.07,0.033,0.17,0.075,0.083,0.113,0.115,0.058,0.176,0.059,0.114,0.022,0.02,0.006,0.005,0.009,0.009,0.0,0.009
0.011,0.009,0.003,0.003,0.003,0.064,0.064,0.002,0.018,0.16,0.029,0.145,0.081,0.135,0.393,0.048,0.014,0.014,0.045,0.008,0.015,0.001,0.0,0.004,0.009,0.002,0.003,0.001,0.004,0.003,0.005,0.004,0.011,0.015,0.013,0.038,0.098,0.054,0.507,0.288,0.072,0.017,0.274,0.703,0.371,0.025,0.043,0.491,0.266,0.512,0.658,0.475,0.159,0.191,0.486,0.148,0.006,0.491,0.358,0.167,0.034,0.622,0.259,0.168,0.205,0.238,0.179,0.072,0.391,0.328,0.59,0.178,0.43,0.103,0.058,0.456,0.612,0.594,0.143,0.362,0.258,0.285,0.414,0.628,0.087,0.029,0.129,0.088,0.299,0.271,0.088,0.043,0.15,0.269,0.047,0.28,0.115,0.039,0.15,0.308,0.157,0.041,0.194,0.069,0.03,0.008,0.044,0.018,0.088,0.16,0.06,0.208,0.05,0.066,0.383,0.095,0.234,0.063,0.003,0.002,0.029,0.019,0.004,0.003,0.002,0.013,0.002,0.002
0.01,0.01,0.001,0.01,0.007,0.078,0.017,0.027,0.15,0.165,0.074,0.033,0.139,0.233,0.327,0.09,0.162,0.041,0.033,0.005,0.001,0.009,0.007,0.008,0.004,0.001,0.013,0.004,0.003,0.007,0.007,0.001,0.004,0.036,0.037,0.002,0.047,0.068,0.056,0.305,0.009,0.217,0.588,0.026,0.268,0.233,0.286,0.297,0.728,0.534,0.101,0.692,0.411,0.817,0.348,1.299,0.032,0.608,0.626,0.274,0.219,0.5,0.011,0.287,0.146,0.271,0.44,0.09,0.586,0.422,0.089,0.034,0.048,0.054,0.44,0.143,0.835,0.253,0.567,0.681,0.334,0.473,0.105,0.262,0.376,0.459,0.196,0.173,0.006,0.284,0.045,0.05,0.024,0.262,0.244,0.27,0.024,0.226,0.045,0.041,0.042,0.062,0.268,0.01,0.009,0.001,0.017,0.028,0.196,0.085,0.097,0.042,0.357,0.1,0.084,0.047,0.126,0.011,0.018,0.056,0.008,0.02,0.002,0.012,0.012,0.003,0.002,0.001
