@RELATION TwoLeadECG

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE target {2.0, 1.0}

@DATA
1.363,1.184,0.969,0.855,-0.52,0.577,0.805,0.828,0.577,0.354,0.545,0.383,0.405,0.276,0.271,0.827,0.236,0.48,0.326,-0.113,-0.73,0.172,0.448,-0.046,0.373,0.28,0.151,0.043,0.305,0.502,-1.677,-0.538,-1.573,-2.574,-3.064,-2.9,-2.945,-2.561,-1.255,-1.478,-2.369,-1.037,-1.211,-1.246,-0.081,-0.695,-0.688,-0.341,0.272,0.746,1.182,0.318,0.38,0.665,0.134,0.461,0.636,0.71,0.161,0.314,0.847,0.512,1.134,1.048,0.268,0.321,0.239,0.884,0.703,0.643,1.081,0.344,1.702,0.583,0.456,1.409,0.414,0.453,-0.045,0.121,0.199,0.242,2.0
-0.536,-0.026,-0.177,-0.039,0.201,-0.012,0.214,0.282,0.039,0.088,0.091,0.061,-0.026,0.577,-0.142,-0.086,-0.089,-0.002,-0.596,-0.18,-0.428,-0.51,-0.319,-0.207,-0.707,-0.262,-0.059,-0.585,0.023,1.905,-1.67,0.05,0.322,-4.146,-5.889,-2.785,-2.084,-2.51,-0.593,-1.915,-1.753,-1.549,-1.52,-1.232,-1.642,-1.681,-0.25,-0.036,0.244,0.277,0.661,0.847,0.715,0.831,0.841,0.869,0.768,1.032,1.073,0.851,0.685,0.232,1.25,1.533,1.339,1.402,1.363,1.111,1.858,1.163,1.068,1.102,0.999,0.81,0.698,-0.031,0.997,0.539,0.347,0.067,0.301,0.021,1.0
-0.698,-0.851,-0.524,-0.201,-0.375,0.194,-0.511,0.187,-0.313,-0.097,-0.24,-0.762,0.057,-0.541,-0.297,-0.384,-0.318,-0.314,-0.701,-0.216,0.251,-0.444,-0.235,-0.254,-0.055,-0.227,-0.465,-0.379,-0.396,-1.285,-0.182,0.437,-3.124,-2.452,-3.561,-1.393,-1.999,-1.727,-1.851,-1.971,-1.652,-0.716,-0.595,-0.907,0.13,0.017,0.155,-0.138,0.911,-0.201,1.255,0.75,0.757,0.475,0.893,1.396,0.921,1.113,1.462,1.229,1.459,1.347,0.729,1.181,1.618,1.393,1.642,1.456,1.271,3.171,1.366,0.881,0.971,0.607,0.395,0.648,0.804,1.539,0.346,0.144,0.685,0.202,2.0
-0.437,-0.17,-0.299,-0.027,1.276,-0.085,-0.033,-0.302,0.731,0.314,0.153,0.252,-0.199,-0.084,-0.634,-0.8,-0.361,-0.879,-0.373,-0.566,-0.411,-0.215,-0.937,-0.494,-0.75,-0.203,-0.503,-0.327,0.074,0.397,-0.726,-1.415,-2.091,-3.719,-1.585,-2.501,-1.839,-1.953,-2.048,-1.609,-1.463,-1.385,-1.723,1.341,-0.054,2.382,-0.046,1.689,0.205,0.444,0.709,0.829,0.847,0.855,0.461,0.103,1.046,0.865,1.195,1.133,2.056,1.156,1.195,1.353,1.498,1.353,1.031,1.283,0.993,1.743,0.851,0.957,0.847,0.706,0.653,0.778,0.147,0.83,1.061,0.381,0.022,0.412,1.0
0.999,-0.007,-0.054,0.336,-0.065,0.077,0.656,0.128,0.336,0.226,0.264,0.287,0.31,0.088,-0.346,0.055,-0.382,0.115,-0.062,-0.113,-0.073,-0.081,0.081,-0.258,-0.41,-0.234,-0.443,-0.291,-0.427,-0.609,-0.331,-0.21,0.4,-0.664,-1.005,-1.934,-2.544,-2.302,-3.135,-2.143,-1.803,-1.671,-2.3,-1.696,-1.704,-1.506,-1.25,-2.547,-1.238,-0.422,0.095,0.397,0.473,0.524,0.445,0.617,0.485,0.753,1.144,0.851,0.955,0.986,0.585,1.031,0.019,1.037,1.21,1.242,1.059,1.259,1.409,0.724,1.271,1.246,1.081,1.08,0.826,0.144,0.576,0.133,0.662,1.152,1.0
-0.488,-0.104,-0.726,-0.691,0.428,-0.309,-1.34,1.099,-0.204,-0.114,-0.088,0.285,-0.092,-0.001,-0.05,-0.38,0.023,-0.027,-0.562,-0.227,-0.237,-0.387,-0.401,-0.468,-0.548,-0.396,-0.384,-0.455,-0.418,-0.204,1.148,-0.201,-0.927,1.2,0.667,-1.519,-2.544,-2.464,-2.472,-0.62,-2.421,-1.542,-1.376,-0.947,-1.166,-1.096,-0.632,1.328,-0.031,0.032,0.003,0.104,1.26,0.666,1.006,0.759,1.205,0.838,0.909,0.441,1.161,1.623,1.36,1.101,1.385,1.567,1.372,1.576,1.586,1.651,1.74,1.167,1.247,1.1,1.002,0.792,0.715,0.679,0.39,0.323,0.332,0.338,1.0
0.339,-0.275,-0.028,-0.048,0.425,0.188,0.552,0.583,0.369,0.148,0.293,0.485,0.171,0.197,0.025,-0.09,0.025,0.05,-0.198,0.098,-0.046,0.001,-0.047,0.176,-0.056,-0.019,-0.348,0.052,-0.212,-1.009,-3.072,-3.395,-3.031,-2.855,-3.15,-2.09,-3.654,-1.951,-1.842,-1.277,-1.764,0.025,-0.223,-0.139,0.099,0.261,2.205,0.546,0.315,0.75,0.796,1.117,0.909,0.362,0.911,0.784,1.104,0.848,1.862,1.041,1.148,1.17,0.856,1.285,1.51,0.925,1.122,0.629,0.748,0.562,0.473,0.35,-0.963,0.136,0.237,0.276,0.003,-1.229,-0.209,-0.277,-0.235,-0.423,2.0
-0.426,-0.586,-0.912,-0.388,-0.418,-0.294,-0.069,-0.118,-0.207,-0.244,-0.571,-0.279,-0.57,0.279,-0.135,-0.359,0.051,0.072,-0.249,-0.324,-0.301,-0.361,-0.312,-0.3,-0.134,0.115,-0.327,-0.102,-0.231,-0.534,3.467,0.269,-3.992,-2.025,-2.64,-0.129,-2.772,-2.105,-1.699,-1.389,-0.809,-1.221,-1.069,-1.517,-0.545,2.26,0.302,0.306,0.404,0.639,0.157,0.958,0.737,0.789,0.532,0.927,0.95,0.678,0.974,0.993,1.05,1.31,1.023,1.101,1.24,1.119,1.35,1.607,1.31,1.274,1.867,1.076,1.341,0.836,0.986,0.781,0.471,0.674,0.347,0.669,0.526,0.778,2.0
0.081,-0.149,0.245,0.234,0.119,0.449,0.424,0.671,0.363,-0.49,0.316,0.139,0.542,-0.175,0.18,-0.059,0.311,-0.128,-0.112,0.133,-0.182,-0.317,-0.172,-0.102,-0.188,-0.656,-0.133,-0.088,0.431,0.355,-2.824,-1.888,-2.866,-2.891,-1.752,-3.022,-1.625,-2.181,-2.057,-1.413,-1.257,-0.97,-0.093,-0.431,-0.12,1.307,0.192,0.637,1.291,0.194,0.104,0.589,0.51,0.956,0.431,0.747,0.181,0.887,1.075,0.794,0.852,1.058,1.184,1.189,1.11,1.18,1.236,1.019,1.162,0.964,0.637,1.148,0.966,0.673,0.564,-0.556,0.294,0.259,0.371,0.001,-0.132,0.092,1.0
1.011,0.25,-0.171,0.885,0.113,-0.082,-0.269,0.053,0.237,0.084,0.087,0.327,0.183,-0.118,-0.397,0.089,0.018,0.587,-0.349,-0.12,-0.149,0.157,-0.564,-0.216,-0.259,-0.559,-0.349,-0.34,-1.003,-0.054,-0.53,-0.731,-2.099,0.472,-0.361,-1.335,-2.359,-2.309,-2.142,-2.518,-2.55,-2.383,-1.815,-1.808,-0.645,-1.054,-1.457,-1.257,-0.876,-0.616,-0.136,-0.957,0.296,0.741,0.653,0.787,0.842,0.631,0.844,0.796,0.88,0.929,0.916,0.808,1.122,1.281,1.149,1.299,1.814,1.324,1.604,1.001,-0.166,1.827,0.446,1.029,0.918,0.674,0.622,-0.962,0.335,0.249,1.0
