@RELATION Chinatown

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
218.806,232.145,126.41,61.567,34.888,46.863,4.007,5.254,51.047,75.933,7.728,376.826,473.63,25.252,205.649,596.687,53.547,680.302,209.967,115.433,730.855,746.891,1022.83,827.462
386.817,110.678,85.011,52.055,13.272,6.588,23.16,5.63,88.651,82.183,120.181,272.139,453.153,127.677,215.425,469.429,260.544,252.955,1389.576,572.308,213.905,61.617,1066.148,851.356
51.88,140.713,67.813,78.826,68.567,11.433,13.295,45.704,89.411,32.72,85.103,173.282,277.84,71.181,676.198,323.064,166.728,412.82,165.16,885.213,341.605,311.565,465.293,192.52
251.212,9.87,226.451,1.264,44.539,28.779,6.358,52.553,76.117,81.698,88.904,43.12,426.136,368.076,574.803,691.991,588.199,82.526,614.421,328.833,1109.795,284.715,559.28,206.536
208.429,331.35,44.343,15.806,40.234,6.532,2.354,87.013,107.856,207.629,4.893,106.917,378.437,283.836,425.562,458.184,85.082,325.881,674.953,210.736,481.088,442.617,581.59,5.256
117.61,311.273,50.44,70.248,7.734,33.315,6.372,28.276,8.287,131.182,65.013,416.381,361.357,224.632,653.309,409.555,531.259,180.335,403.577,40.17,1605.977,447.391,902.994,259.669
358.881,201.381,48.199,113.86,29.152,6.447,3.134,103.346,12.508,186.566,156.571,227.762,77.782,163.974,158.005,295.964,228.964,4.636,507.093,747.633,709.483,853.133,123.274,804.277
366.873,84.099,57.993,295.536,116.66,5.108,7.354,19.515,115.272,4.607,152.202,396.857,153.327,291.205,747.195,39.947,830.597,221.021,417.633,533.472,278.794,246.729,677.986,725.858
22.996,96.361,216.634,116.925,19.767,5.873,16.006,58.233,60.408,113.802,155.54,24.894,286.82,367.073,251.495,155.692,489.864,191.152,46.353,86.641,802.731,378.063,290.501,611.778
120.843,30.88,48.618,327.192,32.751,15.768,0.603,53.941,135.389,112.326,45.761,66.727,150.273,22.948,371.028,143.468,291.004,451.779,230.67,868.537,334.662,407.44,736.507,552.578
566.66,160.4,296.356,11.262,3.94,2.608,27.885,102.212,30.246,28.293,4.522,134.702,478.787,204.903,288.659,281.221,164.004,84.423,346.62,47.308,990.596,300.513,1141.229,553.488
230.419,360.403,20.992,41.469,30.096,21.022,16.41,28.225,21.427,12.237,71.556,357.346,662.004,171.789,252.502,58.658,104.047,282.343,263.327,857.102,436.577,29.228,67.562,201.877
142.215,96.679,161.771,343.5,5.41,6.124,11.59,25.325,173.816,55.435,153.071,157.51,25.575,233.623,114.195,7.398,98.174,10.395,360.316,322.779,348.534,825.831,162.504,844.723
396.193,40.455,2.852,42.554,3.015,2.566,9.479,38.374,87.618,47.331,35.701,140.589,348.04,95.846,576.13,322.729,1159.8,363.84,35.335,552.893,648.3,534.145,1017.028,39.558
246.073,134.564,301.147,146.067,78.895,30.887,18.563,101.833,266.602,3.346,17.708,243.486,26.399,55.153,8.989,415.201,513.918,399.739,352.955,911.976,376.629,801.428,603.918,93.613
125.67,290.381,71.455,347.199,13.933,1.65,11.037,52.107,272.891,4.808,8.893,383.384,143.456,280.034,401.877,398.595,158.878,470.47,441.401,809.308,652.902,526.616,47.884,170.611
38.584,99.986,190.495,75.469,55.281,6.35,5.974,63.886,180.643,86.453,62.618,60.535,133.917,196.102,331.729,74.049,244.592,3.748,495.328,741.111,302.177,333.748,928.733,1308.417
453.506,52.329,251.855,167.107,41.955,33.778,2.279,85.152,29.98,79.891,41.336,56.345,56.002,204.769,77.444,629.978,199.94,330.328,303.84,209.956,19.386,850.572,777.5,717.486
189.966,27.563,155.484,67.856,152.912,34.715,5.35,13.979,63.866,162.437,113.766,42.774,92.943,451.725,596.898,174.858,599.096,158.417,812.338,443.282,13.47,222.785,446.389,599.781
37.215,578.081,65.497,32.864,32.782,16.044,5.42,10.055,55.487,21.366,28.677,423.246,16.824,304.794,649.399,143.91,98.705,148.28,89.04,4.454,59.039,257.851,369.418,375.721
