@RELATION Chinatown

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE target {1.0, 2.0}

@DATA
740.355,344.083,337.504,211.243,84.147,-40.701,34.807,32.662,12.753,169.179,301.77,1035.94,444.556,1240.05,1213.893,790.91,834.727,677.433,547.884,945.835,1390.613,753.393,209.398,-1279.268,1.0
310.424,108.738,16.057,178.287,82.289,17.544,16.709,31.186,41.599,229.774,351.991,351.647,1339.56,1307.574,1312.868,1301.195,806.662,1608.69,1948.416,579.212,538.538,679.377,3778.942,422.018,1.0
610.818,298.392,299.304,302.45,119.166,40.93,61.721,9.527,36.411,116.02,445.882,1210.711,1453.75,1510.463,786.903,1541.97,1467.094,258.067,1074.0,1450.488,616.81,896.094,-440.905,488.329,1.0
702.828,306.207,403.844,117.309,63.599,94.41,16.284,-7.57,173.192,159.217,392.267,812.357,1720.987,861.716,1338.404,2044.419,2776.066,1569.795,843.406,1735.166,537.534,1018.948,1547.478,484.782,1.0
328.25,523.158,272.096,172.939,67.286,41.816,26.814,-44.684,141.694,472.079,327.19,795.045,1419.505,1549.863,1019.807,1938.066,1129.563,1009.958,30.957,906.436,-211.844,652.178,506.75,448.523,1.0
400.434,-356.985,160.4,226.396,60.585,-9.865,27.923,43.274,120.843,9.579,324.047,365.167,973.966,1028.735,310.959,676.53,349.906,1009.034,1034.867,1245.285,-284.543,939.137,315.713,144.234,1.0
536.032,204.183,222.604,65.218,32.143,37.105,42.407,27.448,138.977,60.508,365.026,586.653,1178.968,1422.065,1267.534,1315.777,1380.346,1341.768,1385.766,1354.989,1445.381,2265.971,1145.982,-572.185,1.0
754.304,399.28,102.226,-454.604,173.596,26.618,43.286,100.056,167.823,161.884,482.153,765.458,1488.98,1576.473,2815.422,1684.221,2265.639,1680.96,1788.369,1944.776,1939.066,1288.062,1361.161,-768.257,1.0
512.84,351.143,422.57,29.755,115.042,70.449,40.48,122.541,218.69,372.826,567.3,729.681,1106.747,743.053,1603.611,1642.469,1077.34,1777.659,1559.153,1871.93,2298.087,2309.885,1730.738,822.486,1.0
810.144,425.595,136.883,-262.762,168.223,38.115,21.017,138.216,27.541,-41.442,313.511,600.363,993.48,1340.801,1870.904,926.229,1134.238,1123.824,1486.634,1725.108,1698.209,2141.875,2371.045,1150.701,1.0
56.989,131.452,-272.91,16.876,6.635,5.298,-22.151,33.176,114.609,234.31,371.61,639.433,1261.421,1205.974,1131.655,1495.071,1413.587,1255.606,1281.119,1336.764,741.72,1066.014,286.546,366.181,2.0
211.206,8.805,22.46,28.273,8.527,32.743,5.97,114.429,194.393,195.26,512.533,889.117,1530.698,1374.73,1040.731,839.154,799.81,1277.845,1977.02,2409.992,1130.053,1018.086,728.4,399.322,2.0
189.904,-9.282,109.64,12.577,6.839,10.927,12.562,76.08,333.128,181.147,42.884,438.939,1074.614,839.457,937.157,761.764,828.046,1028.603,1269.084,1501.589,789.803,1556.208,568.655,389.202,2.0
328.199,-38.025,45.917,65.994,5.599,14.981,15.427,97.666,289.963,365.138,376.382,734.684,912.918,1116.932,1148.912,1106.717,1209.639,1339.7,1257.92,62.796,1398.187,516.645,-309.041,199.162,2.0
384.714,-65.252,-211.515,53.71,41.712,6.866,27.46,-91.113,-174.981,222.759,429.547,969.515,1330.674,1448.478,985.764,569.011,1639.808,928.781,2243.703,1931.807,1980.475,777.488,857.144,524.164,2.0
353.243,-133.293,204.331,695.802,29.828,26.536,53.406,100.184,-181.619,196.595,347.152,694.8,1445.675,758.084,812.38,1354.407,1285.565,1830.787,1518.498,2351.813,997.694,1010.554,551.066,117.602,2.0
153.91,16.213,273.482,-65.517,27.551,9.211,23.834,85.978,-190.158,193.801,376.42,617.645,1280.712,1191.142,569.2,1023.412,1085.74,1059.031,1102.383,1731.801,1171.981,395.451,479.708,-863.934,2.0
-65.001,111.204,-523.151,132.655,-39.11,46.18,20.982,153.37,158.723,337.838,311.214,417.383,1035.842,1478.857,974.195,864.269,809.747,1410.713,1500.219,992.036,988.962,1094.547,1108.692,-576.768,2.0
357.279,94.068,-29.075,88.644,-70.93,91.072,39.112,115.739,303.387,474.109,305.477,611.244,1034.622,1997.439,722.832,1042.081,1097.492,1010.128,1236.812,1082.637,904.206,882.538,887.134,-768.476,2.0
88.704,-458.953,54.614,60.5,50.771,-7.937,32.105,147.001,171.63,250.419,336.172,476.955,1085.009,785.985,2029.159,810.9,908.836,911.883,926.021,869.467,834.99,155.447,-245.338,629.159,2.0
