@RELATION CBF

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC
@ATTRIBUTE att83_err NUMERIC
@ATTRIBUTE att84_err NUMERIC
@ATTRIBUTE att85_err NUMERIC
@ATTRIBUTE att86_err NUMERIC
@ATTRIBUTE att87_err NUMERIC
@ATTRIBUTE att88_err NUMERIC
@ATTRIBUTE att89_err NUMERIC
@ATTRIBUTE att90_err NUMERIC
@ATTRIBUTE att91_err NUMERIC
@ATTRIBUTE att92_err NUMERIC
@ATTRIBUTE att93_err NUMERIC
@ATTRIBUTE att94_err NUMERIC
@ATTRIBUTE att95_err NUMERIC
@ATTRIBUTE att96_err NUMERIC
@ATTRIBUTE att97_err NUMERIC
@ATTRIBUTE att98_err NUMERIC
@ATTRIBUTE att99_err NUMERIC
@ATTRIBUTE att100_err NUMERIC
@ATTRIBUTE att101_err NUMERIC
@ATTRIBUTE att102_err NUMERIC
@ATTRIBUTE att103_err NUMERIC
@ATTRIBUTE att104_err NUMERIC
@ATTRIBUTE att105_err NUMERIC
@ATTRIBUTE att106_err NUMERIC
@ATTRIBUTE att107_err NUMERIC
@ATTRIBUTE att108_err NUMERIC
@ATTRIBUTE att109_err NUMERIC
@ATTRIBUTE att110_err NUMERIC
@ATTRIBUTE att111_err NUMERIC
@ATTRIBUTE att112_err NUMERIC
@ATTRIBUTE att113_err NUMERIC
@ATTRIBUTE att114_err NUMERIC
@ATTRIBUTE att115_err NUMERIC
@ATTRIBUTE att116_err NUMERIC
@ATTRIBUTE att117_err NUMERIC
@ATTRIBUTE att118_err NUMERIC
@ATTRIBUTE att119_err NUMERIC
@ATTRIBUTE att120_err NUMERIC
@ATTRIBUTE att121_err NUMERIC
@ATTRIBUTE att122_err NUMERIC
@ATTRIBUTE att123_err NUMERIC
@ATTRIBUTE att124_err NUMERIC
@ATTRIBUTE att125_err NUMERIC
@ATTRIBUTE att126_err NUMERIC
@ATTRIBUTE att127_err NUMERIC
@ATTRIBUTE att128_err NUMERIC

@DATA
0.038,0.346,1.509,0.077,0.665,0.654,1.231,0.505,0.296,1.069,2.308,0.554,0.259,0.123,1.428,0.521,0.188,1.084,0.495,0.71,2.715,0.951,4.822,1.216,0.66,0.238,2.781,2.056,1.241,0.215,1.38,4.401,3.094,0.56,1.363,0.634,1.347,0.373,0.4,2.144,0.076,0.135,0.532,1.049,0.13,1.28,0.168,0.521,0.68,1.203,0.678,0.052,0.292,1.893,0.213,1.373,1.738,0.169,0.383,0.279,1.705,0.19,0.639,2.609,1.65,1.626,0.381,1.51,0.911,0.84,1.588,1.17,0.632,2.381,1.455,1.154,1.662,0.579,2.464,1.192,2.634,2.045,1.073,1.06,0.587,0.957,0.737,0.583,2.109,0.958,1.274,0.747,2.234,3.704,1.274,0.545,0.843,0.282,1.887,2.543,0.385,0.591,0.541,3.688,0.121,1.078,1.033,1.345,1.159,1.151,0.548,3.558,0.159,0.192,1.67,1.602,0.258,1.88,0.123,2.991,0.515,0.393,0.068,0.53,2.436,0.899,0.199,0.312
0.222,0.393,0.11,1.426,2.07,0.037,1.182,0.536,0.141,0.765,0.986,1.227,0.883,1.262,0.581,1.394,0.291,1.216,0.148,0.584,0.301,1.121,1.9,1.557,1.886,0.594,1.238,1.16,1.777,0.79,0.233,0.448,0.018,0.371,0.446,2.212,0.293,0.697,0.052,0.38,0.095,1.687,0.81,2.938,0.536,0.302,0.222,2.322,1.251,0.179,0.586,0.411,0.183,1.069,1.211,1.361,0.878,0.942,0.794,2.957,0.121,1.13,1.931,2.412,1.988,1.677,0.392,0.111,0.098,0.234,0.932,0.851,1.051,1.191,0.012,0.601,0.316,0.512,0.551,1.022,2.283,0.676,1.285,2.34,1.113,0.162,0.534,0.181,0.593,0.357,0.211,1.071,0.606,0.721,0.41,1.026,1.277,0.11,1.821,3.169,0.232,0.915,1.404,1.297,1.177,0.589,0.065,0.77,0.537,0.861,0.728,0.043,2.04,0.469,1.356,2.283,0.321,1.079,3.303,0.507,1.399,0.984,0.761,2.263,1.221,0.518,2.213,0.595
1.986,1.37,0.152,0.26,0.115,0.999,0.465,0.113,0.236,0.075,1.008,0.67,0.536,0.614,1.134,1.168,0.895,1.187,1.527,1.542,2.53,2.877,2.966,1.439,1.265,2.997,0.517,2.672,1.958,1.826,0.628,0.813,0.316,0.522,1.417,1.3,0.737,1.041,1.897,1.454,0.442,0.524,2.448,1.703,0.018,0.425,1.46,0.152,0.301,0.712,1.747,0.17,0.156,1.43,0.936,0.535,0.273,0.674,1.34,0.584,0.652,0.786,1.754,1.737,2.194,1.508,0.163,1.308,1.016,2.229,0.122,1.939,0.26,1.163,0.539,0.457,2.641,0.675,2.238,0.913,0.537,0.133,2.198,0.011,0.234,3.016,1.259,1.305,3.117,0.69,1.231,0.498,2.972,1.043,1.207,1.492,0.92,1.557,1.978,0.443,0.31,0.539,0.255,0.227,1.65,1.921,0.723,0.353,0.0,0.352,1.118,1.13,0.313,0.184,1.044,1.436,1.276,1.709,1.571,0.685,0.333,0.948,0.538,1.865,0.66,1.103,0.1,0.003
0.098,1.321,0.387,0.553,0.416,0.501,0.649,0.46,0.335,0.181,0.672,0.47,0.019,0.31,0.149,1.648,0.438,0.508,0.264,0.171,1.576,0.642,1.12,1.022,0.836,1.066,1.246,0.201,0.109,1.662,0.305,0.599,0.013,1.538,2.25,1.319,0.737,1.908,0.676,0.904,1.57,0.339,1.447,1.259,2.531,0.258,1.206,0.283,0.755,0.829,0.318,0.229,0.389,1.087,1.15,0.689,0.148,1.72,0.678,0.925,1.428,0.857,0.515,2.39,0.298,1.491,0.052,1.746,0.623,1.14,0.523,0.574,0.274,1.946,0.17,1.343,0.274,0.3,1.347,1.935,1.73,0.524,0.054,2.436,2.243,0.527,2.207,0.055,1.554,0.962,1.136,0.674,0.071,0.989,0.285,0.57,0.9,0.537,0.073,1.287,1.286,1.714,0.685,0.17,0.182,0.747,0.512,1.147,2.342,0.607,2.921,0.248,0.054,2.59,0.169,0.823,2.633,1.962,0.295,0.886,0.967,1.094,0.558,0.761,0.779,0.206,1.504,1.097
0.319,0.784,1.127,0.4,2.108,1.373,1.004,0.331,1.291,0.665,0.028,0.54,0.372,1.625,0.479,0.701,0.952,0.681,0.471,3.772,0.511,0.544,0.878,0.288,1.851,2.994,0.531,3.048,1.031,1.794,1.355,0.874,0.034,3.017,1.47,1.264,0.122,4.375,0.122,3.507,1.748,0.166,2.957,1.566,0.714,0.711,1.956,0.598,1.51,0.414,0.199,0.75,0.051,0.379,0.215,1.021,0.239,0.052,0.469,0.568,1.474,0.638,0.792,2.945,2.383,0.591,1.883,1.741,0.978,0.775,0.28,0.813,2.038,0.777,2.084,1.219,1.672,0.621,1.915,0.131,0.344,0.374,0.056,0.138,1.205,2.121,0.372,1.368,1.075,0.033,0.15,0.248,0.482,1.941,2.04,1.403,0.469,0.484,1.52,1.017,0.989,2.652,0.053,0.587,1.983,2.788,0.876,0.216,0.508,1.143,1.493,0.192,1.165,0.676,2.367,1.158,1.499,0.222,0.436,1.92,0.591,0.411,2.06,1.341,2.924,0.383,0.703,0.107
0.086,1.526,0.933,0.14,1.374,0.157,0.953,0.459,0.363,0.032,1.839,0.974,0.377,0.471,0.257,0.415,0.969,0.458,1.298,0.371,2.644,3.006,2.844,2.647,0.355,2.857,3.348,1.235,3.883,4.139,2.569,1.664,1.061,2.372,0.464,0.581,2.251,0.905,1.346,0.757,1.248,2.545,1.109,0.557,0.007,0.13,0.836,0.842,1.512,0.046,0.308,1.117,2.446,0.227,0.003,0.784,0.428,1.085,1.102,0.286,0.712,0.787,2.014,0.519,2.025,1.008,0.777,1.901,0.388,0.856,0.011,1.05,1.66,0.244,2.471,0.948,2.912,0.255,0.211,0.03,3.013,0.495,0.53,1.891,0.772,0.215,0.708,1.115,0.949,0.657,1.322,1.698,1.912,2.007,0.198,2.39,0.696,0.157,0.493,0.788,2.88,0.975,1.574,0.907,0.179,1.034,0.159,0.335,1.627,0.413,1.203,0.1,1.482,1.961,0.671,0.951,2.87,0.674,1.418,0.163,0.357,2.716,0.159,0.449,0.84,0.647,1.435,0.491
1.684,0.045,0.92,0.663,1.959,0.324,1.194,0.646,0.189,0.729,0.637,0.489,1.205,1.162,1.659,1.033,0.459,0.66,0.719,1.786,1.327,1.963,0.847,1.101,1.478,0.966,1.21,4.144,1.572,1.562,2.734,1.562,1.424,0.679,0.073,0.513,1.396,0.128,1.424,0.711,1.666,0.042,0.182,2.075,1.21,1.196,0.051,0.095,0.518,0.052,0.674,0.178,0.598,0.774,0.134,1.933,0.75,0.195,0.975,0.309,1.817,0.777,0.309,0.271,2.023,0.78,1.723,2.309,0.443,0.163,2.094,0.436,0.979,1.195,1.549,1.262,0.689,0.584,0.919,1.119,0.379,0.428,1.984,3.529,5.02,1.808,0.261,0.7,1.505,1.519,1.264,0.222,0.954,0.244,1.327,0.434,0.725,3.29,1.988,0.226,1.485,1.376,0.789,2.653,1.909,1.701,1.719,0.824,1.142,0.245,3.961,0.272,1.702,1.364,1.24,1.83,0.589,0.875,0.991,0.697,1.318,0.588,0.618,0.212,0.499,1.465,0.857,0.62
0.271,0.074,0.489,1.274,1.049,1.269,0.417,0.412,0.465,0.684,0.239,0.129,0.708,0.578,0.27,0.014,1.016,1.119,1.66,1.867,1.28,1.35,2.883,2.447,2.543,0.655,1.031,0.574,1.679,0.312,2.283,2.734,1.747,0.984,0.155,0.373,0.297,1.937,0.84,2.258,2.917,1.419,0.685,1.146,0.964,0.108,1.551,1.109,0.672,1.211,0.364,0.408,0.284,1.343,0.207,0.4,0.181,1.43,0.909,0.305,0.814,0.445,1.272,0.731,0.051,0.65,0.168,0.38,1.695,0.598,0.206,0.177,1.426,2.279,0.491,1.711,1.147,0.112,0.788,2.174,0.683,0.439,0.672,0.517,2.296,0.071,2.062,1.47,0.437,2.138,0.586,0.688,0.065,0.944,2.218,0.715,2.881,0.951,1.733,0.172,0.521,1.292,1.034,1.172,2.971,0.822,1.314,1.037,0.192,2.398,1.256,0.871,1.174,1.428,1.869,0.86,1.765,0.611,0.813,0.471,0.73,1.408,1.756,0.615,0.502,0.978,0.003,1.248
0.426,0.369,1.221,0.652,0.506,0.131,0.651,1.108,0.443,0.763,1.105,0.195,0.995,0.37,0.124,1.44,0.259,1.004,0.305,1.309,0.85,1.508,1.468,3.14,0.774,2.121,0.388,2.241,0.4,0.18,0.599,2.454,3.824,1.891,2.122,2.13,0.483,1.378,1.557,0.118,0.759,1.715,1.488,0.64,0.969,0.633,2.02,0.843,0.492,0.107,0.002,1.526,0.717,0.8,1.192,1.781,0.711,2.279,0.115,0.738,1.085,0.344,0.122,0.389,1.527,1.934,0.149,1.76,0.566,0.198,0.126,0.035,0.416,0.408,0.452,1.372,2.103,0.037,0.446,0.056,1.648,1.079,2.114,1.994,0.315,2.253,1.085,1.434,0.753,0.71,2.122,0.241,0.249,1.86,0.325,2.333,0.655,0.669,0.29,2.716,0.494,0.495,0.622,2.053,0.06,0.276,2.02,1.152,0.995,0.207,0.155,1.637,0.337,1.114,0.821,0.201,0.671,0.872,0.13,0.807,0.829,1.08,1.668,0.689,0.926,1.955,0.11,1.525
1.296,0.056,0.548,0.181,1.321,0.418,0.922,1.247,1.271,1.389,0.589,0.968,0.641,0.207,0.317,0.176,1.809,0.959,1.194,0.997,0.036,1.52,0.505,0.192,1.887,3.605,1.728,0.876,1.867,3.25,1.634,1.787,0.818,2.846,0.838,0.137,1.293,3.699,1.431,1.104,0.399,0.981,1.264,1.348,2.422,0.836,0.792,1.648,0.714,2.423,0.786,1.451,0.091,1.756,0.014,0.186,0.082,0.273,1.887,0.102,1.19,0.31,0.46,0.569,0.881,2.529,1.566,0.288,0.945,0.002,1.429,1.585,0.57,1.521,0.971,0.079,0.053,1.369,2.003,0.391,1.266,0.038,0.847,1.126,0.761,0.423,0.008,1.359,0.897,0.749,1.646,0.181,0.484,0.732,2.577,0.329,1.514,1.588,0.547,0.537,1.519,2.144,1.127,0.478,0.662,0.178,2.788,0.493,0.698,0.238,1.488,1.14,0.486,1.009,0.603,1.07,1.315,0.729,0.118,0.531,0.521,1.553,0.997,0.593,1.148,0.137,0.306,0.95
