@RELATION ItalyPowerDemand

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE target {1.0, 2.0}

@DATA
-2.646,-0.676,-0.354,-1.923,-1.661,-1.37,-1.32,0.036,1.091,1.34,0.319,0.969,0.595,0.595,-0.483,-0.12,-0.396,0.732,0.848,1.025,2.017,1.587,-0.415,-1.021,1.0
-0.99,-0.36,-1.827,-1.67,-1.591,-0.938,-1.135,-0.282,0.628,1.048,1.428,0.717,1.036,0.426,0.321,0.663,-1.323,-1.329,0.077,2.235,1.3,0.816,0.876,0.142,1.0
-0.87,0.655,-0.49,0.616,-0.653,-0.267,0.19,-1.232,-5.171,-1.108,1.687,-0.086,-0.497,-0.423,-0.449,2.24,-0.138,-0.531,1.329,-0.389,-0.058,2.459,2.587,1.497,2.0
-0.674,-3.101,-2.781,-1.333,-1.913,-1.431,-1.402,0.425,-5.011,1.089,1.499,1.033,0.896,0.497,0.731,1.014,-1.085,0.242,0.919,3.305,1.01,2.475,0.391,-1.791,2.0
-1.14,-1.257,-1.578,-2.088,-1.518,-2.498,-1.097,-0.729,0.485,1.034,1.254,-0.514,0.658,-0.391,0.601,2.31,0.479,1.111,1.407,1.072,0.406,0.546,-0.262,-0.971,1.0
-0.599,-0.24,-1.169,-1.406,-1.142,-1.252,-1.725,-0.592,1.03,-0.276,0.571,-0.057,0.585,0.276,-0.015,-1.527,-0.025,1.17,-0.544,1.383,1.207,1.842,0.049,2.092,1.0
-0.345,-1.92,-0.349,-0.951,-0.254,-0.702,-1.825,0.387,0.097,1.815,1.742,2.242,1.45,0.695,0.287,-0.055,-0.567,1.271,-0.308,-0.225,3.393,-0.083,-0.232,0.141,2.0
-0.76,-1.37,-2.246,-2.023,-2.176,-1.578,-1.134,-0.709,0.497,1.704,1.364,0.244,0.324,0.209,0.104,2.429,0.663,0.824,1.645,1.069,-0.558,0.332,0.176,0.689,1.0
-1.509,-0.941,-1.614,-1.861,-1.543,-1.639,-0.652,-1.134,-1.279,1.039,1.091,1.907,0.798,1.252,0.276,1.037,1.869,0.615,0.811,0.44,0.725,0.561,1.414,0.323,1.0
-0.563,3.457,-1.289,-1.799,-0.963,-1.355,-2.403,-0.783,0.152,0.404,1.729,1.473,0.712,0.236,0.728,0.528,0.942,2.015,-0.486,0.999,-0.155,2.43,-0.112,-0.862,2.0
