@RELATION ItalyPowerDemand

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
0.953,0.679,0.742,0.402,0.256,0.003,0.548,0.13,0.144,0.29,0.443,0.05,0.383,0.625,0.632,0.854,0.264,0.401,0.508,0.431,0.852,1.783,0.696,1.277
0.075,0.793,0.16,0.13,0.18,0.511,0.359,0.73,0.48,0.277,1.007,1.023,0.422,0.134,0.141,0.148,1.594,0.996,0.84,0.798,0.51,1.847,2.091,0.638
0.896,0.221,0.935,1.389,0.426,0.115,0.773,1.529,1.623,0.761,1.589,0.01,0.359,0.295,0.28,1.983,0.8,0.266,2.537,0.088,1.536,0.403,0.766,0.344
0.185,1.204,1.142,0.149,0.554,0.024,0.168,1.252,2.681,0.022,0.128,0.36,0.901,0.247,0.062,0.237,0.658,1.196,0.344,2.176,1.806,1.535,1.003,1.192
0.447,0.259,0.091,0.347,0.157,0.41,0.078,1.363,0.778,0.104,0.968,0.876,0.002,0.723,0.903,1.115,0.534,1.014,0.276,0.001,0.139,0.26,0.414,0.891
0.901,0.191,0.73,0.305,0.004,0.537,0.24,0.459,1.204,0.204,1.271,0.893,0.277,0.129,0.544,1.361,0.509,2.086,0.066,1.952,2.59,1.409,1.678,1.577
0.753,1.16,0.376,0.428,0.62,0.555,0.24,1.408,0.179,1.258,0.066,0.389,0.636,0.183,0.465,0.882,1.577,0.613,1.249,0.744,2.663,1.058,0.967,0.854
0.587,0.006,0.465,0.415,1.066,0.114,0.083,0.994,0.11,0.768,0.329,1.544,0.621,0.34,0.799,1.2,0.374,0.99,0.412,0.25,0.603,0.061,0.59,0.905
1.031,0.545,0.317,0.264,0.038,0.36,0.709,1.588,1.46,0.032,0.206,0.43,0.082,0.281,0.705,0.364,0.699,0.189,0.291,1.783,0.763,0.435,1.685,0.662
1.571,2.429,0.013,0.877,0.96,0.045,0.543,0.118,0.229,1.276,1.775,0.155,0.217,0.487,0.103,0.479,0.075,1.028,1.054,0.632,0.22,2.612,0.565,2.763
0.467,1.643,0.013,0.816,0.391,0.332,0.378,0.766,1.631,0.867,0.949,0.572,0.343,0.297,0.963,1.327,1.362,0.412,0.001,0.325,0.998,1.089,0.149,0.957
0.179,1.714,0.21,0.048,1.203,0.831,0.486,0.034,0.645,0.14,1.499,0.002,0.446,0.058,0.435,0.495,0.176,0.514,1.611,1.702,0.111,1.699,0.711,0.26
2.388,0.15,0.728,0.104,0.829,0.661,0.025,0.316,1.474,3.137,1.373,0.126,0.503,1.352,0.484,0.8,0.251,0.732,0.008,0.996,2.034,0.697,1.217,0.333
1.057,1.389,0.002,0.143,0.321,0.237,0.021,1.324,0.71,0.42,0.109,0.493,0.359,0.791,0.896,0.242,0.545,0.348,0.325,2.367,1.406,0.607,0.738,1.232
0.276,0.69,0.65,0.371,0.12,0.286,0.104,0.526,0.056,1.81,0.318,0.541,0.194,0.756,1.038,0.986,0.906,0.997,1.065,1.044,0.586,1.015,0.581,1.648
2.807,0.083,0.235,0.627,0.177,0.103,0.629,1.938,0.54,1.435,0.135,0.229,0.707,0.95,0.194,0.024,0.07,0.449,0.322,0.474,1.612,0.765,1.445,1.092
1.563,0.199,0.012,0.22,0.161,0.179,0.036,1.413,1.203,0.109,0.432,0.396,0.922,0.465,0.686,0.42,1.065,1.08,0.339,0.888,0.297,0.344,1.045,0.498
1.804,0.458,0.615,0.637,0.205,0.838,0.239,1.025,0.994,1.506,0.686,0.866,0.333,0.056,1.082,0.139,0.548,0.977,0.897,0.275,1.931,0.878,1.267,0.373
0.473,0.086,0.471,0.202,0.106,0.189,0.118,0.549,1.925,0.536,0.676,0.534,0.536,0.224,0.659,1.246,0.778,1.783,1.518,0.545,1.204,2.296,1.374,0.171
1.408,0.12,0.542,1.157,0.989,0.551,1.153,0.478,1.563,0.049,0.284,0.917,0.368,0.671,1.043,0.239,1.032,1.635,0.315,0.202,0.488,1.028,1.001,1.312
0.725,1.383,0.487,1.001,0.74,0.79,0.926,0.684,0.607,1.442,0.121,1.316,0.128,0.258,1.548,0.879,0.647,0.951,2.78,0.024,0.047,0.661,1.533,1.167
0.239,0.887,0.301,0.224,0.188,0.005,0.172,0.042,0.485,0.645,0.194,0.516,0.335,0.36,0.601,0.369,1.104,1.011,1.024,0.064,0.115,0.952,0.718,2.056
0.836,0.903,0.264,0.428,0.44,0.108,0.328,1.67,0.182,0.588,0.31,0.284,0.514,0.564,0.567,0.495,0.181,0.085,1.699,0.369,1.0,0.103,0.722,1.346
0.319,0.051,0.253,0.861,0.077,0.027,0.427,0.691,0.302,0.488,1.836,0.002,0.584,0.133,0.275,0.487,0.658,0.94,0.255,0.212,0.62,1.338,0.614,0.924
0.602,0.685,0.028,0.006,0.285,0.128,0.257,0.381,1.138,0.236,0.473,1.538,0.649,0.05,0.908,0.658,1.784,0.412,0.052,0.32,1.216,0.391,2.253,0.421
1.398,1.03,0.78,0.904,0.177,0.375,0.479,0.665,0.773,0.014,0.501,0.187,0.256,0.402,0.444,0.907,0.991,2.223,0.134,0.478,0.214,0.576,0.378,1.893
0.233,1.002,0.431,0.378,0.559,0.078,0.677,0.292,1.626,1.21,2.063,0.343,0.055,0.591,0.807,0.583,0.474,1.885,0.046,1.56,1.995,0.922,1.781,0.701
1.312,0.203,1.439,0.885,0.884,0.181,0.351,0.348,0.217,0.138,0.217,0.338,0.89,0.367,0.098,0.086,0.096,1.657,1.82,0.155,1.179,0.588,1.236,0.383
0.007,0.843,1.263,0.631,0.102,0.499,0.999,0.656,0.191,0.286,0.259,1.296,0.544,0.963,1.715,0.21,0.082,0.358,0.561,0.1,1.946,1.917,0.738,0.867
1.919,0.24,0.837,0.55,0.443,0.168,0.263,0.659,0.792,1.008,0.033,0.858,0.291,0.46,0.74,0.552,0.215,0.743,1.463,0.286,0.903,0.518,0.769,0.067
0.766,0.304,0.729,0.269,0.007,0.561,0.118,1.001,2.643,0.708,0.303,0.012,0.423,0.053,0.55,1.115,1.14,0.869,0.354,1.836,1.442,1.793,1.188,2.039
0.004,1.21,0.43,0.494,0.218,0.115,0.424,0.79,1.403,1.923,0.048,0.945,0.614,0.813,0.57,0.839,0.386,0.159,1.068,0.357,0.088,1.639,1.686,1.057
0.258,0.093,0.051,0.465,0.412,0.241,0.64,0.416,1.134,1.145,1.139,1.714,0.779,0.035,1.184,1.508,0.092,0.193,0.934,0.077,0.026,0.202,0.561,1.323
0.568,0.839,0.859,0.58,0.431,0.261,1.223,0.839,0.098,1.608,0.189,0.544,0.187,0.895,0.211,0.594,0.857,0.795,1.407,0.259,1.261,0.059,0.773,1.752
0.021,1.433,0.027,0.418,0.065,1.006,0.442,0.748,0.306,2.862,0.253,0.167,0.561,0.202,0.764,0.14,0.292,0.023,0.652,0.224,2.659,0.412,2.788,3.475
0.19,0.112,0.01,0.469,0.108,0.482,1.221,0.16,0.549,1.753,0.503,0.309,0.036,0.368,1.015,1.45,0.964,1.778,1.568,2.425,1.425,1.432,2.441,0.104
1.478,1.109,0.19,0.672,0.595,0.222,0.741,0.576,2.347,0.446,0.843,0.478,0.658,0.351,0.215,0.387,0.238,0.285,0.161,0.922,0.233,1.107,1.267,1.414
0.269,0.852,0.249,0.857,0.308,1.094,0.464,0.593,0.743,0.831,0.088,0.673,0.085,0.041,1.426,0.57,0.254,0.523,2.472,0.768,2.118,0.309,0.245,0.288
1.624,0.779,1.021,0.089,0.303,0.515,0.62,0.553,1.354,1.247,0.114,0.82,0.502,0.658,1.291,0.778,0.362,0.291,1.24,0.964,1.833,1.012,0.973,1.104
