@RELATION Chinatown

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
243.118,257.938,140.455,68.408,38.764,52.07,4.452,5.838,56.718,84.37,8.586,418.696,526.256,28.058,228.499,662.986,59.496,755.891,233.296,128.259,812.061,829.878,1136.478,919.402
429.797,122.976,94.457,57.839,14.747,7.32,25.733,6.255,98.501,91.314,133.535,302.376,503.503,141.863,239.361,521.588,289.494,281.061,1543.974,635.897,237.672,68.463,1184.609,945.951
57.645,156.347,75.348,87.584,76.185,12.703,14.772,50.782,99.345,36.356,94.559,192.535,308.712,79.09,751.331,358.96,185.254,458.689,183.511,983.57,379.561,346.183,516.993,213.911
279.124,10.967,251.613,1.404,49.487,31.976,7.065,58.392,84.574,90.776,98.782,47.912,473.484,408.974,638.67,768.879,653.555,91.696,682.69,365.37,1233.106,316.35,621.423,229.485
231.588,368.167,49.27,17.562,44.704,7.258,2.615,96.681,119.841,230.699,5.436,118.797,420.486,315.374,472.847,509.094,94.536,362.09,749.947,234.151,534.542,491.797,646.211,5.84
130.678,345.859,56.044,78.053,8.593,37.017,7.08,31.418,9.208,145.758,72.236,462.646,401.508,249.591,725.899,455.061,590.288,200.372,448.419,44.633,1784.419,497.101,1003.327,288.521
398.756,223.757,53.555,126.511,32.391,7.163,3.483,114.829,13.897,207.295,173.967,253.069,86.424,182.194,175.561,328.849,254.404,5.151,563.437,830.703,788.314,947.926,136.971,893.641
407.637,93.443,64.437,328.374,129.622,5.675,8.171,21.684,128.08,5.119,169.113,440.952,170.363,323.561,830.217,44.385,922.885,245.579,464.036,592.747,309.771,274.143,753.318,806.509
25.551,107.068,240.704,129.917,21.963,6.526,17.784,64.704,67.12,126.446,172.822,27.66,318.689,407.859,279.439,172.991,544.293,212.391,51.504,96.268,891.923,420.07,322.779,679.753
134.27,34.311,54.02,363.546,36.39,17.52,0.67,59.934,150.432,124.807,50.846,74.141,166.97,25.498,412.254,159.409,323.338,501.977,256.3,965.041,371.846,452.711,818.341,613.975
629.622,178.222,329.285,12.513,4.378,2.897,30.984,113.569,33.607,31.437,5.024,149.669,531.985,227.67,320.732,312.467,182.227,93.803,385.133,52.565,1100.662,333.903,1268.033,614.987
256.021,400.448,23.325,46.077,33.44,23.358,18.233,31.361,23.808,13.596,79.507,397.051,735.56,190.876,280.558,65.176,115.608,313.715,292.586,952.336,485.085,32.475,75.069,224.307
158.016,107.421,179.746,381.667,6.011,6.805,12.878,28.139,193.129,61.595,170.078,175.011,28.417,259.581,126.883,8.22,109.082,11.55,400.351,358.643,387.26,917.59,180.56,938.581
440.215,44.95,3.169,47.282,3.35,2.851,10.532,42.638,97.353,52.59,39.668,156.21,386.711,106.495,640.144,358.588,1288.667,404.266,39.261,614.326,720.334,593.495,1130.031,43.953
273.415,149.515,334.608,162.297,87.661,34.319,20.626,113.147,296.224,3.718,19.676,270.539,29.332,61.281,9.988,461.334,571.02,444.155,392.173,1013.306,418.477,890.475,671.02,104.015
139.633,322.646,79.394,385.777,15.481,1.834,12.264,57.897,303.212,5.342,9.881,425.983,159.395,311.148,446.53,442.884,176.531,522.744,490.446,899.231,725.446,585.128,53.205,189.568
42.871,111.095,211.661,83.854,61.423,7.056,6.637,70.985,200.715,96.059,69.575,67.261,148.797,217.891,368.588,82.277,271.769,4.164,550.365,823.457,335.752,370.831,1031.925,1453.797
503.896,58.143,279.839,185.675,46.616,37.531,2.532,94.613,33.312,88.768,45.929,62.605,62.224,227.521,86.048,699.976,222.156,367.031,337.6,233.285,21.541,945.08,863.889,797.207
211.073,30.626,172.76,75.395,169.903,38.572,5.945,15.532,70.962,180.486,126.406,47.527,103.27,501.917,663.22,194.286,665.662,176.019,902.598,492.535,14.967,247.539,495.988,666.423
41.35,642.312,72.775,36.515,36.424,17.826,6.022,11.172,61.652,23.74,31.863,470.274,18.693,338.66,721.554,159.9,109.672,164.756,98.933,4.949,65.599,286.501,410.464,417.468
