@RELATION BME

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC
@ATTRIBUTE att83_err NUMERIC
@ATTRIBUTE att84_err NUMERIC
@ATTRIBUTE att85_err NUMERIC
@ATTRIBUTE att86_err NUMERIC
@ATTRIBUTE att87_err NUMERIC
@ATTRIBUTE att88_err NUMERIC
@ATTRIBUTE att89_err NUMERIC
@ATTRIBUTE att90_err NUMERIC
@ATTRIBUTE att91_err NUMERIC
@ATTRIBUTE att92_err NUMERIC
@ATTRIBUTE att93_err NUMERIC
@ATTRIBUTE att94_err NUMERIC
@ATTRIBUTE att95_err NUMERIC
@ATTRIBUTE att96_err NUMERIC
@ATTRIBUTE att97_err NUMERIC
@ATTRIBUTE att98_err NUMERIC
@ATTRIBUTE att99_err NUMERIC
@ATTRIBUTE att100_err NUMERIC
@ATTRIBUTE att101_err NUMERIC
@ATTRIBUTE att102_err NUMERIC
@ATTRIBUTE att103_err NUMERIC
@ATTRIBUTE att104_err NUMERIC
@ATTRIBUTE att105_err NUMERIC
@ATTRIBUTE att106_err NUMERIC
@ATTRIBUTE att107_err NUMERIC
@ATTRIBUTE att108_err NUMERIC
@ATTRIBUTE att109_err NUMERIC
@ATTRIBUTE att110_err NUMERIC
@ATTRIBUTE att111_err NUMERIC
@ATTRIBUTE att112_err NUMERIC
@ATTRIBUTE att113_err NUMERIC
@ATTRIBUTE att114_err NUMERIC
@ATTRIBUTE att115_err NUMERIC
@ATTRIBUTE att116_err NUMERIC
@ATTRIBUTE att117_err NUMERIC
@ATTRIBUTE att118_err NUMERIC
@ATTRIBUTE att119_err NUMERIC
@ATTRIBUTE att120_err NUMERIC
@ATTRIBUTE att121_err NUMERIC
@ATTRIBUTE att122_err NUMERIC
@ATTRIBUTE att123_err NUMERIC
@ATTRIBUTE att124_err NUMERIC
@ATTRIBUTE att125_err NUMERIC
@ATTRIBUTE att126_err NUMERIC
@ATTRIBUTE att127_err NUMERIC
@ATTRIBUTE att128_err NUMERIC

@DATA
0.002,0.003,0.001,0.005,0.003,0.03,0.032,0.01,0.039,0.176,0.052,0.132,0.141,0.155,0.228,0.162,0.096,0.075,0.027,0.003,0.001,0.012,0.006,0.004,0.003,0.005,0.005,0.006,0.002,0.003,0.004,0.001,0.002,0.008,0.067,0.094,0.157,0.124,0.227,0.254,0.074,0.364,0.033,0.041,0.263,0.181,0.764,0.171,0.093,0.134,0.09,0.541,0.275,0.044,0.243,0.07,0.131,0.226,0.105,0.005,0.25,0.158,0.197,0.257,0.136,0.226,0.152,0.302,0.036,0.382,0.045,0.165,0.394,0.223,0.28,0.261,0.003,0.201,0.182,0.192,0.341,0.455,0.046,0.116,0.193,0.134,0.088,0.151,0.182,0.029,0.092,0.061,0.049,0.123,0.088,0.158,0.173,0.027,0.004,0.121,0.057,0.086,0.086,0.023,0.001,0.01,0.001,0.005,0.036,0.019,0.043,0.032,0.012,0.115,0.078,0.073,0.068,0.107,0.019,0.027,0.05,0.018,0.001,0.004,0.007,0.002,0.001,0.004
0.003,0.001,0.003,0.002,0.004,0.006,0.061,0.073,0.052,0.064,0.008,0.087,0.135,0.002,0.206,0.16,0.162,0.1,0.046,0.006,0.017,0.003,0.003,0.006,0.001,0.004,0.002,0.0,0.007,0.001,0.002,0.002,0.013,0.0,0.007,0.118,0.032,0.173,0.233,0.051,0.37,0.256,0.088,0.181,0.063,0.406,0.056,0.368,0.159,0.092,0.176,0.518,0.188,0.043,0.329,0.114,0.244,0.076,0.283,0.218,0.044,0.11,0.155,0.15,0.138,0.452,0.668,0.072,0.229,0.356,0.233,0.206,0.25,0.251,0.113,0.168,0.141,0.358,0.247,0.431,0.197,0.234,0.137,0.286,0.101,0.018,0.221,0.503,0.159,0.077,0.094,0.155,0.151,0.033,0.135,0.069,0.107,0.141,0.026,0.072,0.049,0.179,0.022,0.015,0.011,0.0,0.01,0.021,0.024,0.031,0.006,0.034,0.088,0.099,0.139,0.128,0.054,0.005,0.045,0.033,0.001,0.015,0.009,0.002,0.013,0.005,0.0,0.002
0.001,0.01,0.004,0.003,0.003,0.016,0.005,0.053,0.062,0.03,0.229,0.047,0.211,0.045,0.012,0.055,0.03,0.074,0.08,0.023,0.012,0.006,0.004,0.006,0.006,0.007,0.001,0.001,0.001,0.0,0.001,0.006,0.001,0.021,0.01,0.047,0.106,0.015,0.147,0.186,0.115,0.47,0.105,0.244,0.027,0.05,0.179,0.689,0.198,0.492,0.683,0.027,0.355,0.321,0.018,0.322,0.081,0.717,0.424,0.523,0.563,0.474,0.217,0.587,0.497,0.377,0.304,0.306,0.45,0.051,0.29,0.042,0.019,0.224,0.484,0.288,0.45,0.482,0.142,0.078,0.053,0.257,0.693,0.132,0.095,0.137,0.145,0.344,0.072,0.006,0.05,0.003,0.211,0.183,0.045,0.074,0.109,0.338,0.022,0.142,0.234,0.012,0.048,0.019,0.002,0.004,0.025,0.013,0.054,0.036,0.126,0.159,0.018,0.119,0.007,0.07,0.035,0.005,0.0,0.033,0.01,0.024,0.0,0.001,0.0,0.005,0.007,0.007
0.011,0.005,0.005,0.002,0.01,0.006,0.011,0.032,0.133,0.07,0.12,0.006,0.17,0.067,0.183,0.064,0.212,0.025,0.018,0.034,0.007,0.003,0.003,0.001,0.007,0.005,0.005,0.0,0.002,0.003,0.004,0.002,0.004,0.014,0.038,0.04,0.024,0.059,0.077,0.152,0.019,0.12,0.149,0.228,0.007,0.059,0.344,0.822,0.323,0.083,0.845,0.32,0.487,0.258,0.237,0.119,0.423,0.193,0.078,0.15,0.278,0.826,0.633,0.25,0.09,0.368,0.078,0.026,0.029,0.214,0.082,0.19,0.403,0.06,0.159,0.136,0.122,0.136,0.239,0.375,0.558,0.062,0.298,0.347,0.411,0.05,0.319,0.131,0.184,0.075,0.06,0.284,0.211,0.005,0.122,0.054,0.122,0.072,0.064,0.077,0.144,0.101,0.097,0.016,0.006,0.018,0.01,0.009,0.051,0.205,0.005,0.029,0.053,0.087,0.028,0.116,0.181,0.051,0.04,0.015,0.033,0.018,0.004,0.002,0.002,0.008,0.003,0.001
0.009,0.007,0.001,0.002,0.008,0.003,0.029,0.046,0.016,0.112,0.163,0.114,0.333,0.36,0.056,0.045,0.092,0.214,0.048,0.01,0.004,0.0,0.001,0.001,0.007,0.001,0.011,0.001,0.001,0.004,0.002,0.001,0.003,0.021,0.019,0.036,0.069,0.047,0.223,0.13,0.108,0.174,0.025,0.365,0.204,0.479,0.09,0.338,0.093,0.132,0.132,0.074,0.056,0.373,0.208,0.138,0.332,0.255,0.172,0.043,0.037,0.642,0.651,0.459,0.1,0.021,0.509,0.131,0.08,0.147,0.386,0.266,0.117,0.176,0.292,0.037,0.182,0.137,0.165,0.454,0.064,0.682,0.015,0.091,0.155,0.092,0.212,0.031,0.118,0.233,0.054,0.087,0.207,0.032,0.032,0.089,0.018,0.102,0.273,0.079,0.069,0.078,0.014,0.014,0.005,0.017,0.01,0.085,0.1,0.093,0.099,0.021,0.232,0.074,0.057,0.061,0.013,0.049,0.015,0.012,0.005,0.016,0.003,0.008,0.002,0.006,0.005,0.003
0.006,0.003,0.008,0.006,0.011,0.004,0.043,0.008,0.006,0.161,0.113,0.032,0.093,0.182,0.084,0.109,0.072,0.0,0.035,0.022,0.019,0.006,0.001,0.005,0.003,0.003,0.003,0.002,0.003,0.002,0.001,0.004,0.007,0.012,0.002,0.055,0.013,0.062,0.108,0.148,0.133,0.174,0.312,0.426,0.453,0.111,0.118,0.472,0.668,0.207,0.375,0.058,0.037,0.034,0.392,0.043,0.161,0.098,0.191,0.486,0.109,0.08,0.095,0.018,0.001,0.019,0.43,0.247,0.375,0.021,0.348,0.664,0.132,0.373,0.11,0.008,0.342,0.059,0.428,0.491,0.368,0.154,0.417,0.14,0.054,0.382,0.155,0.173,0.087,0.23,0.199,0.114,0.082,0.104,0.002,0.042,0.003,0.056,0.028,0.134,0.2,0.031,0.036,0.016,0.003,0.008,0.01,0.024,0.008,0.003,0.046,0.162,0.077,0.108,0.027,0.019,0.094,0.106,0.08,0.077,0.018,0.008,0.002,0.002,0.003,0.003,0.005,0.003
0.0,0.0,0.01,0.001,0.011,0.022,0.017,0.002,0.047,0.103,0.178,0.128,0.095,0.215,0.057,0.198,0.171,0.152,0.023,0.029,0.003,0.0,0.0,0.002,0.001,0.004,0.003,0.007,0.002,0.006,0.001,0.004,0.011,0.007,0.039,0.137,0.047,0.046,0.194,0.344,0.531,0.023,0.116,0.344,0.14,0.001,0.424,0.071,0.234,0.184,0.056,0.174,0.02,0.104,0.041,0.303,0.101,0.834,0.39,0.158,0.158,0.315,0.422,0.145,0.254,0.813,0.16,0.223,0.325,0.273,0.115,0.005,0.045,0.083,0.367,0.15,0.216,0.264,0.308,0.294,0.537,0.123,0.094,0.106,0.056,0.345,0.002,0.154,0.248,0.082,0.008,0.278,0.025,0.008,0.053,0.15,0.204,0.007,0.113,0.012,0.177,0.005,0.094,0.02,0.023,0.012,0.001,0.039,0.077,0.039,0.127,0.105,0.056,0.022,0.043,0.009,0.062,0.273,0.033,0.036,0.007,0.014,0.001,0.005,0.004,0.007,0.003,0.002
0.0,0.005,0.001,0.002,0.007,0.055,0.007,0.024,0.052,0.078,0.19,0.092,0.025,0.053,0.19,0.004,0.049,0.123,0.039,0.026,0.003,0.006,0.005,0.0,0.003,0.003,0.007,0.002,0.007,0.003,0.0,0.005,0.006,0.005,0.008,0.02,0.084,0.033,0.171,0.115,0.05,0.133,0.209,0.213,0.277,0.695,0.554,0.26,0.383,0.373,0.144,0.105,0.009,0.499,0.02,0.213,0.208,0.485,0.465,0.142,0.404,0.186,0.376,0.611,0.084,0.149,0.043,0.041,0.185,0.017,0.352,0.06,0.259,0.046,0.368,0.047,0.171,0.173,0.215,0.213,0.133,0.241,0.059,0.254,0.421,0.074,0.035,0.181,0.154,0.244,0.22,0.03,0.175,0.002,0.137,0.061,0.285,0.043,0.164,0.244,0.017,0.095,0.061,0.008,0.016,0.004,0.031,0.015,0.028,0.052,0.025,0.127,0.056,0.062,0.085,0.086,0.043,0.132,0.044,0.085,0.017,0.015,0.005,0.004,0.007,0.006,0.0,0.007
0.008,0.007,0.002,0.002,0.002,0.048,0.048,0.001,0.014,0.12,0.022,0.109,0.061,0.101,0.295,0.036,0.011,0.011,0.033,0.006,0.011,0.001,0.0,0.003,0.006,0.001,0.002,0.001,0.003,0.002,0.003,0.003,0.008,0.011,0.01,0.029,0.073,0.04,0.38,0.216,0.054,0.013,0.205,0.527,0.278,0.019,0.032,0.368,0.2,0.384,0.493,0.356,0.119,0.143,0.365,0.111,0.004,0.368,0.268,0.125,0.026,0.467,0.195,0.126,0.154,0.179,0.134,0.054,0.293,0.246,0.442,0.134,0.322,0.077,0.043,0.342,0.459,0.445,0.107,0.272,0.194,0.214,0.311,0.471,0.065,0.022,0.097,0.066,0.224,0.203,0.066,0.032,0.112,0.201,0.035,0.21,0.086,0.029,0.112,0.231,0.118,0.031,0.145,0.052,0.022,0.006,0.033,0.014,0.066,0.12,0.045,0.156,0.037,0.049,0.287,0.071,0.176,0.047,0.002,0.002,0.022,0.014,0.003,0.002,0.001,0.01,0.002,0.001
0.008,0.007,0.001,0.007,0.005,0.058,0.013,0.021,0.113,0.124,0.055,0.025,0.104,0.175,0.246,0.067,0.122,0.031,0.025,0.004,0.0,0.006,0.005,0.006,0.003,0.0,0.01,0.003,0.002,0.005,0.006,0.0,0.003,0.027,0.028,0.001,0.035,0.051,0.042,0.229,0.007,0.162,0.441,0.02,0.201,0.175,0.214,0.223,0.546,0.4,0.076,0.519,0.308,0.613,0.261,0.974,0.024,0.456,0.47,0.205,0.164,0.375,0.008,0.215,0.11,0.203,0.33,0.067,0.439,0.316,0.067,0.025,0.036,0.04,0.33,0.107,0.626,0.189,0.425,0.511,0.251,0.354,0.079,0.196,0.282,0.345,0.147,0.13,0.005,0.213,0.034,0.037,0.018,0.197,0.183,0.202,0.018,0.169,0.034,0.031,0.032,0.047,0.201,0.007,0.007,0.001,0.013,0.021,0.147,0.064,0.073,0.032,0.268,0.075,0.063,0.035,0.095,0.008,0.013,0.042,0.006,0.015,0.001,0.009,0.009,0.002,0.002,0.001
