@RELATION ItalyPowerDemand

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
0.106,0.075,0.082,0.045,0.028,0.0,0.061,0.014,0.016,0.032,0.049,0.006,0.043,0.069,0.07,0.095,0.029,0.045,0.056,0.048,0.095,0.198,0.077,0.142
0.008,0.088,0.018,0.014,0.02,0.057,0.04,0.081,0.053,0.031,0.112,0.114,0.047,0.015,0.016,0.016,0.177,0.111,0.093,0.089,0.057,0.205,0.232,0.071
0.1,0.025,0.104,0.154,0.047,0.013,0.086,0.17,0.18,0.085,0.177,0.001,0.04,0.033,0.031,0.22,0.089,0.03,0.282,0.01,0.171,0.045,0.085,0.038
0.021,0.134,0.127,0.017,0.062,0.003,0.019,0.139,0.298,0.002,0.014,0.04,0.1,0.027,0.007,0.026,0.073,0.133,0.038,0.242,0.201,0.171,0.111,0.132
0.05,0.029,0.01,0.039,0.017,0.046,0.009,0.151,0.086,0.012,0.108,0.097,0.0,0.08,0.1,0.124,0.059,0.113,0.031,0.0,0.015,0.029,0.046,0.099
0.1,0.021,0.081,0.034,0.0,0.06,0.027,0.051,0.134,0.023,0.141,0.099,0.031,0.014,0.06,0.151,0.057,0.232,0.007,0.217,0.288,0.157,0.186,0.175
0.084,0.129,0.042,0.048,0.069,0.062,0.027,0.156,0.02,0.14,0.007,0.043,0.071,0.02,0.052,0.098,0.175,0.068,0.139,0.083,0.296,0.118,0.107,0.095
0.065,0.001,0.052,0.046,0.118,0.013,0.009,0.11,0.012,0.085,0.037,0.172,0.069,0.038,0.089,0.133,0.042,0.11,0.046,0.028,0.067,0.007,0.066,0.101
0.115,0.061,0.035,0.029,0.004,0.04,0.079,0.176,0.162,0.004,0.023,0.048,0.009,0.031,0.078,0.04,0.078,0.021,0.032,0.198,0.085,0.048,0.187,0.074
0.175,0.27,0.001,0.097,0.107,0.005,0.06,0.013,0.025,0.142,0.197,0.017,0.024,0.054,0.011,0.053,0.008,0.114,0.117,0.07,0.024,0.29,0.063,0.307
0.052,0.183,0.001,0.091,0.043,0.037,0.042,0.085,0.181,0.096,0.105,0.064,0.038,0.033,0.107,0.147,0.151,0.046,0.0,0.036,0.111,0.121,0.017,0.106
0.02,0.19,0.023,0.005,0.134,0.092,0.054,0.004,0.072,0.016,0.167,0.0,0.05,0.006,0.048,0.055,0.02,0.057,0.179,0.189,0.012,0.189,0.079,0.029
0.265,0.017,0.081,0.012,0.092,0.073,0.003,0.035,0.164,0.349,0.153,0.014,0.056,0.15,0.054,0.089,0.028,0.081,0.001,0.111,0.226,0.077,0.135,0.037
