@RELATION ItalyPowerDemand

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE target {1.0, 2.0}

@DATA
-0.926,-1.127,-1.259,-1.63,-1.489,-1.372,-1.114,0.045,0.947,1.114,1.169,0.961,0.611,0.079,-0.629,-0.253,-0.227,0.627,1.312,1.416,1.162,0.693,0.107,-0.353,1.0
-0.993,-1.308,-1.607,-1.613,-1.626,-1.327,-1.031,-0.347,0.707,1.184,1.158,1.011,0.82,0.458,0.469,0.575,0.399,0.126,0.237,1.226,1.076,0.705,0.054,-0.323,1.0
1.076,0.579,0.119,-0.008,-0.232,-0.273,-0.055,-1.379,-1.567,-0.782,0.194,-0.086,-0.048,-0.456,-0.542,-0.41,-0.674,-0.718,-0.845,-0.453,0.417,2.361,2.293,1.589,2.0
-0.797,-1.374,-1.568,-1.509,-1.548,-1.418,-1.619,-0.368,0.025,1.06,1.362,1.182,0.988,0.637,0.74,0.899,0.666,0.634,0.658,0.744,0.106,0.243,0.139,-0.436,2.0
-0.991,-1.376,-1.541,-1.672,-1.609,-1.569,-1.005,-0.036,0.619,1.032,0.852,0.675,0.656,0.298,0.353,0.691,0.599,1.282,1.259,1.074,0.535,0.44,-0.188,-0.676,1.0
0.26,-0.274,-0.807,-0.929,-1.139,-1.103,-1.203,-0.6,-0.849,-0.278,0.39,0.416,0.535,0.118,-0.249,-0.512,-0.537,-0.356,-0.499,0.48,2.181,2.061,1.575,1.276,1.0
0.039,-0.726,-1.005,-1.344,-1.267,-1.226,-1.759,-0.606,0.315,1.731,1.814,1.824,1.192,0.79,0.2,-0.019,-0.122,0.083,-0.047,0.053,0.092,-0.204,0.642,0.184,2.0
-1.061,-1.375,-1.603,-1.611,-1.661,-1.447,-1.136,-0.286,0.635,1.031,1.042,0.836,0.747,0.406,0.509,0.833,0.817,0.786,1.254,0.993,0.468,0.305,-0.089,-0.425,1.0
-1.19,-1.482,-1.503,-1.602,-1.566,-1.47,-1.041,-0.048,0.167,1.064,1.105,1.142,0.664,0.59,0.571,0.673,0.819,0.715,1.038,0.908,0.603,0.389,0.094,-0.418,1.0
-0.735,-0.672,-1.312,-1.482,-1.389,-1.297,-1.64,-0.872,0.384,1.113,1.328,1.277,0.966,0.777,0.877,0.923,1.014,0.862,0.223,0.546,-0.147,0.095,0.038,-0.316,2.0
-0.563,-1.025,-1.239,-1.595,-1.616,-1.136,-0.869,-1.209,-0.099,1.317,1.354,1.468,1.172,0.882,0.501,0.54,0.172,0.421,0.129,-0.267,-0.773,0.95,0.842,0.64,2.0
-1.023,-1.198,-1.527,-1.609,-1.704,-1.366,-1.074,0.226,0.805,1.183,1.43,0.879,0.722,0.529,0.537,0.622,0.576,0.312,0.393,1.396,0.806,0.706,-0.117,-0.706,1.0
-0.955,-1.235,-1.517,-1.618,-1.69,-1.391,-1.02,-0.121,0.817,1.231,1.049,0.891,0.526,0.763,0.404,0.273,0.564,1.338,1.218,0.953,0.672,0.503,-0.183,-0.613,1.0
-0.979,-1.405,-1.489,-1.696,-1.725,-1.514,-1.267,-0.137,0.58,1.186,1.186,1.274,0.848,0.502,0.548,0.648,0.889,0.517,0.226,0.572,1.078,0.737,0.246,-0.233,2.0
