@RELATION SonyAIBORobotSurface2

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE target {2.0, 1.0}

@DATA
-0.865,-1.504,-0.302,0.905,2.363,0.937,-0.501,-2.062,-0.575,1.01,-3.663,5.422,1.509,-0.941,-1.787,-1.691,-1.368,-0.578,-1.046,-0.328,-0.733,-0.93,0.91,0.048,-0.212,1.189,0.531,0.234,0.25,0.268,-0.053,-0.262,-0.5,-0.316,-0.011,0.316,0.047,0.226,-0.281,0.025,0.885,0.781,-0.679,-0.941,-0.571,-0.903,-0.778,0.47,0.979,2.192,2.597,0.477,-1.843,-0.726,-1.986,-1.499,-1.035,-0.259,-0.171,-1.945,0.052,-0.56,0.403,-0.058,-0.175,2.0
-0.688,0.125,0.844,0.83,2.862,0.486,0.521,-0.127,0.82,-1.26,-1.314,-0.091,1.779,-0.842,-3.121,-2.338,0.095,1.328,2.278,1.789,0.993,0.206,0.044,-0.757,-0.434,-0.369,-0.121,-0.99,-0.381,-0.441,-0.564,-0.777,-0.664,-0.623,0.033,0.63,0.28,0.663,0.359,0.253,0.715,-0.38,-0.5,-0.796,-0.003,0.763,0.375,-0.794,-0.57,0.605,1.415,1.81,1.247,-2.016,-2.046,0.669,1.728,-0.249,-2.381,2.589,-2.873,-0.795,0.554,0.229,0.285,1.0
0.038,-0.706,-0.282,-0.773,0.363,2.29,1.24,1.579,0.095,-1.023,0.875,0.268,0.773,2.461,0.095,-1.72,-0.298,-0.385,-0.225,-0.644,-0.041,0.519,-1.448,-1.156,-0.608,-0.111,-0.212,-0.315,-0.136,0.204,0.001,-0.12,-0.246,-0.122,0.29,0.035,0.552,0.086,-0.182,0.163,-0.221,0.011,-0.851,-1.358,-2.431,-1.615,-0.405,0.249,1.002,2.658,3.394,3.295,-0.823,-1.995,-2.116,-0.897,-0.807,1.336,-0.201,0.515,-1.867,0.558,3.227,0.636,0.521,1.0
-0.061,-0.245,1.052,0.311,-0.643,-2.193,-0.272,1.006,1.828,0.951,0.327,2.453,1.32,0.044,-0.479,-0.458,0.554,0.724,-3.783,-0.17,-0.214,-0.874,-0.726,-1.236,0.721,1.194,-0.756,-0.281,0.036,0.279,-0.15,-0.411,-0.423,-0.003,0.361,-0.17,-0.235,0.45,-0.127,0.096,-0.51,0.875,-0.05,-1.036,-2.475,-1.755,-0.472,-0.243,1.821,5.638,3.877,2.287,-2.254,-2.492,-1.384,1.412,-0.032,-0.124,-0.614,-0.384,1.967,1.841,1.015,-1.356,-0.051,1.0
-0.208,0.053,0.6,-0.861,0.354,0.106,-0.117,-0.438,-0.635,-0.783,-0.176,-0.242,3.533,1.921,2.228,-0.764,-1.637,-1.001,0.553,1.867,2.449,1.233,-0.571,-1.368,-1.866,-1.351,-3.99,-1.094,-0.617,-0.669,-1.123,-1.033,-0.466,-0.333,0.299,0.557,0.459,0.347,0.152,-0.141,0.167,-0.144,-0.006,0.667,0.264,0.876,-1.022,0.17,-0.777,-0.009,1.408,0.772,-0.349,-0.023,-3.138,-0.487,-0.309,1.196,3.352,-2.841,2.141,0.385,-1.403,-1.375,-1.075,2.0
-0.342,0.317,0.053,-0.436,-0.631,0.455,0.641,-0.433,-0.82,-0.89,-0.444,0.276,1.174,-1.287,1.66,-0.138,-0.291,-2.124,-0.109,-0.635,-0.425,-0.487,0.42,0.043,0.013,0.196,0.126,-1.458,-0.341,-0.165,-0.008,-0.211,-0.334,0.167,-0.073,0.014,-0.466,-0.084,-0.335,-0.495,-0.298,0.574,-1.081,-0.214,1.232,-0.026,-2.086,-1.221,1.989,4.07,2.924,2.251,-0.843,-2.473,-1.72,-0.855,-0.195,0.01,0.222,-0.507,-0.503,1.124,1.158,1.511,-0.223,2.0
-0.123,0.321,0.601,1.655,2.404,1.313,-0.151,-1.397,-1.89,0.402,3.346,2.389,0.576,-0.985,-1.144,-2.108,-0.882,-0.859,-0.846,-0.646,1.817,-1.295,0.118,-0.556,0.052,0.055,0.155,0.467,0.638,-0.088,0.867,-0.014,-0.203,-0.204,0.009,-0.114,0.019,0.243,0.107,-0.516,-1.565,-2.117,-0.795,0.491,1.518,1.35,-0.168,0.222,0.961,2.244,4.144,0.693,-1.007,-2.328,-2.868,-0.647,-1.155,0.352,1.034,0.63,-0.589,-0.061,-0.287,0.952,0.302,2.0
-0.567,-0.443,-0.595,-1.127,1.108,3.279,0.961,0.069,-1.595,-0.499,-1.218,2.722,2.336,-0.454,-3.672,-0.811,-1.66,-1.133,-0.503,-0.801,-1.986,-0.287,-0.668,0.488,0.51,-0.373,0.032,-0.044,-0.119,0.389,0.025,-0.07,-0.007,-0.116,-0.424,0.004,0.186,-0.224,-0.03,-0.258,-0.975,-0.121,0.632,-0.494,-0.211,0.628,0.322,-0.298,0.566,2.646,1.871,2.058,0.295,-0.586,-1.403,-1.285,0.627,-0.709,0.508,-1.037,-0.137,-0.447,-0.615,-0.373,0.578,2.0
-0.359,0.199,-0.068,-1.274,-0.606,-1.633,0.045,-0.415,0.529,-0.299,-0.785,0.034,1.3,1.525,-0.808,-2.099,-1.32,-1.181,2.578,1.889,1.939,2.616,0.786,0.754,0.003,-0.251,-0.749,-1.071,-0.919,-0.835,-0.544,-0.551,-0.72,-0.075,0.123,0.394,0.227,0.4,0.173,0.187,0.104,0.024,-0.027,0.111,0.164,-0.422,0.549,-0.181,0.036,0.469,-0.118,0.004,-2.886,-1.018,-0.836,-0.419,-0.111,1.388,1.82,2.835,2.264,1.486,-1.205,-2.417,-1.327,1.0
-1.035,-0.647,0.481,0.988,1.96,1.646,-0.374,-1.507,-1.796,0.413,2.0,2.051,1.447,1.275,0.24,-1.643,-2.69,-0.729,-0.322,0.275,-0.275,0.36,-1.161,-0.435,-0.381,-0.224,0.682,-0.858,0.354,-0.533,-0.065,0.136,-0.31,-0.297,-0.552,-0.269,0.018,-0.0,0.048,0.409,-0.078,-0.514,-0.785,-0.435,-0.043,0.507,-0.565,-0.837,1.731,1.335,1.98,-0.397,-2.173,-1.313,-1.476,-1.554,-0.442,0.396,1.016,1.18,-0.21,-0.26,-0.011,0.713,0.262,2.0
