@RELATION TwoLeadECG

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE target {2.0, 1.0}

@DATA
1.074,0.941,0.818,0.733,-0.002,0.604,0.765,0.809,0.543,0.406,0.546,0.362,0.374,0.27,0.257,0.585,0.226,0.366,0.299,0.038,-0.376,0.149,0.307,-0.036,0.284,0.282,0.158,0.045,0.245,0.358,-0.897,-0.652,-1.833,-2.761,-3.041,-2.876,-2.953,-2.57,-1.59,-1.739,-2.146,-1.222,-1.22,-1.199,-0.33,-0.56,-0.535,-0.255,0.278,0.62,0.889,0.355,0.359,0.584,0.199,0.447,0.577,0.67,0.326,0.393,0.718,0.557,0.933,0.884,0.458,0.53,0.472,0.871,0.748,0.754,0.984,0.512,1.278,0.608,0.505,0.998,0.409,0.411,0.066,0.131,0.185,0.2,2.0
-0.354,-0.03,-0.133,-0.049,0.131,0.015,0.182,0.264,0.114,0.153,0.079,0.078,0.012,0.33,-0.097,-0.081,-0.12,-0.055,-0.421,-0.183,-0.384,-0.398,-0.279,-0.236,-0.538,-0.273,-0.125,-0.473,-0.008,1.245,-0.975,-0.336,-0.61,-3.447,-4.54,-2.788,-2.21,-2.32,-1.186,-1.894,-1.715,-1.561,-1.415,-1.149,-1.228,-1.121,-0.207,0.012,0.306,0.406,0.663,0.774,0.72,0.803,0.819,0.867,0.831,1.004,1.059,0.943,0.88,0.654,1.252,1.429,1.351,1.382,1.364,1.204,1.62,1.17,1.062,1.043,0.915,0.758,0.635,0.176,0.726,0.416,0.258,0.066,0.172,0.007,1.0
-0.61,-0.682,-0.495,-0.302,-0.386,-0.03,-0.402,0.012,-0.234,-0.103,-0.239,-0.545,-0.085,-0.442,-0.287,-0.368,-0.307,-0.313,-0.534,-0.265,-0.013,-0.403,-0.291,-0.294,-0.165,-0.263,-0.407,-0.373,-0.36,-0.797,-0.229,-0.194,-2.733,-2.551,-3.169,-1.915,-2.145,-1.764,-1.765,-1.764,-1.481,-0.845,-0.683,-0.721,-0.02,-0.007,0.126,0.044,0.745,0.179,1.034,0.761,0.796,0.643,0.92,1.216,0.952,1.101,1.323,1.221,1.384,1.343,1.005,1.287,1.544,1.431,1.543,1.397,1.269,2.3,1.207,0.898,0.911,0.664,0.496,0.61,0.676,1.08,0.391,0.252,0.569,0.301,2.0
-0.399,-0.203,-0.293,-0.116,0.65,-0.096,-0.05,-0.135,0.472,0.218,0.094,0.129,-0.156,-0.096,-0.452,-0.563,-0.339,-0.625,-0.352,-0.494,-0.427,-0.299,-0.711,-0.447,-0.599,-0.297,-0.474,-0.336,0.0,0.174,-0.783,-1.546,-2.13,-3.13,-1.974,-2.428,-1.874,-1.875,-1.929,-1.635,-1.53,-1.384,-1.46,0.435,-0.223,1.234,-0.047,1.073,0.342,0.549,0.716,0.801,0.838,0.864,0.66,0.471,1.053,0.966,1.181,1.188,1.726,1.244,1.272,1.383,1.498,1.41,1.194,1.322,1.109,1.489,0.963,0.959,0.832,0.698,0.625,0.648,0.266,0.625,0.741,0.357,0.136,0.364,1.0
0.578,0.014,-0.03,0.188,-0.036,0.04,0.425,0.107,0.285,0.239,0.255,0.279,0.303,0.138,-0.137,0.07,-0.201,0.029,-0.05,-0.09,-0.068,-0.099,-0.066,-0.244,-0.33,-0.224,-0.338,-0.289,-0.346,-0.423,-0.329,-0.097,0.397,-0.4,-1.006,-1.964,-2.544,-2.508,-3.001,-2.261,-1.937,-1.802,-2.102,-1.719,-1.675,-1.416,-1.156,-1.762,-0.852,-0.326,0.088,0.347,0.477,0.544,0.509,0.619,0.559,0.723,0.963,0.817,0.898,0.938,0.736,1.012,0.466,1.08,1.19,1.235,1.152,1.288,1.363,0.977,1.274,1.221,1.078,1.04,0.835,0.381,0.579,0.277,0.52,0.768,1.0
-0.427,-0.201,-0.556,-0.536,0.084,-0.33,-0.919,0.537,-0.183,-0.112,-0.028,0.191,-0.031,0.015,-0.051,-0.27,-0.053,-0.119,-0.431,-0.252,-0.264,-0.394,-0.408,-0.465,-0.505,-0.412,-0.417,-0.458,-0.418,-0.308,0.471,-0.124,-0.458,0.432,-0.225,-1.787,-2.486,-2.547,-2.451,-1.167,-2.121,-1.587,-1.442,-1.153,-1.159,-1.0,-0.609,0.605,-0.134,0.027,0.118,0.257,0.999,0.666,0.885,0.763,1.024,0.852,0.918,0.675,1.156,1.414,1.32,1.203,1.378,1.526,1.433,1.569,1.574,1.618,1.637,1.253,1.255,1.109,1.002,0.832,0.744,0.68,0.464,0.395,0.35,0.34,1.0
0.288,-0.054,0.113,0.119,0.424,0.314,0.531,0.489,0.349,0.205,0.262,0.372,0.175,0.164,0.066,0.0,0.057,0.046,-0.105,0.064,-0.035,-0.016,-0.044,0.075,-0.041,-0.045,-0.25,0.047,-0.156,-1.007,-2.738,-3.241,-3.034,-2.933,-2.981,-2.117,-2.907,-1.839,-1.665,-1.256,-1.413,-0.27,-0.283,-0.14,0.031,0.192,1.424,0.57,0.473,0.73,0.774,0.966,0.864,0.551,0.883,0.836,1.027,0.907,1.529,1.078,1.165,1.203,1.024,1.269,1.371,1.003,1.064,0.747,0.729,0.563,0.469,0.355,-0.464,0.121,0.135,0.141,-0.067,-0.789,-0.214,-0.262,-0.255,-0.371,2.0
-0.487,-0.562,-0.74,-0.424,-0.409,-0.297,-0.144,-0.172,-0.206,-0.26,-0.447,-0.296,-0.487,0.014,-0.231,-0.342,-0.067,-0.08,-0.255,-0.339,-0.293,-0.335,-0.282,-0.3,-0.172,-0.038,-0.332,-0.146,-0.22,-0.343,1.893,-0.09,-2.927,-2.181,-2.647,-1.163,-2.591,-2.095,-1.74,-1.563,-1.092,-1.229,-1.076,-1.193,-0.571,1.179,0.15,0.186,0.406,0.606,0.437,0.919,0.785,0.807,0.676,0.91,0.94,0.784,0.986,0.989,1.038,1.219,1.072,1.116,1.229,1.176,1.332,1.496,1.31,1.306,1.636,1.135,1.295,0.981,0.977,0.843,0.608,0.7,0.48,0.607,0.525,0.645,2.0
0.072,-0.049,0.213,0.237,0.188,0.438,0.393,0.523,0.353,-0.187,0.238,0.168,0.382,-0.043,0.129,-0.013,0.177,-0.1,-0.117,0.029,-0.162,-0.26,-0.177,-0.1,-0.207,-0.474,-0.175,-0.019,0.324,-0.12,-2.437,-2.168,-2.799,-2.881,-2.199,-2.721,-1.814,-2.059,-1.925,-1.505,-1.328,-1.023,-0.382,-0.418,-0.173,0.757,0.198,0.535,0.972,0.361,0.309,0.607,0.598,0.843,0.543,0.749,0.452,0.876,1.009,0.859,0.924,1.057,1.15,1.179,1.16,1.184,1.221,1.092,1.158,0.998,0.765,1.015,0.864,0.655,0.546,-0.151,0.287,0.231,0.253,0.01,-0.086,0.031,1.0
0.984,0.134,-0.107,0.497,0.056,-0.061,-0.163,0.032,0.168,0.106,0.123,0.316,0.188,0.0,-0.164,0.088,0.006,0.342,-0.214,-0.103,-0.13,0.035,-0.393,-0.22,-0.27,-0.436,-0.322,-0.311,-0.695,-0.158,-0.435,-0.565,-1.265,0.286,-0.349,-1.347,-2.277,-2.351,-2.276,-2.496,-2.422,-2.213,-1.848,-1.818,-1.107,-1.3,-1.407,-1.19,-0.839,-0.567,-0.205,-0.545,0.304,0.672,0.647,0.739,0.791,0.691,0.833,0.821,0.879,0.928,0.951,0.91,1.125,1.242,1.192,1.303,1.623,1.339,1.519,1.159,0.487,1.584,0.744,1.026,0.901,0.695,0.619,-0.348,0.342,0.241,1.0
