@RELATION UMD

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE att97 NUMERIC
@ATTRIBUTE att98 NUMERIC
@ATTRIBUTE att99 NUMERIC
@ATTRIBUTE att100 NUMERIC
@ATTRIBUTE att101 NUMERIC
@ATTRIBUTE att102 NUMERIC
@ATTRIBUTE att103 NUMERIC
@ATTRIBUTE att104 NUMERIC
@ATTRIBUTE att105 NUMERIC
@ATTRIBUTE att106 NUMERIC
@ATTRIBUTE att107 NUMERIC
@ATTRIBUTE att108 NUMERIC
@ATTRIBUTE att109 NUMERIC
@ATTRIBUTE att110 NUMERIC
@ATTRIBUTE att111 NUMERIC
@ATTRIBUTE att112 NUMERIC
@ATTRIBUTE att113 NUMERIC
@ATTRIBUTE att114 NUMERIC
@ATTRIBUTE att115 NUMERIC
@ATTRIBUTE att116 NUMERIC
@ATTRIBUTE att117 NUMERIC
@ATTRIBUTE att118 NUMERIC
@ATTRIBUTE att119 NUMERIC
@ATTRIBUTE att120 NUMERIC
@ATTRIBUTE att121 NUMERIC
@ATTRIBUTE att122 NUMERIC
@ATTRIBUTE att123 NUMERIC
@ATTRIBUTE att124 NUMERIC
@ATTRIBUTE att125 NUMERIC
@ATTRIBUTE att126 NUMERIC
@ATTRIBUTE att127 NUMERIC
@ATTRIBUTE att128 NUMERIC
@ATTRIBUTE att129 NUMERIC
@ATTRIBUTE att130 NUMERIC
@ATTRIBUTE att131 NUMERIC
@ATTRIBUTE att132 NUMERIC
@ATTRIBUTE att133 NUMERIC
@ATTRIBUTE att134 NUMERIC
@ATTRIBUTE att135 NUMERIC
@ATTRIBUTE att136 NUMERIC
@ATTRIBUTE att137 NUMERIC
@ATTRIBUTE att138 NUMERIC
@ATTRIBUTE att139 NUMERIC
@ATTRIBUTE att140 NUMERIC
@ATTRIBUTE att141 NUMERIC
@ATTRIBUTE att142 NUMERIC
@ATTRIBUTE att143 NUMERIC
@ATTRIBUTE att144 NUMERIC
@ATTRIBUTE att145 NUMERIC
@ATTRIBUTE att146 NUMERIC
@ATTRIBUTE att147 NUMERIC
@ATTRIBUTE att148 NUMERIC
@ATTRIBUTE att149 NUMERIC
@ATTRIBUTE att150 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.054,0.043,0.03,0.003,0.014,0.032,0.015,0.008,0.002,0.044,0.033,0.026,0.022,0.022,0.005,0.047,0.021,-0.051,0.151,0.465,0.812,1.2,1.051,1.218,0.183,0.696,0.177,0.129,0.178,-0.253,0.062,0.051,0.042,0.013,0.048,0.035,0.014,-0.005,0.032,-0.016,0.032,-0.039,-0.028,0.046,0.008,0.007,-0.084,-0.285,-0.658,-0.579,-0.818,-0.726,-0.994,-0.619,-0.364,-0.725,-0.994,-0.854,-0.815,-0.787,-0.498,-1.442,-0.776,-0.571,-1.091,0.577,-0.96,-0.259,-0.751,-2.152,-0.679,-0.758,-0.751,-0.954,-0.381,-0.654,-0.196,-0.153,-0.729,-0.836,-0.782,-0.787,-0.753,-1.595,-0.664,-0.565,-0.724,-0.276,-0.69,0.575,-0.41,-0.328,-0.283,0.162,-0.16,0.05,0.051,-0.259,0.122,0.176,-0.066,0.235,0.025,1.072,0.163,0.325,0.022,-0.177,0.183,0.075,-0.369,-0.105,0.006,-0.099,-0.184,-0.093,-0.015,0.049,0.017,0.055,0.007,-0.117,0.003,0.061,-0.005,-0.419,0.135,0.04,0.053,-0.057,0.208,-0.117,0.032,0.03,0.031,0.043,0.039,0.005,0.015,0.021,0.037,0.048,0.035,0.038,0.022,0.043,0.029,0.042,0.026,0.046,1.0
0.043,0.048,0.033,0.05,0.019,0.056,0.049,0.07,0.042,0.005,0.035,0.008,0.001,0.023,0.05,0.031,0.029,-0.022,0.13,0.359,0.889,1.296,0.927,1.163,1.109,0.869,1.02,0.903,0.604,0.314,0.112,0.054,0.061,0.057,0.027,0.019,0.001,0.044,0.01,0.041,0.011,0.035,0.038,0.028,0.035,0.056,-0.104,-0.139,-0.385,-0.953,-1.084,-1.287,-1.371,-1.489,-1.887,-1.29,-1.761,-1.555,-1.391,-1.259,-1.328,-1.303,-1.292,-2.1,-1.259,-1.617,-1.408,-1.546,-1.561,-1.398,-1.505,-1.801,-1.359,-1.089,-1.36,-2.285,-1.089,-1.361,-0.727,-1.535,-1.351,-1.267,-1.498,-1.364,-1.231,-1.577,-1.418,-1.36,-0.893,-1.806,-1.339,-1.263,-0.422,-1.371,-1.298,-1.35,-1.332,-1.507,-2.009,-1.148,-1.538,-1.394,-1.343,-1.3,-1.404,-0.88,-1.43,-1.613,-1.405,-1.215,-1.058,-0.877,-0.198,-0.15,0.143,-0.021,-0.011,0.042,-0.003,0.053,0.023,0.017,-0.024,-0.019,0.146,-0.117,-0.11,0.165,0.487,0.077,0.052,0.02,0.022,0.056,0.036,0.012,0.01,0.045,0.031,0.036,0.021,0.015,0.042,0.008,0.014,0.037,0.047,0.035,0.025,0.005,1.0
0.027,0.041,0.037,0.038,0.043,0.024,0.002,0.041,0.037,0.04,0.021,0.02,0.044,0.007,-0.009,0.051,0.036,0.116,0.35,0.725,0.633,0.888,1.011,0.67,0.989,0.811,0.607,0.237,-0.128,0.057,0.091,0.076,-0.01,0.05,0.034,0.033,0.019,0.026,0.038,0.006,0.035,0.047,0.049,0.017,0.025,0.007,-0.007,-0.129,-0.201,0.059,-0.18,0.174,0.041,-0.014,-0.245,-0.735,-0.849,-0.754,-0.961,-1.898,-0.808,-0.861,-2.29,-0.897,-1.172,-0.219,-1.712,-0.802,-1.003,-0.856,-0.887,-2.349,-0.685,-1.04,-1.18,-0.911,-0.843,-0.904,-0.771,-0.68,-0.41,-0.821,-0.261,-0.901,-1.165,-1.132,-0.877,-0.804,-0.861,-0.783,-0.895,-0.99,-0.17,-0.582,-0.839,-0.908,-0.809,-1.153,-1.488,-0.669,-0.767,-0.462,-0.296,-0.464,-0.041,-0.02,0.094,-0.18,0.045,0.137,0.406,-0.174,0.033,0.169,-0.131,-0.036,0.042,-0.005,-0.022,0.034,-0.03,0.111,0.104,-0.067,0.113,-0.143,-0.03,0.419,0.043,-0.021,0.028,-0.063,0.039,0.029,0.01,0.031,0.019,0.009,0.037,0.04,0.028,0.033,0.038,0.037,0.004,0.018,0.007,0.007,0.046,0.013,1.0
-0.004,0.012,0.029,0.045,0.042,0.006,0.05,0.025,0.029,0.047,0.055,0.029,0.046,-0.001,0.024,0.012,-0.042,0.015,-0.016,0.096,-0.182,0.019,0.198,0.073,-0.512,-0.002,0.009,0.031,0.022,0.037,0.001,0.051,0.029,0.025,0.046,0.039,-0.011,0.03,0.029,0.014,0.015,0.046,0.094,0.046,-0.0,0.12,-0.078,0.04,0.063,0.006,-0.119,0.118,0.278,-0.764,-0.438,-0.685,-0.797,-0.752,-0.701,-0.429,-1.398,-0.675,-0.771,-0.753,-0.102,-1.117,-0.752,-0.622,-0.413,-0.125,-0.575,-1.153,-0.278,-0.71,-0.81,-0.788,-0.172,-0.283,-1.352,-1.27,-1.272,-0.746,-0.679,-0.382,-0.918,-3.761,-0.458,-1.662,-0.8,-0.762,-0.743,-1.034,-0.849,-0.712,-0.731,-1.195,-0.882,-0.674,-1.636,-0.713,-0.193,-0.28,-0.083,0.072,0.021,-0.087,-0.028,-0.106,0.159,-0.231,0.295,-0.031,0.058,0.169,0.256,0.051,0.049,-0.04,0.085,-0.095,-0.006,0.105,0.394,0.62,0.806,0.846,0.886,0.813,0.804,0.276,0.096,0.036,0.022,0.033,0.009,0.035,0.05,0.046,0.029,0.011,0.04,0.005,0.043,0.009,0.045,0.024,0.025,0.018,0.037,0.036,1.0
0.027,0.004,0.045,0.038,0.008,0.037,0.014,0.031,0.044,0.051,0.023,0.018,0.021,0.018,0.031,0.007,0.024,0.023,0.127,0.124,0.163,0.052,0.095,0.123,0.014,0.01,0.031,0.097,0.035,-0.02,0.022,0.04,0.009,0.01,0.04,0.044,0.042,0.006,0.045,0.038,-0.005,0.048,0.066,0.027,0.037,0.201,-0.018,0.036,0.029,0.012,-0.011,0.025,-0.176,-0.34,-1.078,-1.889,-0.425,-1.353,-1.582,-1.444,-1.325,-1.194,-1.261,-1.205,-1.224,-0.521,-0.987,-0.823,-0.553,-0.788,-2.442,-0.922,-1.073,-1.131,-0.952,-1.479,-1.42,-1.177,-1.184,-1.262,-1.478,-1.094,-0.251,-1.14,-1.193,-1.154,-1.331,-1.146,-1.223,-1.474,-0.357,-1.177,-1.083,-1.077,-1.217,-1.225,-1.132,-1.294,-1.189,-1.488,-1.18,-1.237,-1.206,-0.88,-1.154,-1.146,-1.777,-1.159,-1.196,-1.465,-1.027,-0.75,-0.306,-0.282,-0.069,-0.118,0.046,0.053,0.031,0.075,0.169,0.204,0.611,0.838,0.43,0.614,0.586,0.245,0.274,0.1,0.003,0.046,0.129,0.013,0.049,0.018,-0.009,-0.003,0.02,0.012,0.052,0.047,0.01,0.005,0.008,0.032,0.019,0.029,0.016,0.03,1.0
0.016,0.015,0.034,0.019,0.021,0.027,0.043,-0.002,0.026,0.005,0.031,0.041,0.034,0.022,0.022,0.031,0.057,0.028,0.032,0.196,0.035,0.238,0.11,0.021,0.32,0.025,0.079,-0.273,0.066,-0.05,-0.019,0.026,0.025,0.008,0.022,0.038,0.042,0.042,0.006,0.01,0.04,-0.001,0.003,0.007,-0.071,0.033,0.006,0.031,0.109,0.061,-0.022,-0.058,-0.016,-0.077,-0.235,-1.216,-0.826,-1.385,-1.11,-1.552,-1.09,-0.98,-1.15,-1.582,-1.687,-0.841,-1.446,-1.749,-1.245,-1.213,-1.453,-1.568,-1.483,-1.452,-1.395,-1.082,-0.888,-0.942,-1.267,-1.288,-1.054,-1.243,-1.374,-1.158,-1.166,-0.831,-3.119,-1.192,-1.25,-0.832,-1.703,-1.297,-1.169,-1.336,-1.378,-1.155,-1.608,-1.22,-0.847,-0.809,-0.693,-1.219,-1.303,-1.282,-1.522,-1.154,-1.28,-1.268,-1.309,-0.852,-1.05,-1.232,-1.314,-1.166,-0.7,-0.75,-0.152,-0.024,0.021,-0.159,0.107,0.445,0.811,0.923,0.942,1.074,0.866,0.616,0.196,0.148,0.064,0.0,0.021,0.039,0.028,-0.0,-0.001,0.017,0.003,0.0,0.01,-0.003,0.04,0.034,0.039,0.032,0.029,0.022,0.014,0.056,1.0
0.045,0.054,0.009,0.026,0.0,0.055,0.03,0.014,0.036,0.047,0.056,0.056,0.033,0.022,-0.001,0.05,0.115,0.288,0.485,0.985,0.797,0.887,0.896,0.209,0.852,1.186,0.583,0.326,0.134,0.049,0.055,0.057,0.027,0.031,0.027,0.032,0.061,0.011,0.031,0.047,0.008,0.021,0.009,0.002,0.055,0.073,0.065,0.389,0.854,1.086,1.069,1.599,0.959,0.989,1.153,0.979,0.759,0.286,0.909,1.513,0.91,0.613,0.983,0.895,1.116,1.069,1.101,0.564,1.367,0.979,1.207,1.337,0.753,0.759,0.261,0.814,0.981,0.993,0.983,0.979,1.166,0.908,1.229,1.048,2.015,1.204,0.909,0.937,0.979,1.436,-1.094,2.024,1.009,0.757,1.063,1.127,0.395,0.349,0.414,1.158,1.426,0.34,0.953,0.693,1.009,0.86,0.983,0.198,0.19,0.138,0.03,0.054,0.019,0.041,0.012,-0.029,-0.007,0.021,-0.049,0.019,0.134,0.06,-0.016,-0.129,-0.127,0.157,-0.162,0.025,0.021,0.037,0.06,-0.051,0.161,0.026,0.006,0.032,-0.019,0.012,0.018,0.039,0.038,0.014,0.021,0.018,0.061,0.007,0.018,0.025,0.009,0.028,1.0
0.036,0.005,0.027,0.024,0.044,0.016,0.021,0.023,0.018,0.033,0.001,0.025,0.03,0.023,0.045,0.008,-0.025,0.003,0.053,0.044,0.477,0.112,0.348,0.463,0.743,0.818,0.842,0.837,0.751,0.732,0.458,0.24,0.104,0.05,0.045,0.039,0.006,0.021,0.015,0.052,0.026,0.019,0.002,0.088,0.006,0.01,-0.228,-0.001,-0.277,-0.405,0.123,0.119,0.523,0.684,0.925,0.925,1.065,0.947,1.399,0.909,1.12,0.899,0.75,0.555,1.846,0.373,0.972,1.143,0.963,0.363,2.271,1.708,0.601,0.83,1.425,2.126,0.983,0.959,0.939,1.03,1.149,0.987,1.322,0.956,0.842,1.246,0.857,0.984,0.874,0.977,0.765,1.024,1.005,1.038,0.811,1.05,0.076,0.904,0.932,0.437,0.789,0.917,0.845,1.075,1.748,1.57,1.014,1.092,0.673,0.946,0.835,1.025,0.818,0.519,0.081,0.137,0.061,0.043,0.026,0.116,0.174,0.045,0.071,0.02,0.14,0.256,-0.109,0.016,-0.026,0.12,0.042,0.021,0.042,0.043,0.033,0.063,-0.002,0.033,0.002,0.018,0.018,0.046,0.004,0.022,0.021,0.044,0.04,0.05,0.017,0.024,1.0
-0.002,0.038,0.01,0.008,-0.001,0.021,0.037,0.013,0.046,0.057,-0.001,0.004,0.02,-0.009,0.04,-0.0,0.023,0.109,0.427,0.805,0.97,1.045,0.919,0.815,0.318,0.249,0.217,0.344,-0.044,0.026,0.016,-0.003,0.01,0.033,0.039,0.051,0.022,0.046,0.024,0.026,0.015,0.021,-0.044,-0.15,-0.032,0.016,0.032,0.086,0.276,0.201,0.205,-0.178,0.242,0.321,0.072,0.702,0.959,0.693,1.073,1.253,1.633,1.012,1.07,2.529,1.929,1.093,1.339,1.609,1.168,0.667,1.044,0.456,1.2,0.945,0.938,0.926,1.124,1.041,0.939,1.263,1.043,0.688,1.154,1.067,1.268,1.077,1.177,1.134,1.483,1.519,1.487,1.262,1.079,1.126,1.29,1.055,1.471,0.97,0.904,1.017,1.291,1.117,1.632,1.103,1.03,0.916,1.08,1.046,0.631,0.624,0.378,0.269,-0.045,0.123,0.13,-0.005,0.057,0.022,-0.074,-0.109,0.166,-0.165,0.038,0.387,-0.023,0.311,-0.256,0.042,0.077,-0.095,0.039,0.066,-0.135,0.047,0.055,0.044,0.034,0.018,0.048,0.001,0.03,0.025,0.037,0.048,0.024,0.006,0.043,0.004,0.029,0.013,1.0
0.012,0.029,0.018,0.015,0.046,0.044,0.012,0.043,0.013,0.011,0.025,0.05,0.001,0.012,0.017,0.052,0.072,0.015,0.026,0.063,0.037,0.038,0.05,-0.015,0.024,-0.018,0.057,-0.029,-0.112,-0.017,0.042,-0.042,0.029,0.005,0.047,0.024,0.023,0.004,0.05,0.049,0.042,0.003,0.03,0.047,-0.046,0.339,0.006,0.019,0.066,0.064,0.008,0.061,0.132,0.351,0.677,0.546,1.332,2.393,0.347,1.067,0.324,0.929,1.192,-0.03,1.313,0.863,0.85,0.92,1.53,0.939,0.476,0.868,0.983,1.139,1.046,1.084,0.269,1.659,0.976,1.323,0.882,1.146,0.946,1.892,1.069,0.626,1.245,0.851,1.072,0.978,-0.324,0.891,1.045,1.415,1.147,0.796,-0.168,1.339,0.957,0.96,0.685,0.962,0.979,0.909,1.079,0.925,0.235,0.493,0.184,-0.223,0.066,0.111,-0.152,0.073,-0.01,0.112,0.411,0.597,0.885,0.95,0.977,1.228,0.863,0.998,1.39,1.136,0.99,0.894,0.673,0.275,0.136,0.057,0.056,0.058,0.006,0.016,0.02,0.026,0.004,0.003,0.028,0.023,0.046,0.04,0.017,0.01,0.03,0.057,0.022,0.007,1.0
