@RELATION BME

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE att97 NUMERIC
@ATTRIBUTE att98 NUMERIC
@ATTRIBUTE att99 NUMERIC
@ATTRIBUTE att100 NUMERIC
@ATTRIBUTE att101 NUMERIC
@ATTRIBUTE att102 NUMERIC
@ATTRIBUTE att103 NUMERIC
@ATTRIBUTE att104 NUMERIC
@ATTRIBUTE att105 NUMERIC
@ATTRIBUTE att106 NUMERIC
@ATTRIBUTE att107 NUMERIC
@ATTRIBUTE att108 NUMERIC
@ATTRIBUTE att109 NUMERIC
@ATTRIBUTE att110 NUMERIC
@ATTRIBUTE att111 NUMERIC
@ATTRIBUTE att112 NUMERIC
@ATTRIBUTE att113 NUMERIC
@ATTRIBUTE att114 NUMERIC
@ATTRIBUTE att115 NUMERIC
@ATTRIBUTE att116 NUMERIC
@ATTRIBUTE att117 NUMERIC
@ATTRIBUTE att118 NUMERIC
@ATTRIBUTE att119 NUMERIC
@ATTRIBUTE att120 NUMERIC
@ATTRIBUTE att121 NUMERIC
@ATTRIBUTE att122 NUMERIC
@ATTRIBUTE att123 NUMERIC
@ATTRIBUTE att124 NUMERIC
@ATTRIBUTE att125 NUMERIC
@ATTRIBUTE att126 NUMERIC
@ATTRIBUTE att127 NUMERIC
@ATTRIBUTE att128 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.093,-0.006,0.008,0.018,0.024,0.186,0.875,0.69,2.072,1.065,1.009,0.98,2.219,0.133,0.74,0.527,0.153,0.28,0.412,-0.009,0.041,0.043,0.034,0.077,-0.013,0.092,0.071,0.094,0.052,0.021,0.013,0.002,0.005,0.1,-0.134,-0.159,0.044,0.306,-0.553,-1.189,-1.82,-0.695,-0.725,0.593,-0.543,-0.582,-3.713,-1.288,0.227,-1.259,0.277,-3.198,-0.219,-1.536,-0.989,-2.114,-0.001,-0.866,-0.589,-1.291,-0.825,-0.877,-0.709,-2.273,-0.995,-0.5,-2.325,-1.6,-0.532,-0.88,-0.771,-0.673,-0.873,-0.927,-0.974,-1.194,0.515,0.259,-3.925,-0.118,-3.831,1.342,-2.195,-0.153,1.364,-0.547,0.438,0.959,0.415,-0.519,-0.282,-1.865,-0.677,-0.279,-0.103,0.628,-0.178,-0.34,0.212,-0.08,0.383,0.062,0.311,0.359,0.032,0.029,0.044,0.006,0.142,0.703,0.031,0.428,0.507,-0.266,0.542,-0.005,0.041,-0.278,0.457,0.01,-0.039,0.04,0.018,0.054,0.121,0.028,0.084,0.017,1.0
-0.013,0.068,0.006,0.026,0.037,0.096,0.057,0.311,0.629,-0.322,0.717,0.445,0.156,-0.732,0.088,0.179,-0.061,0.305,0.129,0.036,0.008,-0.0,0.043,0.016,0.017,-0.02,0.036,0.069,0.02,0.0,0.04,0.024,-0.008,-0.024,0.045,-0.283,-0.55,-0.71,-3.115,0.511,1.313,-1.414,-0.91,-0.993,-1.276,-1.105,-1.066,-1.147,0.301,-1.582,-0.01,-1.407,-0.996,-0.538,-1.841,-0.605,-1.018,-3.573,0.693,0.294,-1.668,-0.401,-0.611,-2.287,-0.402,-1.585,-0.912,-1.637,-1.129,-2.461,-0.707,-1.506,-0.697,0.679,-5.565,-0.493,5.502,-3.92,-3.349,-1.061,-3.274,-0.648,0.8,1.104,-0.298,0.809,-0.003,-0.027,-0.312,1.27,0.103,-0.445,-0.357,-0.21,0.091,1.127,-0.049,-0.917,0.576,0.061,0.604,0.03,-0.001,-0.078,0.016,0.034,0.073,0.106,0.031,-1.34,0.069,-0.109,1.113,0.069,0.417,-0.285,0.143,0.336,0.378,0.067,0.379,0.072,0.045,0.048,0.023,0.01,0.028,0.014,1.0
0.028,-0.048,0.043,-0.042,0.125,0.257,0.797,0.223,0.693,0.567,1.309,0.42,0.383,0.093,0.068,0.032,0.342,0.14,-0.6,0.366,0.011,0.04,0.008,0.002,0.046,-0.01,0.018,-0.023,0.027,0.065,0.031,0.022,0.012,0.267,-0.031,0.283,0.515,-0.776,0.023,-0.264,-1.159,-0.895,-0.773,0.412,-0.47,-0.032,-0.394,0.331,-0.706,-4.121,-0.831,-0.917,-1.054,-2.617,1.274,-2.196,-0.401,-0.776,-1.274,-1.342,-1.542,-4.648,-2.029,-0.964,-3.93,-0.842,-0.808,-1.182,-2.741,-1.786,-2.049,-1.673,-0.173,-1.027,-0.711,-4.907,-3.443,-0.718,0.466,1.58,3.565,-3.7,-0.425,-0.507,-2.118,1.286,-0.626,-0.198,-0.361,0.12,1.71,-0.015,1.4,0.73,-0.347,0.267,-0.061,-0.118,0.603,-1.126,0.05,0.005,0.119,0.042,-0.079,0.018,0.04,0.132,0.196,-0.04,0.062,-0.206,0.004,0.191,-0.809,0.002,-0.696,-0.102,-0.09,-0.012,0.346,0.011,0.037,0.006,0.057,0.041,0.043,0.039,1.0
0.011,0.045,0.004,-0.047,0.029,0.004,-0.076,0.032,0.348,0.782,0.794,0.89,1.281,-0.151,0.748,0.419,-0.212,0.332,0.066,0.036,0.029,0.033,0.006,-0.003,0.035,-0.006,0.021,0.03,0.004,0.012,0.02,0.052,0.033,-0.055,-0.431,0.129,-0.038,0.004,0.354,-0.203,-0.392,0.119,-0.778,0.687,0.868,-0.487,1.769,2.441,0.804,0.948,1.597,0.151,0.114,0.881,0.838,-2.548,2.602,1.176,1.77,2.77,3.923,1.789,1.694,2.607,0.954,-1.482,0.118,0.428,0.65,1.318,0.473,4.699,3.355,0.139,0.238,1.624,0.448,1.102,-0.783,1.215,0.575,3.439,0.944,1.006,1.142,0.935,-0.944,0.578,0.677,-0.156,0.009,0.219,-0.036,-1.003,0.026,-0.058,0.344,0.178,0.597,-0.203,0.704,0.425,-0.268,0.004,0.185,0.021,-0.179,-0.317,-0.098,0.016,-0.0,0.0,-0.084,0.086,-0.036,0.256,0.123,-0.048,-0.481,0.092,0.091,0.268,-0.012,0.02,0.036,0.006,0.003,0.032,1.0
0.076,0.058,0.019,0.051,0.112,0.001,0.02,-0.171,0.109,0.04,0.033,0.378,0.011,-0.776,0.923,0.465,0.8,0.924,0.727,0.275,0.195,0.054,0.147,0.04,0.002,0.06,-0.005,0.017,0.032,-0.002,0.036,0.022,0.008,0.053,-0.016,0.68,0.099,-0.009,-0.026,0.04,-1.015,-0.68,0.663,0.023,0.341,-0.653,-1.076,-0.843,0.044,-0.611,-0.263,-8.9,-1.066,-0.911,-0.948,1.502,-1.23,-3.464,-0.059,-2.289,-0.955,-1.194,0.68,-1.134,-1.227,-1.021,-1.467,-1.271,-0.564,-0.78,0.826,-2.243,4.12,-0.577,-2.287,-1.427,-3.969,-1.52,-1.381,0.731,-3.381,-1.413,-0.384,-1.156,-1.834,-1.113,-1.401,-0.972,-2.085,-3.204,-1.055,-0.905,-1.572,-1.098,-1.13,-1.035,-0.864,-0.947,-0.892,-0.578,-0.719,-1.13,-0.422,-0.282,-0.246,-0.12,-0.012,0.01,0.038,-0.126,-1.069,0.347,0.792,0.654,1.58,-0.242,0.207,0.119,-0.314,0.13,0.075,0.005,0.035,-0.009,0.026,0.029,0.072,-0.021,1.0
0.026,0.085,0.022,0.042,0.075,-0.022,-1.463,0.015,-0.07,-0.545,0.792,0.142,0.058,-0.431,0.879,2.088,0.617,0.525,0.275,0.168,0.041,0.075,0.126,-0.01,-0.001,0.009,-0.006,0.007,0.035,0.051,0.006,0.047,-0.066,-0.0,0.058,0.288,-0.145,-0.009,0.769,0.307,0.476,0.091,-0.233,0.431,0.721,-1.034,1.909,-1.159,-3.75,-0.899,-0.84,-0.909,-1.971,-2.08,-0.947,-0.843,-2.208,-1.083,-2.425,0.84,0.749,-0.966,0.792,-1.141,0.042,-1.849,-1.554,-0.136,-3.437,-0.03,-0.628,0.684,-0.893,0.355,-2.255,-1.17,-0.233,3.228,-1.171,-1.161,-0.182,-1.039,-0.357,3.092,-0.797,-0.933,-1.107,-1.46,-0.296,0.095,-0.288,-0.311,0.275,0.261,-0.483,0.048,0.076,-0.024,0.03,0.02,-0.248,0.739,-0.041,0.042,-0.077,0.033,0.211,0.035,0.245,-0.485,0.032,-0.381,0.043,-0.405,0.117,0.032,0.314,-0.033,-0.054,0.227,0.035,-0.0,0.124,0.073,0.049,0.035,0.086,0.029,1.0
0.053,0.034,0.029,0.032,-0.042,0.053,-0.062,0.564,-0.136,0.107,0.167,0.443,0.738,1.391,0.942,0.95,0.72,0.25,0.275,0.135,0.128,0.094,0.032,-0.001,0.038,0.043,0.04,0.016,-0.015,-0.016,0.048,0.028,0.033,0.062,-0.217,0.123,0.133,-1.554,0.037,0.405,-1.652,-0.442,-0.898,-0.152,-1.056,-0.147,-1.484,-0.263,-4.228,0.944,-4.684,-1.036,-2.715,0.978,-1.123,-0.947,-0.891,-0.786,1.958,-0.748,-0.259,-0.23,1.191,-0.967,-2.003,-1.057,-1.067,-3.539,-3.746,-1.182,-0.465,-1.126,-1.584,-1.541,-1.298,-2.301,-0.036,-0.887,-1.587,-1.751,-0.826,0.087,-0.809,-0.325,0.988,-3.285,1.296,-1.023,-0.948,-1.074,-0.461,-0.934,-0.926,-1.227,-0.713,-1.314,-0.731,-2.636,-0.758,-0.633,-0.55,-0.234,-0.926,-0.26,-0.137,-0.059,-0.116,-0.109,-0.117,0.042,0.033,0.02,0.095,-0.331,0.587,-0.085,0.075,0.004,-0.227,-0.387,-0.094,0.03,0.065,0.057,0.036,0.041,0.027,0.014,1.0
0.008,-0.008,0.0,0.01,-0.019,0.542,-0.124,0.014,0.258,0.54,0.669,0.575,1.021,1.807,0.673,-0.184,-0.18,-0.022,0.104,0.041,0.029,0.027,0.005,0.073,0.061,0.037,-0.01,0.034,0.037,0.047,0.036,0.069,-0.01,-0.109,0.015,-0.051,-0.088,0.63,0.236,-0.819,-1.266,0.822,-2.404,-0.842,-1.092,-0.971,0.099,-0.977,-1.053,-0.797,0.905,-1.181,-2.438,-1.743,-1.329,-0.341,-2.454,-0.993,-4.242,0.779,0.055,-1.034,0.908,-3.592,-0.593,-1.62,-1.735,-5.324,-0.47,-1.496,0.724,-1.083,-2.599,-2.264,-2.162,-0.561,-1.236,-1.419,-0.466,-0.763,0.784,-2.796,-1.769,-0.95,-1.015,-1.006,-1.556,-0.188,-0.848,-1.376,0.128,0.019,0.646,0.124,-1.424,0.149,0.351,0.152,0.661,0.007,0.234,0.485,-0.039,0.028,0.192,0.054,0.02,0.034,-1.529,-0.371,0.179,0.16,-0.387,1.135,0.717,0.865,-0.29,-0.084,0.023,-0.076,-0.04,0.044,0.034,0.032,0.038,0.005,0.04,0.04,1.0
0.069,0.025,0.001,0.036,0.037,0.194,0.133,-0.437,0.947,0.913,0.993,1.037,0.767,1.096,1.152,0.558,1.158,1.008,0.648,0.474,0.147,0.054,0.066,0.035,-0.003,0.021,0.042,0.03,0.025,0.028,0.008,0.13,-0.038,-0.211,0.089,-0.029,0.155,0.119,0.208,-0.227,-1.454,1.423,2.835,-6.774,0.813,1.787,0.962,-0.111,0.636,0.956,0.913,-0.017,0.571,1.3,-0.91,0.821,1.08,0.971,0.367,0.909,-5.575,0.506,-0.456,0.9,1.187,1.68,1.703,-1.301,1.044,0.885,1.13,2.724,4.12,1.262,3.203,0.16,-1.344,1.253,1.599,0.823,1.801,1.444,-0.795,1.543,2.258,1.222,0.526,0.073,0.081,-0.059,0.069,-1.075,-0.596,-0.585,0.078,0.047,0.029,0.562,-0.114,0.502,-0.035,-0.04,-1.342,0.042,0.148,0.034,0.009,-0.008,0.081,0.09,-1.162,-0.218,0.096,-1.293,0.11,-0.532,-1.565,0.049,-0.101,-0.116,-0.07,-0.003,0.061,0.061,0.027,-0.002,0.033,0.018,1.0
0.037,0.042,0.029,0.038,-0.008,-0.04,-0.247,0.019,0.314,0.801,0.096,1.446,1.589,1.101,0.262,0.148,0.015,0.037,0.042,-0.151,0.046,0.06,-0.015,-0.003,0.03,0.015,0.06,0.03,0.026,-0.003,0.002,-0.022,0.057,-0.004,0.007,0.048,0.087,-0.305,-0.512,-0.585,0.722,0.611,0.807,0.82,0.505,-0.327,1.771,1.044,3.102,0.646,1.277,1.904,2.02,-0.111,-5.23,-2.41,0.895,1.519,-0.22,1.065,5.011,-1.071,0.902,0.944,2.62,0.516,-0.921,-1.097,3.586,4.79,-2.566,-0.353,-3.95,1.069,3.985,0.272,0.853,-4.066,0.635,0.813,6.398,1.29,-0.569,2.019,-2.859,2.85,1.161,1.004,2.098,0.798,0.226,2.072,-0.827,-1.686,-0.052,0.084,0.06,-0.012,0.619,0.035,0.093,0.035,0.051,-0.01,-0.059,-0.017,0.234,0.082,-0.503,0.297,0.034,-0.012,-0.192,0.422,0.917,-0.625,0.609,0.041,0.676,-0.093,-0.065,-0.023,0.043,0.077,0.033,-0.001,0.013,0.032,1.0
