@RELATION BME

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC
@ATTRIBUTE att83_err NUMERIC
@ATTRIBUTE att84_err NUMERIC
@ATTRIBUTE att85_err NUMERIC
@ATTRIBUTE att86_err NUMERIC
@ATTRIBUTE att87_err NUMERIC
@ATTRIBUTE att88_err NUMERIC
@ATTRIBUTE att89_err NUMERIC
@ATTRIBUTE att90_err NUMERIC
@ATTRIBUTE att91_err NUMERIC
@ATTRIBUTE att92_err NUMERIC
@ATTRIBUTE att93_err NUMERIC
@ATTRIBUTE att94_err NUMERIC
@ATTRIBUTE att95_err NUMERIC
@ATTRIBUTE att96_err NUMERIC
@ATTRIBUTE att97_err NUMERIC
@ATTRIBUTE att98_err NUMERIC
@ATTRIBUTE att99_err NUMERIC
@ATTRIBUTE att100_err NUMERIC
@ATTRIBUTE att101_err NUMERIC
@ATTRIBUTE att102_err NUMERIC
@ATTRIBUTE att103_err NUMERIC
@ATTRIBUTE att104_err NUMERIC
@ATTRIBUTE att105_err NUMERIC
@ATTRIBUTE att106_err NUMERIC
@ATTRIBUTE att107_err NUMERIC
@ATTRIBUTE att108_err NUMERIC
@ATTRIBUTE att109_err NUMERIC
@ATTRIBUTE att110_err NUMERIC
@ATTRIBUTE att111_err NUMERIC
@ATTRIBUTE att112_err NUMERIC
@ATTRIBUTE att113_err NUMERIC
@ATTRIBUTE att114_err NUMERIC
@ATTRIBUTE att115_err NUMERIC
@ATTRIBUTE att116_err NUMERIC
@ATTRIBUTE att117_err NUMERIC
@ATTRIBUTE att118_err NUMERIC
@ATTRIBUTE att119_err NUMERIC
@ATTRIBUTE att120_err NUMERIC
@ATTRIBUTE att121_err NUMERIC
@ATTRIBUTE att122_err NUMERIC
@ATTRIBUTE att123_err NUMERIC
@ATTRIBUTE att124_err NUMERIC
@ATTRIBUTE att125_err NUMERIC
@ATTRIBUTE att126_err NUMERIC
@ATTRIBUTE att127_err NUMERIC
@ATTRIBUTE att128_err NUMERIC

@DATA
0.033,0.009,0.009,0.016,0.006,0.158,0.302,0.08,0.699,0.088,0.023,0.087,1.092,0.956,0.235,0.333,0.287,0.308,0.277,0.072,0.018,0.002,0.024,0.019,0.037,0.03,0.056,0.044,0.004,0.018,0.017,0.023,0.008,0.047,0.12,0.354,0.172,0.988,0.125,0.371,0.778,2.095,0.817,0.804,0.236,0.501,1.301,0.767,3.041,0.297,0.741,1.377,3.241,0.938,0.051,2.354,0.715,0.359,0.566,1.478,0.102,0.472,0.37,1.412,0.684,0.291,2.709,2.598,1.92,0.768,0.843,0.874,0.61,1.59,2.03,0.659,2.88,0.943,1.231,0.822,2.312,1.288,1.694,1.289,1.242,0.4,1.218,1.821,1.548,0.629,0.01,0.836,0.451,0.308,1.431,0.637,0.093,0.587,0.212,0.604,0.158,0.034,0.205,0.217,0.079,0.027,0.209,0.165,0.136,0.767,0.0,0.923,0.348,0.657,0.762,0.287,0.0,0.913,0.424,0.02,0.079,0.021,0.026,0.029,0.062,0.02,0.021,0.023
0.015,0.076,0.018,0.036,0.0,0.119,0.027,0.013,0.253,0.615,0.068,0.011,0.121,0.55,0.344,0.087,0.25,0.15,0.091,0.022,0.018,0.023,0.005,0.024,0.008,0.018,0.016,0.017,0.053,0.018,0.007,0.01,0.043,0.058,0.245,0.324,0.168,0.956,1.515,0.981,2.129,0.458,0.082,0.065,0.905,0.666,2.447,0.437,3.284,1.922,2.15,1.051,1.356,1.219,1.233,1.323,0.461,2.406,1.941,1.23,1.019,1.045,0.489,0.863,1.406,0.805,1.218,1.468,1.183,0.961,0.182,1.757,0.238,2.932,2.423,1.509,4.176,1.628,1.667,0.62,1.655,0.964,1.148,1.881,0.769,0.822,0.974,0.026,0.807,1.992,0.824,0.284,0.454,0.221,0.216,0.831,0.125,1.942,0.746,0.644,0.775,0.049,0.035,0.189,0.033,0.07,0.082,0.141,0.047,0.868,0.25,0.074,0.707,0.123,0.197,0.419,0.17,0.999,0.21,0.117,0.159,0.116,0.008,0.004,0.02,0.003,0.003,0.009
0.007,0.047,0.005,0.055,0.001,0.067,0.31,0.454,0.652,0.348,1.121,0.22,0.284,0.046,0.388,0.02,0.45,0.063,0.331,0.188,0.059,0.017,0.005,0.019,0.031,0.05,0.023,0.03,0.006,0.04,0.02,0.012,0.005,0.132,0.105,0.444,0.684,0.895,0.174,0.698,0.779,0.589,0.213,1.563,1.737,2.301,0.22,1.553,1.656,1.826,0.875,0.304,0.366,2.568,3.868,0.64,1.595,1.09,0.473,0.226,0.908,2.75,1.477,0.318,2.291,0.586,0.136,1.111,1.406,2.253,1.556,4.982,0.44,1.224,2.396,2.464,1.284,0.623,2.305,1.451,2.427,2.257,0.227,0.457,0.48,1.942,0.03,2.525,1.018,0.514,0.832,0.147,0.747,0.941,0.526,0.807,0.283,0.379,0.421,0.656,0.077,0.036,0.185,0.002,0.072,0.019,0.006,0.066,0.116,0.27,0.164,0.491,0.205,0.346,0.296,0.213,0.535,0.225,0.179,0.105,0.139,0.017,0.056,0.024,0.061,0.019,0.004,0.011
0.019,0.017,0.022,0.034,0.005,0.071,0.365,0.093,0.032,0.341,0.336,0.629,0.561,0.893,0.241,0.092,0.68,0.264,0.01,0.006,0.05,0.002,0.016,0.008,0.001,0.021,0.012,0.048,0.017,0.007,0.006,0.001,0.075,0.084,0.346,0.252,0.223,0.031,0.436,1.065,0.605,1.44,0.87,0.049,0.27,2.424,2.191,3.275,0.437,0.063,0.877,0.504,1.14,0.536,0.283,3.919,1.37,0.909,3.439,3.172,2.58,0.435,1.364,1.113,0.204,2.131,1.538,0.498,0.749,3.216,0.499,2.909,1.674,1.43,2.609,0.394,1.781,0.163,1.519,1.957,1.045,1.512,0.416,0.01,1.245,0.093,1.098,0.072,0.46,0.929,0.051,0.157,0.112,0.48,0.028,0.107,0.405,0.26,0.976,0.437,1.078,0.287,0.258,0.04,0.126,0.056,0.097,0.341,0.253,0.015,0.18,0.251,0.462,0.246,0.583,0.332,0.602,0.038,0.449,0.139,0.105,0.145,0.014,0.015,0.031,0.016,0.021,0.008
0.06,0.002,0.031,0.03,0.046,0.024,0.051,0.258,0.366,0.078,0.538,0.509,0.427,1.332,0.029,1.27,0.168,0.541,0.105,0.045,0.08,0.001,0.057,0.013,0.014,0.022,0.033,0.012,0.009,0.002,0.006,0.016,0.035,0.017,0.031,0.54,0.107,0.028,0.463,0.229,0.76,0.662,1.214,0.355,2.034,0.033,0.347,1.958,4.203,1.061,2.366,3.813,0.289,0.073,0.005,2.098,0.283,3.389,1.284,1.225,0.453,0.36,2.263,1.813,0.222,0.233,2.784,0.975,3.42,0.483,2.115,1.455,2.153,1.064,0.962,0.766,2.24,1.551,2.867,1.413,4.096,0.33,1.467,0.256,0.749,0.139,1.03,0.904,1.615,1.251,0.21,0.064,0.886,0.269,0.224,0.322,0.717,0.127,0.088,0.41,0.38,0.633,0.178,0.001,0.081,0.066,0.023,0.104,0.026,0.289,0.442,0.682,1.222,0.787,0.693,0.269,0.38,0.316,0.48,0.203,0.023,0.064,0.034,0.003,0.018,0.016,0.02,0.029
0.024,0.028,0.01,0.003,0.021,0.3,0.656,0.018,0.202,0.681,0.062,0.878,0.577,1.858,0.358,1.086,0.646,0.279,0.041,0.024,0.005,0.018,0.03,0.028,0.004,0.013,0.033,0.02,0.018,0.003,0.047,0.027,0.043,0.061,0.008,0.209,0.396,0.161,0.475,1.578,0.725,0.894,1.724,2.65,1.101,0.325,1.972,0.129,3.883,0.22,1.157,0.424,1.937,1.588,0.869,1.216,0.58,0.125,1.783,1.81,3.848,0.835,2.063,3.113,0.873,1.464,1.268,0.993,1.804,0.599,0.548,0.75,0.536,2.355,1.865,0.488,0.787,2.328,0.183,0.427,3.325,2.072,0.247,2.321,0.287,0.108,1.454,0.868,0.008,0.901,0.244,0.354,1.547,0.621,0.773,0.073,0.108,0.53,0.036,0.381,0.694,0.362,0.395,0.014,0.092,0.094,0.231,0.077,0.686,0.852,0.053,0.778,0.281,0.692,0.05,0.551,0.262,0.238,0.095,0.09,0.031,0.039,0.106,0.028,0.011,0.002,0.033,0.005
0.008,0.032,0.036,0.015,0.048,0.036,0.143,0.32,0.456,0.706,0.065,0.16,0.576,0.286,0.022,0.061,0.142,0.057,0.262,0.089,0.023,0.054,0.009,0.045,0.003,0.008,0.039,0.016,0.023,0.045,0.036,0.019,0.01,0.012,0.219,0.314,0.126,1.195,0.066,0.978,2.171,1.331,0.476,1.036,0.21,1.976,0.373,2.027,2.709,1.044,2.529,1.834,2.686,2.233,0.095,1.459,0.829,1.909,3.798,0.167,1.332,1.04,2.095,0.095,1.346,0.13,1.564,1.687,1.796,0.378,0.901,3.625,0.399,0.937,0.293,2.468,0.752,1.08,2.474,2.954,0.187,2.421,0.536,1.93,1.408,1.026,1.134,0.092,0.752,1.544,0.375,0.156,0.067,0.46,0.54,0.32,0.307,0.769,0.46,0.651,0.591,0.478,0.241,0.02,0.009,0.008,0.113,0.225,0.159,0.18,0.005,0.075,0.121,0.41,0.483,0.253,0.033,0.068,0.336,0.198,0.07,0.009,0.046,0.016,0.009,0.002,0.004,0.0
0.034,0.02,0.027,0.01,0.026,0.204,0.351,0.351,0.252,0.232,0.348,0.223,0.61,0.684,0.188,0.289,0.234,0.557,0.217,0.103,0.052,0.018,0.004,0.022,0.038,0.002,0.041,0.046,0.016,0.053,0.038,0.026,0.017,0.115,0.029,0.177,0.035,1.32,1.34,0.499,0.584,1.442,1.853,0.085,1.297,0.099,0.617,0.418,0.075,2.288,1.355,0.354,0.805,0.933,0.49,0.756,1.896,0.136,2.909,1.619,1.53,0.257,3.032,1.515,0.527,1.331,0.909,3.304,1.654,0.597,0.809,1.796,0.939,0.898,1.607,0.975,0.13,0.6,1.558,0.241,1.001,1.683,0.418,0.076,0.005,0.186,2.042,0.768,0.747,1.074,0.168,0.015,1.355,0.536,1.144,0.641,0.493,0.329,0.453,0.738,1.105,0.351,0.152,0.003,0.115,0.003,0.006,0.063,0.909,0.675,0.316,0.233,0.339,0.94,0.673,0.532,0.18,0.556,0.114,0.266,0.053,0.039,0.015,0.016,0.01,0.008,0.013,0.004
0.028,0.0,0.003,0.031,0.01,0.109,0.032,0.513,0.155,0.516,0.144,0.939,0.779,0.025,0.08,0.448,0.544,0.364,0.179,0.104,0.033,0.005,0.041,0.029,0.017,0.015,0.022,0.018,0.021,0.006,0.018,0.043,0.03,0.158,0.099,0.061,0.226,0.852,0.331,0.325,2.879,0.503,2.545,4.495,0.656,1.497,0.112,0.742,1.321,0.597,0.102,1.165,1.288,0.193,1.268,2.507,0.257,0.421,1.122,2.403,4.118,1.116,1.917,0.336,0.376,2.863,0.298,2.125,0.285,0.195,0.268,1.725,1.214,0.356,2.329,0.975,2.059,0.732,0.744,0.352,2.792,0.797,2.083,1.328,2.399,0.702,0.753,1.991,0.26,0.19,0.637,1.045,0.729,0.978,0.252,0.366,1.052,0.378,0.216,0.444,0.081,0.155,0.792,0.147,0.074,0.006,0.259,0.054,0.076,0.09,0.921,0.418,0.182,0.698,0.143,0.468,0.867,0.017,0.227,0.24,0.199,0.023,0.012,0.022,0.012,0.024,0.002,0.008
0.005,0.014,0.002,0.007,0.011,0.136,0.38,0.409,0.442,0.55,0.59,0.49,0.595,0.099,0.816,0.269,0.176,0.216,0.008,0.162,0.139,0.031,0.03,0.022,0.006,0.011,0.053,0.013,0.011,0.035,0.03,0.023,0.033,0.061,0.024,0.17,0.038,0.166,0.512,1.161,0.679,1.605,0.016,0.289,1.574,2.496,1.592,0.411,1.854,0.323,0.81,0.881,1.938,2.711,3.278,2.171,1.516,0.275,0.926,0.147,2.195,1.664,0.488,0.49,1.42,1.347,1.324,2.942,2.907,4.224,2.402,1.295,4.648,0.649,2.686,0.678,1.576,2.683,0.339,0.092,2.04,2.118,2.343,2.177,1.442,0.88,0.282,0.617,0.876,0.025,0.345,1.422,1.023,0.719,0.846,0.283,0.122,0.179,0.425,0.093,0.078,0.394,0.094,0.018,0.057,0.066,0.132,0.164,0.529,0.426,0.063,0.407,0.477,0.57,1.233,0.754,1.012,0.128,0.18,0.068,0.067,0.173,0.02,0.041,0.012,0.014,0.006,0.015
