@RELATION ItalyPowerDemand

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE target {1.0, 2.0}

@DATA
-2.431,-0.732,-0.467,-1.886,-1.639,-1.37,-1.294,0.037,1.073,1.312,0.425,0.968,0.597,0.53,-0.501,-0.136,-0.375,0.719,0.906,1.074,1.91,1.475,-0.35,-0.938,1.0
-0.99,-0.478,-1.799,-1.663,-1.595,-0.987,-1.122,-0.29,0.637,1.065,1.394,0.753,1.009,0.43,0.34,0.652,-1.108,-1.147,0.097,2.109,1.272,0.802,0.773,0.084,1.0
-0.627,0.645,-0.414,0.538,-0.6,-0.268,0.159,-1.25,-4.72,-1.067,1.5,-0.086,-0.441,-0.427,-0.461,1.909,-0.205,-0.554,1.057,-0.397,0.002,2.446,2.55,1.509,2.0
-0.69,-2.885,-2.629,-1.355,-1.868,-1.43,-1.429,0.326,-4.381,1.085,1.482,1.051,0.908,0.515,0.732,0.999,-0.866,0.291,0.886,2.985,0.897,2.196,0.359,-1.622,2.0
-1.121,-1.272,-1.573,-2.036,-1.53,-2.382,-1.085,-0.642,0.502,1.034,1.204,-0.365,0.658,-0.304,0.57,2.107,0.494,1.132,1.389,1.072,0.422,0.532,-0.253,-0.934,1.0
-0.492,-0.244,-1.124,-1.347,-1.142,-1.234,-1.66,-0.593,0.795,-0.276,0.548,0.002,0.579,0.256,-0.044,-1.4,-0.089,0.979,-0.538,1.27,1.329,1.869,0.239,1.99,1.0
-0.297,-1.771,-0.431,-1.0,-0.381,-0.768,-1.817,0.263,0.124,1.804,1.751,2.19,1.418,0.707,0.276,-0.051,-0.511,1.123,-0.276,-0.19,2.981,-0.098,-0.123,0.146,2.0
-0.798,-1.371,-2.165,-1.971,-2.112,-1.562,-1.134,-0.656,0.514,1.62,1.324,0.318,0.377,0.234,0.155,2.23,0.682,0.819,1.596,1.059,-0.429,0.329,0.143,0.549,1.0
-1.469,-1.008,-1.6,-1.828,-1.546,-1.618,-0.7,-0.999,-1.098,1.042,1.093,1.812,0.781,1.169,0.313,0.991,1.738,0.627,0.84,0.498,0.71,0.539,1.249,0.23,1.0
-0.585,2.941,-1.292,-1.759,-1.016,-1.348,-2.307,-0.794,0.181,0.492,1.679,1.449,0.744,0.303,0.746,0.578,0.951,1.871,-0.397,0.942,-0.154,2.138,-0.093,-0.794,2.0
-0.936,0.478,-1.232,-1.525,-1.695,-1.051,-1.468,-0.996,0.223,3.883,1.623,1.259,0.802,1.037,0.545,-1.058,-2.082,-0.092,0.129,0.153,-1.338,0.309,0.724,2.297,2.0
-1.153,0.088,-1.312,-1.617,-2.025,-0.903,-1.028,0.227,-0.069,1.201,3.705,0.878,0.678,0.542,0.428,0.4,0.561,0.565,1.561,2.73,0.998,1.953,-1.114,-0.899,1.0
-0.815,-0.902,-1.297,-1.667,-2.099,-0.715,-1.046,-0.026,1.732,2.609,1.292,0.888,0.552,3.024,0.437,-0.752,0.715,1.594,1.213,1.243,1.291,0.367,-0.094,-0.667,1.0
-1.704,-2.382,-1.489,-1.786,-2.015,-1.5,-1.278,1.121,1.004,1.559,1.167,1.87,0.611,-0.01,0.164,0.771,0.935,0.697,-0.074,2.115,2.448,1.477,0.871,0.163,2.0
-0.58,-1.657,-1.886,-1.792,-1.65,-1.15,-1.045,-0.09,0.704,3.534,1.234,0.541,1.024,0.694,0.47,0.532,0.168,1.362,-0.953,-0.333,-0.421,0.393,0.509,-0.434,1.0
-3.247,-0.331,-0.657,-1.263,-0.877,-0.951,-2.44,-3.327,-0.902,2.285,0.521,0.514,1.052,-1.133,-0.01,-0.287,-0.566,0.141,-0.09,1.193,3.022,1.651,-0.384,2.864,2.0
-0.136,-0.47,-1.202,-1.56,-1.493,-1.433,-1.129,-0.024,-0.491,0.194,0.903,0.263,-0.27,0.482,0.345,-0.73,-0.063,0.537,1.555,0.939,1.637,1.095,1.165,1.211,1.0
-1.748,-0.125,-1.405,-1.504,-1.52,-1.692,-1.285,-1.748,-0.709,-2.329,1.12,1.017,0.652,-0.071,0.398,-0.179,-0.097,0.817,2.793,1.953,-0.322,0.842,2.089,0.131,1.0
-0.991,-1.277,-0.738,-1.113,-1.425,-1.611,-1.537,-0.482,0.315,0.611,0.504,0.527,1.366,0.476,-0.058,0.252,0.08,-0.272,-1.007,0.463,-0.4,0.65,-0.948,-0.145,2.0
-2.461,-1.288,-0.809,-1.768,-2.172,-1.757,-2.478,0.332,0.172,0.979,1.242,0.88,0.696,0.764,0.468,0.454,0.516,2.035,1.029,1.122,0.132,0.434,0.02,-2.186,1.0
-1.454,-0.992,-1.343,-0.456,-0.485,-1.349,-1.461,-0.62,1.055,1.834,1.19,1.873,1.049,0.041,-0.631,0.215,0.861,0.92,0.0,0.984,0.508,-1.151,-0.948,1.076,1.0
-0.88,-0.781,-1.088,-1.541,-1.644,-1.38,-0.812,-0.562,0.592,0.948,1.541,0.866,1.259,0.669,1.104,0.781,1.631,-1.329,0.624,0.123,-0.03,1.938,0.72,-0.185,2.0
-0.278,-1.198,-1.82,-1.18,-1.026,-1.438,-1.225,-0.432,0.972,0.861,0.992,1.234,1.139,-0.493,1.533,0.556,0.549,0.421,0.347,1.358,1.114,0.679,0.183,0.207,1.0
-0.777,-1.16,-1.418,-1.467,-1.67,-1.407,-0.893,-1.37,-0.189,0.367,2.856,1.031,0.21,0.565,0.007,-0.522,0.762,0.991,1.48,1.625,1.624,-0.059,-0.016,-2.021,1.0
-1.401,-1.628,-1.585,-1.661,-1.19,-1.547,-0.943,-0.009,0.594,0.987,2.05,0.239,0.539,0.328,-0.017,-0.661,-1.378,0.664,0.463,0.679,1.568,0.333,-0.433,-0.764,1.0
-1.24,-0.712,-1.382,-1.022,-1.512,-1.673,-1.34,-0.537,0.301,1.417,1.47,1.214,0.731,0.001,-0.68,-1.913,-1.648,-0.372,-0.039,2.455,1.499,1.277,-0.043,0.257,1.0
-0.954,-2.148,-1.372,-1.288,-1.687,-1.374,-1.297,-0.043,-0.566,0.452,1.409,0.942,0.835,0.024,0.18,-0.139,0.462,0.704,0.358,0.504,2.212,0.948,0.194,0.029,1.0
-1.082,-0.833,-1.792,-0.061,-1.759,-1.355,-1.269,-1.198,0.143,0.949,1.057,1.337,0.694,1.173,0.803,0.878,1.129,-2.558,0.928,0.067,-2.083,0.63,-0.957,-0.511,2.0
-0.969,-0.532,-1.166,-1.564,-1.327,-1.538,-0.36,0.463,0.782,1.08,1.303,1.297,0.356,0.938,-0.701,0.831,0.773,0.171,0.605,0.247,1.254,4.972,0.123,0.238,2.0
-0.02,-1.446,-0.531,-1.745,-1.455,-1.427,-1.174,-0.395,0.642,-0.356,1.189,1.096,0.328,-0.146,0.291,0.782,0.62,0.603,0.507,1.673,0.974,0.601,0.418,-0.435,1.0
-0.894,-1.284,-1.118,-1.736,-1.641,-1.392,-1.086,0.793,-3.578,-0.078,0.985,0.869,1.053,0.404,0.428,0.155,1.044,1.126,1.338,0.619,0.054,2.11,-0.743,-0.813,1.0
0.338,-0.419,-0.286,-1.303,-1.37,-1.185,-0.586,-0.115,-0.36,-1.535,0.197,-0.715,-0.446,0.293,-0.854,-1.067,-0.82,-0.606,-1.059,0.862,2.433,1.133,1.249,1.153,2.0
-0.738,-1.13,-1.404,-1.532,-1.5,-1.354,-1.157,-0.183,0.284,0.906,0.218,1.677,0.862,0.863,-0.569,1.146,0.966,0.736,2.02,0.296,-0.15,0.13,-1.04,0.168,2.0
-0.432,-0.124,-1.464,-1.759,-1.157,-1.082,-0.862,-0.223,-0.327,0.13,0.989,0.287,0.709,0.012,-0.69,-0.484,0.264,1.981,2.236,1.63,2.157,1.068,0.943,0.269,1.0
0.053,-3.181,-1.066,-1.935,-1.412,-0.949,-1.935,-0.79,0.823,-3.975,1.609,1.48,1.514,0.84,-0.526,-0.002,0.082,0.085,0.038,0.274,4.257,-0.483,-0.609,2.534,2.0
-1.132,-1.269,-1.409,-2.2,-1.526,-1.928,-1.635,-0.921,0.547,0.485,0.872,1.117,1.133,0.784,0.463,1.298,0.229,1.516,0.043,0.967,-0.116,0.249,5.588,0.012,2.0
-1.732,-1.958,-1.81,-1.127,-1.517,-1.625,0.091,-0.637,1.562,0.668,1.01,0.872,-0.169,0.781,0.707,0.625,0.774,1.32,0.841,1.11,0.604,-0.666,0.902,0.545,1.0
0.132,-0.941,-1.126,-0.53,-0.932,-1.806,-1.52,-1.27,0.921,0.462,2.428,2.408,0.961,0.191,1.581,0.433,-0.354,0.098,-0.876,0.077,2.701,-0.41,0.703,0.36,2.0
-0.631,-1.606,-0.393,-1.502,-1.561,-2.282,-0.085,-0.212,-1.216,0.861,1.221,0.956,0.988,-0.228,-0.169,0.627,1.146,0.357,0.119,0.9,-0.755,0.948,-0.5,0.749,1.0
1.826,-0.912,-1.085,-1.929,-2.197,-1.489,-2.153,-1.896,0.488,0.837,2.302,1.158,1.376,0.649,0.887,1.157,0.233,2.354,-1.305,3.86,-0.08,-0.236,0.528,0.594,2.0
0.778,-0.473,-1.11,-1.198,-1.302,-2.728,-1.186,-1.574,-0.798,-2.23,-0.172,0.745,0.652,-0.026,-0.734,-0.503,-1.034,0.217,1.394,1.386,1.5,1.087,0.908,0.122,1.0
-0.761,-1.178,-1.601,-1.404,-1.559,-1.434,0.689,-0.306,-0.467,2.33,0.848,0.855,0.68,0.793,0.359,0.29,1.167,1.094,-0.259,1.481,0.511,0.612,-0.074,-0.745,1.0
-1.013,-1.818,-1.409,-1.531,-1.212,-1.684,-1.264,-0.816,-0.042,-0.507,1.273,0.572,0.799,0.615,0.499,0.872,0.244,0.445,2.621,0.156,0.009,-0.258,0.073,1.593,2.0
-1.547,-1.335,-1.337,-2.563,-1.545,-1.224,-2.181,-1.266,0.595,1.602,1.64,1.685,1.48,-0.118,-0.577,0.304,-0.717,0.217,0.083,0.518,-0.682,1.057,1.814,2.318,2.0
-0.549,-1.716,-1.399,-1.661,-1.221,-1.62,-0.846,-1.512,-0.512,1.336,1.405,-0.271,1.119,0.57,0.983,0.887,0.185,-0.303,1.226,-0.103,0.894,0.096,-0.768,-2.216,1.0
-2.797,-1.318,-1.237,-1.359,-0.734,-1.322,-1.481,-0.434,0.603,0.4,1.817,1.992,1.211,0.395,0.535,1.409,0.89,0.406,-0.518,0.359,1.138,0.045,0.326,-0.079,2.0
0.908,-0.08,-0.469,-1.263,-1.024,-1.017,-0.739,-2.098,-1.597,-0.418,-0.098,0.503,1.073,-0.886,0.14,-0.26,-0.504,-0.204,-0.628,-0.079,4.317,2.382,2.682,1.935,2.0
-0.759,-1.483,-1.396,-2.055,-1.692,-1.454,-1.579,-1.21,0.097,1.111,1.513,1.152,0.148,0.801,0.287,-1.508,0.363,0.562,1.713,0.257,-0.302,0.132,0.62,0.951,2.0
0.496,0.061,-0.991,-1.503,-1.587,-1.283,-2.003,-2.776,-1.348,0.617,0.793,0.793,0.607,-0.136,-0.697,-1.781,1.675,-1.67,-0.208,1.109,-0.412,3.498,0.354,0.981,2.0
-0.703,-0.862,-1.46,-1.43,-1.259,-0.528,-1.003,-0.069,1.0,1.39,1.505,0.944,0.716,0.253,-1.526,-0.292,-1.545,-0.086,0.673,1.786,-0.624,0.927,0.662,-1.138,1.0
-1.095,-1.033,-1.591,-1.518,-1.291,-1.564,-1.927,-1.019,1.77,2.809,1.435,-0.228,0.556,0.106,-0.26,0.484,-4.045,1.182,1.296,0.022,0.821,1.288,0.363,-1.565,1.0
-0.404,-0.562,-0.897,-2.294,-1.587,-1.61,-1.079,-0.944,-0.099,1.333,1.697,1.57,1.02,2.084,-0.47,-0.857,-0.089,-0.196,-0.632,-0.023,-0.011,1.145,-0.021,-0.581,2.0
-0.969,-1.492,-1.437,-2.082,-1.48,-1.299,-0.509,-0.45,0.799,1.071,1.782,1.075,1.11,0.733,0.744,0.274,1.1,0.489,0.435,-0.479,0.082,1.187,0.37,-0.525,2.0
-0.1,0.061,-2.437,-1.344,-0.858,-1.324,-1.873,-1.954,-0.649,1.595,1.906,1.618,1.232,0.493,-0.721,-1.519,0.005,-0.077,0.082,0.164,-1.2,0.533,0.821,1.171,2.0
-0.837,-1.608,-1.647,-1.988,-0.821,-0.677,-1.357,-0.352,-0.034,0.685,1.539,1.447,1.503,0.066,-0.322,-0.887,-0.178,-0.55,2.012,1.63,3.97,0.625,-0.045,-0.176,1.0
-0.488,-2.098,-1.04,-1.441,-1.208,-1.468,-1.822,-0.1,0.648,0.465,1.617,1.212,0.842,0.694,0.441,0.665,1.211,0.333,0.831,0.352,-0.191,-0.324,0.802,-0.215,2.0
0.092,-1.301,-0.553,-1.242,-1.347,-1.208,-1.384,-0.162,0.911,1.102,0.444,1.239,0.109,0.563,0.867,-0.752,0.703,0.68,0.162,-0.205,-0.172,0.089,0.113,-0.478,2.0
3.398,-0.589,-2.411,-1.481,-1.525,-1.204,-1.276,-0.474,-0.033,1.119,0.741,0.66,0.539,0.942,0.606,0.964,0.133,0.801,1.131,1.382,-0.205,-0.21,-0.125,-1.839,1.0
-0.157,-0.107,-1.606,-1.774,-1.516,-1.456,-1.309,0.007,-0.27,-0.557,0.569,0.675,0.389,0.123,-0.469,-0.306,-0.512,1.477,1.691,2.009,2.37,-0.071,1.51,-0.847,1.0
1.01,0.699,-1.221,-0.288,-0.793,-0.113,-0.337,-2.596,-1.085,-0.797,-0.54,1.327,-0.047,1.115,-0.654,-0.927,-0.62,-1.067,-1.379,-0.387,-0.164,1.369,2.006,1.881,2.0
-0.758,-0.424,-0.091,-1.526,-1.504,-1.074,-1.543,-1.289,0.283,-0.263,1.643,1.339,1.276,1.126,1.576,1.041,2.059,0.445,0.479,0.411,1.458,-0.634,-0.006,1.832,2.0
-2.017,-1.393,-1.538,-0.737,-1.635,-1.578,-0.968,-0.096,0.318,1.009,1.067,0.972,0.222,0.455,0.488,-0.571,0.993,1.066,1.784,1.047,1.132,0.274,1.345,-0.388,1.0
-0.897,-1.383,-1.374,-0.629,-1.876,-2.021,-1.092,0.038,0.381,2.106,0.918,1.142,1.811,0.342,0.407,0.601,0.381,1.697,0.587,2.781,2.157,-0.298,0.643,-3.402,1.0
0.893,-2.779,-1.437,-1.611,-1.762,-1.644,-0.767,0.463,-0.096,1.321,1.008,1.838,0.753,0.642,0.962,1.33,0.947,3.227,-0.299,-0.052,-0.365,1.354,2.871,0.56,2.0
-1.342,-1.044,-1.214,-1.343,-1.664,-1.48,-1.36,-2.228,-0.009,0.043,1.048,1.116,0.657,1.108,0.982,0.164,0.18,0.478,0.9,0.443,0.84,0.118,-0.015,0.787,1.0
-1.267,-1.02,-0.915,-1.349,-0.945,-1.586,-0.916,-1.406,-0.03,1.143,2.262,1.331,1.392,-0.3,0.533,0.119,1.216,1.18,1.399,-2.568,-0.183,-0.111,0.885,1.541,2.0
1.734,1.075,-0.351,-0.97,-1.897,-1.142,-0.667,-1.95,-0.45,0.74,0.941,0.074,0.564,0.682,-1.076,-0.605,-1.071,0.969,-0.418,2.079,0.998,3.855,2.323,1.901,2.0
