@RELATION ItalyPowerDemand

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
0.847,0.604,0.66,0.357,0.227,0.002,0.488,0.115,0.128,0.258,0.394,0.045,0.34,0.556,0.561,0.759,0.235,0.357,0.452,0.383,0.757,1.585,0.619,1.135
0.066,0.705,0.143,0.116,0.16,0.454,0.319,0.649,0.427,0.246,0.895,0.909,0.375,0.119,0.125,0.131,1.417,0.886,0.747,0.71,0.453,1.642,1.858,0.567
0.797,0.197,0.831,1.235,0.379,0.102,0.687,1.359,1.442,0.676,1.412,0.009,0.319,0.262,0.249,1.763,0.711,0.236,2.255,0.078,1.365,0.358,0.681,0.306
0.164,1.07,1.015,0.133,0.493,0.021,0.15,1.113,2.383,0.02,0.113,0.32,0.801,0.219,0.055,0.211,0.585,1.063,0.306,1.934,1.605,1.364,0.892,1.059
0.397,0.23,0.081,0.309,0.14,0.365,0.069,1.211,0.691,0.092,0.86,0.778,0.002,0.643,0.803,0.991,0.475,0.901,0.245,0.001,0.123,0.231,0.368,0.792
0.801,0.17,0.649,0.271,0.003,0.477,0.213,0.408,1.07,0.182,1.13,0.794,0.246,0.115,0.483,1.21,0.453,1.854,0.059,1.735,2.302,1.252,1.491,1.402
0.67,1.031,0.334,0.38,0.551,0.493,0.213,1.252,0.159,1.118,0.058,0.346,0.566,0.162,0.413,0.784,1.402,0.545,1.11,0.661,2.367,0.94,0.86,0.759
0.521,0.005,0.413,0.369,0.948,0.102,0.074,0.884,0.097,0.683,0.292,1.372,0.552,0.302,0.71,1.067,0.333,0.88,0.366,0.222,0.536,0.054,0.524,0.805
0.916,0.485,0.282,0.234,0.034,0.32,0.63,1.411,1.298,0.028,0.183,0.382,0.073,0.249,0.627,0.324,0.621,0.168,0.258,1.585,0.679,0.387,1.498,0.588
1.397,2.159,0.012,0.78,0.853,0.04,0.483,0.105,0.204,1.134,1.578,0.138,0.193,0.432,0.092,0.426,0.066,0.914,0.937,0.562,0.196,2.322,0.502,2.456
