@RELATION UMD

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC
@ATTRIBUTE att83_err NUMERIC
@ATTRIBUTE att84_err NUMERIC
@ATTRIBUTE att85_err NUMERIC
@ATTRIBUTE att86_err NUMERIC
@ATTRIBUTE att87_err NUMERIC
@ATTRIBUTE att88_err NUMERIC
@ATTRIBUTE att89_err NUMERIC
@ATTRIBUTE att90_err NUMERIC
@ATTRIBUTE att91_err NUMERIC
@ATTRIBUTE att92_err NUMERIC
@ATTRIBUTE att93_err NUMERIC
@ATTRIBUTE att94_err NUMERIC
@ATTRIBUTE att95_err NUMERIC
@ATTRIBUTE att96_err NUMERIC
@ATTRIBUTE att97_err NUMERIC
@ATTRIBUTE att98_err NUMERIC
@ATTRIBUTE att99_err NUMERIC
@ATTRIBUTE att100_err NUMERIC
@ATTRIBUTE att101_err NUMERIC
@ATTRIBUTE att102_err NUMERIC
@ATTRIBUTE att103_err NUMERIC
@ATTRIBUTE att104_err NUMERIC
@ATTRIBUTE att105_err NUMERIC
@ATTRIBUTE att106_err NUMERIC
@ATTRIBUTE att107_err NUMERIC
@ATTRIBUTE att108_err NUMERIC
@ATTRIBUTE att109_err NUMERIC
@ATTRIBUTE att110_err NUMERIC
@ATTRIBUTE att111_err NUMERIC
@ATTRIBUTE att112_err NUMERIC
@ATTRIBUTE att113_err NUMERIC
@ATTRIBUTE att114_err NUMERIC
@ATTRIBUTE att115_err NUMERIC
@ATTRIBUTE att116_err NUMERIC
@ATTRIBUTE att117_err NUMERIC
@ATTRIBUTE att118_err NUMERIC
@ATTRIBUTE att119_err NUMERIC
@ATTRIBUTE att120_err NUMERIC
@ATTRIBUTE att121_err NUMERIC
@ATTRIBUTE att122_err NUMERIC
@ATTRIBUTE att123_err NUMERIC
@ATTRIBUTE att124_err NUMERIC
@ATTRIBUTE att125_err NUMERIC
@ATTRIBUTE att126_err NUMERIC
@ATTRIBUTE att127_err NUMERIC
@ATTRIBUTE att128_err NUMERIC
@ATTRIBUTE att129_err NUMERIC
@ATTRIBUTE att130_err NUMERIC
@ATTRIBUTE att131_err NUMERIC
@ATTRIBUTE att132_err NUMERIC
@ATTRIBUTE att133_err NUMERIC
@ATTRIBUTE att134_err NUMERIC
@ATTRIBUTE att135_err NUMERIC
@ATTRIBUTE att136_err NUMERIC
@ATTRIBUTE att137_err NUMERIC
@ATTRIBUTE att138_err NUMERIC
@ATTRIBUTE att139_err NUMERIC
@ATTRIBUTE att140_err NUMERIC
@ATTRIBUTE att141_err NUMERIC
@ATTRIBUTE att142_err NUMERIC
@ATTRIBUTE att143_err NUMERIC
@ATTRIBUTE att144_err NUMERIC
@ATTRIBUTE att145_err NUMERIC
@ATTRIBUTE att146_err NUMERIC
@ATTRIBUTE att147_err NUMERIC
@ATTRIBUTE att148_err NUMERIC
@ATTRIBUTE att149_err NUMERIC
@ATTRIBUTE att150_err NUMERIC

@DATA
0.022,0.005,0.001,0.021,0.006,0.016,0.01,0.016,0.007,0.007,0.008,0.015,0.009,0.046,0.003,0.01,0.046,0.194,0.616,0.227,0.595,0.822,0.06,0.119,0.405,0.605,0.418,0.006,0.028,0.018,0.033,0.141,0.047,0.008,0.003,0.018,0.001,0.019,0.0,0.015,0.01,0.072,0.052,0.109,0.147,0.109,0.353,0.004,0.092,0.225,1.604,0.774,0.438,0.669,0.598,0.716,1.841,1.076,1.261,0.834,1.119,1.151,0.998,0.337,1.787,0.623,0.239,3.12,0.608,1.489,2.613,1.106,2.281,0.445,0.826,0.694,1.33,1.809,1.061,0.22,1.037,1.68,0.859,0.153,1.416,0.968,1.221,1.816,1.682,0.475,0.51,1.424,1.922,0.226,1.124,0.22,0.864,0.756,1.169,0.331,1.95,1.529,1.848,1.271,1.011,0.989,0.364,0.795,0.447,0.437,0.01,0.213,0.552,0.239,0.061,0.233,0.283,0.014,0.368,0.112,0.137,0.776,0.048,0.355,1.119,0.111,0.464,0.28,0.313,0.26,0.04,0.075,0.01,0.076,0.03,0.025,0.012,0.01,0.035,0.019,0.016,0.003,0.013,0.021,0.042,0.001,0.003,0.004,0.006,0.001
0.03,0.009,0.011,0.006,0.007,0.003,0.015,0.015,0.005,0.023,0.002,0.032,0.002,0.001,0.017,0.017,0.008,0.033,0.745,0.66,0.413,0.878,1.246,0.301,0.268,0.054,0.729,0.111,0.059,0.063,0.225,0.03,0.034,0.044,0.011,0.011,0.012,0.004,0.004,0.017,0.003,0.094,0.003,0.082,0.118,0.481,0.055,0.163,0.407,1.483,0.956,0.542,0.409,0.35,2.297,0.512,0.721,1.277,2.812,0.139,0.828,0.16,2.51,0.293,3.26,0.41,2.553,1.012,1.267,0.885,3.453,1.354,1.937,1.724,1.787,1.411,0.87,0.434,0.777,0.169,0.132,1.194,1.233,0.17,1.514,1.906,0.223,1.485,1.772,1.28,0.983,1.364,0.399,0.09,0.885,0.286,1.795,0.664,1.398,0.11,0.441,0.255,0.144,0.593,0.08,1.054,1.439,1.054,0.634,1.525,0.729,0.557,0.162,0.057,0.57,0.333,0.183,0.057,0.378,0.045,0.15,0.451,0.178,0.439,0.449,1.137,0.205,0.635,0.155,0.362,0.01,0.03,0.016,0.051,0.004,0.006,0.005,0.025,0.008,0.006,0.008,0.015,0.048,0.006,0.018,0.015,0.02,0.03,0.001,0.0
0.012,0.031,0.032,0.011,0.016,0.013,0.012,0.017,0.015,0.042,0.013,0.025,0.017,0.012,0.005,0.058,0.003,0.139,0.714,0.651,0.893,0.242,0.808,1.068,0.196,0.436,0.403,0.606,0.121,0.135,0.077,0.05,0.022,0.01,0.027,0.023,0.005,0.019,0.003,0.017,0.021,0.035,0.004,0.087,0.191,0.2,0.043,0.242,0.149,0.292,0.639,0.206,0.822,0.045,0.692,0.921,0.699,0.422,0.578,1.558,1.637,0.088,0.798,0.097,0.553,1.708,1.874,0.586,0.42,0.279,0.003,1.921,1.943,1.418,0.165,2.244,0.221,0.936,1.664,0.517,0.255,1.007,0.235,0.344,1.084,0.745,0.602,1.327,2.664,1.163,0.631,0.052,0.038,1.023,0.212,0.229,0.2,0.525,0.487,0.44,1.311,0.628,0.192,0.169,0.12,0.669,0.042,0.805,0.548,0.62,0.017,1.265,0.442,0.123,0.457,0.149,0.117,0.15,0.006,0.627,0.185,0.399,0.146,0.556,0.432,0.143,0.258,0.064,0.957,0.32,0.008,0.187,0.153,0.057,0.044,0.019,0.007,0.014,0.009,0.005,0.011,0.016,0.025,0.021,0.031,0.013,0.008,0.041,0.019,0.03
0.015,0.022,0.002,0.005,0.037,0.045,0.006,0.035,0.005,0.008,0.034,0.005,0.025,0.012,0.02,0.014,0.111,0.098,0.645,0.53,0.001,0.404,0.346,1.031,0.391,0.187,0.164,0.03,0.011,0.005,0.007,0.044,0.022,0.027,0.006,0.035,0.029,0.007,0.013,0.011,0.017,0.004,0.02,0.172,0.244,0.104,0.434,0.573,0.26,0.117,0.309,1.415,0.961,0.395,1.092,0.663,0.484,1.669,1.11,0.505,0.179,0.97,2.686,0.923,1.202,0.571,2.871,0.589,0.412,1.486,0.635,0.954,0.936,0.833,0.073,1.543,1.652,0.796,0.404,0.011,0.006,0.671,1.691,1.043,0.893,0.323,0.822,0.78,0.499,0.181,1.374,0.654,0.111,0.302,1.866,1.749,0.049,0.395,1.95,0.284,0.127,1.391,1.456,1.035,0.046,1.112,0.034,0.469,0.568,0.645,1.342,0.44,0.707,0.148,0.542,0.118,0.278,0.05,0.245,0.021,0.168,0.452,0.697,0.231,0.683,0.16,0.222,0.03,0.014,0.291,0.157,0.059,0.016,0.064,0.048,0.003,0.021,0.019,0.002,0.017,0.011,0.017,0.003,0.011,0.009,0.001,0.033,0.015,0.003,0.023
0.025,0.001,0.028,0.001,0.031,0.003,0.004,0.016,0.031,0.024,0.008,0.003,0.005,0.011,0.006,0.008,0.047,0.488,0.207,0.373,0.434,0.716,0.06,0.329,0.17,0.28,0.363,0.133,0.09,0.214,0.101,0.03,0.042,0.0,0.02,0.002,0.016,0.0,0.004,0.001,0.005,0.027,0.11,0.115,0.137,0.201,0.046,0.005,0.012,0.138,0.123,0.312,0.375,0.232,0.053,0.78,0.6,0.505,0.653,0.306,0.824,2.243,0.839,1.2,0.513,1.473,0.362,1.162,1.116,0.502,0.515,0.747,1.946,1.739,2.792,0.379,1.875,0.678,1.5,0.101,1.456,0.174,1.358,0.56,0.976,0.253,0.555,2.356,0.292,0.932,0.227,0.214,0.441,1.374,0.183,0.473,0.123,0.113,0.382,0.134,0.874,0.349,0.84,0.479,0.24,0.325,0.099,1.022,0.682,0.256,0.728,0.268,0.94,1.001,0.326,0.141,0.069,0.135,0.079,0.234,0.499,0.009,0.113,0.57,0.3,0.381,1.158,0.031,0.618,0.173,0.17,0.136,0.172,0.029,0.033,0.013,0.007,0.017,0.012,0.003,0.027,0.0,0.003,0.014,0.021,0.004,0.03,0.014,0.016,0.016
0.002,0.014,0.017,0.02,0.018,0.02,0.012,0.012,0.02,0.025,0.035,0.008,0.02,0.028,0.018,0.025,0.055,0.219,0.307,0.114,0.888,0.264,1.986,0.064,0.198,0.532,0.684,0.152,0.357,0.158,0.046,0.096,0.025,0.014,0.015,0.013,0.011,0.009,0.014,0.019,0.005,0.002,0.159,0.074,0.124,0.417,0.08,0.023,1.086,1.384,0.417,0.583,0.456,1.436,1.898,0.073,1.379,1.019,0.067,1.231,0.677,0.831,1.343,0.909,2.161,0.129,0.081,0.755,1.184,1.207,1.431,0.93,1.622,1.2,1.972,0.191,0.546,1.231,0.677,0.815,1.148,0.268,0.5,1.04,0.251,0.919,2.399,2.317,1.45,1.427,1.268,1.446,3.05,0.327,0.658,0.934,1.318,0.962,0.959,0.262,0.073,0.379,0.228,0.51,0.452,0.361,0.27,1.62,0.601,0.01,0.434,0.67,0.294,0.428,0.378,0.01,0.084,0.127,0.108,0.428,0.537,0.104,0.405,1.257,0.022,0.24,0.619,0.975,0.161,0.173,0.166,0.031,0.232,0.071,0.0,0.008,0.024,0.006,0.039,0.012,0.007,0.005,0.003,0.015,0.005,0.0,0.013,0.018,0.022,0.005
0.005,0.005,0.007,0.04,0.016,0.016,0.007,0.005,0.035,0.006,0.014,0.002,0.011,0.008,0.049,0.046,0.001,0.136,0.186,0.559,1.054,0.824,0.141,0.763,0.031,0.439,0.149,0.289,0.505,0.014,0.091,0.05,0.042,0.026,0.014,0.011,0.007,0.009,0.005,0.015,0.014,0.045,0.158,0.267,0.001,0.138,0.005,0.201,0.112,0.396,0.69,1.726,0.927,0.645,0.372,0.571,1.053,2.642,1.551,2.293,2.308,1.217,1.115,0.411,2.464,1.21,0.462,0.64,1.961,0.214,2.449,2.99,0.452,1.3,0.955,0.08,2.103,1.708,1.563,2.073,0.011,0.543,0.08,1.269,0.681,0.12,1.287,0.415,1.372,0.747,0.294,0.603,1.172,0.233,0.181,0.29,0.714,0.928,1.875,0.709,1.221,0.891,0.756,0.439,0.036,1.241,0.25,0.594,0.678,0.84,0.233,0.332,0.43,0.493,0.188,0.412,0.061,0.009,0.085,0.1,0.104,0.069,0.258,0.467,1.403,0.377,0.173,0.791,0.705,0.28,0.097,0.236,0.073,0.052,0.053,0.027,0.002,0.002,0.029,0.016,0.023,0.013,0.004,0.024,0.023,0.013,0.011,0.015,0.019,0.019
0.03,0.017,0.0,0.003,0.008,0.006,0.023,0.015,0.024,0.013,0.026,0.003,0.008,0.012,0.007,0.017,0.071,0.202,0.121,0.045,1.223,1.204,0.337,0.664,0.31,0.404,0.239,0.291,0.137,0.172,0.096,0.125,0.015,0.007,0.004,0.011,0.003,0.001,0.004,0.011,0.017,0.055,0.019,0.002,0.09,0.036,0.232,0.476,1.047,0.556,0.738,0.692,0.307,0.074,2.224,0.544,0.446,0.307,0.144,1.223,1.054,0.421,2.302,2.331,2.648,1.255,0.779,1.484,0.323,0.22,0.385,0.469,0.589,2.198,2.527,0.69,0.43,0.656,1.92,0.286,0.072,0.014,0.724,0.979,0.582,1.296,1.497,0.348,0.399,1.047,0.664,1.65,0.454,1.027,1.459,2.179,0.773,1.33,1.849,0.764,0.104,1.334,0.181,0.269,0.581,0.871,0.018,1.049,1.244,0.707,0.266,0.741,0.549,0.126,0.212,0.019,0.063,0.304,0.151,0.081,0.159,0.276,0.815,0.051,0.024,0.783,0.183,0.042,0.061,0.355,0.054,0.086,0.062,0.044,0.009,0.025,0.013,0.02,0.005,0.004,0.016,0.002,0.015,0.032,0.006,0.011,0.01,0.008,0.042,0.041
0.015,0.025,0.004,0.013,0.018,0.011,0.029,0.007,0.023,0.008,0.021,0.025,0.003,0.012,0.029,0.04,0.013,0.082,0.167,0.771,0.215,0.235,0.166,0.083,0.328,0.266,0.93,0.329,0.187,0.099,0.016,0.001,0.04,0.016,0.009,0.002,0.044,0.009,0.021,0.019,0.021,0.029,0.108,0.011,0.109,0.111,0.274,0.533,0.037,0.182,0.497,0.511,0.555,0.191,0.816,0.775,0.886,0.106,3.163,0.226,1.849,0.334,1.169,1.24,2.299,0.095,1.028,1.48,2.789,1.488,1.332,1.707,1.333,0.369,0.256,0.824,2.494,0.007,0.846,1.197,0.264,1.487,2.391,3.029,1.936,0.592,0.673,0.761,0.271,0.287,0.863,0.061,1.769,0.75,0.328,0.605,0.731,0.018,0.192,0.862,0.542,0.531,0.031,0.991,0.141,0.462,0.194,0.289,0.381,0.708,0.386,1.374,0.011,0.795,0.564,0.046,0.18,0.008,0.034,0.472,0.016,0.445,0.351,0.484,0.974,0.194,0.855,0.416,0.401,0.147,0.201,0.224,0.03,0.039,0.01,0.007,0.018,0.008,0.009,0.016,0.014,0.018,0.014,0.005,0.004,0.011,0.013,0.017,0.029,0.021
0.026,0.021,0.032,0.019,0.011,0.011,0.018,0.012,0.008,0.051,0.024,0.017,0.016,0.024,0.049,0.011,0.129,0.055,0.323,0.66,0.371,0.378,0.029,0.429,1.585,0.682,0.362,0.094,0.05,0.104,0.024,0.006,0.023,0.001,0.039,0.009,0.037,0.01,0.018,0.02,0.016,0.0,0.037,0.167,0.064,0.519,0.044,0.291,0.034,0.036,0.395,1.019,0.378,0.01,0.43,0.424,1.29,0.535,0.925,1.096,2.522,1.829,1.141,1.57,2.297,0.116,2.54,1.381,1.612,1.554,0.139,0.477,1.522,0.49,1.198,0.466,0.351,1.037,0.711,2.05,0.317,2.085,0.45,1.73,3.483,1.829,1.49,1.087,0.342,1.048,0.532,1.592,1.317,1.265,0.179,0.478,0.172,1.01,2.336,1.356,2.053,0.341,0.628,0.728,0.899,0.582,1.39,0.182,0.119,0.511,0.822,0.18,0.459,0.242,0.836,0.312,0.094,0.216,0.018,0.51,0.322,0.154,0.29,0.614,0.312,0.23,0.907,0.035,0.149,0.194,0.328,0.071,0.203,0.006,0.036,0.002,0.014,0.044,0.021,0.019,0.012,0.013,0.027,0.011,0.012,0.022,0.014,0.016,0.008,0.025
