@RELATION UMD

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE att97 NUMERIC
@ATTRIBUTE att98 NUMERIC
@ATTRIBUTE att99 NUMERIC
@ATTRIBUTE att100 NUMERIC
@ATTRIBUTE att101 NUMERIC
@ATTRIBUTE att102 NUMERIC
@ATTRIBUTE att103 NUMERIC
@ATTRIBUTE att104 NUMERIC
@ATTRIBUTE att105 NUMERIC
@ATTRIBUTE att106 NUMERIC
@ATTRIBUTE att107 NUMERIC
@ATTRIBUTE att108 NUMERIC
@ATTRIBUTE att109 NUMERIC
@ATTRIBUTE att110 NUMERIC
@ATTRIBUTE att111 NUMERIC
@ATTRIBUTE att112 NUMERIC
@ATTRIBUTE att113 NUMERIC
@ATTRIBUTE att114 NUMERIC
@ATTRIBUTE att115 NUMERIC
@ATTRIBUTE att116 NUMERIC
@ATTRIBUTE att117 NUMERIC
@ATTRIBUTE att118 NUMERIC
@ATTRIBUTE att119 NUMERIC
@ATTRIBUTE att120 NUMERIC
@ATTRIBUTE att121 NUMERIC
@ATTRIBUTE att122 NUMERIC
@ATTRIBUTE att123 NUMERIC
@ATTRIBUTE att124 NUMERIC
@ATTRIBUTE att125 NUMERIC
@ATTRIBUTE att126 NUMERIC
@ATTRIBUTE att127 NUMERIC
@ATTRIBUTE att128 NUMERIC
@ATTRIBUTE att129 NUMERIC
@ATTRIBUTE att130 NUMERIC
@ATTRIBUTE att131 NUMERIC
@ATTRIBUTE att132 NUMERIC
@ATTRIBUTE att133 NUMERIC
@ATTRIBUTE att134 NUMERIC
@ATTRIBUTE att135 NUMERIC
@ATTRIBUTE att136 NUMERIC
@ATTRIBUTE att137 NUMERIC
@ATTRIBUTE att138 NUMERIC
@ATTRIBUTE att139 NUMERIC
@ATTRIBUTE att140 NUMERIC
@ATTRIBUTE att141 NUMERIC
@ATTRIBUTE att142 NUMERIC
@ATTRIBUTE att143 NUMERIC
@ATTRIBUTE att144 NUMERIC
@ATTRIBUTE att145 NUMERIC
@ATTRIBUTE att146 NUMERIC
@ATTRIBUTE att147 NUMERIC
@ATTRIBUTE att148 NUMERIC
@ATTRIBUTE att149 NUMERIC
@ATTRIBUTE att150 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.057,0.036,0.039,-0.006,0.021,0.046,0.022,0.01,0.009,0.033,0.025,0.029,0.02,0.056,0.008,0.045,-0.045,-0.287,0.529,0.591,-0.093,0.848,1.188,1.206,1.59,1.435,0.711,0.15,0.086,0.057,0.076,0.195,0.074,0.014,0.047,0.038,0.015,-0.007,0.036,0.0,0.032,-0.034,-0.016,0.175,0.049,0.194,-0.133,-0.317,-0.613,-0.872,-0.758,0.418,-1.7,0.292,-0.429,-1.397,-1.813,-1.173,-1.779,-1.045,-1.781,-2.097,-1.719,-0.483,0.238,-1.088,-0.501,-1.238,-1.495,2.436,1.275,-1.918,3.442,-0.83,-0.453,-0.916,-1.941,1.683,-0.84,-0.793,-0.901,1.395,1.122,-0.815,-2.67,-0.996,-2.736,-0.472,-0.214,-0.722,-1.067,2.657,-3.374,-0.238,0.501,-0.166,-0.359,-0.927,-2.792,-0.095,-1.327,-0.718,-1.436,3.573,-0.146,-1.541,-0.22,0.114,-0.243,0.814,0.004,-0.196,0.124,0.082,0.038,-0.48,0.116,0.053,0.461,-0.066,0.052,-2.416,-0.045,-0.507,-0.155,0.039,-0.981,-0.354,-0.918,-0.193,0.07,0.049,0.038,-0.008,0.034,0.055,0.035,0.008,0.072,0.029,0.023,0.047,0.058,0.063,0.074,0.047,0.026,0.042,0.022,0.043,1.0
0.057,0.04,0.051,0.056,0.01,0.055,0.064,0.049,0.049,0.053,0.032,-0.058,0.005,0.02,0.059,0.034,0.026,0.032,-0.726,0.386,0.502,2.414,2.948,0.908,0.882,1.067,1.493,0.862,0.661,0.166,0.454,0.035,0.11,0.067,0.03,0.013,0.002,0.049,0.004,0.055,-0.005,0.077,0.04,0.178,-0.015,-0.165,-0.005,-0.207,-0.03,-1.651,-0.262,-1.099,-1.458,-1.81,-0.962,-1.551,-0.106,-1.681,3.148,-1.379,-1.681,-1.744,-5.366,-1.483,-0.611,-0.885,0.733,-1.526,-2.34,-0.161,-0.212,2.924,-0.917,-0.022,-1.934,-1.476,-1.397,-1.498,-1.51,-1.518,-1.31,-0.652,-0.981,-1.476,-2.031,0.045,-1.089,-0.295,-0.708,-0.386,-1.183,-2.25,-1.145,-1.367,-1.565,-1.59,-3.928,-1.475,-1.491,-1.433,-1.027,-1.321,-1.348,-1.241,-1.226,-1.275,-0.141,-1.335,-1.86,-1.127,-1.488,-0.967,-0.282,-0.096,0.039,-0.354,-0.181,0.004,0.228,0.055,0.016,0.087,-0.175,-0.486,0.345,-0.286,0.109,-0.409,-0.033,-0.372,0.028,0.019,0.052,0.038,0.031,0.013,0.011,0.059,0.023,0.036,0.036,0.028,0.024,0.003,0.016,0.018,0.012,0.046,0.028,0.004,1.0
0.033,0.086,0.054,0.049,0.028,0.034,0.019,0.045,0.047,0.05,0.025,0.016,0.033,0.006,-0.004,-0.058,0.038,0.141,0.752,0.928,0.85,1.02,1.364,1.977,0.824,0.988,0.868,-0.02,-0.057,0.198,0.045,0.097,0.014,0.028,-0.005,0.045,0.02,0.023,0.036,-0.013,0.014,0.012,0.019,0.116,0.008,0.13,0.069,0.168,0.307,-0.025,-0.471,-0.072,-0.063,-0.131,-1.51,-0.546,-0.938,-1.124,0.085,-2.243,0.367,-0.707,-2.305,-1.013,-0.793,-0.893,-0.317,-0.76,-0.794,-1.121,-0.879,-4.907,-0.473,-1.303,-0.985,-1.743,-0.758,-1.449,0.72,-1.684,-0.779,1.667,-0.977,-0.505,-1.43,-0.983,-0.762,-1.801,1.804,-1.611,-2.23,-1.026,-0.871,-0.466,-1.333,-0.468,-1.038,-0.459,-1.701,-1.535,-2.235,0.688,-0.104,-0.272,0.095,-0.503,-0.007,0.047,-0.014,0.965,0.014,-0.086,0.627,-0.014,0.073,0.255,0.169,-0.132,0.026,0.354,0.157,0.652,-0.031,0.127,-0.141,-0.01,-0.349,0.039,0.398,-0.293,0.015,-0.456,0.323,-0.01,-0.043,0.019,0.022,0.029,0.036,0.034,0.011,0.053,0.007,0.034,0.009,0.023,0.019,-0.071,0.054,0.049,1.0
0.018,0.022,0.032,0.037,0.054,0.007,0.051,-0.022,0.046,0.041,0.037,0.029,0.027,0.011,0.018,0.045,0.151,-0.142,-0.539,-0.07,0.03,0.411,0.311,-0.35,-0.104,0.275,-0.009,0.048,0.041,0.025,0.033,0.02,0.095,0.002,0.049,0.034,-0.003,0.027,0.015,0.018,0.021,0.043,0.033,0.123,0.026,0.002,0.244,0.238,0.14,-0.157,0.015,-0.313,1.016,-0.865,0.114,0.413,-0.076,1.985,-0.414,-0.516,-0.882,-0.608,-2.296,-0.556,0.002,0.599,-2.678,-0.022,-0.729,-1.119,-0.319,0.38,-0.729,-0.819,-0.786,-1.68,-3.212,-1.5,-0.215,-0.709,-0.73,0.447,0.621,-1.082,-0.997,-0.82,-0.884,-1.54,-0.76,-0.648,-1.334,-0.102,-0.719,-1.253,-1.056,0.758,-0.789,-0.404,-0.229,-0.75,-0.362,-1.447,-0.009,-0.496,-0.026,0.865,-0.011,-1.024,-0.385,0.018,-1.804,0.047,1.167,0.36,0.183,0.04,0.003,0.032,0.723,0.053,-0.04,-0.257,1.064,0.827,0.856,0.693,0.744,0.79,0.525,-0.495,0.071,0.038,0.047,-0.005,0.095,0.041,0.069,0.082,0.038,0.021,0.03,0.01,0.044,-0.001,0.053,0.021,0.088,0.013,0.032,-0.009,1.0
0.025,0.005,0.037,0.036,-0.024,0.033,0.021,0.044,0.04,0.048,0.036,0.018,0.021,0.024,0.033,0.008,0.012,-0.275,-0.276,0.025,-0.521,0.286,0.081,-0.126,-0.0,0.083,-0.303,0.16,-0.024,-0.007,-0.097,0.042,0.019,0.019,0.042,0.044,0.044,0.006,0.038,0.036,0.02,0.056,-0.009,0.214,0.061,-0.199,-0.022,0.029,0.015,0.093,0.127,-0.106,0.035,-0.426,-0.743,0.006,-1.636,-1.222,-0.533,-0.89,-2.676,-3.471,-1.765,-2.599,-0.983,0.302,-0.791,-0.94,-0.366,-1.148,-1.447,-1.821,-1.593,-2.337,-0.636,-1.199,-1.961,-0.343,-1.715,-1.301,-1.154,-1.084,0.426,-1.434,-0.965,-0.902,-1.074,-3.782,-1.586,-0.342,-1.191,-1.237,-1.835,-1.539,-1.254,-2.256,-1.148,-1.176,-0.824,-1.217,-1.36,-1.678,-1.293,-1.058,-1.366,-1.653,-1.305,-1.529,-0.777,-0.885,-1.231,-0.424,-0.166,0.446,-0.558,0.032,0.045,0.025,0.07,-0.117,0.35,0.346,0.871,0.065,0.775,1.362,-0.96,0.485,0.93,0.026,-0.002,0.031,0.035,-0.022,0.063,0.03,0.013,-0.019,0.011,0.013,0.107,0.045,0.017,0.014,-0.015,0.045,0.05,0.033,0.017,0.052,1.0
0.014,0.014,0.035,-0.018,0.036,0.043,0.032,-0.005,0.007,-0.017,0.069,0.048,0.03,0.025,0.019,0.043,0.09,-0.298,-0.256,0.004,0.44,-0.27,-0.456,0.02,-0.018,0.624,-0.019,0.061,-0.072,-0.078,0.005,0.118,0.085,0.021,0.025,0.034,0.05,0.041,0.011,-0.013,0.039,0.027,-0.017,-0.002,-0.206,-0.064,-0.004,0.061,-0.551,-0.26,0.236,-0.243,-0.228,-1.218,-4.604,-0.831,1.115,-2.55,-1.14,-1.126,-0.873,-0.237,-2.01,-1.013,-2.047,-1.057,-1.182,-2.052,-1.202,-2.814,-4.342,-1.549,-1.652,-1.781,0.402,-1.467,-0.473,-2.894,-0.411,-0.161,-0.253,-0.952,-1.035,-2.59,-1.22,-1.45,-2.194,-0.829,-1.964,0.163,-2.497,-3.957,-3.071,-1.055,-1.259,-2.635,-0.349,0.065,-0.365,-0.881,-1.353,-1.954,-1.245,-1.737,-1.717,-1.481,-1.308,-2.51,-1.25,-1.218,-0.881,-2.135,-1.565,-0.602,-1.312,-0.359,-0.163,-0.11,-0.053,0.562,0.107,0.474,0.36,-0.38,1.002,1.339,1.136,0.649,-0.073,-0.162,-0.135,0.043,0.187,0.046,0.021,-0.0,0.009,0.009,0.009,0.0,0.016,0.012,0.036,0.051,0.039,0.032,0.018,0.057,-0.003,0.049,1.0
0.048,0.053,0.014,0.044,0.008,0.033,0.028,0.014,0.027,0.046,0.075,0.053,0.03,0.037,0.103,0.034,0.106,0.423,0.839,0.742,2.137,1.678,0.75,1.685,0.869,0.864,0.75,0.65,-0.218,0.073,0.032,0.078,0.023,0.024,0.013,0.016,0.057,0.001,0.023,0.056,0.014,0.022,0.086,-0.103,0.056,0.016,0.108,0.528,0.715,1.287,1.492,-4.003,0.364,0.923,1.304,0.531,-0.918,2.526,4.632,2.512,0.113,-0.914,-0.016,1.352,2.251,1.473,1.214,0.8,-2.073,0.92,3.3,-0.568,0.669,1.997,1.905,0.852,-4.292,2.556,1.266,-1.435,0.975,-0.23,1.055,0.398,0.975,1.035,1.417,0.992,0.899,1.371,1.402,0.126,1.612,1.057,0.875,0.704,1.385,1.121,0.222,0.857,1.282,0.316,-0.031,1.109,0.908,1.516,0.752,0.416,1.366,-0.736,-0.18,-0.031,0.434,0.406,-0.195,-0.265,-0.05,0.02,0.161,0.09,0.035,0.158,-0.264,0.627,-0.774,0.435,-0.255,-0.205,0.131,0.689,-0.053,-0.222,0.019,-0.028,0.056,-0.055,0.003,0.011,0.043,0.044,0.052,0.026,0.017,-0.023,0.063,0.008,-0.002,0.014,-0.005,0.0,1.0
0.065,-0.008,0.026,0.026,0.038,0.016,0.024,0.021,0.045,0.051,-0.021,0.024,0.029,0.028,0.045,0.004,-0.019,0.22,-0.172,0.063,-0.238,-1.136,0.355,-0.339,0.032,0.724,0.42,0.36,1.01,0.953,0.441,0.347,0.105,0.051,0.045,0.061,0.011,0.02,0.015,0.026,0.039,0.11,0.014,0.042,-0.049,-0.007,0.308,-0.621,1.612,-0.345,0.488,-0.379,0.863,0.787,3.75,1.172,1.071,1.04,0.824,1.967,1.594,0.992,3.967,-0.513,4.346,1.886,1.301,2.67,1.299,0.75,0.601,0.804,1.381,1.194,1.746,0.651,0.94,1.018,2.987,0.738,1.011,0.981,1.392,2.105,0.498,0.826,0.508,1.19,0.858,-0.444,1.125,0.488,-0.324,3.121,1.701,1.426,0.702,0.474,0.653,-0.225,0.796,0.126,0.888,1.14,0.862,2.61,0.995,1.925,1.229,1.878,0.543,1.588,0.294,0.619,0.335,0.131,0.128,-0.168,0.227,0.033,0.018,-0.41,-0.204,0.111,0.018,0.309,0.036,0.056,-0.005,-0.723,0.105,0.046,0.064,0.105,0.059,0.11,0.005,0.018,0.0,0.023,0.039,0.043,-0.003,0.031,0.004,0.051,0.042,0.053,-0.007,0.054,1.0
0.004,0.054,0.002,-0.003,0.021,0.008,-0.013,0.022,0.04,0.063,0.006,-0.008,0.019,-0.0,0.008,0.017,0.006,0.129,0.552,0.381,1.09,1.071,0.856,0.573,0.557,0.257,-0.471,0.007,-0.293,0.03,0.018,0.003,-0.026,0.052,0.056,0.04,0.061,0.056,0.008,0.012,0.019,-0.011,-0.039,0.017,0.17,-0.119,-0.445,-0.134,0.006,0.344,-0.789,1.042,-0.086,0.686,-0.214,-0.501,-0.356,0.982,1.05,0.67,2.224,0.744,1.038,-0.392,1.394,0.989,2.995,0.812,0.548,1.169,1.39,2.72,1.972,1.085,1.351,-0.099,2.626,1.048,0.138,-1.228,1.52,-0.423,2.85,-0.011,1.172,1.436,0.588,0.353,0.877,1.165,0.859,1.056,-1.212,1.058,1.09,0.548,1.635,1.041,0.773,1.625,0.425,1.075,1.033,0.813,1.083,0.877,1.091,0.931,0.256,0.273,-0.02,0.147,0.055,0.625,0.023,-0.005,0.338,0.037,0.008,0.433,0.007,-0.852,-0.061,0.317,-0.387,0.109,0.827,-0.693,0.09,-0.089,-0.072,0.037,0.07,0.105,0.049,0.039,0.05,0.014,0.034,-0.013,0.042,0.029,0.043,0.034,0.015,-0.003,0.059,0.001,0.071,0.005,1.0
0.004,0.047,0.003,0.029,0.046,0.043,0.009,0.031,0.011,0.06,0.009,0.063,0.031,0.013,0.052,0.058,-0.159,-0.033,0.019,-0.332,-0.206,-0.197,-0.034,0.145,1.603,0.814,-0.337,0.041,-0.026,0.002,0.053,0.005,-0.008,0.002,0.095,0.023,0.054,0.012,0.044,0.054,0.063,0.026,0.041,0.186,0.035,-0.515,-0.01,0.174,0.064,0.026,0.296,0.647,-0.203,0.404,0.282,0.816,2.855,1.349,-0.599,2.049,0.762,3.596,2.229,4.69,0.59,1.124,-0.423,1.436,1.655,0.616,0.755,0.515,-1.427,1.068,0.386,1.39,0.981,2.019,1.562,3.841,1.083,1.513,0.935,-0.47,5.814,-0.583,2.873,0.457,1.132,-0.443,2.351,1.273,0.693,2.348,1.077,1.129,1.028,0.533,-2.395,2.197,-2.883,1.03,-0.155,0.832,1.115,1.545,2.846,0.04,0.141,-0.561,-1.266,-0.163,-0.831,0.191,0.048,0.439,0.407,0.543,0.852,1.125,1.19,1.18,0.721,1.255,1.052,0.847,0.645,0.967,0.767,0.316,0.534,0.137,0.062,0.056,0.004,0.009,0.026,0.009,-0.008,0.007,0.015,0.02,0.026,0.028,0.014,0.003,0.037,0.058,0.015,0.027,1.0
