@RELATION CBF

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE att97 NUMERIC
@ATTRIBUTE att98 NUMERIC
@ATTRIBUTE att99 NUMERIC
@ATTRIBUTE att100 NUMERIC
@ATTRIBUTE att101 NUMERIC
@ATTRIBUTE att102 NUMERIC
@ATTRIBUTE att103 NUMERIC
@ATTRIBUTE att104 NUMERIC
@ATTRIBUTE att105 NUMERIC
@ATTRIBUTE att106 NUMERIC
@ATTRIBUTE att107 NUMERIC
@ATTRIBUTE att108 NUMERIC
@ATTRIBUTE att109 NUMERIC
@ATTRIBUTE att110 NUMERIC
@ATTRIBUTE att111 NUMERIC
@ATTRIBUTE att112 NUMERIC
@ATTRIBUTE att113 NUMERIC
@ATTRIBUTE att114 NUMERIC
@ATTRIBUTE att115 NUMERIC
@ATTRIBUTE att116 NUMERIC
@ATTRIBUTE att117 NUMERIC
@ATTRIBUTE att118 NUMERIC
@ATTRIBUTE att119 NUMERIC
@ATTRIBUTE att120 NUMERIC
@ATTRIBUTE att121 NUMERIC
@ATTRIBUTE att122 NUMERIC
@ATTRIBUTE att123 NUMERIC
@ATTRIBUTE att124 NUMERIC
@ATTRIBUTE att125 NUMERIC
@ATTRIBUTE att126 NUMERIC
@ATTRIBUTE att127 NUMERIC
@ATTRIBUTE att128 NUMERIC
@ATTRIBUTE target {1.0, 3.0, 2.0}

@DATA
-0.456,-0.671,-0.965,-0.847,-0.977,-1.027,-0.024,-1.053,-1.081,-0.29,-0.132,-0.542,-1.369,-1.105,-0.837,-0.283,-0.619,-1.509,-1.269,-0.897,-0.546,-1.25,-2.96,-1.012,-1.329,-0.54,-1.676,0.491,0.679,1.381,0.23,-0.685,1.212,1.101,1.993,1.017,2.247,1.294,1.063,0.251,0.206,0.773,1.413,-0.198,0.694,1.007,0.833,1.405,1.14,0.791,0.411,1.118,1.123,0.453,1.091,0.882,-0.261,1.134,1.3,0.834,0.406,1.02,1.382,1.555,2.034,-0.075,1.644,2.398,1.861,2.473,2.892,0.717,0.642,-1.862,1.996,1.41,0.1,0.659,0.982,0.041,-0.041,2.192,0.871,0.65,1.178,-1.665,-0.852,-0.512,0.758,-0.836,-1.124,-0.595,0.03,1.678,0.368,-1.08,-0.653,-0.843,-3.891,0.454,-0.628,-0.521,-0.584,1.429,-1.374,-1.136,-1.422,-1.309,-0.469,0.235,-0.432,0.448,-0.963,-0.804,-2.195,-2.066,-1.142,-0.437,-1.367,-0.852,-0.863,-0.958,-1.094,-0.65,1.773,-1.088,-1.077,-1.304,1.0
-0.888,-0.486,-1.314,-2.362,-1.379,-1.375,-2.239,-0.747,-1.065,-0.584,-1.888,-0.877,-0.557,-2.535,-1.122,-1.835,0.741,0.522,1.168,0.57,0.934,0.72,2.054,0.481,-0.386,1.288,0.169,0.339,-0.485,0.91,0.386,0.001,0.933,0.846,0.655,1.18,1.186,0.69,0.881,0.716,1.267,0.6,-0.129,0.68,0.664,0.47,0.101,0.335,0.855,1.044,0.814,0.918,0.986,1.525,1.141,0.695,0.641,1.184,0.693,2.358,0.505,0.587,1.625,-2.527,-0.024,0.422,0.639,0.728,-0.066,0.989,1.027,0.997,0.897,-0.062,0.532,0.668,0.831,0.881,0.529,0.635,1.97,0.747,2.042,1.535,1.373,0.238,0.865,0.498,0.559,0.96,0.304,1.684,0.233,1.343,-1.384,-0.624,-0.708,-1.471,1.0,-0.729,-1.022,-0.616,-1.06,-3.121,-0.824,-1.951,-1.426,-0.734,-1.165,-1.318,-0.524,-0.792,-0.046,-0.919,-0.734,-0.333,-1.112,-2.42,-0.104,-1.531,-0.273,-0.839,-0.823,-0.844,-0.798,-0.749,-0.805,-1.674,1.0
-1.002,-1.156,-0.028,-0.883,-0.681,-1.173,-0.106,-0.912,-0.58,-0.71,0.236,-1.003,-1.395,-0.939,-0.962,-1.977,-0.877,-1.441,0.289,-0.285,0.675,0.453,-1.756,-0.514,-1.262,1.382,0.665,3.154,1.327,2.202,1.5,1.846,1.557,1.251,1.496,1.587,1.873,1.099,0.883,2.079,1.922,1.17,1.29,0.309,1.53,1.339,2.376,1.292,1.133,1.029,1.093,1.048,1.571,1.063,1.886,0.76,1.359,1.271,1.215,1.015,1.19,0.993,-1.352,1.951,3.343,1.982,1.262,1.759,-0.414,-0.74,-0.836,-0.573,-0.808,-0.739,-0.422,-0.813,-2.508,-0.459,-0.769,-1.085,-0.294,-0.62,1.75,-0.954,-1.025,-2.118,-0.446,-1.631,-2.535,-0.959,-0.919,-1.008,-0.258,-1.577,-0.173,-2.641,-0.41,-1.222,-0.61,-1.005,-0.753,-0.298,-0.496,-0.603,-1.765,-0.534,-0.656,-0.316,-0.529,-0.254,-0.134,-1.513,-0.64,-1.098,-0.683,-0.833,-1.047,-0.212,-0.917,-0.374,-0.02,-0.272,-0.81,-0.186,-0.787,-0.352,-0.628,-0.887,1.0
-0.197,0.613,-0.488,-0.347,-1.036,-0.808,-1.741,-0.195,-0.742,0.146,-0.863,-1.437,-0.667,-0.884,0.004,-2.088,-1.05,-1.183,-1.038,-0.648,-0.887,0.299,4.064,2.66,2.575,1.547,1.862,2.497,1.786,2.902,2.467,1.711,1.888,2.46,1.735,2.165,2.695,-0.545,1.087,0.64,-0.103,2.069,0.746,1.012,1.592,0.925,0.021,1.231,0.043,0.825,0.756,0.879,0.12,1.613,0.361,-0.171,0.317,-0.705,-0.806,-0.004,-2.142,0.504,-0.162,0.609,0.073,-0.407,-0.186,-0.777,-0.779,-1.114,-0.543,-0.543,-1.094,-1.733,0.022,-1.744,-0.43,-0.268,-0.157,-1.37,0.581,-0.591,-0.706,0.087,0.577,0.049,-0.249,0.324,-0.749,0.402,-1.112,-0.42,-0.458,-0.363,-0.714,-0.543,-0.542,-0.896,-0.075,0.226,-0.219,-1.542,-1.219,-1.682,-0.344,-1.117,-1.468,0.85,-0.723,-0.309,-0.954,0.705,-0.907,0.764,-0.044,-1.056,-1.905,-0.101,-0.633,-0.294,-0.265,-0.186,-1.145,-0.179,-0.404,-0.735,-0.64,0.593,3.0
-1.186,-0.98,-1.995,-0.878,0.771,-2.641,-0.378,-0.339,-1.751,0.228,-1.039,-1.075,-0.876,-1.629,-0.363,-1.403,-0.615,-0.096,-1.292,-4.151,-1.073,0.046,-1.128,-1.582,-1.105,-0.626,-0.515,-3.759,-0.938,-0.453,-0.896,0.442,-0.616,-0.282,0.851,-1.01,0.004,-3.374,-1.445,0.325,-0.587,0.122,-1.29,-0.948,-0.713,-0.784,-1.381,-0.596,0.635,1.216,0.133,0.682,-0.732,-1.303,0.51,0.232,0.455,0.029,0.422,0.821,0.3,-1.033,-0.116,-0.863,-1.059,-0.27,-0.147,-0.602,0.255,0.751,0.71,1.017,-0.634,1.134,0.844,0.175,1.207,-0.068,0.333,1.091,-0.197,0.429,0.921,0.265,0.821,1.421,1.209,1.469,-0.735,0.824,1.252,0.356,0.979,1.514,2.932,1.222,0.897,0.689,1.107,2.447,0.986,0.674,1.331,1.692,0.637,2.133,1.744,1.083,0.91,1.52,0.635,1.282,0.808,2.649,1.442,0.864,2.38,-1.68,-1.509,0.915,-1.579,-1.117,-0.812,-1.348,-2.448,-1.368,-1.406,-0.958,2.0
-0.515,-0.715,0.014,-0.046,-1.256,-1.132,-0.753,0.011,-0.79,-0.54,0.285,-0.119,-1.333,-0.633,-0.613,-0.229,-0.34,-0.162,-2.22,0.793,-3.004,1.19,-0.151,-1.254,-0.114,-0.424,-2.362,0.422,-1.018,1.515,-2.476,-0.058,-0.268,0.17,1.447,0.18,-0.199,0.304,0.719,0.444,0.548,0.898,0.86,2.021,1.086,0.501,1.755,1.827,2.498,1.217,0.943,0.584,3.48,0.835,0.807,2.469,2.431,1.824,2.67,1.95,1.806,2.429,1.314,2.99,2.496,1.834,0.083,0.074,-0.079,0.594,-0.09,-2.394,-0.657,0.198,-3.168,-0.568,-1.888,-0.845,-0.02,-0.96,-2.056,-0.468,-1.02,0.07,-2.154,-0.699,-0.486,-0.728,0.283,0.046,-1.432,-1.58,0.352,-2.272,0.055,-3.824,-0.387,0.17,-1.368,-1.345,2.497,-0.464,-1.327,0.852,-0.516,-1.347,-0.779,-0.276,-0.228,-0.572,-0.456,0.005,-2.356,0.376,-0.475,-0.63,1.774,0.385,-0.876,0.46,-0.535,-0.741,-0.663,-1.276,0.084,-0.118,-1.189,-0.645,2.0
-2.359,-1.642,-2.542,-1.615,-0.842,-1.466,-1.382,-1.084,-1.242,-1.256,-0.918,-1.836,-0.808,1.046,-1.767,-1.375,-1.172,-0.627,-0.599,1.037,0.913,-0.397,0.9,1.164,0.795,1.828,1.41,1.876,0.016,0.381,2.138,0.138,1.723,0.761,1.108,1.109,2.29,0.417,1.682,0.821,0.063,0.637,1.089,-0.117,1.916,0.44,1.2,1.125,0.581,0.489,0.604,0.545,0.273,1.962,1.055,3.128,0.943,0.984,0.419,0.584,2.253,0.946,0.656,0.761,0.636,0.523,-0.237,3.436,1.217,0.575,0.764,1.058,0.617,-0.527,1.824,0.22,0.638,0.455,0.023,0.425,0.769,1.158,1.838,1.49,2.233,0.326,1.029,1.047,0.851,0.147,-1.484,-1.207,-1.545,-0.88,-0.975,-1.512,-1.002,2.406,-1.637,-0.862,1.093,-1.571,-1.201,1.598,-2.487,-1.408,-0.946,-1.308,-1.404,-1.145,-1.139,-0.376,-0.399,-0.74,-0.814,-1.722,-0.133,-0.63,0.123,-1.3,-1.188,-0.605,-1.138,-0.941,-1.03,-0.261,-1.139,-0.492,1.0
-0.418,-0.281,-0.722,-0.35,-0.175,-1.031,-1.531,-0.708,-0.995,-0.848,-1.331,-0.523,-0.368,-0.398,-0.633,1.989,0.926,2.339,2.337,0.897,1.709,1.682,2.573,0.602,2.983,2.808,0.81,0.559,3.135,0.775,3.908,3.161,1.183,1.677,1.101,0.93,0.619,-0.082,1.659,-0.81,3.39,1.23,0.683,-0.262,0.756,0.312,-0.717,-0.636,0.014,1.519,0.273,-0.032,1.04,-0.168,0.218,-0.455,0.563,1.154,0.26,-0.806,-0.814,-0.637,-0.694,-0.569,-0.297,0.282,-0.181,-0.345,1.16,-0.349,-0.614,0.366,-1.551,-1.315,-0.743,0.283,-0.244,-0.76,-0.764,-0.612,-0.617,-0.662,0.334,0.269,0.557,-2.287,-1.921,-0.724,-1.038,2.042,-0.302,-0.75,-0.682,-0.946,0.646,-0.714,0.764,-0.38,-1.138,-1.113,0.202,-1.945,0.901,-1.32,-1.525,0.118,-0.716,-0.662,-0.458,-2.795,-1.5,0.17,0.621,0.12,-0.532,-0.536,-2.127,-1.122,-0.94,-0.125,0.383,-1.13,-0.272,-0.74,0.443,-1.624,-1.038,-0.582,3.0
-0.848,-0.061,-1.507,-0.939,-1.25,-0.557,-1.084,-0.471,-0.829,-0.472,-1.467,-0.33,-1.488,-0.944,-0.995,-0.261,-1.337,-0.662,-0.954,-0.908,-0.304,-0.461,0.001,-0.094,-1.084,-0.818,-0.455,-1.2,-0.798,-0.551,-0.361,0.602,-1.191,2.714,-0.363,0.271,-0.598,0.219,-0.508,0.69,-0.055,-0.587,0.215,0.216,0.245,-0.962,1.53,0.076,0.897,0.731,0.413,0.534,-0.459,0.797,1.735,0.676,1.951,-0.455,1.388,0.294,0.663,0.802,1.125,1.416,-0.046,0.075,1.203,0.263,1.318,0.876,0.101,1.662,1.498,1.267,1.671,0.904,0.91,0.735,1.147,1.129,2.161,1.718,1.036,2.904,1.497,4.834,1.098,0.14,1.324,2.606,1.433,1.711,1.741,1.062,-0.254,-1.832,-0.906,-0.483,-0.606,-1.442,-0.946,-0.082,-0.968,0.885,-0.586,-0.741,3.118,-0.584,-0.703,-0.911,-0.662,-0.155,-0.493,-0.555,-1.01,-0.797,-1.152,0.371,-1.907,-0.43,-1.196,-0.507,-0.411,-1.033,-0.838,0.039,-1.491,-0.47,2.0
-0.984,-0.84,-1.197,-0.682,-1.021,-1.24,-0.84,-1.659,-1.155,1.236,-1.358,-0.091,-1.356,-0.639,-0.938,-1.064,-1.063,-0.372,-0.562,-0.766,0.961,0.763,0.721,0.68,0.55,-0.921,0.978,0.311,1.596,1.18,0.71,1.339,0.189,-0.11,1.471,1.197,1.179,0.49,1.348,1.411,0.725,1.033,1.293,0.64,1.322,0.861,0.775,0.399,1.186,2.585,0.626,-1.131,1.048,0.252,1.463,1.11,0.729,0.533,0.407,0.774,2.104,0.866,0.981,1.847,1.051,0.744,-0.141,1.08,0.17,1.192,0.821,1.014,0.318,0.665,0.901,0.666,1.533,1.757,-0.012,0.434,0.488,0.937,1.726,1.116,0.636,1.747,0.769,0.248,-1.365,-1.29,-1.75,-1.255,-1.299,-1.024,0.399,-0.895,-0.746,0.36,-0.608,-0.339,0.784,-1.638,-1.165,-1.062,-1.476,-0.874,-0.535,-0.267,-0.378,-0.896,-0.863,-1.436,-1.433,-1.506,-1.678,-0.425,-0.787,-1.54,-0.97,-1.257,-1.026,-0.098,-1.756,-1.243,-0.779,-0.936,-1.062,-2.063,1.0
