@RELATION UMD

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC
@ATTRIBUTE att83_err NUMERIC
@ATTRIBUTE att84_err NUMERIC
@ATTRIBUTE att85_err NUMERIC
@ATTRIBUTE att86_err NUMERIC
@ATTRIBUTE att87_err NUMERIC
@ATTRIBUTE att88_err NUMERIC
@ATTRIBUTE att89_err NUMERIC
@ATTRIBUTE att90_err NUMERIC
@ATTRIBUTE att91_err NUMERIC
@ATTRIBUTE att92_err NUMERIC
@ATTRIBUTE att93_err NUMERIC
@ATTRIBUTE att94_err NUMERIC
@ATTRIBUTE att95_err NUMERIC
@ATTRIBUTE att96_err NUMERIC
@ATTRIBUTE att97_err NUMERIC
@ATTRIBUTE att98_err NUMERIC
@ATTRIBUTE att99_err NUMERIC
@ATTRIBUTE att100_err NUMERIC
@ATTRIBUTE att101_err NUMERIC
@ATTRIBUTE att102_err NUMERIC
@ATTRIBUTE att103_err NUMERIC
@ATTRIBUTE att104_err NUMERIC
@ATTRIBUTE att105_err NUMERIC
@ATTRIBUTE att106_err NUMERIC
@ATTRIBUTE att107_err NUMERIC
@ATTRIBUTE att108_err NUMERIC
@ATTRIBUTE att109_err NUMERIC
@ATTRIBUTE att110_err NUMERIC
@ATTRIBUTE att111_err NUMERIC
@ATTRIBUTE att112_err NUMERIC
@ATTRIBUTE att113_err NUMERIC
@ATTRIBUTE att114_err NUMERIC
@ATTRIBUTE att115_err NUMERIC
@ATTRIBUTE att116_err NUMERIC
@ATTRIBUTE att117_err NUMERIC
@ATTRIBUTE att118_err NUMERIC
@ATTRIBUTE att119_err NUMERIC
@ATTRIBUTE att120_err NUMERIC
@ATTRIBUTE att121_err NUMERIC
@ATTRIBUTE att122_err NUMERIC
@ATTRIBUTE att123_err NUMERIC
@ATTRIBUTE att124_err NUMERIC
@ATTRIBUTE att125_err NUMERIC
@ATTRIBUTE att126_err NUMERIC
@ATTRIBUTE att127_err NUMERIC
@ATTRIBUTE att128_err NUMERIC
@ATTRIBUTE att129_err NUMERIC
@ATTRIBUTE att130_err NUMERIC
@ATTRIBUTE att131_err NUMERIC
@ATTRIBUTE att132_err NUMERIC
@ATTRIBUTE att133_err NUMERIC
@ATTRIBUTE att134_err NUMERIC
@ATTRIBUTE att135_err NUMERIC
@ATTRIBUTE att136_err NUMERIC
@ATTRIBUTE att137_err NUMERIC
@ATTRIBUTE att138_err NUMERIC
@ATTRIBUTE att139_err NUMERIC
@ATTRIBUTE att140_err NUMERIC
@ATTRIBUTE att141_err NUMERIC
@ATTRIBUTE att142_err NUMERIC
@ATTRIBUTE att143_err NUMERIC
@ATTRIBUTE att144_err NUMERIC
@ATTRIBUTE att145_err NUMERIC
@ATTRIBUTE att146_err NUMERIC
@ATTRIBUTE att147_err NUMERIC
@ATTRIBUTE att148_err NUMERIC
@ATTRIBUTE att149_err NUMERIC
@ATTRIBUTE att150_err NUMERIC

@DATA
0.025,0.006,0.001,0.025,0.007,0.019,0.012,0.018,0.008,0.008,0.01,0.017,0.01,0.053,0.003,0.012,0.054,0.226,0.719,0.265,0.695,0.959,0.07,0.138,0.473,0.706,0.487,0.007,0.033,0.021,0.038,0.164,0.054,0.009,0.004,0.022,0.001,0.022,0.0,0.018,0.011,0.084,0.061,0.127,0.172,0.128,0.412,0.004,0.107,0.263,1.872,0.903,0.512,0.781,0.698,0.835,2.148,1.256,1.472,0.973,1.305,1.343,1.164,0.393,2.085,0.727,0.279,3.64,0.71,1.737,3.048,1.291,2.661,0.519,0.963,0.81,1.552,2.111,1.238,0.257,1.21,1.961,1.002,0.178,1.652,1.13,1.424,2.118,1.962,0.555,0.595,1.661,2.242,0.263,1.311,0.257,1.008,0.882,1.364,0.386,2.275,1.784,2.156,1.483,1.179,1.154,0.424,0.928,0.521,0.51,0.012,0.249,0.643,0.278,0.071,0.272,0.33,0.017,0.429,0.131,0.16,0.905,0.056,0.414,1.305,0.13,0.541,0.327,0.365,0.304,0.047,0.088,0.012,0.088,0.035,0.029,0.014,0.012,0.04,0.022,0.019,0.003,0.015,0.024,0.049,0.001,0.004,0.004,0.007,0.001
0.035,0.01,0.012,0.007,0.009,0.004,0.017,0.018,0.005,0.026,0.003,0.038,0.002,0.001,0.02,0.02,0.01,0.038,0.87,0.771,0.481,1.025,1.453,0.351,0.312,0.063,0.85,0.129,0.068,0.073,0.263,0.035,0.039,0.051,0.013,0.013,0.014,0.004,0.005,0.02,0.003,0.109,0.003,0.096,0.137,0.561,0.064,0.19,0.475,1.731,1.116,0.632,0.477,0.408,2.679,0.597,0.841,1.49,3.281,0.162,0.966,0.187,2.928,0.342,3.804,0.478,2.978,1.181,1.478,1.033,4.029,1.58,2.26,2.011,2.085,1.646,1.015,0.506,0.906,0.198,0.154,1.393,1.438,0.198,1.766,2.224,0.26,1.733,2.067,1.493,1.147,1.591,0.466,0.105,1.032,0.334,2.094,0.774,1.631,0.128,0.515,0.298,0.168,0.692,0.094,1.229,1.679,1.229,0.74,1.779,0.851,0.65,0.188,0.067,0.665,0.389,0.214,0.066,0.441,0.052,0.175,0.526,0.207,0.512,0.523,1.326,0.239,0.741,0.181,0.422,0.011,0.035,0.019,0.06,0.005,0.007,0.005,0.029,0.01,0.006,0.009,0.018,0.056,0.007,0.021,0.018,0.023,0.035,0.001,0.001
0.014,0.036,0.037,0.013,0.019,0.015,0.014,0.02,0.018,0.05,0.015,0.029,0.019,0.013,0.006,0.068,0.003,0.163,0.833,0.76,1.042,0.283,0.943,1.246,0.229,0.508,0.47,0.708,0.141,0.158,0.089,0.059,0.025,0.012,0.031,0.027,0.005,0.022,0.004,0.02,0.024,0.041,0.005,0.102,0.223,0.234,0.05,0.282,0.174,0.341,0.745,0.24,0.959,0.053,0.807,1.074,0.815,0.492,0.675,1.818,1.91,0.103,0.931,0.113,0.646,1.993,2.186,0.683,0.49,0.326,0.003,2.241,2.267,1.655,0.193,2.618,0.258,1.092,1.942,0.604,0.298,1.175,0.274,0.402,1.265,0.869,0.703,1.548,3.108,1.356,0.737,0.061,0.044,1.194,0.247,0.267,0.233,0.612,0.569,0.514,1.529,0.733,0.224,0.197,0.14,0.781,0.049,0.94,0.639,0.724,0.02,1.476,0.516,0.143,0.533,0.174,0.137,0.175,0.007,0.732,0.216,0.465,0.17,0.648,0.504,0.166,0.301,0.075,1.117,0.373,0.01,0.218,0.178,0.067,0.052,0.022,0.009,0.016,0.011,0.005,0.013,0.019,0.029,0.024,0.036,0.016,0.01,0.048,0.022,0.034
0.017,0.026,0.003,0.006,0.043,0.052,0.007,0.041,0.006,0.009,0.04,0.006,0.029,0.014,0.023,0.016,0.13,0.114,0.753,0.618,0.001,0.471,0.404,1.202,0.456,0.218,0.191,0.035,0.013,0.005,0.009,0.051,0.025,0.032,0.007,0.041,0.034,0.008,0.015,0.012,0.02,0.005,0.024,0.2,0.284,0.122,0.506,0.668,0.303,0.136,0.36,1.651,1.122,0.46,1.274,0.773,0.564,1.948,1.295,0.589,0.209,1.132,3.133,1.077,1.403,0.666,3.35,0.687,0.481,1.733,0.741,1.113,1.091,0.972,0.086,1.8,1.927,0.929,0.472,0.013,0.007,0.782,1.972,1.216,1.042,0.376,0.958,0.91,0.582,0.212,1.603,0.764,0.129,0.353,2.177,2.041,0.057,0.46,2.275,0.331,0.148,1.623,1.698,1.208,0.054,1.298,0.04,0.548,0.663,0.753,1.565,0.514,0.825,0.173,0.632,0.137,0.325,0.058,0.286,0.024,0.196,0.527,0.814,0.269,0.797,0.187,0.259,0.035,0.016,0.339,0.183,0.069,0.018,0.075,0.056,0.004,0.025,0.022,0.002,0.019,0.013,0.02,0.003,0.012,0.011,0.001,0.039,0.017,0.004,0.027
0.03,0.001,0.033,0.001,0.037,0.004,0.005,0.019,0.036,0.028,0.01,0.004,0.006,0.013,0.008,0.01,0.054,0.569,0.241,0.435,0.506,0.835,0.07,0.384,0.198,0.326,0.423,0.156,0.105,0.249,0.118,0.035,0.049,0.0,0.024,0.003,0.018,0.0,0.004,0.001,0.006,0.031,0.129,0.134,0.16,0.234,0.054,0.006,0.014,0.161,0.144,0.364,0.438,0.27,0.062,0.91,0.7,0.589,0.762,0.357,0.961,2.617,0.979,1.4,0.598,1.718,0.423,1.355,1.302,0.585,0.6,0.871,2.271,2.029,3.258,0.442,2.188,0.791,1.75,0.118,1.698,0.203,1.584,0.653,1.139,0.296,0.648,2.749,0.34,1.088,0.265,0.249,0.514,1.603,0.214,0.552,0.143,0.132,0.446,0.156,1.02,0.407,0.98,0.559,0.28,0.38,0.115,1.192,0.795,0.299,0.85,0.313,1.097,1.167,0.38,0.165,0.081,0.157,0.093,0.273,0.582,0.01,0.132,0.665,0.35,0.445,1.351,0.036,0.721,0.202,0.199,0.159,0.201,0.033,0.039,0.015,0.008,0.019,0.014,0.004,0.032,0.0,0.003,0.016,0.024,0.005,0.035,0.016,0.019,0.018
0.002,0.016,0.02,0.024,0.021,0.023,0.014,0.014,0.024,0.029,0.04,0.009,0.023,0.033,0.021,0.029,0.065,0.256,0.358,0.133,1.036,0.308,2.318,0.074,0.231,0.62,0.798,0.177,0.416,0.184,0.054,0.112,0.029,0.017,0.017,0.015,0.013,0.011,0.016,0.023,0.005,0.002,0.185,0.087,0.145,0.487,0.093,0.026,1.267,1.615,0.487,0.681,0.533,1.675,2.215,0.086,1.609,1.189,0.078,1.437,0.79,0.969,1.567,1.061,2.521,0.151,0.094,0.881,1.382,1.408,1.67,1.085,1.892,1.4,2.301,0.223,0.637,1.437,0.79,0.951,1.339,0.313,0.584,1.213,0.293,1.072,2.799,2.703,1.691,1.665,1.48,1.687,3.559,0.382,0.768,1.09,1.538,1.123,1.118,0.305,0.085,0.442,0.265,0.595,0.527,0.422,0.315,1.89,0.701,0.012,0.506,0.781,0.343,0.5,0.441,0.012,0.098,0.148,0.126,0.499,0.627,0.122,0.473,1.466,0.025,0.28,0.722,1.137,0.188,0.202,0.194,0.036,0.271,0.083,0.0,0.01,0.028,0.007,0.045,0.014,0.008,0.006,0.004,0.017,0.006,0.001,0.015,0.021,0.026,0.005
0.006,0.006,0.008,0.047,0.019,0.018,0.008,0.006,0.041,0.007,0.016,0.003,0.013,0.01,0.057,0.054,0.001,0.159,0.217,0.652,1.23,0.961,0.164,0.891,0.036,0.512,0.174,0.337,0.589,0.017,0.107,0.059,0.049,0.03,0.017,0.013,0.009,0.01,0.006,0.018,0.017,0.053,0.184,0.312,0.001,0.161,0.006,0.235,0.131,0.462,0.805,2.014,1.082,0.752,0.434,0.666,1.229,3.083,1.81,2.675,2.693,1.419,1.301,0.48,2.874,1.412,0.539,0.747,2.287,0.25,2.857,3.488,0.527,1.516,1.115,0.094,2.453,1.993,1.824,2.418,0.013,0.633,0.093,1.481,0.795,0.14,1.502,0.484,1.601,0.871,0.343,0.704,1.367,0.272,0.211,0.338,0.833,1.082,2.187,0.827,1.425,1.039,0.882,0.513,0.042,1.447,0.292,0.693,0.791,0.98,0.272,0.388,0.501,0.575,0.22,0.481,0.071,0.01,0.099,0.116,0.122,0.08,0.301,0.544,1.637,0.439,0.202,0.923,0.823,0.327,0.113,0.275,0.085,0.061,0.062,0.032,0.002,0.002,0.033,0.019,0.026,0.015,0.005,0.028,0.027,0.015,0.013,0.018,0.022,0.022
0.035,0.02,0.0,0.003,0.01,0.007,0.027,0.017,0.028,0.015,0.03,0.004,0.01,0.014,0.008,0.02,0.083,0.236,0.141,0.052,1.427,1.404,0.393,0.775,0.361,0.471,0.278,0.34,0.16,0.2,0.112,0.146,0.017,0.008,0.004,0.013,0.003,0.001,0.004,0.013,0.02,0.064,0.022,0.002,0.104,0.042,0.271,0.556,1.222,0.648,0.861,0.807,0.358,0.086,2.594,0.634,0.52,0.358,0.168,1.426,1.23,0.491,2.685,2.72,3.089,1.464,0.909,1.731,0.376,0.257,0.45,0.547,0.687,2.564,2.948,0.805,0.502,0.765,2.24,0.333,0.084,0.017,0.845,1.142,0.679,1.512,1.747,0.406,0.465,1.221,0.775,1.925,0.53,1.199,1.702,2.543,0.901,1.552,2.157,0.891,0.121,1.557,0.212,0.314,0.677,1.016,0.022,1.224,1.451,0.824,0.31,0.865,0.641,0.147,0.247,0.022,0.073,0.355,0.176,0.095,0.186,0.322,0.951,0.06,0.028,0.914,0.213,0.049,0.072,0.415,0.064,0.101,0.073,0.052,0.011,0.029,0.015,0.023,0.006,0.004,0.019,0.003,0.017,0.038,0.007,0.012,0.011,0.009,0.049,0.047
0.018,0.03,0.005,0.016,0.02,0.013,0.034,0.008,0.027,0.009,0.025,0.03,0.004,0.014,0.034,0.046,0.015,0.095,0.195,0.9,0.251,0.274,0.193,0.096,0.383,0.311,1.085,0.384,0.218,0.116,0.019,0.001,0.047,0.018,0.01,0.002,0.052,0.011,0.025,0.023,0.025,0.034,0.126,0.013,0.128,0.129,0.319,0.622,0.043,0.213,0.58,0.596,0.647,0.223,0.952,0.904,1.033,0.124,3.69,0.263,2.158,0.389,1.364,1.446,2.682,0.111,1.199,1.727,3.254,1.736,1.554,1.991,1.555,0.43,0.298,0.961,2.91,0.008,0.987,1.397,0.308,1.735,2.79,3.534,2.259,0.691,0.785,0.887,0.316,0.335,1.007,0.071,2.063,0.875,0.382,0.706,0.853,0.021,0.224,1.006,0.633,0.62,0.036,1.156,0.164,0.538,0.226,0.337,0.444,0.826,0.45,1.603,0.013,0.927,0.658,0.054,0.21,0.009,0.039,0.551,0.019,0.519,0.409,0.564,1.136,0.227,0.998,0.485,0.467,0.172,0.234,0.261,0.035,0.046,0.011,0.008,0.021,0.009,0.01,0.018,0.016,0.02,0.016,0.006,0.005,0.012,0.015,0.02,0.034,0.025
0.031,0.024,0.037,0.023,0.013,0.013,0.021,0.014,0.009,0.06,0.028,0.02,0.019,0.028,0.057,0.013,0.151,0.064,0.377,0.77,0.433,0.441,0.033,0.501,1.849,0.796,0.422,0.109,0.059,0.121,0.028,0.007,0.027,0.001,0.046,0.011,0.043,0.012,0.021,0.023,0.019,0.0,0.043,0.195,0.075,0.605,0.051,0.34,0.04,0.043,0.461,1.189,0.442,0.012,0.502,0.495,1.506,0.624,1.079,1.278,2.942,2.134,1.332,1.831,2.68,0.136,2.963,1.611,1.881,1.812,0.162,0.556,1.776,0.572,1.398,0.543,0.409,1.209,0.829,2.391,0.37,2.432,0.525,2.018,4.064,2.134,1.738,1.269,0.399,1.222,0.621,1.858,1.536,1.476,0.208,0.558,0.201,1.178,2.725,1.582,2.396,0.398,0.732,0.849,1.049,0.679,1.621,0.213,0.139,0.597,0.959,0.21,0.536,0.282,0.975,0.364,0.11,0.252,0.021,0.595,0.376,0.18,0.339,0.716,0.364,0.268,1.058,0.04,0.174,0.226,0.383,0.083,0.237,0.007,0.042,0.002,0.017,0.051,0.024,0.022,0.014,0.015,0.031,0.013,0.014,0.025,0.017,0.018,0.009,0.029
