@RELATION UMD

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE att97 NUMERIC
@ATTRIBUTE att98 NUMERIC
@ATTRIBUTE att99 NUMERIC
@ATTRIBUTE att100 NUMERIC
@ATTRIBUTE att101 NUMERIC
@ATTRIBUTE att102 NUMERIC
@ATTRIBUTE att103 NUMERIC
@ATTRIBUTE att104 NUMERIC
@ATTRIBUTE att105 NUMERIC
@ATTRIBUTE att106 NUMERIC
@ATTRIBUTE att107 NUMERIC
@ATTRIBUTE att108 NUMERIC
@ATTRIBUTE att109 NUMERIC
@ATTRIBUTE att110 NUMERIC
@ATTRIBUTE att111 NUMERIC
@ATTRIBUTE att112 NUMERIC
@ATTRIBUTE att113 NUMERIC
@ATTRIBUTE att114 NUMERIC
@ATTRIBUTE att115 NUMERIC
@ATTRIBUTE att116 NUMERIC
@ATTRIBUTE att117 NUMERIC
@ATTRIBUTE att118 NUMERIC
@ATTRIBUTE att119 NUMERIC
@ATTRIBUTE att120 NUMERIC
@ATTRIBUTE att121 NUMERIC
@ATTRIBUTE att122 NUMERIC
@ATTRIBUTE att123 NUMERIC
@ATTRIBUTE att124 NUMERIC
@ATTRIBUTE att125 NUMERIC
@ATTRIBUTE att126 NUMERIC
@ATTRIBUTE att127 NUMERIC
@ATTRIBUTE att128 NUMERIC
@ATTRIBUTE att129 NUMERIC
@ATTRIBUTE att130 NUMERIC
@ATTRIBUTE att131 NUMERIC
@ATTRIBUTE att132 NUMERIC
@ATTRIBUTE att133 NUMERIC
@ATTRIBUTE att134 NUMERIC
@ATTRIBUTE att135 NUMERIC
@ATTRIBUTE att136 NUMERIC
@ATTRIBUTE att137 NUMERIC
@ATTRIBUTE att138 NUMERIC
@ATTRIBUTE att139 NUMERIC
@ATTRIBUTE att140 NUMERIC
@ATTRIBUTE att141 NUMERIC
@ATTRIBUTE att142 NUMERIC
@ATTRIBUTE att143 NUMERIC
@ATTRIBUTE att144 NUMERIC
@ATTRIBUTE att145 NUMERIC
@ATTRIBUTE att146 NUMERIC
@ATTRIBUTE att147 NUMERIC
@ATTRIBUTE att148 NUMERIC
@ATTRIBUTE att149 NUMERIC
@ATTRIBUTE att150 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.058,0.035,0.039,-0.008,0.021,0.046,0.023,0.008,0.009,0.032,0.023,0.03,0.02,0.062,0.009,0.044,-0.055,-0.336,0.598,0.612,-0.243,0.821,1.201,1.217,1.684,1.559,0.772,0.151,0.09,0.062,0.081,0.22,0.08,0.014,0.047,0.038,0.015,-0.007,0.036,0.001,0.031,-0.039,-0.017,0.198,0.053,0.221,-0.142,-0.318,-0.625,-0.907,-0.765,0.612,-1.856,0.469,-0.372,-1.502,-1.987,-1.24,-1.947,-1.091,-1.951,-2.319,-1.878,-0.435,0.406,-1.141,-0.457,-1.316,-1.617,2.969,1.614,-2.111,4.143,-0.841,-0.4,-0.94,-2.137,2.091,-0.852,-0.797,-0.924,1.754,1.436,-0.824,-2.989,-1.036,-3.066,-0.425,-0.124,-0.73,-1.169,3.138,-3.92,-0.278,0.582,-0.198,-0.427,-1.083,-3.258,-0.113,-1.549,-0.846,-1.681,4.161,-0.174,-1.805,-0.26,0.126,-0.285,0.942,0.004,-0.235,0.138,0.091,0.037,-0.56,0.135,0.054,0.536,-0.083,0.053,-2.826,-0.057,-0.601,-0.188,0.041,-1.15,-0.417,-1.073,-0.229,0.075,0.049,0.04,-0.008,0.035,0.057,0.035,0.009,0.082,0.03,0.021,0.047,0.062,0.068,0.082,0.048,0.025,0.042,0.022,0.043,1.0
0.059,0.039,0.052,0.057,0.009,0.055,0.066,0.049,0.05,0.06,0.032,-0.069,0.005,0.02,0.062,0.035,0.026,0.036,-0.867,0.381,0.466,2.669,3.278,0.893,0.86,1.074,1.571,0.855,0.671,0.143,0.507,0.032,0.119,0.069,0.03,0.012,0.002,0.05,0.003,0.057,-0.005,0.082,0.039,0.206,-0.026,-0.201,-0.011,-0.217,0.057,-1.767,-0.109,-1.068,-1.48,-1.887,-0.897,-1.584,0.103,-1.734,3.9,-1.383,-1.734,-1.807,-6.033,-1.502,-0.485,-0.805,1.083,-1.553,-2.503,0.039,-0.021,3.638,-0.844,0.201,-2.029,-1.494,-1.402,-1.521,-1.534,-1.544,-1.302,-0.534,-0.918,-1.494,-2.143,0.279,-1.044,-0.116,-0.598,-0.223,-1.153,-2.399,-1.109,-1.368,-1.599,-1.628,-4.356,-1.494,-1.512,-1.445,-0.971,-1.316,-1.348,-1.223,-1.205,-1.26,0.062,-1.33,-1.943,-1.112,-1.6,-1.06,-0.298,-0.099,0.05,-0.411,-0.219,-0.001,0.264,0.061,0.016,0.099,-0.207,-0.572,0.4,-0.334,0.12,-0.483,-0.042,-0.435,0.028,0.019,0.054,0.036,0.032,0.012,0.011,0.062,0.022,0.036,0.038,0.028,0.021,0.002,0.017,0.016,0.006,0.049,0.028,0.004,1.0
0.035,0.093,0.057,0.051,0.025,0.037,0.021,0.046,0.051,0.052,0.026,0.015,0.032,0.006,-0.005,-0.075,0.038,0.145,0.808,0.962,0.843,1.029,1.424,2.138,0.791,1.002,0.911,-0.074,-0.088,0.222,0.046,0.103,0.009,0.026,-0.012,0.047,0.02,0.022,0.036,-0.017,0.011,0.007,0.02,0.134,0.008,0.149,0.08,0.193,0.354,-0.032,-0.557,-0.086,-0.079,-0.138,-1.703,-0.533,-0.966,-1.171,0.244,-2.47,0.576,-0.677,-2.541,-1.033,-0.776,-0.894,-0.221,-0.738,-0.779,-1.161,-0.878,-5.577,-0.404,-1.373,-1.002,-1.886,-0.737,-1.542,0.989,-1.816,-0.761,2.093,-0.993,-0.444,-1.522,-0.999,-0.741,-1.954,2.252,-1.733,-2.453,-1.048,-0.867,-0.395,-1.407,-0.398,-1.063,-0.387,-1.835,-1.642,-2.475,0.891,-0.077,-0.298,0.111,-0.589,-0.013,0.049,-0.024,1.122,0.008,-0.109,0.73,-0.022,0.081,0.293,0.191,-0.156,0.029,0.41,0.184,0.76,-0.038,0.149,-0.171,-0.017,-0.413,0.043,0.46,-0.346,0.013,-0.532,0.37,-0.017,-0.051,0.019,0.022,0.032,0.036,0.035,0.009,0.055,0.002,0.033,0.009,0.024,0.02,-0.084,0.055,0.055,1.0
0.02,0.024,0.032,0.036,0.055,0.007,0.051,-0.029,0.046,0.041,0.035,0.028,0.025,0.012,0.02,0.044,0.171,-0.17,-0.633,-0.09,0.03,0.479,0.362,-0.412,-0.127,0.316,-0.013,0.05,0.041,0.025,0.033,0.018,0.107,-0.002,0.05,0.034,-0.003,0.027,0.013,0.018,0.023,0.043,0.036,0.134,0.028,-0.006,0.282,0.27,0.161,-0.19,0.017,-0.366,1.198,-0.96,0.218,0.588,0.027,2.435,-0.363,-0.48,-0.906,-0.587,-2.556,-0.526,0.125,0.822,-3.002,0.096,-0.727,-1.183,-0.248,0.567,-0.727,-0.832,-0.794,-1.838,-3.626,-1.629,-0.131,-0.706,-0.73,0.643,0.847,-1.141,-1.042,-0.835,-0.909,-1.674,-0.763,-0.633,-1.433,0.003,-0.717,-1.339,-1.108,1.008,-0.797,-0.349,-0.145,-0.767,-0.351,-1.652,0.005,-0.573,-0.035,1.005,-0.015,-1.202,-0.451,0.018,-2.105,0.05,1.363,0.414,0.207,0.041,-0.004,0.035,0.838,0.054,-0.047,-0.317,1.18,0.859,0.868,0.666,0.72,0.788,0.523,-0.622,0.063,0.033,0.046,-0.012,0.106,0.042,0.073,0.087,0.039,0.019,0.028,0.012,0.044,-0.004,0.054,0.021,0.098,0.012,0.032,-0.016,1.0
0.024,0.005,0.036,0.036,-0.029,0.033,0.021,0.046,0.04,0.047,0.039,0.018,0.021,0.026,0.034,0.007,0.009,-0.324,-0.327,0.025,-0.615,0.326,0.086,-0.156,-0.007,0.087,-0.361,0.185,-0.029,-0.01,-0.118,0.042,0.019,0.019,0.042,0.044,0.044,0.006,0.037,0.036,0.02,0.057,-0.013,0.242,0.066,-0.238,-0.026,0.029,0.014,0.103,0.142,-0.13,0.063,-0.417,-0.728,0.178,-1.723,-1.233,-0.426,-0.841,-2.924,-3.851,-1.861,-2.834,-0.949,0.55,-0.726,-0.9,-0.23,-1.142,-1.49,-1.928,-1.662,-2.531,-0.546,-1.202,-2.091,-0.204,-1.805,-1.322,-1.15,-1.068,0.694,-1.475,-0.928,-0.854,-1.055,-4.215,-1.654,-0.203,-1.193,-1.246,-1.944,-1.6,-1.266,-2.436,-1.143,-1.174,-0.763,-1.221,-1.389,-1.76,-1.312,-1.039,-1.398,-1.732,-1.326,-1.587,-0.709,-0.836,-1.261,-0.378,-0.135,0.545,-0.641,0.036,0.053,0.023,0.075,-0.143,0.393,0.345,0.915,-0.049,0.768,1.449,-1.246,0.48,1.041,0.011,-0.011,0.029,0.03,-0.028,0.067,0.031,0.016,-0.022,0.009,0.014,0.116,0.045,0.018,0.014,-0.018,0.045,0.056,0.033,0.018,0.056,1.0
0.014,0.013,0.035,-0.023,0.039,0.044,0.031,-0.006,0.003,-0.021,0.076,0.049,0.029,0.026,0.02,0.046,0.103,-0.352,-0.303,-0.005,0.509,-0.319,-0.539,0.016,-0.025,0.721,-0.025,0.067,-0.085,-0.097,-0.001,0.129,0.093,0.022,0.024,0.034,0.051,0.041,0.011,-0.017,0.039,0.027,-0.027,-0.01,-0.242,-0.078,-0.005,0.065,-0.648,-0.305,0.271,-0.287,-0.272,-1.398,-5.287,-0.824,1.48,-2.779,-1.127,-1.108,-0.812,-0.069,-2.137,-0.973,-2.18,-1.025,-1.172,-2.188,-1.197,-3.077,-4.859,-1.6,-1.72,-1.87,0.676,-1.504,-0.345,-3.169,-0.272,0.021,-0.088,-0.903,-1.0,-2.813,-1.216,-1.484,-2.351,-0.759,-2.083,0.398,-2.706,-4.41,-3.375,-1.023,-1.261,-2.867,-0.2,0.283,-0.218,-0.821,-1.372,-2.073,-1.247,-1.821,-1.798,-1.521,-1.318,-2.72,-1.251,-1.214,-0.821,-2.283,-1.617,-0.516,-1.407,-0.357,-0.163,-0.117,-0.066,0.654,0.106,0.481,0.295,-0.596,1.002,1.388,1.169,0.652,-0.139,-0.214,-0.169,0.042,0.213,0.046,0.021,0.0,0.009,0.007,0.01,0.0,0.016,0.012,0.036,0.053,0.039,0.033,0.017,0.063,-0.005,0.05,1.0
0.049,0.053,0.015,0.048,0.008,0.029,0.028,0.013,0.025,0.046,0.078,0.053,0.03,0.037,0.12,0.032,0.106,0.429,0.87,0.73,2.346,1.805,0.721,1.81,0.859,0.869,0.783,0.712,-0.274,0.075,0.029,0.083,0.025,0.024,0.011,0.013,0.058,-0.002,0.023,0.058,0.015,0.023,0.099,-0.124,0.056,0.019,0.108,0.551,0.72,1.361,1.587,-4.829,0.263,0.914,1.358,0.456,-1.234,2.784,5.24,2.767,-0.032,-1.231,-0.182,1.415,2.463,1.555,1.253,0.77,-2.582,0.909,3.687,-0.826,0.618,2.166,2.059,0.83,-5.171,2.818,1.314,-1.837,0.975,-0.431,1.069,0.302,0.975,1.045,1.492,0.996,0.887,1.437,1.472,-0.017,1.717,1.07,0.858,0.657,1.451,1.144,0.094,0.835,1.331,0.205,-0.199,1.132,0.898,1.625,0.781,0.436,1.571,-0.869,-0.218,-0.04,0.504,0.469,-0.229,-0.314,-0.064,0.018,0.188,0.102,0.036,0.178,-0.314,0.727,-0.909,0.504,-0.296,-0.245,0.147,0.804,-0.064,-0.26,0.015,-0.037,0.061,-0.07,0.002,0.011,0.047,0.044,0.055,0.029,0.017,-0.03,0.064,0.008,-0.005,0.013,-0.009,-0.004,1.0
0.07,-0.011,0.026,0.026,0.037,0.016,0.025,0.021,0.049,0.053,-0.025,0.024,0.029,0.029,0.044,0.002,-0.028,0.255,-0.208,0.065,-0.283,-1.341,0.358,-0.492,-0.082,0.715,0.356,0.283,1.041,0.99,0.433,0.364,0.103,0.051,0.045,0.062,0.012,0.02,0.015,0.025,0.041,0.122,0.016,0.042,-0.065,-0.011,0.357,-0.726,1.876,-0.408,0.564,-0.46,0.941,0.804,4.234,1.212,1.089,1.052,0.799,2.131,1.697,0.994,4.466,-0.761,4.908,2.038,1.355,2.952,1.353,0.713,0.539,0.775,1.447,1.229,1.873,0.595,0.933,1.025,3.321,0.698,1.016,0.98,1.46,2.292,0.417,0.8,0.428,1.225,0.838,-0.68,1.15,0.406,-0.542,3.478,1.821,1.5,0.654,0.387,0.598,-0.425,0.766,-0.015,0.874,1.167,0.843,2.882,0.997,2.083,1.271,2.029,0.471,1.691,0.198,0.624,0.34,0.129,0.138,-0.205,0.258,0.03,0.018,-0.483,-0.241,0.125,0.013,0.36,0.041,0.059,-0.011,-0.847,0.115,0.05,0.067,0.117,0.063,0.12,0.005,0.017,-0.002,0.024,0.042,0.043,-0.004,0.031,0.003,0.052,0.042,0.053,-0.011,0.057,1.0
0.004,0.058,0.001,-0.005,0.024,0.006,-0.021,0.023,0.039,0.065,0.006,-0.01,0.019,-0.001,0.003,0.019,0.0,0.132,0.57,0.317,1.114,1.077,0.841,0.563,0.598,0.276,-0.561,-0.004,-0.35,0.03,0.018,0.004,-0.031,0.055,0.058,0.04,0.068,0.057,0.006,0.012,0.021,-0.018,-0.049,0.016,0.196,-0.141,-0.525,-0.164,-0.0,0.397,-0.921,1.216,-0.119,0.73,-0.372,-0.735,-0.581,0.975,1.052,0.608,2.422,0.695,1.038,-0.63,1.452,0.979,3.318,0.772,0.464,1.189,1.447,2.999,2.127,1.092,1.403,-0.289,2.89,1.049,-0.013,-1.607,1.599,-0.668,3.151,-0.187,1.193,1.501,0.513,0.239,0.851,1.187,0.829,1.058,-1.588,1.061,1.099,0.467,1.735,1.041,0.727,1.721,0.321,1.08,1.03,0.774,1.089,0.848,1.098,0.912,0.144,0.216,-0.075,0.148,0.054,0.723,0.02,-0.01,0.388,0.038,0.006,0.5,0.002,-0.998,-0.077,0.365,-0.452,0.119,0.957,-0.815,0.1,-0.105,-0.09,0.037,0.078,0.115,0.05,0.038,0.053,0.014,0.033,-0.015,0.044,0.029,0.044,0.034,0.015,-0.004,0.062,-0.0,0.079,0.003,1.0
0.003,0.049,0.002,0.031,0.047,0.043,0.007,0.031,0.011,0.068,0.007,0.066,0.034,0.013,0.059,0.062,-0.188,-0.042,0.015,-0.392,-0.246,-0.236,-0.041,0.164,1.867,0.95,-0.399,0.048,-0.034,-0.001,0.054,0.005,-0.013,0.002,0.103,0.023,0.059,0.013,0.043,0.054,0.067,0.026,0.04,0.213,0.038,-0.602,-0.017,0.201,0.072,0.029,0.339,0.751,-0.255,0.404,0.214,0.811,3.176,1.413,-0.861,2.228,0.726,4.031,2.437,5.308,0.525,1.149,-0.656,1.513,1.769,0.556,0.717,0.437,-1.828,1.082,0.286,1.458,0.981,2.192,1.659,4.319,1.102,1.603,0.928,-0.711,6.621,-0.842,3.189,0.369,1.158,-0.679,2.581,1.323,0.646,2.577,1.094,1.156,1.038,0.459,-2.957,2.4,-3.527,1.039,-0.344,0.808,1.139,1.658,3.225,-0.0,0.144,-0.663,-1.487,-0.197,-0.977,0.219,0.054,0.494,0.406,0.515,0.849,1.155,1.225,1.211,0.675,1.298,1.061,0.822,0.587,0.98,0.796,0.319,0.6,0.149,0.062,0.055,0.002,0.009,0.029,0.006,-0.009,0.008,0.012,0.019,0.023,0.025,0.014,0.001,0.038,0.058,0.015,0.031,1.0
