@RELATION ItalyPowerDemand

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE target {1.0, 2.0}

@DATA
-2.216,-0.789,-0.58,-1.85,-1.618,-1.37,-1.268,0.038,1.055,1.284,0.531,0.967,0.599,0.466,-0.519,-0.153,-0.354,0.706,0.964,1.123,1.803,1.363,-0.285,-0.854,1.0
-0.991,-0.597,-1.772,-1.656,-1.6,-1.036,-1.109,-0.298,0.647,1.082,1.36,0.79,0.982,0.434,0.358,0.641,-0.893,-0.965,0.117,1.983,1.244,0.788,0.671,0.026,1.0
-0.384,0.636,-0.337,0.46,-0.548,-0.269,0.128,-1.268,-4.27,-1.027,1.314,-0.086,-0.385,-0.431,-0.472,1.578,-0.272,-0.578,0.785,-0.405,0.061,2.434,2.514,1.52,2.0
-0.705,-2.669,-2.478,-1.377,-1.822,-1.428,-1.456,0.227,-3.752,1.082,1.465,1.07,0.919,0.532,0.733,0.985,-0.647,0.34,0.854,2.665,0.784,1.917,0.328,-1.452,2.0
-1.103,-1.287,-1.569,-1.984,-1.541,-2.266,-1.074,-0.556,0.518,1.034,1.153,-0.217,0.658,-0.218,0.539,1.905,0.509,1.154,1.37,1.073,0.438,0.519,-0.244,-0.897,1.0
-0.385,-0.248,-1.079,-1.287,-1.141,-1.215,-1.595,-0.594,0.56,-0.277,0.526,0.061,0.572,0.237,-0.073,-1.273,-0.153,0.789,-0.532,1.157,1.451,1.897,0.43,1.888,1.0
-0.249,-1.622,-0.513,-1.049,-0.507,-0.833,-1.809,0.139,0.151,1.794,1.76,2.138,1.385,0.719,0.266,-0.046,-0.456,0.974,-0.243,-0.155,2.568,-0.113,-0.014,0.152,2.0
-0.836,-1.371,-2.085,-1.92,-2.047,-1.545,-1.135,-0.603,0.531,1.536,1.284,0.392,0.43,0.258,0.205,2.03,0.701,0.815,1.547,1.05,-0.301,0.325,0.11,0.41,1.0
-1.429,-1.076,-1.586,-1.796,-1.549,-1.597,-0.749,-0.863,-0.917,1.045,1.095,1.716,0.764,1.087,0.35,0.946,1.607,0.64,0.868,0.557,0.695,0.518,1.084,0.138,1.0
-0.606,2.425,-1.295,-1.72,-1.07,-1.34,-2.212,-0.805,0.21,0.581,1.629,1.424,0.775,0.371,0.765,0.627,0.96,1.727,-0.308,0.886,-0.153,1.846,-0.075,-0.726,2.0
