@RELATION ItalyPowerDemand

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
0.742,0.528,0.577,0.313,0.199,0.002,0.427,0.101,0.112,0.226,0.345,0.039,0.298,0.486,0.491,0.664,0.206,0.312,0.395,0.336,0.663,1.387,0.541,0.993
0.058,0.617,0.125,0.101,0.14,0.398,0.279,0.568,0.373,0.215,0.783,0.796,0.328,0.104,0.11,0.115,1.24,0.775,0.654,0.621,0.396,1.436,1.626,0.496
0.697,0.172,0.727,1.08,0.332,0.09,0.601,1.189,1.262,0.592,1.236,0.008,0.279,0.229,0.218,1.542,0.622,0.207,1.973,0.069,1.195,0.313,0.595,0.268
0.144,0.936,0.888,0.116,0.431,0.018,0.131,0.974,2.085,0.017,0.099,0.28,0.7,0.192,0.048,0.184,0.512,0.93,0.268,1.692,1.404,1.194,0.78,0.927
0.348,0.201,0.071,0.27,0.122,0.319,0.061,1.06,0.605,0.081,0.753,0.681,0.002,0.563,0.703,0.867,0.415,0.789,0.214,0.001,0.108,0.202,0.322,0.693
0.701,0.149,0.568,0.237,0.003,0.417,0.187,0.357,0.936,0.159,0.988,0.694,0.215,0.1,0.423,1.059,0.396,1.623,0.051,1.518,2.014,1.096,1.305,1.227
0.586,0.902,0.292,0.333,0.482,0.432,0.187,1.095,0.139,0.978,0.051,0.303,0.495,0.142,0.362,0.686,1.227,0.477,0.971,0.578,2.071,0.823,0.752,0.664
0.456,0.004,0.361,0.323,0.829,0.089,0.065,0.773,0.085,0.598,0.256,1.201,0.483,0.264,0.621,0.933,0.291,0.77,0.32,0.194,0.469,0.048,0.459,0.704
0.802,0.424,0.247,0.205,0.03,0.28,0.551,1.235,1.136,0.025,0.16,0.334,0.064,0.218,0.548,0.283,0.544,0.147,0.226,1.387,0.594,0.339,1.311,0.515
1.222,1.889,0.01,0.682,0.747,0.035,0.422,0.092,0.178,0.992,1.381,0.121,0.169,0.378,0.08,0.373,0.058,0.8,0.82,0.491,0.171,2.032,0.439,2.149
0.364,1.278,0.01,0.635,0.304,0.258,0.294,0.596,1.268,0.674,0.738,0.445,0.267,0.231,0.749,1.032,1.06,0.321,0.001,0.253,0.776,0.847,0.116,0.744
0.14,1.333,0.164,0.037,0.936,0.646,0.378,0.026,0.501,0.109,1.166,0.002,0.347,0.045,0.339,0.385,0.137,0.4,1.253,1.324,0.087,1.322,0.553,0.202
1.857,0.117,0.566,0.081,0.645,0.514,0.019,0.246,1.146,2.44,1.068,0.098,0.391,1.052,0.376,0.622,0.195,0.569,0.006,0.775,1.582,0.542,0.946,0.259
0.822,1.08,0.002,0.111,0.25,0.184,0.016,1.03,0.552,0.327,0.085,0.384,0.279,0.615,0.697,0.188,0.424,0.271,0.252,1.841,1.094,0.472,0.574,0.958
0.215,0.537,0.506,0.289,0.094,0.222,0.081,0.409,0.044,1.408,0.247,0.421,0.151,0.588,0.807,0.767,0.705,0.776,0.828,0.812,0.455,0.789,0.452,1.282
2.183,0.065,0.183,0.488,0.138,0.08,0.489,1.507,0.42,1.116,0.105,0.178,0.55,0.739,0.151,0.019,0.054,0.349,0.251,0.369,1.254,0.595,1.124,0.849
1.215,0.155,0.009,0.171,0.126,0.139,0.028,1.099,0.936,0.085,0.336,0.308,0.717,0.361,0.534,0.326,0.828,0.84,0.264,0.691,0.231,0.268,0.813,0.388
1.403,0.356,0.478,0.495,0.16,0.652,0.186,0.797,0.773,1.171,0.533,0.673,0.259,0.044,0.842,0.108,0.426,0.76,0.697,0.214,1.502,0.683,0.985,0.29
0.368,0.067,0.366,0.157,0.082,0.147,0.092,0.427,1.497,0.417,0.526,0.416,0.417,0.174,0.513,0.969,0.605,1.387,1.18,0.424,0.937,1.786,1.069,0.133
1.095,0.093,0.421,0.9,0.77,0.429,0.897,0.372,1.216,0.038,0.221,0.713,0.287,0.522,0.811,0.186,0.803,1.272,0.245,0.157,0.38,0.799,0.779,1.021
0.564,1.075,0.379,0.779,0.575,0.615,0.72,0.532,0.472,1.121,0.094,1.023,0.099,0.2,1.204,0.684,0.503,0.74,2.162,0.019,0.036,0.514,1.193,0.908
0.186,0.69,0.234,0.174,0.146,0.004,0.134,0.033,0.378,0.502,0.151,0.402,0.261,0.28,0.468,0.287,0.859,0.786,0.797,0.049,0.09,0.74,0.559,1.599
0.65,0.702,0.205,0.333,0.342,0.084,0.255,1.299,0.142,0.457,0.241,0.221,0.4,0.439,0.441,0.385,0.141,0.066,1.322,0.287,0.778,0.08,0.562,1.047
0.248,0.04,0.197,0.67,0.06,0.021,0.332,0.537,0.235,0.379,1.428,0.001,0.454,0.103,0.214,0.379,0.512,0.731,0.198,0.165,0.482,1.041,0.478,0.719
0.469,0.533,0.022,0.004,0.222,0.099,0.2,0.297,0.885,0.184,0.368,1.196,0.505,0.039,0.706,0.511,1.388,0.32,0.041,0.249,0.945,0.304,1.752,0.328
1.088,0.801,0.607,0.703,0.138,0.291,0.372,0.518,0.602,0.011,0.39,0.145,0.199,0.313,0.346,0.705,0.77,1.729,0.104,0.372,0.167,0.448,0.294,1.472
0.182,0.78,0.335,0.294,0.435,0.061,0.526,0.227,1.264,0.941,1.604,0.267,0.043,0.459,0.628,0.453,0.369,1.466,0.035,1.213,1.552,0.717,1.385,0.545
1.021,0.158,1.119,0.688,0.688,0.141,0.273,0.271,0.169,0.107,0.169,0.263,0.692,0.285,0.076,0.067,0.074,1.289,1.415,0.121,0.917,0.457,0.961,0.298
0.006,0.656,0.982,0.491,0.079,0.388,0.777,0.51,0.149,0.222,0.202,1.008,0.423,0.749,1.334,0.163,0.064,0.279,0.436,0.078,1.513,1.491,0.574,0.674
1.493,0.186,0.651,0.428,0.345,0.13,0.204,0.512,0.616,0.784,0.025,0.667,0.227,0.358,0.575,0.43,0.167,0.578,1.138,0.223,0.702,0.403,0.598,0.052
0.596,0.236,0.567,0.209,0.006,0.436,0.092,0.779,2.056,0.551,0.235,0.01,0.329,0.041,0.428,0.867,0.887,0.676,0.275,1.428,1.121,1.395,0.924,1.586
0.003,0.941,0.335,0.384,0.17,0.089,0.33,0.615,1.091,1.496,0.037,0.735,0.477,0.633,0.443,0.653,0.3,0.123,0.831,0.278,0.069,1.275,1.311,0.822
0.201,0.073,0.039,0.361,0.32,0.187,0.498,0.324,0.882,0.891,0.886,1.333,0.606,0.028,0.921,1.173,0.072,0.15,0.727,0.06,0.02,0.157,0.436,1.029
