@RELATION SonyAIBORobotSurface1

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC

@DATA
0.186,0.866,2.12,0.022,0.651,0.37,0.94,0.427,0.207,0.21,0.723,0.018,1.299,0.123,0.42,0.534,2.236,0.362,0.44,0.222,0.245,0.584,0.141,0.677,0.027,0.456,0.739,1.548,0.814,0.46,0.292,0.037,0.356,0.507,0.564,0.254,0.643,0.467,0.069,1.006,1.096,0.909,1.193,0.094,2.092,1.186,0.536,1.73,0.786,0.745,1.173,1.218,0.341,0.314,0.864,0.696,0.396,0.242,0.167,0.378,0.543,0.081,0.029,0.1,0.977,0.309,0.518,0.324,0.772,0.294
1.685,1.544,0.859,0.294,1.879,0.968,0.021,1.372,0.234,0.543,0.722,0.565,0.205,0.373,0.331,0.426,1.234,0.232,0.127,0.49,0.1,1.194,0.181,1.533,0.461,0.481,0.034,1.055,0.231,0.361,0.179,0.428,0.024,0.829,0.415,0.765,0.217,0.187,1.121,0.749,1.252,0.692,0.463,1.544,0.041,0.012,0.234,0.49,0.186,1.801,0.308,0.462,0.434,0.097,2.355,1.077,1.814,0.72,0.259,0.301,0.473,0.451,0.022,0.038,0.083,0.213,0.646,0.64,0.041,0.084
0.389,0.129,0.433,1.733,0.259,1.136,1.018,0.916,0.09,0.347,0.501,0.763,0.19,0.278,0.226,0.744,0.225,0.281,0.673,0.444,0.097,0.109,0.205,0.107,0.099,0.806,0.952,0.146,0.184,0.786,0.082,0.685,0.6,0.736,0.04,0.273,0.752,0.199,0.952,0.714,0.1,3.149,1.111,1.458,0.114,0.359,0.164,1.053,0.294,0.859,1.916,0.632,0.537,0.03,0.573,1.174,1.545,0.881,0.459,0.526,0.735,0.24,0.155,0.397,0.484,0.102,0.457,0.964,0.064,0.534
1.324,0.166,0.57,0.609,0.223,1.872,0.437,1.569,1.171,0.905,1.261,0.517,0.818,1.495,0.772,0.743,0.846,0.377,0.48,0.465,1.077,0.795,0.677,0.361,0.011,0.136,0.216,0.311,0.723,1.019,0.085,0.217,1.22,0.889,0.178,0.225,0.895,0.179,0.503,0.54,1.574,2.04,0.01,1.004,0.467,1.219,0.93,0.15,1.217,1.149,0.864,0.613,0.349,0.252,0.202,1.474,0.901,2.147,0.067,0.186,0.619,0.287,1.376,0.348,0.706,0.403,0.787,0.708,0.232,1.019
0.287,1.456,1.785,0.307,0.658,1.9,0.526,0.137,0.889,1.017,0.567,0.755,1.836,0.926,0.42,1.052,0.1,0.651,1.381,0.292,0.052,0.181,0.628,0.269,0.518,0.178,0.629,0.829,0.82,0.512,0.23,0.159,0.488,0.23,0.366,0.686,0.622,1.247,0.538,0.56,1.784,0.394,1.566,0.066,0.041,0.215,0.701,1.656,1.063,0.605,1.248,0.658,0.786,0.606,0.798,2.118,0.467,0.281,0.493,0.124,0.112,0.996,0.003,0.023,0.382,0.123,0.076,0.567,1.351,0.664
0.705,0.458,0.114,0.528,0.387,0.327,0.354,0.183,1.426,1.111,1.991,0.149,0.231,0.461,0.263,0.137,0.378,0.356,1.604,0.491,0.943,0.746,0.306,0.099,0.641,0.84,0.596,0.799,0.377,0.876,0.148,0.407,0.003,0.116,0.471,0.251,0.388,0.61,0.219,0.787,0.045,3.139,1.466,1.06,1.682,0.797,0.071,0.55,0.038,0.718,0.462,0.862,0.229,0.063,0.296,0.041,0.038,1.247,0.553,0.801,0.347,0.052,0.431,0.76,0.492,0.147,0.273,0.464,0.202,0.047
1.015,1.149,0.661,1.321,0.387,0.962,0.454,0.312,0.097,0.254,1.94,1.502,1.46,0.155,0.54,0.278,0.025,1.379,0.604,0.261,0.576,0.706,0.558,0.571,0.343,0.168,0.111,0.813,0.763,0.56,0.926,0.314,0.188,0.518,0.336,1.24,0.694,0.674,0.762,0.41,0.225,1.807,0.132,0.333,1.551,0.445,1.111,1.233,0.478,1.378,1.809,0.464,0.063,0.019,0.233,0.803,0.131,1.166,0.338,0.733,0.759,0.296,0.092,0.203,0.275,0.273,0.48,0.588,0.657,0.718
0.358,0.675,0.121,0.396,2.691,0.143,0.246,0.43,0.624,0.689,0.403,2.249,0.066,0.262,0.116,0.143,0.46,0.533,1.13,0.756,0.106,0.291,0.023,1.492,0.232,0.701,0.851,0.039,0.078,0.127,0.004,0.969,0.39,0.03,0.517,1.189,0.124,1.19,0.741,0.128,0.504,1.246,1.97,0.199,2.273,0.081,1.365,0.632,1.055,0.078,1.044,0.816,0.949,0.776,0.197,1.328,2.636,1.198,1.322,0.212,0.058,0.33,0.313,0.412,0.181,0.086,0.871,0.176,0.051,1.054
1.094,0.048,0.711,0.17,0.947,0.62,0.812,1.221,0.138,0.355,0.503,0.015,1.866,0.852,0.395,0.712,0.073,0.028,1.015,0.488,0.139,0.205,0.946,0.078,0.357,0.247,0.342,0.149,0.068,0.461,0.486,1.156,0.26,0.107,0.599,0.346,0.221,0.602,1.08,0.712,0.646,0.032,0.634,1.352,0.288,0.38,0.83,0.622,0.142,1.086,0.011,0.739,1.899,0.814,0.889,0.183,0.895,1.787,0.039,0.382,0.546,1.05,0.38,0.031,0.249,0.24,0.408,0.049,0.882,0.52
0.368,2.389,0.916,0.717,0.147,1.13,0.545,0.16,0.461,1.903,0.135,0.55,1.265,2.007,0.575,0.122,1.199,0.473,0.495,0.088,0.525,0.54,1.064,0.896,0.49,0.382,0.795,0.37,0.204,0.583,0.453,0.111,0.26,0.49,1.211,0.096,0.844,1.877,1.541,0.698,1.067,2.618,1.394,0.412,2.461,2.137,1.576,0.221,0.064,1.185,1.342,0.329,0.112,0.385,0.287,1.021,0.997,0.204,0.117,0.559,0.97,0.589,0.123,0.416,0.405,0.408,0.172,0.616,0.258,1.493
