@RELATION ECG200

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE target {-1.0, 1.0}

@DATA
0.032,0.61,0.759,2.132,1.843,0.67,0.748,1.609,0.941,0.315,-0.055,-0.932,-0.233,0.066,-0.463,-0.635,-0.259,-0.436,-0.347,-0.553,-0.289,-1.029,-1.197,-1.077,-1.17,-0.899,-1.189,-0.966,-1.187,-1.144,-1.996,-1.671,-1.432,-1.598,-2.069,-1.7,-0.642,-1.831,-2.94,-1.413,-1.575,-1.411,-2.091,0.149,-1.218,-1.133,-0.652,-1.521,-0.454,-0.522,0.003,0.312,-0.203,0.226,0.127,0.474,0.677,0.489,0.587,0.773,0.594,0.624,0.842,0.692,0.709,0.615,0.795,0.596,1.163,0.418,0.664,0.567,0.627,0.257,0.693,0.187,0.71,0.779,0.682,0.892,0.691,0.842,0.934,0.855,0.87,1.039,0.788,0.732,0.642,0.287,0.037,0.763,0.541,0.857,0.734,0.426,-1.0
0.224,0.839,0.443,0.361,0.38,-0.176,0.422,-0.466,-1.566,-1.165,-0.855,-0.507,-0.688,-0.78,-1.537,-1.814,-0.766,-1.559,-1.869,-1.022,-1.794,-1.728,-0.875,-1.693,-1.039,-2.229,-2.237,0.125,-1.652,-0.707,-0.393,-0.461,0.206,0.233,0.527,0.774,0.264,1.608,0.538,1.392,1.422,-0.176,0.391,1.141,1.486,0.873,0.804,1.051,1.524,1.018,0.499,0.956,0.419,1.128,0.853,-0.098,0.33,0.227,0.512,0.57,0.602,0.452,0.39,0.188,0.592,0.874,0.647,0.718,0.881,0.546,-0.378,0.027,-0.277,-0.835,-0.426,-0.949,0.085,0.023,-1.056,-0.72,0.232,-0.492,-0.546,-0.585,-0.582,-0.676,-0.526,-0.334,0.187,0.803,2.433,2.8,1.681,-0.015,-1.681,-0.146,1.0
0.035,-0.159,0.29,0.088,1.488,2.198,1.896,1.681,1.303,0.24,-0.05,1.08,-0.552,-0.304,0.37,-0.174,-0.35,-0.347,-0.327,-0.409,-1.208,-0.762,-0.875,-1.273,-0.95,-1.176,-1.549,-1.438,-0.904,-1.691,-1.944,-1.656,-1.616,-1.751,-1.803,-2.034,-2.153,-1.922,-1.637,-2.028,-1.817,-1.65,-1.29,-1.692,-0.797,-1.137,0.1,0.038,-0.233,0.1,0.143,-0.513,0.265,0.479,0.257,0.506,0.807,0.569,0.666,0.785,0.666,1.025,0.817,0.825,0.724,0.96,0.743,0.899,0.804,0.54,0.622,0.892,0.73,0.446,0.582,0.826,0.8,0.778,0.618,0.408,0.516,0.513,0.455,0.591,0.473,0.256,0.747,0.291,0.441,0.769,0.651,0.299,0.814,0.755,0.811,0.557,-1.0
1.389,2.143,1.742,1.538,1.75,1.583,0.472,0.431,0.57,0.309,0.533,0.465,0.892,0.457,0.523,-0.516,-0.024,-0.411,-0.233,-0.386,-0.221,-0.393,-0.554,-0.302,-0.14,-0.546,-0.789,-0.626,-1.019,-1.267,-1.849,-1.597,-1.431,-1.695,-1.891,-1.152,-1.181,-0.96,-1.96,-1.028,-1.738,-2.182,-1.902,-0.213,-0.581,-1.509,0.148,-0.596,0.203,-0.024,-0.978,-1.237,-0.179,0.158,0.251,0.266,0.412,0.464,0.431,0.453,0.492,0.326,0.462,0.46,0.32,0.298,0.137,0.306,0.343,0.244,0.272,0.136,0.318,0.022,0.513,0.302,0.273,0.334,0.399,0.573,-0.037,0.241,0.14,0.252,0.402,0.133,0.567,0.706,0.671,2.023,2.809,1.496,1.208,1.235,1.165,0.701,-1.0
0.802,0.708,2.67,3.644,1.761,0.626,1.619,0.731,0.759,0.617,0.777,0.416,-0.067,-1.028,-0.73,-1.793,-0.917,-1.055,-1.234,-1.244,-1.302,-1.283,-0.897,-1.613,-1.384,-1.375,-1.806,-1.825,-2.105,-1.881,-0.999,-2.388,-1.943,-1.719,-1.761,-0.689,-0.957,-0.001,-0.122,0.419,2.28,0.647,1.246,1.291,1.029,1.421,0.752,1.368,0.52,0.728,0.8,0.508,0.663,0.258,0.38,0.512,0.482,0.647,0.279,0.49,0.488,0.339,0.233,0.334,0.29,0.653,0.274,-0.015,0.167,0.133,0.077,0.386,0.603,0.548,0.553,0.684,0.591,0.601,0.147,0.068,-0.028,-0.107,0.016,0.309,0.087,0.155,-0.185,-0.137,-0.425,-0.009,-0.196,-0.204,0.179,-0.494,0.493,0.682,1.0
0.253,0.959,2.283,1.206,3.449,0.684,-1.927,-0.939,0.789,0.075,-0.466,0.642,-0.061,-0.993,-1.492,-1.445,-1.135,-1.108,-1.839,-1.323,-1.658,-1.84,-1.234,-1.558,-1.898,-1.653,-1.303,-1.936,-2.359,-2.189,-0.724,-1.689,-1.852,-1.349,-1.435,-1.167,-0.745,-0.537,-0.194,0.451,0.511,0.368,0.754,1.638,1.664,0.208,0.92,0.969,0.521,0.208,0.764,1.304,0.538,0.488,0.471,0.529,1.094,-0.022,1.121,0.852,0.17,0.824,0.642,0.954,0.22,0.78,0.42,0.712,0.901,0.208,0.509,0.356,0.853,0.978,0.945,1.214,1.32,0.605,0.304,0.694,0.485,0.616,0.269,0.505,0.34,0.802,0.377,0.302,-0.194,0.202,0.509,0.782,0.217,0.239,0.387,0.381,1.0
1.006,2.127,2.4,1.255,2.713,2.764,2.3,0.711,0.323,-0.016,0.463,-0.107,-0.461,0.403,-0.102,0.035,-0.074,0.254,-0.732,-1.2,-0.441,-0.726,-0.96,-0.719,-1.157,-0.455,-0.175,-0.968,-0.857,-0.629,-0.59,-1.269,-1.874,-1.804,-1.817,-2.191,-0.989,-1.83,-1.404,-0.722,-2.392,-2.011,-1.022,-1.472,-1.146,-1.589,-1.391,-0.918,-0.746,-0.832,-0.323,-0.125,-0.117,-0.073,0.272,0.361,0.285,0.377,0.4,0.44,0.542,0.734,0.769,0.485,0.576,0.714,0.516,0.645,0.432,0.314,0.779,0.66,0.722,0.665,0.933,0.218,0.565,0.467,0.634,0.474,0.625,0.8,0.873,1.607,0.932,-0.076,0.407,0.429,0.055,0.231,0.361,0.618,1.23,0.24,0.243,0.226,-1.0
0.738,0.872,2.63,2.198,2.827,2.426,1.632,1.054,0.459,-0.461,-0.069,0.228,-0.061,-0.164,-0.093,-0.022,-0.404,-0.663,-0.495,-0.683,-0.778,-0.697,-0.872,-1.206,-1.144,-0.806,-1.481,-2.244,-1.872,-1.237,-1.994,-2.819,-2.589,-2.16,-1.73,-1.793,-1.814,-0.444,-0.639,-2.089,-0.965,-0.775,-0.409,1.004,0.524,-0.108,0.211,0.425,0.419,0.57,0.354,0.403,0.803,0.549,0.503,0.557,0.632,0.216,0.299,0.473,0.117,0.572,0.43,0.525,0.586,0.541,1.42,0.657,0.628,1.05,1.015,0.8,0.611,0.462,0.55,0.545,0.775,0.639,0.68,0.454,0.417,0.39,0.205,-0.017,0.564,0.323,0.405,0.501,-0.298,0.292,-0.825,0.845,-0.245,-0.998,0.402,0.066,-1.0
-0.331,1.373,2.562,1.889,1.188,-0.236,-2.112,-0.542,0.057,-0.1,-0.12,-0.007,-0.365,-0.893,-0.99,-0.654,-1.576,-0.644,-1.354,-1.183,-1.402,-1.827,-0.9,-1.904,-1.74,-1.498,-1.903,-2.016,-1.865,-1.415,-2.107,-1.636,-2.361,-1.14,-1.678,-1.076,-0.494,-0.163,0.624,0.055,0.532,0.008,1.63,1.098,1.011,0.43,2.371,0.937,0.169,1.045,0.755,0.807,0.613,0.272,0.697,0.791,0.584,0.812,0.712,0.625,0.638,0.818,0.54,0.77,0.77,0.418,0.64,0.257,0.368,0.486,0.625,0.469,0.373,0.907,0.805,1.01,0.713,0.371,0.325,0.54,0.033,0.293,0.537,-0.212,0.322,0.382,-0.051,0.093,-0.287,0.079,-0.402,0.064,0.046,-0.097,0.776,0.144,1.0
1.525,2.927,2.639,2.25,0.181,0.771,0.031,3.187,1.934,2.153,0.158,0.25,-0.442,-0.853,-0.77,-0.932,-0.829,-0.904,-1.136,-1.26,-1.491,-1.599,-1.478,-1.175,-1.608,-1.445,-1.869,-2.028,-2.425,-1.842,-2.506,-1.412,-2.267,-0.45,-0.981,0.109,-0.633,-0.324,0.441,0.135,0.674,1.701,0.603,1.022,0.785,1.103,-0.43,0.857,0.654,0.568,0.261,0.516,0.683,0.654,0.69,0.616,0.508,0.38,0.731,0.299,0.555,0.389,0.289,0.281,0.195,0.259,0.342,0.108,0.138,0.098,0.265,-0.038,-0.082,0.355,0.435,0.356,0.395,0.689,0.095,0.688,0.127,-0.082,-0.155,-0.132,-0.107,0.237,-0.154,-0.128,0.008,0.401,-0.165,-0.344,-0.435,-0.303,0.01,0.253,1.0
