@RELATION UMD

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC
@ATTRIBUTE att83_err NUMERIC
@ATTRIBUTE att84_err NUMERIC
@ATTRIBUTE att85_err NUMERIC
@ATTRIBUTE att86_err NUMERIC
@ATTRIBUTE att87_err NUMERIC
@ATTRIBUTE att88_err NUMERIC
@ATTRIBUTE att89_err NUMERIC
@ATTRIBUTE att90_err NUMERIC
@ATTRIBUTE att91_err NUMERIC
@ATTRIBUTE att92_err NUMERIC
@ATTRIBUTE att93_err NUMERIC
@ATTRIBUTE att94_err NUMERIC
@ATTRIBUTE att95_err NUMERIC
@ATTRIBUTE att96_err NUMERIC
@ATTRIBUTE att97_err NUMERIC
@ATTRIBUTE att98_err NUMERIC
@ATTRIBUTE att99_err NUMERIC
@ATTRIBUTE att100_err NUMERIC
@ATTRIBUTE att101_err NUMERIC
@ATTRIBUTE att102_err NUMERIC
@ATTRIBUTE att103_err NUMERIC
@ATTRIBUTE att104_err NUMERIC
@ATTRIBUTE att105_err NUMERIC
@ATTRIBUTE att106_err NUMERIC
@ATTRIBUTE att107_err NUMERIC
@ATTRIBUTE att108_err NUMERIC
@ATTRIBUTE att109_err NUMERIC
@ATTRIBUTE att110_err NUMERIC
@ATTRIBUTE att111_err NUMERIC
@ATTRIBUTE att112_err NUMERIC
@ATTRIBUTE att113_err NUMERIC
@ATTRIBUTE att114_err NUMERIC
@ATTRIBUTE att115_err NUMERIC
@ATTRIBUTE att116_err NUMERIC
@ATTRIBUTE att117_err NUMERIC
@ATTRIBUTE att118_err NUMERIC
@ATTRIBUTE att119_err NUMERIC
@ATTRIBUTE att120_err NUMERIC
@ATTRIBUTE att121_err NUMERIC
@ATTRIBUTE att122_err NUMERIC
@ATTRIBUTE att123_err NUMERIC
@ATTRIBUTE att124_err NUMERIC
@ATTRIBUTE att125_err NUMERIC
@ATTRIBUTE att126_err NUMERIC
@ATTRIBUTE att127_err NUMERIC
@ATTRIBUTE att128_err NUMERIC
@ATTRIBUTE att129_err NUMERIC
@ATTRIBUTE att130_err NUMERIC
@ATTRIBUTE att131_err NUMERIC
@ATTRIBUTE att132_err NUMERIC
@ATTRIBUTE att133_err NUMERIC
@ATTRIBUTE att134_err NUMERIC
@ATTRIBUTE att135_err NUMERIC
@ATTRIBUTE att136_err NUMERIC
@ATTRIBUTE att137_err NUMERIC
@ATTRIBUTE att138_err NUMERIC
@ATTRIBUTE att139_err NUMERIC
@ATTRIBUTE att140_err NUMERIC
@ATTRIBUTE att141_err NUMERIC
@ATTRIBUTE att142_err NUMERIC
@ATTRIBUTE att143_err NUMERIC
@ATTRIBUTE att144_err NUMERIC
@ATTRIBUTE att145_err NUMERIC
@ATTRIBUTE att146_err NUMERIC
@ATTRIBUTE att147_err NUMERIC
@ATTRIBUTE att148_err NUMERIC
@ATTRIBUTE att149_err NUMERIC
@ATTRIBUTE att150_err NUMERIC

@DATA
0.033,0.007,0.001,0.032,0.009,0.025,0.015,0.023,0.01,0.011,0.012,0.022,0.013,0.068,0.004,0.016,0.069,0.291,0.924,0.34,0.893,1.234,0.09,0.178,0.608,0.908,0.627,0.009,0.042,0.026,0.049,0.211,0.07,0.011,0.005,0.028,0.001,0.029,0.0,0.023,0.015,0.109,0.079,0.163,0.221,0.164,0.529,0.005,0.137,0.338,2.406,1.162,0.658,1.004,0.897,1.074,2.762,1.615,1.892,1.251,1.678,1.727,1.497,0.506,2.681,0.935,0.358,4.68,0.913,2.233,3.919,1.66,3.421,0.668,1.238,1.042,1.995,2.714,1.591,0.33,1.555,2.521,1.289,0.229,2.124,1.453,1.831,2.723,2.523,0.713,0.765,2.136,2.882,0.339,1.685,0.33,1.295,1.134,1.753,0.496,2.924,2.294,2.772,1.907,1.516,1.483,0.546,1.193,0.67,0.655,0.015,0.32,0.827,0.358,0.091,0.35,0.424,0.021,0.552,0.168,0.205,1.164,0.072,0.533,1.678,0.167,0.696,0.42,0.469,0.39,0.061,0.113,0.015,0.114,0.045,0.037,0.019,0.015,0.052,0.028,0.025,0.004,0.019,0.031,0.063,0.001,0.005,0.006,0.008,0.001
0.045,0.013,0.016,0.009,0.011,0.005,0.022,0.023,0.007,0.034,0.003,0.048,0.002,0.001,0.025,0.025,0.013,0.049,1.118,0.991,0.619,1.318,1.868,0.452,0.402,0.081,1.093,0.166,0.088,0.094,0.338,0.045,0.05,0.065,0.017,0.017,0.018,0.006,0.006,0.026,0.004,0.14,0.004,0.124,0.177,0.722,0.082,0.245,0.61,2.225,1.434,0.813,0.614,0.524,3.445,0.767,1.081,1.916,4.218,0.208,1.242,0.24,3.765,0.44,4.891,0.614,3.829,1.519,1.9,1.328,5.18,2.032,2.906,2.586,2.681,2.117,1.305,0.651,1.165,0.254,0.198,1.791,1.849,0.255,2.27,2.859,0.334,2.228,2.658,1.92,1.475,2.046,0.599,0.136,1.327,0.43,2.692,0.996,2.097,0.164,0.662,0.383,0.216,0.889,0.121,1.581,2.158,1.581,0.951,2.287,1.094,0.836,0.242,0.086,0.855,0.5,0.275,0.085,0.567,0.067,0.225,0.677,0.266,0.659,0.673,1.705,0.308,0.952,0.233,0.543,0.014,0.046,0.024,0.077,0.006,0.009,0.007,0.038,0.013,0.008,0.011,0.023,0.072,0.009,0.027,0.023,0.03,0.044,0.001,0.001
0.018,0.046,0.047,0.017,0.024,0.02,0.018,0.026,0.023,0.064,0.019,0.037,0.025,0.017,0.008,0.087,0.004,0.209,1.071,0.977,1.34,0.363,1.212,1.602,0.294,0.654,0.604,0.91,0.181,0.203,0.115,0.075,0.033,0.016,0.04,0.034,0.007,0.029,0.005,0.026,0.031,0.053,0.007,0.131,0.287,0.3,0.065,0.363,0.224,0.439,0.958,0.308,1.233,0.068,1.038,1.381,1.048,0.633,0.867,2.338,2.456,0.133,1.197,0.146,0.83,2.563,2.811,0.879,0.63,0.419,0.004,2.882,2.915,2.127,0.248,3.365,0.331,1.404,2.496,0.776,0.383,1.51,0.353,0.517,1.626,1.118,0.903,1.99,3.995,1.744,0.947,0.078,0.057,1.535,0.318,0.344,0.299,0.787,0.731,0.661,1.966,0.943,0.288,0.253,0.18,1.004,0.063,1.208,0.822,0.93,0.025,1.898,0.663,0.184,0.685,0.224,0.176,0.225,0.01,0.941,0.277,0.598,0.218,0.833,0.648,0.214,0.387,0.097,1.436,0.48,0.012,0.281,0.229,0.086,0.066,0.029,0.011,0.02,0.014,0.007,0.017,0.024,0.037,0.031,0.046,0.02,0.013,0.061,0.028,0.044
0.022,0.033,0.003,0.007,0.055,0.067,0.009,0.052,0.007,0.012,0.052,0.008,0.037,0.018,0.029,0.021,0.167,0.146,0.968,0.795,0.001,0.606,0.52,1.546,0.586,0.281,0.245,0.045,0.017,0.007,0.011,0.066,0.033,0.041,0.01,0.053,0.044,0.011,0.02,0.016,0.025,0.007,0.031,0.258,0.366,0.157,0.651,0.859,0.39,0.175,0.463,2.123,1.442,0.592,1.638,0.994,0.725,2.504,1.665,0.757,0.268,1.456,4.029,1.385,1.804,0.857,4.307,0.883,0.618,2.228,0.952,1.431,1.403,1.25,0.11,2.314,2.478,1.194,0.606,0.017,0.009,1.006,2.536,1.564,1.34,0.484,1.232,1.17,0.748,0.272,2.061,0.982,0.166,0.453,2.799,2.624,0.073,0.592,2.925,0.426,0.19,2.086,2.184,1.553,0.07,1.668,0.051,0.704,0.852,0.968,2.012,0.661,1.061,0.222,0.812,0.176,0.418,0.074,0.368,0.031,0.252,0.678,1.046,0.346,1.025,0.241,0.333,0.045,0.021,0.436,0.236,0.089,0.023,0.096,0.072,0.005,0.032,0.028,0.003,0.025,0.016,0.025,0.004,0.016,0.014,0.002,0.05,0.022,0.005,0.035
0.038,0.001,0.042,0.001,0.047,0.005,0.006,0.024,0.047,0.036,0.012,0.005,0.008,0.017,0.01,0.013,0.07,0.731,0.31,0.559,0.65,1.073,0.091,0.493,0.255,0.42,0.544,0.2,0.134,0.321,0.152,0.046,0.062,0.0,0.031,0.003,0.023,0.0,0.005,0.002,0.007,0.04,0.166,0.172,0.206,0.301,0.07,0.007,0.018,0.207,0.185,0.468,0.563,0.348,0.08,1.17,0.9,0.757,0.98,0.46,1.236,3.364,1.259,1.8,0.769,2.209,0.543,1.743,1.674,0.752,0.772,1.12,2.919,2.609,4.188,0.568,2.813,1.017,2.25,0.151,2.183,0.261,2.036,0.84,1.464,0.38,0.833,3.534,0.437,1.399,0.341,0.321,0.661,2.061,0.275,0.709,0.184,0.17,0.573,0.201,1.311,0.523,1.261,0.719,0.36,0.488,0.148,1.532,1.022,0.384,1.092,0.402,1.41,1.501,0.489,0.212,0.104,0.202,0.119,0.352,0.748,0.013,0.17,0.855,0.45,0.572,1.737,0.046,0.927,0.259,0.256,0.204,0.258,0.043,0.05,0.019,0.011,0.025,0.018,0.005,0.041,0.0,0.004,0.021,0.031,0.006,0.045,0.021,0.025,0.024
0.003,0.021,0.025,0.031,0.027,0.03,0.019,0.018,0.031,0.037,0.052,0.011,0.03,0.042,0.027,0.037,0.083,0.329,0.461,0.171,1.332,0.396,2.98,0.095,0.298,0.797,1.026,0.228,0.535,0.237,0.069,0.143,0.037,0.021,0.022,0.019,0.016,0.014,0.021,0.029,0.007,0.003,0.238,0.111,0.186,0.626,0.12,0.034,1.629,2.076,0.626,0.875,0.685,2.154,2.847,0.11,2.068,1.529,0.1,1.847,1.015,1.246,2.015,1.364,3.242,0.194,0.121,1.132,1.776,1.81,2.147,1.394,2.433,1.8,2.958,0.286,0.819,1.847,1.016,1.223,1.722,0.403,0.751,1.56,0.377,1.378,3.599,3.475,2.174,2.14,1.902,2.169,4.575,0.491,0.988,1.401,1.977,1.444,1.438,0.393,0.11,0.568,0.341,0.764,0.677,0.542,0.405,2.43,0.901,0.015,0.651,1.005,0.441,0.642,0.567,0.015,0.125,0.19,0.162,0.641,0.806,0.157,0.608,1.885,0.032,0.36,0.928,1.462,0.242,0.26,0.249,0.047,0.348,0.106,0.0,0.013,0.036,0.009,0.058,0.018,0.01,0.008,0.005,0.022,0.007,0.001,0.02,0.027,0.033,0.007
0.008,0.007,0.01,0.061,0.024,0.023,0.01,0.008,0.052,0.009,0.021,0.004,0.017,0.013,0.074,0.069,0.002,0.204,0.279,0.838,1.582,1.235,0.211,1.145,0.047,0.658,0.223,0.433,0.757,0.022,0.137,0.075,0.064,0.038,0.022,0.017,0.011,0.013,0.008,0.023,0.022,0.068,0.237,0.401,0.002,0.207,0.008,0.302,0.168,0.595,1.035,2.59,1.391,0.967,0.558,0.856,1.58,3.964,2.327,3.44,3.462,1.825,1.673,0.617,3.696,1.815,0.693,0.96,2.941,0.321,3.673,4.484,0.678,1.949,1.433,0.121,3.154,2.563,2.345,3.109,0.017,0.814,0.12,1.904,1.022,0.18,1.931,0.622,2.058,1.12,0.442,0.905,1.757,0.349,0.271,0.434,1.071,1.391,2.812,1.064,1.832,1.336,1.134,0.659,0.054,1.861,0.375,0.891,1.016,1.259,0.35,0.498,0.645,0.739,0.282,0.618,0.091,0.013,0.127,0.149,0.157,0.103,0.387,0.7,2.105,0.565,0.259,1.186,1.058,0.421,0.145,0.354,0.109,0.078,0.08,0.041,0.002,0.003,0.043,0.024,0.034,0.02,0.006,0.036,0.034,0.019,0.017,0.023,0.028,0.029
0.045,0.026,0.001,0.004,0.012,0.009,0.035,0.022,0.036,0.019,0.039,0.005,0.013,0.018,0.011,0.025,0.106,0.303,0.181,0.067,1.834,1.805,0.505,0.996,0.464,0.606,0.358,0.437,0.206,0.257,0.144,0.188,0.022,0.01,0.006,0.017,0.004,0.002,0.006,0.016,0.026,0.083,0.028,0.002,0.134,0.053,0.349,0.714,1.571,0.834,1.107,1.038,0.46,0.111,3.336,0.816,0.669,0.461,0.216,1.834,1.581,0.631,3.453,3.497,3.972,1.882,1.169,2.225,0.484,0.33,0.578,0.703,0.884,3.296,3.791,1.035,0.645,0.984,2.88,0.428,0.108,0.022,1.086,1.468,0.874,1.944,2.246,0.522,0.598,1.57,0.996,2.475,0.681,1.541,2.189,3.269,1.159,1.995,2.774,1.146,0.156,2.001,0.272,0.404,0.871,1.306,0.028,1.573,1.866,1.06,0.399,1.112,0.824,0.189,0.318,0.028,0.094,0.457,0.227,0.122,0.239,0.415,1.223,0.077,0.036,1.175,0.274,0.062,0.092,0.533,0.082,0.129,0.093,0.066,0.014,0.038,0.019,0.03,0.007,0.006,0.024,0.004,0.022,0.049,0.009,0.016,0.015,0.011,0.063,0.061
0.023,0.038,0.006,0.02,0.026,0.017,0.044,0.01,0.035,0.011,0.032,0.038,0.005,0.019,0.044,0.06,0.019,0.123,0.251,1.157,0.323,0.352,0.248,0.124,0.492,0.4,1.395,0.493,0.28,0.149,0.025,0.001,0.061,0.023,0.013,0.003,0.067,0.014,0.032,0.029,0.032,0.044,0.162,0.017,0.164,0.166,0.411,0.799,0.056,0.273,0.746,0.766,0.832,0.287,1.224,1.162,1.329,0.16,4.744,0.339,2.774,0.5,1.754,1.86,3.448,0.142,1.541,2.221,4.183,2.232,1.999,2.56,1.999,0.553,0.384,1.236,3.742,0.01,1.268,1.796,0.396,2.231,3.587,4.543,2.905,0.888,1.009,1.141,0.406,0.43,1.294,0.091,2.653,1.124,0.492,0.908,1.097,0.027,0.288,1.293,0.813,0.797,0.046,1.486,0.211,0.692,0.291,0.433,0.571,1.062,0.579,2.061,0.017,1.192,0.846,0.069,0.27,0.012,0.051,0.709,0.024,0.668,0.526,0.725,1.461,0.292,1.283,0.624,0.601,0.221,0.301,0.335,0.045,0.059,0.014,0.01,0.027,0.011,0.013,0.024,0.02,0.026,0.021,0.008,0.006,0.016,0.019,0.026,0.044,0.032
0.04,0.031,0.048,0.029,0.017,0.017,0.027,0.018,0.012,0.077,0.037,0.026,0.024,0.036,0.073,0.016,0.194,0.082,0.485,0.99,0.557,0.567,0.043,0.644,2.378,1.024,0.543,0.141,0.076,0.156,0.036,0.009,0.035,0.001,0.059,0.014,0.056,0.015,0.027,0.029,0.024,0.001,0.055,0.251,0.096,0.778,0.066,0.437,0.052,0.055,0.592,1.528,0.568,0.015,0.645,0.636,1.936,0.803,1.387,1.643,3.783,2.744,1.712,2.355,3.445,0.175,3.81,2.071,2.418,2.33,0.208,0.715,2.283,0.735,1.798,0.698,0.526,1.555,1.066,3.074,0.476,3.127,0.676,2.595,5.225,2.744,2.234,1.631,0.514,1.571,0.799,2.388,1.975,1.898,0.268,0.717,0.258,1.515,3.504,2.034,3.08,0.511,0.941,1.092,1.349,0.873,2.084,0.273,0.179,0.767,1.234,0.27,0.689,0.362,1.253,0.468,0.141,0.323,0.027,0.765,0.483,0.231,0.435,0.921,0.468,0.344,1.36,0.052,0.223,0.291,0.492,0.106,0.305,0.01,0.054,0.003,0.021,0.065,0.031,0.029,0.019,0.019,0.04,0.017,0.017,0.032,0.022,0.024,0.012,0.038
