@RELATION UMD

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE att97 NUMERIC
@ATTRIBUTE att98 NUMERIC
@ATTRIBUTE att99 NUMERIC
@ATTRIBUTE att100 NUMERIC
@ATTRIBUTE att101 NUMERIC
@ATTRIBUTE att102 NUMERIC
@ATTRIBUTE att103 NUMERIC
@ATTRIBUTE att104 NUMERIC
@ATTRIBUTE att105 NUMERIC
@ATTRIBUTE att106 NUMERIC
@ATTRIBUTE att107 NUMERIC
@ATTRIBUTE att108 NUMERIC
@ATTRIBUTE att109 NUMERIC
@ATTRIBUTE att110 NUMERIC
@ATTRIBUTE att111 NUMERIC
@ATTRIBUTE att112 NUMERIC
@ATTRIBUTE att113 NUMERIC
@ATTRIBUTE att114 NUMERIC
@ATTRIBUTE att115 NUMERIC
@ATTRIBUTE att116 NUMERIC
@ATTRIBUTE att117 NUMERIC
@ATTRIBUTE att118 NUMERIC
@ATTRIBUTE att119 NUMERIC
@ATTRIBUTE att120 NUMERIC
@ATTRIBUTE att121 NUMERIC
@ATTRIBUTE att122 NUMERIC
@ATTRIBUTE att123 NUMERIC
@ATTRIBUTE att124 NUMERIC
@ATTRIBUTE att125 NUMERIC
@ATTRIBUTE att126 NUMERIC
@ATTRIBUTE att127 NUMERIC
@ATTRIBUTE att128 NUMERIC
@ATTRIBUTE att129 NUMERIC
@ATTRIBUTE att130 NUMERIC
@ATTRIBUTE att131 NUMERIC
@ATTRIBUTE att132 NUMERIC
@ATTRIBUTE att133 NUMERIC
@ATTRIBUTE att134 NUMERIC
@ATTRIBUTE att135 NUMERIC
@ATTRIBUTE att136 NUMERIC
@ATTRIBUTE att137 NUMERIC
@ATTRIBUTE att138 NUMERIC
@ATTRIBUTE att139 NUMERIC
@ATTRIBUTE att140 NUMERIC
@ATTRIBUTE att141 NUMERIC
@ATTRIBUTE att142 NUMERIC
@ATTRIBUTE att143 NUMERIC
@ATTRIBUTE att144 NUMERIC
@ATTRIBUTE att145 NUMERIC
@ATTRIBUTE att146 NUMERIC
@ATTRIBUTE att147 NUMERIC
@ATTRIBUTE att148 NUMERIC
@ATTRIBUTE att149 NUMERIC
@ATTRIBUTE att150 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.06,0.033,0.039,-0.012,0.022,0.047,0.025,0.003,0.01,0.03,0.02,0.03,0.019,0.074,0.01,0.042,-0.075,-0.435,0.734,0.655,-0.544,0.767,1.228,1.238,1.871,1.809,0.895,0.151,0.099,0.072,0.093,0.268,0.091,0.014,0.047,0.038,0.015,-0.007,0.036,0.003,0.03,-0.048,-0.02,0.242,0.061,0.275,-0.158,-0.319,-0.649,-0.977,-0.777,1.002,-2.168,0.823,-0.259,-1.712,-2.335,-1.373,-2.283,-1.184,-2.29,-2.763,-2.196,-0.34,0.742,-1.249,-0.368,-1.473,-1.859,4.036,2.293,-2.496,5.545,-0.861,-0.294,-0.989,-2.528,2.908,-0.877,-0.806,-0.969,2.474,2.063,-0.844,-3.628,-1.116,-3.726,-0.33,0.057,-0.745,-1.373,4.1,-5.011,-0.357,0.745,-0.26,-0.564,-1.394,-4.191,-0.151,-1.994,-1.101,-2.172,5.337,-0.23,-2.334,-0.338,0.151,-0.369,1.199,0.005,-0.312,0.165,0.11,0.036,-0.72,0.174,0.056,0.684,-0.116,0.054,-3.647,-0.081,-0.788,-0.254,0.045,-1.487,-0.543,-1.383,-0.303,0.086,0.05,0.043,-0.01,0.037,0.062,0.035,0.01,0.102,0.033,0.016,0.047,0.07,0.078,0.098,0.048,0.024,0.042,0.022,0.042,1.0
0.063,0.038,0.054,0.059,0.005,0.054,0.071,0.047,0.052,0.076,0.034,-0.091,0.005,0.02,0.068,0.036,0.025,0.044,-1.148,0.37,0.394,3.178,3.939,0.861,0.815,1.089,1.727,0.84,0.691,0.099,0.615,0.026,0.138,0.072,0.031,0.01,0.002,0.051,0.002,0.061,-0.006,0.094,0.038,0.261,-0.046,-0.274,-0.022,-0.239,0.23,-1.999,0.198,-1.006,-1.523,-2.042,-0.767,-1.649,0.521,-1.84,5.403,-1.39,-1.841,-1.934,-7.366,-1.541,-0.232,-0.644,1.783,-1.607,-2.828,0.44,0.363,5.066,-0.696,0.647,-2.22,-1.532,-1.413,-1.565,-1.581,-1.595,-1.284,-0.298,-0.791,-1.532,-2.367,0.747,-0.953,0.241,-0.379,0.103,-1.093,-2.695,-1.037,-1.37,-1.666,-1.704,-5.211,-1.531,-1.555,-1.468,-0.859,-1.305,-1.348,-1.186,-1.162,-1.231,0.47,-1.321,-2.108,-1.082,-1.824,-1.246,-0.33,-0.105,0.072,-0.527,-0.295,-0.01,0.336,0.073,0.017,0.122,-0.269,-0.745,0.51,-0.431,0.142,-0.629,-0.059,-0.562,0.028,0.018,0.057,0.032,0.032,0.01,0.01,0.068,0.019,0.036,0.043,0.027,0.015,0.001,0.018,0.011,-0.006,0.055,0.028,0.004,1.0
0.038,0.108,0.063,0.054,0.02,0.041,0.025,0.047,0.057,0.056,0.028,0.015,0.03,0.008,-0.008,-0.109,0.037,0.154,0.919,1.031,0.829,1.046,1.545,2.459,0.727,1.03,0.999,-0.18,-0.15,0.271,0.048,0.116,-0.001,0.023,-0.026,0.051,0.021,0.019,0.035,-0.025,0.005,-0.003,0.023,0.169,0.007,0.189,0.104,0.243,0.446,-0.045,-0.728,-0.114,-0.11,-0.153,-2.088,-0.508,-1.021,-1.267,0.562,-2.923,0.995,-0.616,-3.012,-1.073,-0.744,-0.895,-0.028,-0.694,-0.749,-1.242,-0.877,-6.917,-0.267,-1.514,-1.036,-2.172,-0.693,-1.728,1.526,-2.08,-0.724,2.944,-1.025,-0.32,-1.706,-1.032,-0.7,-2.26,3.146,-1.976,-2.901,-1.093,-0.859,-0.253,-1.556,-0.259,-1.114,-0.243,-2.105,-1.856,-2.956,1.296,-0.024,-0.35,0.144,-0.762,-0.024,0.054,-0.042,1.437,-0.003,-0.155,0.935,-0.037,0.096,0.37,0.233,-0.202,0.035,0.523,0.237,0.976,-0.053,0.194,-0.232,-0.032,-0.541,0.052,0.583,-0.454,0.01,-0.684,0.463,-0.029,-0.069,0.018,0.022,0.039,0.037,0.037,0.006,0.06,-0.008,0.033,0.01,0.025,0.023,-0.111,0.058,0.067,1.0
0.026,0.028,0.033,0.033,0.058,0.008,0.052,-0.042,0.047,0.039,0.032,0.028,0.022,0.015,0.025,0.043,0.21,-0.224,-0.82,-0.13,0.03,0.615,0.464,-0.536,-0.174,0.399,-0.02,0.052,0.041,0.025,0.032,0.013,0.13,-0.009,0.051,0.034,-0.004,0.027,0.008,0.018,0.026,0.044,0.041,0.156,0.032,-0.021,0.357,0.334,0.203,-0.257,0.021,-0.472,1.563,-1.149,0.428,0.938,0.233,3.335,-0.259,-0.407,-0.955,-0.545,-3.077,-0.465,0.372,1.268,-3.649,0.334,-0.724,-1.309,-0.108,0.941,-0.722,-0.857,-0.809,-2.155,-4.455,-1.888,0.039,-0.7,-0.729,1.036,1.298,-1.258,-1.131,-0.864,-0.959,-1.941,-0.77,-0.602,-1.632,0.215,-0.712,-1.512,-1.214,1.508,-0.812,-0.237,0.022,-0.801,-0.328,-2.063,0.033,-0.727,-0.054,1.285,-0.024,-1.558,-0.584,0.017,-2.709,0.056,1.755,0.522,0.254,0.043,-0.017,0.04,1.068,0.057,-0.061,-0.436,1.412,0.924,0.891,0.611,0.672,0.785,0.52,-0.877,0.047,0.023,0.044,-0.026,0.128,0.043,0.079,0.099,0.039,0.015,0.025,0.015,0.044,-0.009,0.057,0.021,0.119,0.01,0.03,-0.03,1.0
0.022,0.005,0.033,0.036,-0.039,0.033,0.021,0.049,0.038,0.045,0.043,0.017,0.021,0.03,0.038,0.006,0.004,-0.423,-0.429,0.027,-0.803,0.405,0.096,-0.216,-0.021,0.094,-0.478,0.236,-0.04,-0.016,-0.158,0.042,0.019,0.019,0.043,0.045,0.045,0.006,0.035,0.036,0.02,0.058,-0.021,0.299,0.076,-0.315,-0.033,0.03,0.011,0.122,0.172,-0.178,0.117,-0.398,-0.697,0.523,-1.895,-1.254,-0.211,-0.743,-3.42,-4.612,-2.052,-3.302,-0.88,1.046,-0.596,-0.821,0.041,-1.129,-1.577,-2.141,-1.801,-2.918,-0.365,-1.209,-2.352,0.075,-1.983,-1.362,-1.141,-1.037,1.231,-1.557,-0.853,-0.758,-1.017,-5.081,-1.789,0.075,-1.197,-1.265,-2.162,-1.72,-1.292,-2.796,-1.132,-1.171,-0.642,-1.231,-1.447,-1.926,-1.351,-1.0,-1.462,-1.89,-1.368,-1.704,-0.574,-0.736,-1.32,-0.285,-0.074,0.744,-0.806,0.046,0.067,0.018,0.087,-0.195,0.478,0.343,1.002,-0.278,0.756,1.623,-1.819,0.471,1.264,-0.02,-0.03,0.024,0.02,-0.039,0.074,0.034,0.021,-0.029,0.006,0.014,0.134,0.045,0.02,0.014,-0.026,0.046,0.066,0.034,0.018,0.064,1.0
0.015,0.012,0.035,-0.032,0.045,0.048,0.029,-0.007,-0.004,-0.029,0.089,0.051,0.029,0.03,0.023,0.052,0.129,-0.459,-0.397,-0.022,0.646,-0.417,-0.706,0.008,-0.039,0.916,-0.037,0.08,-0.112,-0.134,-0.011,0.153,0.108,0.025,0.021,0.032,0.054,0.043,0.012,-0.024,0.04,0.028,-0.048,-0.026,-0.316,-0.106,-0.007,0.074,-0.842,-0.393,0.339,-0.374,-0.36,-1.759,-6.653,-0.81,2.212,-3.235,-1.101,-1.073,-0.691,0.266,-2.39,-0.893,-2.446,-0.962,-1.152,-2.459,-1.186,-3.603,-5.893,-1.702,-1.856,-2.049,1.224,-1.58,-0.09,-3.72,0.006,0.383,0.243,-0.806,-0.929,-3.261,-1.207,-1.551,-2.665,-0.618,-2.321,0.868,-3.123,-5.314,-3.982,-0.959,-1.265,-3.33,0.099,0.719,0.075,-0.7,-1.409,-2.312,-1.251,-1.989,-1.959,-1.601,-1.339,-3.141,-1.253,-1.206,-0.7,-2.578,-1.721,-0.346,-1.597,-0.353,-0.164,-0.131,-0.09,0.838,0.103,0.494,0.164,-1.03,1.001,1.487,1.234,0.658,-0.27,-0.318,-0.236,0.04,0.264,0.046,0.021,0.001,0.009,0.003,0.011,0.001,0.017,0.013,0.036,0.059,0.039,0.033,0.013,0.076,-0.011,0.053,1.0
0.05,0.053,0.016,0.054,0.008,0.022,0.028,0.012,0.02,0.046,0.085,0.052,0.029,0.036,0.152,0.027,0.106,0.443,0.93,0.707,2.763,2.059,0.661,2.06,0.837,0.88,0.849,0.838,-0.385,0.08,0.025,0.092,0.029,0.025,0.008,0.007,0.058,-0.006,0.022,0.061,0.017,0.024,0.126,-0.168,0.056,0.023,0.109,0.597,0.731,1.508,1.778,-6.482,0.061,0.896,1.467,0.306,-1.867,3.298,6.457,3.278,-0.322,-1.864,-0.514,1.54,2.887,1.72,1.331,0.709,-3.602,0.887,4.46,-1.341,0.515,2.506,2.368,0.786,-6.929,3.343,1.409,-2.641,0.976,-0.833,1.096,0.111,0.976,1.066,1.641,1.004,0.863,1.569,1.614,-0.303,1.926,1.096,0.822,0.564,1.584,1.188,-0.162,0.792,1.431,-0.017,-0.536,1.178,0.878,1.843,0.839,0.477,1.981,-1.134,-0.296,-0.057,0.643,0.595,-0.297,-0.411,-0.091,0.015,0.241,0.124,0.039,0.219,-0.415,0.925,-1.179,0.642,-0.378,-0.324,0.181,1.034,-0.086,-0.335,0.008,-0.054,0.07,-0.099,0.002,0.01,0.054,0.046,0.059,0.033,0.018,-0.044,0.067,0.008,-0.013,0.009,-0.015,-0.014,1.0
0.081,-0.015,0.026,0.027,0.035,0.017,0.027,0.02,0.059,0.055,-0.031,0.024,0.03,0.031,0.044,-0.003,-0.047,0.326,-0.281,0.071,-0.373,-1.752,0.363,-0.798,-0.309,0.698,0.227,0.13,1.104,1.063,0.417,0.398,0.1,0.052,0.045,0.063,0.013,0.02,0.015,0.024,0.045,0.147,0.021,0.042,-0.098,-0.019,0.455,-0.935,2.404,-0.533,0.715,-0.621,1.098,0.838,5.2,1.294,1.126,1.075,0.75,2.461,1.901,0.998,5.463,-1.257,6.033,2.342,1.464,3.517,1.461,0.639,0.415,0.717,1.579,1.299,2.127,0.483,0.918,1.038,3.991,0.616,1.025,0.98,1.597,2.666,0.256,0.748,0.27,1.295,0.798,-1.153,1.199,0.241,-0.977,4.192,2.062,1.648,0.559,0.215,0.487,-0.827,0.706,-0.298,0.845,1.222,0.804,3.425,1.002,2.399,1.355,2.33,0.329,1.895,0.005,0.634,0.351,0.125,0.16,-0.277,0.318,0.024,0.018,-0.63,-0.315,0.155,0.005,0.462,0.05,0.067,-0.024,-1.096,0.133,0.06,0.074,0.141,0.072,0.14,0.006,0.013,-0.005,0.026,0.048,0.042,-0.006,0.033,0.001,0.053,0.043,0.054,-0.02,0.065,1.0
0.006,0.064,-0.0,-0.009,0.031,0.001,-0.037,0.024,0.038,0.069,0.006,-0.014,0.019,-0.003,-0.008,0.023,-0.01,0.136,0.606,0.189,1.162,1.09,0.811,0.542,0.678,0.315,-0.739,-0.026,-0.464,0.03,0.019,0.004,-0.04,0.062,0.063,0.04,0.081,0.061,0.001,0.011,0.025,-0.032,-0.067,0.013,0.25,-0.186,-0.687,-0.225,-0.012,0.503,-1.184,1.564,-0.186,0.818,-0.687,-1.204,-1.029,0.961,1.056,0.485,2.817,0.597,1.039,-1.107,1.569,0.96,3.965,0.692,0.296,1.228,1.561,3.558,2.438,1.106,1.506,-0.67,3.419,1.051,-0.315,-2.364,1.759,-1.157,3.753,-0.539,1.235,1.632,0.363,0.011,0.798,1.23,0.769,1.063,-2.339,1.067,1.116,0.304,1.934,1.042,0.637,1.913,0.113,1.088,1.026,0.696,1.1,0.789,1.111,0.873,-0.079,0.102,-0.185,0.15,0.052,0.919,0.014,-0.02,0.488,0.04,0.001,0.633,-0.007,-1.288,-0.109,0.463,-0.583,0.139,1.218,-1.059,0.12,-0.137,-0.127,0.037,0.094,0.136,0.051,0.037,0.058,0.013,0.031,-0.02,0.049,0.028,0.047,0.034,0.015,-0.008,0.067,-0.002,0.095,0.001,1.0
0.001,0.054,-0.001,0.036,0.05,0.042,0.005,0.03,0.009,0.085,0.002,0.072,0.04,0.013,0.072,0.069,-0.245,-0.06,0.008,-0.513,-0.327,-0.314,-0.055,0.203,2.394,1.221,-0.521,0.06,-0.051,-0.008,0.057,0.005,-0.024,0.002,0.118,0.022,0.071,0.015,0.041,0.056,0.073,0.026,0.039,0.268,0.044,-0.776,-0.03,0.255,0.087,0.035,0.423,0.959,-0.359,0.405,0.077,0.799,3.818,1.541,-1.386,2.584,0.652,4.902,2.852,6.544,0.394,1.197,-1.122,1.668,1.997,0.435,0.64,0.281,-2.632,1.111,0.086,1.594,0.981,2.538,1.853,5.274,1.139,1.783,0.914,-1.193,8.234,-1.361,3.821,0.194,1.209,-1.151,3.042,1.422,0.552,3.034,1.129,1.209,1.057,0.311,-4.082,2.805,-4.815,1.056,-0.722,0.76,1.186,1.885,3.983,-0.081,0.149,-0.867,-1.928,-0.266,-1.268,0.275,0.065,0.603,0.404,0.459,0.841,1.214,1.296,1.274,0.582,1.384,1.079,0.772,0.469,1.007,0.854,0.325,0.733,0.175,0.061,0.054,-0.001,0.009,0.036,-0.0,-0.012,0.011,0.008,0.019,0.018,0.019,0.014,-0.002,0.04,0.059,0.015,0.037,1.0
