@RELATION UMD

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE att97 NUMERIC
@ATTRIBUTE att98 NUMERIC
@ATTRIBUTE att99 NUMERIC
@ATTRIBUTE att100 NUMERIC
@ATTRIBUTE att101 NUMERIC
@ATTRIBUTE att102 NUMERIC
@ATTRIBUTE att103 NUMERIC
@ATTRIBUTE att104 NUMERIC
@ATTRIBUTE att105 NUMERIC
@ATTRIBUTE att106 NUMERIC
@ATTRIBUTE att107 NUMERIC
@ATTRIBUTE att108 NUMERIC
@ATTRIBUTE att109 NUMERIC
@ATTRIBUTE att110 NUMERIC
@ATTRIBUTE att111 NUMERIC
@ATTRIBUTE att112 NUMERIC
@ATTRIBUTE att113 NUMERIC
@ATTRIBUTE att114 NUMERIC
@ATTRIBUTE att115 NUMERIC
@ATTRIBUTE att116 NUMERIC
@ATTRIBUTE att117 NUMERIC
@ATTRIBUTE att118 NUMERIC
@ATTRIBUTE att119 NUMERIC
@ATTRIBUTE att120 NUMERIC
@ATTRIBUTE att121 NUMERIC
@ATTRIBUTE att122 NUMERIC
@ATTRIBUTE att123 NUMERIC
@ATTRIBUTE att124 NUMERIC
@ATTRIBUTE att125 NUMERIC
@ATTRIBUTE att126 NUMERIC
@ATTRIBUTE att127 NUMERIC
@ATTRIBUTE att128 NUMERIC
@ATTRIBUTE att129 NUMERIC
@ATTRIBUTE att130 NUMERIC
@ATTRIBUTE att131 NUMERIC
@ATTRIBUTE att132 NUMERIC
@ATTRIBUTE att133 NUMERIC
@ATTRIBUTE att134 NUMERIC
@ATTRIBUTE att135 NUMERIC
@ATTRIBUTE att136 NUMERIC
@ATTRIBUTE att137 NUMERIC
@ATTRIBUTE att138 NUMERIC
@ATTRIBUTE att139 NUMERIC
@ATTRIBUTE att140 NUMERIC
@ATTRIBUTE att141 NUMERIC
@ATTRIBUTE att142 NUMERIC
@ATTRIBUTE att143 NUMERIC
@ATTRIBUTE att144 NUMERIC
@ATTRIBUTE att145 NUMERIC
@ATTRIBUTE att146 NUMERIC
@ATTRIBUTE att147 NUMERIC
@ATTRIBUTE att148 NUMERIC
@ATTRIBUTE att149 NUMERIC
@ATTRIBUTE att150 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.054,0.042,0.035,0.005,0.016,0.037,0.016,0.016,0.005,0.042,0.033,0.026,0.022,0.022,0.005,0.048,0.018,-0.02,0.136,0.463,0.811,1.106,1.079,1.181,0.605,0.69,0.259,0.139,0.119,-0.113,0.052,0.051,0.041,0.013,0.048,0.037,0.014,-0.005,0.034,-0.011,0.034,-0.022,-0.018,0.044,0.017,0.02,-0.084,-0.299,-0.599,-0.621,-0.77,-0.738,-0.879,-0.694,-0.567,-0.747,-0.881,-0.814,-0.793,-0.776,-0.631,-1.104,-0.771,-0.67,-0.929,-0.095,-0.863,-0.513,-0.759,-1.459,-0.72,-0.759,-0.758,-0.862,-0.575,-0.712,-0.482,-0.46,-0.747,-0.801,-0.774,-0.775,-0.757,-1.176,-0.71,-0.66,-0.74,-0.515,-0.723,-0.05,-0.432,-0.277,-0.191,0.081,-0.074,0.036,0.052,-0.126,0.064,0.096,-0.03,0.141,0.03,0.558,0.093,0.186,0.019,-0.069,0.096,0.059,-0.184,-0.034,0.024,-0.037,-0.071,-0.046,-0.008,0.048,0.017,0.044,0.027,-0.035,0.015,0.057,0.018,-0.196,0.083,0.033,0.033,-0.015,0.122,-0.036,0.03,0.013,0.029,0.042,0.038,0.005,0.014,0.021,0.036,0.048,0.034,0.037,0.025,0.044,0.028,0.043,0.024,0.045,1.0
0.044,0.046,0.039,0.049,0.02,0.056,0.05,0.062,0.043,0.005,0.032,0.008,0.003,0.021,0.046,0.032,0.029,-0.007,0.124,0.389,0.804,1.091,0.947,1.083,1.063,0.945,1.022,0.905,0.603,0.307,0.122,0.054,0.058,0.056,0.027,0.019,0.002,0.045,0.01,0.042,0.004,0.038,0.041,0.02,0.04,0.054,-0.037,-0.141,-0.467,-0.954,-1.133,-1.286,-1.35,-1.418,-1.62,-1.323,-1.561,-1.459,-1.376,-1.309,-1.344,-1.334,-1.329,-1.733,-1.313,-1.492,-1.387,-1.455,-1.463,-1.381,-1.434,-1.581,-1.359,-1.224,-1.361,-1.824,-1.226,-1.363,-1.047,-1.45,-1.357,-1.313,-1.43,-1.363,-1.296,-1.469,-1.391,-1.362,-1.129,-1.586,-1.352,-1.313,-0.892,-1.366,-1.33,-1.356,-1.347,-1.435,-1.686,-1.256,-1.45,-1.375,-1.347,-1.326,-1.38,-1.121,-1.397,-1.488,-1.385,-1.216,-0.936,-0.643,-0.191,-0.114,0.058,-0.014,0.017,0.037,0.005,0.037,0.019,0.018,-0.006,0.007,0.08,-0.057,-0.033,0.097,0.253,0.043,0.04,0.02,0.033,0.053,0.033,0.016,0.011,0.043,0.031,0.036,0.022,0.022,0.043,0.008,0.013,0.035,0.047,0.032,0.027,0.005,1.0
0.025,0.041,0.036,0.039,0.043,0.023,0.004,0.041,0.032,0.039,0.019,0.019,0.042,0.004,-0.002,0.047,0.038,0.116,0.384,0.724,0.763,0.929,1.006,0.841,1.003,0.858,0.605,0.268,0.001,0.055,0.065,0.067,0.018,0.044,0.035,0.033,0.019,0.028,0.038,0.009,0.034,0.044,0.029,0.014,0.017,0.009,-0.005,-0.055,-0.085,0.036,-0.069,0.093,0.037,-0.051,-0.301,-0.679,-0.809,-0.796,-0.915,-1.391,-0.848,-0.875,-1.591,-0.895,-1.031,-0.555,-1.303,-0.847,-0.943,-0.867,-0.884,-1.617,-0.785,-0.961,-1.031,-0.898,-0.866,-0.898,-0.832,-0.786,-0.651,-0.854,-0.571,-0.889,-1.021,-1.008,-0.881,-0.843,-0.87,-0.833,-0.891,-0.94,-0.532,-0.737,-0.862,-0.897,-0.848,-1.022,-1.19,-0.781,-0.78,-0.494,-0.279,-0.29,-0.021,-0.002,0.061,-0.075,0.043,0.078,0.227,-0.061,0.023,0.101,-0.052,-0.006,0.042,0.002,-0.006,0.024,-0.017,0.058,0.058,-0.037,0.077,-0.055,0.002,0.215,0.036,0.005,0.028,-0.031,0.042,0.028,0.01,0.027,0.02,0.008,0.036,0.034,0.026,0.036,0.037,0.035,0.006,0.017,0.009,0.007,0.045,0.013,1.0
-0.001,0.01,0.029,0.045,0.044,0.006,0.049,0.022,0.036,0.046,0.05,0.03,0.041,0.002,0.015,0.03,-0.004,0.019,0.002,0.073,-0.075,0.012,0.103,0.047,-0.238,0.012,0.011,0.035,0.031,0.031,0.018,0.043,0.027,0.024,0.046,0.037,-0.005,0.03,0.029,0.017,0.014,0.044,0.056,0.051,0.007,0.084,-0.03,0.043,0.038,0.025,-0.059,0.061,0.099,-0.531,-0.476,-0.661,-0.746,-0.734,-0.714,-0.582,-1.067,-0.705,-0.753,-0.744,-0.419,-0.928,-0.744,-0.679,-0.575,-0.432,-0.658,-0.947,-0.511,-0.727,-0.774,-0.759,-0.45,-0.504,-1.038,-0.999,-1.001,-0.739,-0.706,-0.555,-0.823,-2.247,-0.597,-1.201,-0.771,-0.751,-0.74,-0.885,-0.792,-0.724,-0.735,-0.968,-0.812,-0.707,-1.185,-0.68,-0.312,-0.247,-0.089,0.019,0.025,-0.031,-0.007,-0.032,0.087,-0.105,0.15,-0.0,0.025,0.103,0.149,0.043,0.045,-0.012,0.059,-0.026,-0.002,0.103,0.381,0.627,0.796,0.852,0.887,0.806,0.669,0.272,0.107,0.052,0.038,0.035,0.019,0.036,0.05,0.047,0.033,0.021,0.04,0.003,0.044,0.012,0.045,0.022,0.025,0.019,0.037,0.034,1.0
0.029,0.004,0.044,0.038,0.007,0.035,0.017,0.033,0.044,0.052,0.023,0.019,0.021,0.015,0.027,0.009,0.026,0.022,0.078,0.072,0.102,0.05,0.072,0.088,0.028,0.036,0.039,0.053,0.021,-0.005,0.024,0.041,0.013,0.014,0.04,0.043,0.042,0.006,0.045,0.037,0.007,0.051,0.041,0.035,0.035,0.116,-0.009,0.031,0.026,0.024,0.014,0.031,-0.152,-0.411,-0.956,-1.459,-0.771,-1.255,-1.379,-1.314,-1.256,-1.192,-1.227,-1.199,-1.207,-0.853,-1.084,-1.0,-0.867,-0.987,-1.813,-1.051,-1.124,-1.153,-1.064,-1.329,-1.3,-1.179,-1.182,-1.22,-1.329,-1.137,-0.717,-1.164,-1.191,-1.172,-1.26,-1.166,-1.201,-1.325,-0.767,-1.179,-1.132,-1.127,-1.197,-1.201,-1.156,-1.24,-1.189,-1.338,-1.182,-1.21,-1.192,-1.027,-1.165,-1.162,-1.478,-1.169,-1.189,-1.324,-1.04,-0.726,-0.327,-0.216,-0.065,-0.058,0.023,0.046,0.033,0.058,0.132,0.278,0.61,0.794,0.621,0.726,0.673,0.379,0.268,0.109,0.028,0.046,0.096,0.012,0.046,0.019,-0.005,-0.001,0.021,0.011,0.052,0.046,0.01,0.01,0.009,0.038,0.019,0.03,0.016,0.029,1.0
0.013,0.016,0.034,0.016,0.02,0.03,0.041,-0.003,0.027,0.005,0.031,0.041,0.033,0.018,0.017,0.028,0.035,0.025,0.029,0.126,0.032,0.132,0.076,0.033,0.172,0.032,0.047,-0.126,0.038,-0.008,0.009,0.037,0.032,0.01,0.028,0.038,0.041,0.039,0.007,0.009,0.038,0.012,0.024,0.027,-0.028,0.027,0.004,0.032,0.07,0.034,0.005,-0.019,0.01,-0.106,-0.37,-1.045,-0.953,-1.282,-1.165,-1.391,-1.164,-1.112,-1.199,-1.416,-1.469,-1.043,-1.344,-1.493,-1.24,-1.225,-1.346,-1.405,-1.363,-1.348,-1.318,-1.161,-1.064,-1.092,-1.256,-1.267,-1.15,-1.244,-1.311,-1.203,-1.206,-1.039,-2.185,-1.221,-1.249,-1.039,-1.474,-1.271,-1.208,-1.292,-1.312,-1.2,-1.426,-1.232,-1.045,-1.027,-0.967,-1.228,-1.268,-1.257,-1.378,-1.197,-1.263,-1.257,-1.277,-1.047,-1.147,-1.24,-1.283,-1.14,-0.721,-0.56,-0.157,-0.045,0.021,-0.075,0.111,0.441,0.781,0.922,0.973,1.059,0.904,0.624,0.258,0.148,0.065,0.025,0.027,0.042,0.025,-0.001,0.004,0.019,0.003,-0.001,0.012,0.003,0.039,0.034,0.04,0.032,0.029,0.021,0.014,0.049,1.0
0.045,0.053,0.01,0.026,0.005,0.055,0.03,0.017,0.039,0.046,0.056,0.055,0.033,0.03,0.002,0.05,0.11,0.335,0.572,0.899,0.84,0.901,0.913,0.571,0.893,1.01,0.569,0.299,0.125,0.054,0.05,0.053,0.019,0.026,0.026,0.032,0.059,0.012,0.028,0.047,0.009,0.019,0.008,0.015,0.055,0.038,0.086,0.39,0.768,0.966,0.995,1.276,0.964,0.982,1.066,0.979,0.87,0.634,0.945,1.247,0.946,0.799,0.981,0.936,1.047,1.024,1.04,0.773,1.177,0.983,1.094,1.157,0.865,0.868,0.621,0.898,0.982,0.987,0.981,0.978,1.07,0.941,1.101,1.009,1.494,1.088,0.939,0.954,0.975,1.205,-0.058,1.504,0.996,0.869,1.022,1.056,0.691,0.669,0.702,1.073,1.205,0.661,0.965,0.831,0.988,0.86,0.78,0.245,0.162,0.098,0.041,0.039,0.017,0.035,0.01,-0.001,0.012,0.025,-0.024,0.021,0.08,0.047,0.011,-0.049,-0.044,0.089,-0.085,0.028,0.026,0.018,0.037,-0.024,0.101,0.025,0.017,0.032,-0.008,0.011,0.02,0.039,0.038,0.014,0.018,0.018,0.058,0.007,0.019,0.025,0.011,0.028,1.0
0.035,0.005,0.027,0.023,0.044,0.016,0.02,0.022,0.018,0.038,-0.0,0.025,0.029,0.023,0.045,0.013,0.007,0.005,0.049,0.045,0.255,0.104,0.344,0.521,0.728,0.797,0.823,0.828,0.786,0.732,0.474,0.243,0.108,0.05,0.045,0.047,0.007,0.02,0.014,0.04,0.026,0.029,0.002,0.064,0.028,0.014,-0.108,0.002,-0.124,-0.187,0.079,0.113,0.459,0.684,0.887,0.927,1.012,0.959,1.186,0.944,1.051,0.94,0.863,0.764,1.409,0.673,0.974,1.06,0.969,0.668,1.622,1.343,0.792,0.907,1.205,1.557,0.984,0.969,0.958,1.006,1.066,0.985,1.152,0.97,0.912,1.114,0.919,0.983,0.926,0.976,0.871,1.003,0.993,1.009,0.895,1.016,0.533,0.948,0.958,0.708,0.883,0.946,0.91,1.025,1.363,1.275,0.997,1.035,0.825,0.96,0.903,1.0,0.846,0.553,0.192,0.14,0.062,0.047,0.036,0.084,0.095,0.039,0.044,0.022,0.092,0.129,-0.05,0.025,0.004,0.072,0.046,0.019,0.043,0.038,0.033,0.057,0.002,0.031,0.006,0.018,0.02,0.046,0.004,0.024,0.016,0.045,0.04,0.05,0.017,0.028,1.0
-0.001,0.036,0.009,0.009,0.0,0.021,0.037,0.016,0.045,0.054,0.002,0.005,0.019,-0.002,0.04,0.003,0.03,0.112,0.435,0.786,0.957,1.038,0.932,0.725,0.317,0.196,0.141,0.208,0.003,0.028,0.016,-0.0,0.006,0.034,0.04,0.047,0.022,0.046,0.023,0.02,0.012,0.026,-0.013,-0.063,-0.011,0.015,0.036,0.067,0.159,0.113,0.103,-0.09,0.177,0.371,0.402,0.804,0.974,0.859,1.055,1.146,1.336,1.025,1.053,1.784,1.487,1.071,1.196,1.331,1.11,0.86,1.047,0.749,1.12,0.993,0.99,0.984,1.082,1.041,0.992,1.153,1.042,0.865,1.098,1.055,1.156,1.06,1.108,1.085,1.259,1.278,1.262,1.152,1.061,1.083,1.164,1.046,1.254,1.005,0.975,1.033,1.17,1.083,1.339,1.075,1.041,0.985,1.065,1.046,0.779,0.62,0.344,0.204,0.008,0.08,0.086,0.011,0.047,0.027,-0.026,-0.038,0.101,-0.073,0.037,0.206,-0.009,0.181,-0.106,0.04,0.053,-0.045,0.038,0.05,-0.056,0.044,0.05,0.044,0.034,0.017,0.044,0.001,0.029,0.027,0.036,0.041,0.02,0.007,0.043,0.005,0.026,0.013,1.0
0.011,0.031,0.014,0.015,0.042,0.045,0.014,0.038,0.015,0.011,0.025,0.047,0.007,0.012,0.015,0.045,0.042,0.019,0.033,0.047,0.037,0.038,0.029,0.006,0.024,-0.009,0.043,-0.013,-0.044,0.003,0.043,-0.019,0.027,0.004,0.048,0.025,0.022,0.004,0.051,0.049,0.042,0.015,0.037,0.035,-0.015,0.173,0.018,0.015,0.043,0.036,0.026,0.041,0.121,0.377,0.685,0.699,1.13,1.679,0.662,1.023,0.654,0.956,1.087,0.476,1.148,0.921,0.912,0.945,1.251,0.958,0.729,0.926,0.983,1.061,1.015,1.034,0.624,1.319,0.978,1.149,0.926,1.06,0.961,1.435,1.022,0.8,1.112,0.916,1.026,0.976,0.324,0.932,1.01,1.195,1.06,0.883,0.401,1.157,0.968,0.971,0.833,0.971,0.979,0.943,1.026,0.894,0.403,0.388,0.155,-0.085,0.063,0.077,-0.055,0.048,0.002,0.112,0.411,0.654,0.879,0.948,0.977,1.11,0.931,0.998,1.193,1.066,0.994,0.891,0.633,0.287,0.136,0.059,0.06,0.058,0.01,0.014,0.013,0.026,0.003,0.0,0.028,0.022,0.044,0.044,0.016,0.011,0.03,0.056,0.018,0.007,1.0
