@RELATION UMD

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC
@ATTRIBUTE att83_err NUMERIC
@ATTRIBUTE att84_err NUMERIC
@ATTRIBUTE att85_err NUMERIC
@ATTRIBUTE att86_err NUMERIC
@ATTRIBUTE att87_err NUMERIC
@ATTRIBUTE att88_err NUMERIC
@ATTRIBUTE att89_err NUMERIC
@ATTRIBUTE att90_err NUMERIC
@ATTRIBUTE att91_err NUMERIC
@ATTRIBUTE att92_err NUMERIC
@ATTRIBUTE att93_err NUMERIC
@ATTRIBUTE att94_err NUMERIC
@ATTRIBUTE att95_err NUMERIC
@ATTRIBUTE att96_err NUMERIC
@ATTRIBUTE att97_err NUMERIC
@ATTRIBUTE att98_err NUMERIC
@ATTRIBUTE att99_err NUMERIC
@ATTRIBUTE att100_err NUMERIC
@ATTRIBUTE att101_err NUMERIC
@ATTRIBUTE att102_err NUMERIC
@ATTRIBUTE att103_err NUMERIC
@ATTRIBUTE att104_err NUMERIC
@ATTRIBUTE att105_err NUMERIC
@ATTRIBUTE att106_err NUMERIC
@ATTRIBUTE att107_err NUMERIC
@ATTRIBUTE att108_err NUMERIC
@ATTRIBUTE att109_err NUMERIC
@ATTRIBUTE att110_err NUMERIC
@ATTRIBUTE att111_err NUMERIC
@ATTRIBUTE att112_err NUMERIC
@ATTRIBUTE att113_err NUMERIC
@ATTRIBUTE att114_err NUMERIC
@ATTRIBUTE att115_err NUMERIC
@ATTRIBUTE att116_err NUMERIC
@ATTRIBUTE att117_err NUMERIC
@ATTRIBUTE att118_err NUMERIC
@ATTRIBUTE att119_err NUMERIC
@ATTRIBUTE att120_err NUMERIC
@ATTRIBUTE att121_err NUMERIC
@ATTRIBUTE att122_err NUMERIC
@ATTRIBUTE att123_err NUMERIC
@ATTRIBUTE att124_err NUMERIC
@ATTRIBUTE att125_err NUMERIC
@ATTRIBUTE att126_err NUMERIC
@ATTRIBUTE att127_err NUMERIC
@ATTRIBUTE att128_err NUMERIC
@ATTRIBUTE att129_err NUMERIC
@ATTRIBUTE att130_err NUMERIC
@ATTRIBUTE att131_err NUMERIC
@ATTRIBUTE att132_err NUMERIC
@ATTRIBUTE att133_err NUMERIC
@ATTRIBUTE att134_err NUMERIC
@ATTRIBUTE att135_err NUMERIC
@ATTRIBUTE att136_err NUMERIC
@ATTRIBUTE att137_err NUMERIC
@ATTRIBUTE att138_err NUMERIC
@ATTRIBUTE att139_err NUMERIC
@ATTRIBUTE att140_err NUMERIC
@ATTRIBUTE att141_err NUMERIC
@ATTRIBUTE att142_err NUMERIC
@ATTRIBUTE att143_err NUMERIC
@ATTRIBUTE att144_err NUMERIC
@ATTRIBUTE att145_err NUMERIC
@ATTRIBUTE att146_err NUMERIC
@ATTRIBUTE att147_err NUMERIC
@ATTRIBUTE att148_err NUMERIC
@ATTRIBUTE att149_err NUMERIC
@ATTRIBUTE att150_err NUMERIC

@DATA
0.001,0.002,0.005,0.003,0.003,0.003,0.0,0.003,0.007,0.002,0.001,0.001,0.0,0.0,0.003,0.002,0.008,0.015,0.035,0.001,0.022,0.037,0.104,0.073,0.135,0.007,0.069,0.026,0.023,0.042,0.005,0.0,0.002,0.0,0.001,0.003,0.0,0.0,0.001,0.005,0.004,0.008,0.033,0.005,0.021,0.012,0.0,0.021,0.08,0.046,0.12,0.055,0.128,0.168,0.263,0.397,0.076,0.223,0.086,0.053,0.185,0.203,0.008,0.085,0.146,0.49,0.09,0.37,0.029,0.392,0.173,0.041,0.183,0.263,0.209,0.156,0.206,0.27,0.049,0.02,0.234,0.139,0.002,0.273,0.086,0.052,0.053,0.215,0.035,0.225,0.023,0.086,0.052,0.239,0.062,0.019,0.006,0.289,0.096,0.176,0.042,0.12,0.028,0.338,0.147,0.236,0.027,0.052,0.153,0.036,0.161,0.128,0.017,0.098,0.09,0.03,0.026,0.002,0.0,0.026,0.011,0.093,0.01,0.037,0.095,0.157,0.137,0.016,0.085,0.032,0.106,0.046,0.001,0.01,0.009,0.002,0.001,0.003,0.001,0.001,0.001,0.001,0.002,0.001,0.003,0.002,0.001,0.002,0.004,0.001
0.0,0.001,0.003,0.003,0.003,0.0,0.002,0.007,0.001,0.001,0.004,0.0,0.002,0.002,0.007,0.0,0.001,0.04,0.006,0.023,0.092,0.14,0.02,0.243,0.042,0.059,0.112,0.039,0.012,0.003,0.009,0.0,0.006,0.0,0.0,0.001,0.0,0.003,0.003,0.003,0.004,0.004,0.011,0.014,0.005,0.014,0.054,0.025,0.091,0.048,0.072,0.0,0.136,0.039,0.159,0.166,0.249,0.379,0.026,0.073,0.165,0.068,0.1,0.382,0.132,0.188,0.014,0.098,0.199,0.066,0.172,0.219,0.091,0.253,0.099,0.345,0.106,0.03,0.128,0.159,0.024,0.427,0.05,0.005,0.041,0.446,0.364,0.006,0.383,0.378,0.08,0.213,0.349,0.182,0.027,0.011,0.252,0.078,0.135,0.115,0.283,0.035,0.059,0.077,0.022,0.185,0.051,0.114,0.041,0.01,0.291,0.135,0.038,0.016,0.031,0.011,0.017,0.003,0.05,0.035,0.003,0.012,0.042,0.082,0.065,0.108,0.056,0.073,0.152,0.055,0.034,0.025,0.009,0.002,0.005,0.005,0.001,0.004,0.001,0.0,0.003,0.006,0.001,0.0,0.001,0.001,0.0,0.005,0.002,0.003
0.002,0.001,0.0,0.003,0.0,0.003,0.002,0.003,0.005,0.003,0.001,0.001,0.004,0.003,0.005,0.006,0.025,0.004,0.064,0.047,0.139,0.097,0.013,0.151,0.11,0.18,0.167,0.102,0.061,0.025,0.031,0.006,0.014,0.005,0.002,0.001,0.003,0.001,0.0,0.002,0.003,0.01,0.011,0.006,0.016,0.003,0.008,0.1,0.043,0.067,0.156,0.088,0.083,0.042,0.114,0.056,0.077,0.205,0.055,0.522,0.056,0.022,0.302,0.008,0.094,0.296,0.444,0.055,0.15,0.022,0.002,0.379,0.168,0.29,0.077,0.286,0.013,0.167,0.193,0.122,0.258,0.076,0.307,0.006,0.149,0.131,0.03,0.096,0.076,0.322,0.226,0.129,0.154,0.086,0.081,0.028,0.041,0.12,0.345,0.214,0.239,0.21,0.085,0.187,0.104,0.136,0.021,0.077,0.031,0.055,0.144,0.089,0.034,0.07,0.056,0.051,0.015,0.034,0.015,0.042,0.042,0.106,0.05,0.047,0.03,0.079,0.112,0.16,0.014,0.044,0.007,0.018,0.002,0.001,0.0,0.005,0.003,0.002,0.002,0.004,0.002,0.002,0.002,0.002,0.003,0.001,0.002,0.003,0.006,0.0
0.003,0.003,0.001,0.001,0.002,0.003,0.004,0.004,0.005,0.002,0.004,0.002,0.003,0.006,0.008,0.011,0.015,0.011,0.034,0.02,0.125,0.071,0.238,0.121,0.175,0.109,0.011,0.029,0.045,0.007,0.029,0.009,0.002,0.001,0.002,0.003,0.002,0.001,0.0,0.007,0.001,0.002,0.032,0.016,0.012,0.038,0.044,0.056,0.024,0.017,0.15,0.125,0.173,0.141,0.088,0.093,0.103,0.211,0.027,0.198,0.188,0.046,0.216,0.004,0.417,0.075,0.034,0.124,0.138,0.104,0.201,0.313,0.244,0.037,0.057,0.07,0.208,0.134,0.506,0.245,0.29,0.005,0.419,0.484,0.055,0.575,0.196,0.26,0.128,0.014,0.005,0.109,0.155,0.055,0.058,0.321,0.209,0.071,0.375,0.038,0.231,0.038,0.023,0.038,0.004,0.12,0.069,0.041,0.127,0.102,0.129,0.09,0.025,0.128,0.047,0.028,0.021,0.025,0.013,0.029,0.006,0.002,0.025,0.019,0.019,0.023,0.005,0.058,0.12,0.025,0.009,0.031,0.016,0.002,0.007,0.005,0.0,0.0,0.004,0.005,0.004,0.003,0.001,0.002,0.0,0.002,0.0,0.002,0.0,0.004
0.001,0.002,0.0,0.001,0.001,0.001,0.001,0.003,0.0,0.002,0.0,0.004,0.001,0.006,0.006,0.002,0.001,0.004,0.046,0.1,0.16,0.078,0.062,0.034,0.041,0.036,0.02,0.084,0.038,0.029,0.001,0.003,0.007,0.002,0.001,0.002,0.005,0.0,0.003,0.001,0.007,0.004,0.022,0.006,0.005,0.068,0.04,0.031,0.004,0.016,0.019,0.014,0.189,0.189,0.126,0.438,0.271,0.362,0.249,0.363,0.244,0.025,0.169,0.007,0.132,0.221,0.364,0.19,0.229,0.152,0.486,0.174,0.089,0.106,0.244,0.156,0.24,0.06,0.041,0.231,0.127,0.268,0.337,0.085,0.005,0.064,0.074,0.048,0.122,0.189,0.247,0.022,0.062,0.196,0.076,0.055,0.053,0.192,0.226,0.234,0.138,0.012,0.069,0.23,0.008,0.099,0.207,0.011,0.059,0.22,0.044,0.049,0.077,0.042,0.006,0.039,0.021,0.005,0.023,0.075,0.029,0.055,0.103,0.043,0.181,0.09,0.08,0.109,0.016,0.014,0.019,0.046,0.02,0.003,0.004,0.001,0.003,0.003,0.002,0.002,0.001,0.005,0.0,0.006,0.001,0.003,0.0,0.001,0.0,0.001
0.002,0.001,0.005,0.002,0.003,0.005,0.002,0.0,0.003,0.003,0.005,0.001,0.004,0.004,0.008,0.001,0.01,0.055,0.156,0.124,0.026,0.128,0.07,0.008,0.146,0.011,0.02,0.055,0.021,0.037,0.022,0.005,0.008,0.003,0.002,0.001,0.001,0.002,0.002,0.002,0.002,0.013,0.012,0.023,0.027,0.005,0.05,0.004,0.109,0.027,0.026,0.021,0.079,0.025,0.095,0.112,0.246,0.144,0.044,0.224,0.148,0.278,0.062,0.11,0.153,0.19,0.192,0.153,0.009,0.053,0.075,0.11,0.117,0.191,0.043,0.052,0.257,0.249,0.03,0.061,0.069,0.004,0.177,0.178,0.168,0.271,0.402,0.034,0.002,0.177,0.24,0.089,0.138,0.016,0.101,0.143,0.19,0.03,0.239,0.291,0.121,0.12,0.047,0.029,0.311,0.056,0.147,0.011,0.057,0.14,0.083,0.026,0.017,0.014,0.07,0.068,0.012,0.007,0.0,0.044,0.01,0.058,0.078,0.0,0.143,0.041,0.088,0.047,0.024,0.022,0.001,0.043,0.006,0.013,0.004,0.001,0.003,0.003,0.001,0.001,0.003,0.005,0.003,0.0,0.001,0.0,0.0,0.001,0.001,0.003
0.001,0.002,0.003,0.003,0.004,0.0,0.0,0.001,0.001,0.003,0.001,0.001,0.002,0.005,0.003,0.0,0.011,0.044,0.102,0.053,0.024,0.016,0.105,0.183,0.052,0.111,0.1,0.019,0.019,0.041,0.004,0.003,0.011,0.004,0.001,0.001,0.008,0.001,0.001,0.001,0.0,0.01,0.001,0.05,0.001,0.03,0.082,0.008,0.219,0.127,0.063,0.136,0.007,0.021,0.158,0.0,0.11,0.411,0.432,0.095,0.174,0.41,0.018,0.167,0.302,0.25,0.06,0.234,0.187,0.096,0.052,0.373,0.079,0.204,0.299,0.292,0.088,0.01,0.004,0.005,0.348,0.031,0.477,0.067,0.428,0.103,0.161,0.074,0.01,0.217,0.311,0.484,0.017,0.205,0.167,0.081,0.231,0.155,0.174,0.127,0.459,0.197,0.137,0.332,0.02,0.007,0.16,0.035,0.036,0.052,0.037,0.035,0.03,0.028,0.072,0.026,0.023,0.032,0.02,0.004,0.049,0.024,0.046,0.087,0.052,0.131,0.037,0.016,0.08,0.025,0.023,0.046,0.025,0.007,0.004,0.006,0.005,0.001,0.001,0.001,0.0,0.002,0.008,0.002,0.005,0.004,0.004,0.003,0.002,0.003
0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.005,0.001,0.0,0.001,0.003,0.001,0.005,0.032,0.109,0.004,0.003,0.256,0.015,0.098,0.087,0.013,0.034,0.016,0.018,0.04,0.0,0.011,0.002,0.004,0.001,0.0,0.006,0.001,0.001,0.001,0.009,0.004,0.007,0.02,0.034,0.038,0.015,0.134,0.004,0.11,0.147,0.099,0.006,0.25,0.002,0.019,0.185,0.024,0.027,0.11,0.287,0.059,0.03,0.223,0.133,0.449,0.347,0.02,0.294,0.036,0.388,0.39,0.637,0.166,0.16,0.208,0.283,0.073,0.009,0.078,0.069,0.03,0.025,0.17,0.193,0.243,0.119,0.2,0.02,0.099,0.001,0.173,0.027,0.029,0.154,0.132,0.088,0.202,0.13,0.116,0.337,0.048,0.131,0.044,0.023,0.305,0.239,0.12,0.065,0.152,0.027,0.08,0.093,0.033,0.092,0.085,0.005,0.004,0.014,0.017,0.015,0.053,0.028,0.05,0.019,0.119,0.163,0.077,0.022,0.129,0.043,0.024,0.017,0.015,0.007,0.001,0.004,0.005,0.001,0.001,0.001,0.004,0.0,0.001,0.002,0.004,0.001,0.0,0.001,0.001,0.003
0.001,0.005,0.002,0.004,0.007,0.001,0.002,0.003,0.002,0.002,0.001,0.001,0.001,0.004,0.002,0.006,0.005,0.027,0.116,0.026,0.179,0.01,0.074,0.067,0.005,0.062,0.087,0.175,0.044,0.009,0.0,0.003,0.004,0.0,0.001,0.003,0.001,0.001,0.003,0.006,0.003,0.008,0.014,0.038,0.018,0.005,0.003,0.017,0.067,0.089,0.093,0.098,0.079,0.064,0.209,0.176,0.045,0.233,0.042,0.408,0.143,0.113,0.053,0.336,0.306,0.201,0.375,0.155,0.101,0.141,0.006,0.211,0.178,0.136,0.169,0.086,0.079,0.044,0.077,0.197,0.002,0.13,0.03,0.011,0.174,0.247,0.037,0.078,0.258,0.258,0.162,0.29,0.039,0.153,0.222,0.019,0.171,0.096,0.111,0.179,0.127,0.124,0.184,0.044,0.055,0.046,0.023,0.0,0.092,0.016,0.117,0.074,0.051,0.07,0.107,0.01,0.033,0.007,0.079,0.043,0.042,0.061,0.001,0.143,0.013,0.125,0.163,0.006,0.163,0.066,0.001,0.022,0.045,0.004,0.004,0.0,0.0,0.01,0.006,0.0,0.001,0.006,0.001,0.003,0.006,0.001,0.0,0.001,0.004,0.004
0.005,0.001,0.001,0.0,0.003,0.001,0.002,0.004,0.002,0.0,0.0,0.005,0.002,0.001,0.002,0.011,0.01,0.006,0.031,0.012,0.011,0.018,0.014,0.106,0.0,0.006,0.02,0.07,0.059,0.033,0.009,0.01,0.002,0.002,0.005,0.002,0.003,0.001,0.0,0.001,0.001,0.028,0.006,0.01,0.044,0.091,0.025,0.021,0.031,0.06,0.028,0.01,0.04,0.045,0.147,0.154,0.294,0.4,0.209,0.398,0.282,0.051,0.062,0.357,0.238,0.026,0.15,0.03,0.114,0.057,0.208,0.084,0.001,0.117,0.127,0.097,0.327,0.17,0.04,0.111,0.158,0.262,0.052,0.53,0.151,0.165,0.307,0.086,0.103,0.023,0.304,0.252,0.065,0.19,0.339,0.301,0.273,0.258,0.217,0.043,0.156,0.018,0.02,0.115,0.084,0.081,0.109,0.07,0.051,0.169,0.026,0.059,0.078,0.023,0.011,0.018,0.002,0.032,0.009,0.046,0.0,0.051,0.129,0.0,0.102,0.098,0.008,0.012,0.012,0.035,0.003,0.006,0.006,0.0,0.002,0.003,0.004,0.002,0.002,0.003,0.0,0.002,0.002,0.001,0.003,0.004,0.0,0.003,0.003,0.004
