@RELATION ItalyPowerDemand

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
0.318,0.226,0.247,0.134,0.085,0.001,0.183,0.043,0.048,0.097,0.148,0.017,0.128,0.208,0.211,0.285,0.088,0.134,0.169,0.144,0.284,0.594,0.232,0.426
0.025,0.264,0.053,0.043,0.06,0.17,0.12,0.243,0.16,0.092,0.336,0.341,0.141,0.045,0.047,0.049,0.531,0.332,0.28,0.266,0.17,0.616,0.697,0.213
0.299,0.074,0.312,0.463,0.142,0.038,0.258,0.51,0.541,0.254,0.53,0.003,0.12,0.098,0.093,0.661,0.267,0.089,0.846,0.029,0.512,0.134,0.255,0.115
0.062,0.401,0.381,0.05,0.185,0.008,0.056,0.417,0.894,0.007,0.043,0.12,0.3,0.082,0.021,0.079,0.219,0.399,0.115,0.725,0.602,0.512,0.334,0.397
0.149,0.086,0.03,0.116,0.052,0.137,0.026,0.454,0.259,0.035,0.323,0.292,0.001,0.241,0.301,0.372,0.178,0.338,0.092,0.0,0.046,0.087,0.138,0.297
0.3,0.064,0.243,0.102,0.001,0.179,0.08,0.153,0.401,0.068,0.424,0.298,0.092,0.043,0.181,0.454,0.17,0.695,0.022,0.651,0.863,0.47,0.559,0.526
0.251,0.387,0.125,0.143,0.207,0.185,0.08,0.469,0.06,0.419,0.022,0.13,0.212,0.061,0.155,0.294,0.526,0.204,0.416,0.248,0.888,0.353,0.322,0.285
0.196,0.002,0.155,0.138,0.355,0.038,0.028,0.331,0.037,0.256,0.11,0.515,0.207,0.113,0.266,0.4,0.125,0.33,0.137,0.083,0.201,0.02,0.197,0.302
0.344,0.182,0.106,0.088,0.013,0.12,0.236,0.529,0.487,0.011,0.069,0.143,0.027,0.094,0.235,0.121,0.233,0.063,0.097,0.594,0.254,0.145,0.562,0.221
0.524,0.81,0.004,0.292,0.32,0.015,0.181,0.039,0.076,0.425,0.592,0.052,0.072,0.162,0.034,0.16,0.025,0.343,0.351,0.211,0.073,0.871,0.188,0.921
