@RELATION TwoLeadECG

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE target {2.0, 1.0}

@DATA
0.737,0.658,0.642,0.59,0.602,0.636,0.719,0.786,0.504,0.466,0.546,0.336,0.338,0.263,0.24,0.302,0.216,0.233,0.266,0.213,0.037,0.123,0.143,-0.024,0.182,0.285,0.166,0.048,0.177,0.191,0.013,-0.786,-2.137,-2.979,-3.014,-2.848,-2.961,-2.581,-1.982,-2.042,-1.885,-1.438,-1.23,-1.145,-0.621,-0.401,-0.356,-0.156,0.284,0.472,0.548,0.398,0.336,0.489,0.275,0.43,0.508,0.624,0.519,0.486,0.568,0.61,0.698,0.692,0.68,0.772,0.744,0.856,0.799,0.883,0.87,0.708,0.783,0.637,0.562,0.52,0.405,0.363,0.196,0.142,0.169,0.15,2.0
-0.142,-0.036,-0.081,-0.06,0.05,0.047,0.144,0.242,0.202,0.228,0.066,0.098,0.057,0.042,-0.044,-0.075,-0.157,-0.115,-0.216,-0.186,-0.332,-0.268,-0.231,-0.27,-0.34,-0.285,-0.201,-0.343,-0.044,0.474,-0.165,-0.786,-1.697,-2.633,-2.967,-2.791,-2.358,-2.097,-1.879,-1.869,-1.671,-1.575,-1.294,-1.052,-0.744,-0.468,-0.156,0.068,0.379,0.556,0.665,0.689,0.727,0.77,0.794,0.866,0.905,0.97,1.043,1.05,1.108,1.146,1.253,1.308,1.364,1.357,1.366,1.313,1.343,1.177,1.054,0.975,0.817,0.698,0.563,0.417,0.409,0.272,0.154,0.064,0.022,-0.009,1.0
-0.506,-0.484,-0.46,-0.42,-0.399,-0.291,-0.274,-0.191,-0.143,-0.11,-0.238,-0.292,-0.251,-0.327,-0.276,-0.349,-0.294,-0.311,-0.338,-0.321,-0.321,-0.354,-0.356,-0.34,-0.292,-0.305,-0.338,-0.366,-0.317,-0.229,-0.285,-0.93,-2.278,-2.667,-2.713,-2.524,-2.315,-1.808,-1.665,-1.522,-1.281,-0.996,-0.785,-0.505,-0.195,-0.035,0.093,0.257,0.55,0.622,0.777,0.774,0.842,0.839,0.953,1.006,0.988,1.086,1.162,1.212,1.296,1.338,1.328,1.411,1.459,1.476,1.427,1.329,1.266,1.284,1.02,0.918,0.841,0.731,0.614,0.565,0.526,0.545,0.443,0.378,0.433,0.416,2.0
-0.354,-0.242,-0.286,-0.221,-0.081,-0.109,-0.07,0.061,0.17,0.105,0.024,-0.015,-0.105,-0.109,-0.241,-0.287,-0.314,-0.328,-0.326,-0.41,-0.445,-0.396,-0.448,-0.393,-0.423,-0.407,-0.44,-0.346,-0.086,-0.086,-0.85,-1.698,-2.175,-2.442,-2.429,-2.344,-1.914,-1.783,-1.79,-1.666,-1.609,-1.383,-1.153,-0.621,-0.419,-0.106,-0.048,0.354,0.503,0.671,0.724,0.768,0.827,0.874,0.892,0.901,1.061,1.083,1.164,1.253,1.342,1.347,1.361,1.419,1.499,1.477,1.384,1.368,1.243,1.192,1.094,0.962,0.815,0.689,0.593,0.497,0.406,0.385,0.367,0.33,0.27,0.309,1.0
0.086,0.037,-0.001,0.015,-0.002,-0.004,0.155,0.082,0.226,0.253,0.244,0.269,0.294,0.196,0.107,0.088,0.01,-0.071,-0.037,-0.064,-0.061,-0.12,-0.238,-0.227,-0.238,-0.213,-0.216,-0.288,-0.25,-0.205,-0.326,0.034,0.394,-0.092,-1.006,-1.997,-2.545,-2.75,-2.844,-2.399,-2.093,-1.955,-1.871,-1.746,-1.641,-1.311,-1.047,-0.847,-0.402,-0.215,0.08,0.289,0.481,0.567,0.585,0.62,0.646,0.689,0.752,0.778,0.832,0.881,0.911,0.99,0.988,1.13,1.166,1.227,1.261,1.322,1.309,1.272,1.276,1.192,1.075,0.993,0.846,0.657,0.582,0.445,0.354,0.319,1.0
-0.355,-0.314,-0.358,-0.356,-0.316,-0.355,-0.429,-0.119,-0.158,-0.11,0.041,0.081,0.041,0.034,-0.052,-0.143,-0.141,-0.227,-0.278,-0.282,-0.296,-0.402,-0.416,-0.462,-0.454,-0.43,-0.456,-0.461,-0.418,-0.43,-0.319,-0.035,0.09,-0.465,-1.265,-2.101,-2.419,-2.644,-2.427,-1.805,-1.771,-1.64,-1.519,-1.393,-1.151,-0.888,-0.583,-0.239,-0.254,0.022,0.251,0.435,0.695,0.666,0.744,0.768,0.813,0.868,0.928,0.949,1.15,1.169,1.273,1.322,1.37,1.478,1.505,1.56,1.561,1.579,1.517,1.354,1.265,1.118,1.003,0.879,0.778,0.68,0.551,0.478,0.37,0.343,1.0
0.23,0.204,0.278,0.314,0.423,0.462,0.506,0.378,0.325,0.272,0.226,0.24,0.18,0.126,0.114,0.106,0.095,0.041,0.005,0.026,-0.022,-0.037,-0.041,-0.043,-0.023,-0.076,-0.137,0.041,-0.09,-1.006,-2.349,-3.063,-3.037,-3.024,-2.784,-2.148,-2.035,-1.708,-1.458,-1.231,-1.004,-0.615,-0.352,-0.141,-0.049,0.112,0.512,0.599,0.658,0.707,0.748,0.79,0.812,0.773,0.85,0.896,0.938,0.976,1.142,1.12,1.184,1.242,1.219,1.25,1.21,1.093,0.995,0.885,0.707,0.563,0.463,0.361,0.118,0.103,0.017,-0.018,-0.149,-0.275,-0.22,-0.244,-0.278,-0.31,2.0
-0.558,-0.534,-0.54,-0.467,-0.398,-0.3,-0.23,-0.234,-0.205,-0.278,-0.302,-0.316,-0.391,-0.294,-0.342,-0.322,-0.204,-0.256,-0.261,-0.355,-0.283,-0.305,-0.248,-0.3,-0.217,-0.217,-0.338,-0.197,-0.206,-0.121,0.058,-0.509,-1.685,-2.363,-2.656,-2.369,-2.38,-2.084,-1.788,-1.766,-1.422,-1.238,-1.085,-0.814,-0.602,-0.082,-0.026,0.045,0.408,0.567,0.764,0.875,0.841,0.827,0.844,0.89,0.928,0.908,1.001,0.984,1.024,1.113,1.129,1.134,1.215,1.242,1.312,1.366,1.309,1.342,1.367,1.203,1.24,1.151,0.966,0.916,0.769,0.73,0.635,0.534,0.524,0.488,2.0
0.061,0.068,0.175,0.241,0.267,0.426,0.357,0.352,0.341,0.167,0.146,0.201,0.196,0.111,0.068,0.04,0.021,-0.066,-0.122,-0.093,-0.138,-0.193,-0.182,-0.098,-0.229,-0.262,-0.225,0.061,0.199,-0.675,-1.985,-2.493,-2.721,-2.869,-2.72,-2.371,-2.034,-1.916,-1.772,-1.613,-1.41,-1.085,-0.718,-0.404,-0.235,0.115,0.205,0.417,0.599,0.554,0.548,0.628,0.701,0.71,0.673,0.752,0.768,0.863,0.933,0.936,1.008,1.056,1.11,1.167,1.218,1.189,1.204,1.177,1.154,1.038,0.913,0.859,0.745,0.634,0.525,0.32,0.28,0.198,0.116,0.022,-0.033,-0.039,1.0
0.952,-0.002,-0.032,0.044,-0.012,-0.037,-0.039,0.006,0.086,0.131,0.165,0.304,0.194,0.139,0.108,0.087,-0.007,0.056,-0.056,-0.084,-0.108,-0.109,-0.194,-0.224,-0.283,-0.293,-0.29,-0.278,-0.336,-0.28,-0.325,-0.372,-0.292,0.07,-0.335,-1.362,-2.181,-2.4,-2.433,-2.471,-2.273,-2.016,-1.886,-1.83,-1.647,-1.587,-1.348,-1.111,-0.795,-0.509,-0.285,-0.066,0.313,0.59,0.639,0.682,0.731,0.76,0.82,0.85,0.878,0.926,0.992,1.029,1.129,1.196,1.242,1.309,1.401,1.355,1.42,1.343,1.249,1.302,1.092,1.022,0.881,0.719,0.615,0.368,0.349,0.232,1.0
