@RELATION ECG200

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE target {-1.0, 1.0}

@DATA
0.189,0.587,0.747,1.897,1.941,1.207,1.144,1.562,0.964,0.337,-0.136,-0.792,-0.24,0.008,-0.405,-0.563,-0.279,-0.377,-0.348,-0.537,-0.43,-0.961,-1.098,-1.102,-1.19,-0.947,-1.193,-1.108,-1.168,-1.156,-1.881,-1.69,-1.491,-1.619,-1.93,-1.699,-1.041,-1.822,-2.553,-1.55,-1.598,-1.415,-1.858,-0.354,-1.212,-1.061,-0.663,-1.237,-0.473,-0.382,0.023,0.235,-0.056,0.209,0.126,0.484,0.679,0.484,0.569,0.756,0.618,0.632,0.814,0.705,0.679,0.612,0.756,0.627,0.975,0.46,0.637,0.588,0.64,0.4,0.681,0.341,0.714,0.766,0.685,0.827,0.71,0.846,0.928,0.846,0.874,1.056,0.836,0.691,0.641,0.419,0.219,0.722,0.597,0.806,0.727,0.429,-1.0
0.198,0.827,0.418,0.322,0.262,-0.209,0.314,-0.56,-1.581,-1.17,-0.922,-0.714,-0.687,-0.786,-1.596,-1.759,-0.855,-1.514,-1.84,-1.023,-1.796,-1.75,-0.945,-1.653,-1.038,-2.196,-2.171,0.065,-1.481,-0.706,-0.246,-0.466,0.312,0.237,0.578,0.826,0.367,1.482,0.706,1.455,1.378,0.133,0.587,1.141,1.501,0.865,0.792,0.889,1.377,1.031,0.5,0.955,0.43,1.151,0.852,-0.112,0.431,0.382,0.513,0.566,0.587,0.458,0.389,0.24,0.573,0.883,0.65,0.709,0.905,0.547,-0.308,0.022,-0.244,-0.649,-0.359,-0.936,0.044,0.039,-1.054,-0.692,0.026,-0.497,-0.603,-0.545,-0.542,-0.708,-0.529,-0.356,0.184,0.906,2.435,2.778,1.699,0.002,-1.543,-0.167,1.0
0.129,-0.025,0.316,0.413,1.551,2.052,1.83,1.658,1.258,0.327,-0.041,0.641,-0.408,-0.226,0.139,-0.261,-0.34,-0.33,-0.357,-0.5,-1.099,-0.789,-0.878,-1.192,-0.985,-1.173,-1.487,-1.404,-1.023,-1.597,-1.841,-1.672,-1.636,-1.762,-1.868,-2.042,-2.081,-1.908,-1.73,-1.967,-1.764,-1.603,-1.325,-1.539,-0.873,-1.014,-0.104,-0.078,-0.199,0.079,0.142,-0.267,0.291,0.462,0.328,0.527,0.763,0.613,0.688,0.781,0.69,0.925,0.814,0.843,0.768,0.909,0.759,0.867,0.797,0.593,0.66,0.883,0.723,0.45,0.588,0.826,0.8,0.773,0.664,0.49,0.52,0.501,0.495,0.627,0.556,0.428,0.753,0.398,0.478,0.702,0.636,0.459,0.813,0.753,0.814,0.551,-1.0
1.316,2.121,1.748,1.561,1.817,1.49,0.468,0.46,0.664,0.536,0.629,0.502,0.842,0.589,0.451,-0.387,-0.037,-0.308,-0.233,-0.336,-0.219,-0.339,-0.445,-0.278,-0.248,-0.606,-0.789,-0.747,-1.088,-1.274,-1.687,-1.541,-1.455,-1.679,-1.829,-1.33,-1.356,-1.233,-1.93,-1.305,-1.738,-2.031,-1.844,-0.657,-0.874,-1.476,-0.289,-0.7,-0.104,-0.21,-0.799,-0.894,-0.128,0.145,0.241,0.265,0.41,0.464,0.432,0.464,0.475,0.34,0.446,0.44,0.319,0.286,0.188,0.324,0.338,0.239,0.25,0.172,0.3,0.096,0.418,0.283,0.259,0.278,0.323,0.437,0.008,0.209,0.138,0.21,0.336,0.151,0.518,0.712,0.888,2.061,2.455,1.488,1.436,1.242,1.043,0.711,-1.0
0.751,0.723,2.659,3.581,1.88,0.591,1.016,0.748,0.817,0.645,0.853,0.41,-0.168,-0.932,-0.73,-1.498,-0.901,-1.057,-1.222,-1.157,-1.292,-1.285,-1.023,-1.589,-1.371,-1.428,-1.792,-1.78,-2.006,-1.875,-1.331,-2.222,-1.937,-1.757,-1.728,-0.907,-0.975,-0.225,-0.153,0.297,1.707,0.665,1.146,1.196,1.028,1.345,0.824,1.194,0.607,0.734,0.758,0.507,0.663,0.374,0.436,0.571,0.502,0.582,0.348,0.474,0.505,0.349,0.281,0.379,0.3,0.544,0.266,0.08,0.204,0.14,0.091,0.366,0.56,0.563,0.601,0.732,0.586,0.534,0.215,0.095,-0.03,-0.11,0.051,0.133,0.007,0.077,-0.156,-0.137,-0.397,-0.036,-0.158,-0.2,0.018,-0.481,0.434,0.649,1.0
0.304,1.066,2.36,1.237,2.784,0.614,-1.75,-0.842,0.67,0.094,-0.446,0.505,-0.081,-0.968,-1.41,-1.413,-1.153,-1.076,-1.894,-1.324,-1.431,-1.848,-1.319,-1.578,-1.918,-1.669,-1.375,-1.923,-2.299,-2.084,-1.074,-1.682,-1.879,-1.396,-1.34,-1.138,-0.754,-0.532,-0.198,0.292,0.44,0.31,0.737,1.316,1.394,0.365,0.913,0.903,0.564,0.352,0.733,1.215,0.503,0.545,0.49,0.54,1.072,-0.021,1.14,0.85,0.17,0.774,0.639,0.886,0.36,0.717,0.424,0.714,0.799,0.292,0.501,0.456,0.732,1.007,0.94,1.123,1.318,0.597,0.393,0.637,0.472,0.617,0.196,0.426,0.367,0.513,0.377,0.294,-0.054,0.187,0.475,0.701,0.135,0.227,0.374,0.367,1.0
1.072,2.095,2.416,1.75,2.724,2.602,2.042,0.728,0.278,-0.02,0.292,-0.141,-0.432,0.186,-0.1,-0.01,-0.09,0.05,-0.734,-1.062,-0.53,-0.737,-0.887,-0.773,-1.111,-0.497,-0.237,-0.954,-0.936,-0.64,-0.655,-1.276,-1.694,-1.625,-1.712,-2.007,-1.171,-1.742,-1.513,-1.055,-2.151,-1.919,-1.231,-1.444,-1.201,-1.499,-1.294,-0.912,-0.809,-0.81,-0.321,-0.126,-0.119,-0.017,0.278,0.327,0.286,0.387,0.412,0.443,0.551,0.727,0.737,0.49,0.552,0.691,0.534,0.566,0.438,0.382,0.687,0.631,0.693,0.66,0.856,0.341,0.495,0.442,0.609,0.52,0.648,0.798,0.881,1.422,0.934,0.134,0.421,0.474,0.199,0.294,0.424,0.581,0.914,0.276,0.337,0.226,-1.0
0.692,0.948,2.315,2.291,2.819,2.43,1.661,1.039,0.392,-0.381,-0.091,0.088,-0.143,-0.165,-0.095,-0.033,-0.377,-0.652,-0.52,-0.692,-0.769,-0.689,-0.908,-1.206,-1.156,-0.88,-1.421,-2.139,-1.884,-1.448,-1.993,-2.55,-2.527,-2.155,-1.708,-1.842,-1.833,-0.814,-0.86,-1.731,-0.97,-0.752,-0.374,0.665,0.406,-0.041,0.224,0.413,0.366,0.523,0.408,0.404,0.706,0.558,0.509,0.555,0.622,0.327,0.337,0.44,0.251,0.565,0.425,0.51,0.589,0.55,1.187,0.719,0.624,0.903,0.935,0.739,0.607,0.538,0.544,0.545,0.737,0.614,0.611,0.454,0.413,0.365,0.188,0.038,0.494,0.342,0.401,0.51,-0.105,0.172,-0.541,0.615,-0.149,-0.621,0.367,0.065,-1.0
-0.111,1.319,2.574,1.996,1.333,-0.237,-1.941,-0.562,0.009,-0.058,-0.181,-0.129,-0.336,-0.912,-0.981,-0.754,-1.451,-0.876,-1.36,-1.18,-1.407,-1.738,-1.036,-1.873,-1.726,-1.5,-1.936,-1.963,-1.895,-1.516,-2.127,-1.649,-2.179,-1.263,-1.452,-1.067,-0.501,-0.208,0.459,0.163,0.513,0.208,1.432,1.035,1.021,0.593,1.961,0.908,0.375,1.035,0.764,0.805,0.627,0.413,0.691,0.828,0.608,0.813,0.761,0.645,0.639,0.809,0.547,0.725,0.771,0.418,0.638,0.35,0.353,0.485,0.609,0.409,0.478,0.89,0.789,0.96,0.717,0.396,0.39,0.559,0.024,0.258,0.477,-0.198,0.319,0.297,-0.049,0.095,-0.209,0.093,-0.247,0.022,0.021,-0.064,0.593,0.176,1.0
1.573,2.901,2.599,2.224,0.361,0.756,0.567,2.556,1.826,1.9,0.155,0.055,-0.446,-0.83,-0.79,-0.897,-0.877,-0.992,-1.141,-1.259,-1.467,-1.561,-1.474,-1.243,-1.607,-1.555,-1.833,-2.046,-2.359,-1.88,-2.374,-1.573,-2.111,-0.788,-1.003,-0.226,-0.586,-0.222,0.362,0.183,0.674,1.352,0.629,0.921,0.763,0.954,-0.108,0.794,0.665,0.565,0.361,0.564,0.692,0.641,0.67,0.6,0.472,0.405,0.657,0.336,0.503,0.38,0.282,0.295,0.217,0.248,0.314,0.121,0.133,0.101,0.242,-0.004,-0.028,0.348,0.388,0.365,0.491,0.665,0.172,0.514,0.117,-0.048,-0.115,-0.095,-0.073,0.153,-0.154,-0.091,0.003,0.269,-0.119,-0.246,-0.301,-0.273,0.025,0.218,1.0
