@RELATION SonyAIBORobotSurface2

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC

@DATA
0.515,0.884,0.199,2.358,0.273,3.825,0.173,3.641,0.668,1.097,5.45,5.152,0.548,2.059,0.248,1.447,0.319,2.539,1.191,1.229,0.243,1.584,1.372,3.086,0.489,2.638,1.417,0.526,0.382,0.2,0.3,0.022,0.139,0.157,0.172,0.145,0.762,0.43,0.085,0.089,1.122,2.153,0.336,0.359,2.689,1.689,0.156,0.109,1.735,0.476,0.914,2.781,2.618,0.638,1.524,1.429,1.181,1.32,1.58,3.284,1.211,0.947,2.692,0.134,0.644
0.006,1.067,0.791,3.449,2.813,0.428,0.005,0.854,1.296,0.66,1.556,3.387,0.202,1.568,0.847,1.133,0.538,1.014,1.093,0.403,0.133,0.375,0.05,0.895,0.169,1.57,0.818,0.126,1.356,0.846,0.386,0.432,0.143,0.354,0.662,0.755,0.0,0.221,0.219,0.429,0.582,0.536,1.102,0.207,1.259,0.026,0.436,0.831,1.664,1.272,2.237,0.159,2.573,0.727,0.463,0.981,0.264,2.928,2.013,3.419,2.438,1.687,1.105,0.121,1.052
0.078,1.252,0.719,0.289,0.211,2.594,1.112,1.283,2.263,0.731,4.038,0.086,1.705,0.436,1.473,1.9,1.646,0.133,0.468,5.872,0.569,1.704,1.76,1.85,1.898,0.474,0.941,1.036,0.451,0.254,0.177,1.269,0.383,0.326,0.524,0.136,0.646,0.196,1.455,0.093,0.668,0.021,0.328,1.503,2.503,1.665,0.064,0.154,1.232,1.018,0.096,1.74,0.174,1.869,0.843,0.647,1.239,1.925,0.478,3.758,2.978,2.002,4.242,0.491,0.508
0.686,0.519,0.668,0.027,2.918,0.899,1.383,0.484,1.176,1.474,0.394,2.17,0.612,1.742,0.596,0.299,2.061,1.392,3.339,2.692,4.538,0.371,0.482,2.187,0.995,1.666,1.129,0.205,0.258,0.094,0.559,0.769,0.288,0.111,0.569,0.524,0.652,0.751,0.338,0.23,0.649,0.71,0.69,0.511,1.163,1.662,0.146,0.02,1.109,2.936,0.932,2.205,0.035,3.348,1.577,6.271,0.703,1.423,4.587,0.996,3.002,2.382,1.43,2.964,0.387
0.351,0.289,0.568,1.871,0.34,0.395,0.315,2.689,0.837,1.496,0.955,1.753,1.841,0.22,1.759,1.202,0.084,0.473,0.298,0.033,2.755,0.968,0.898,0.308,0.194,1.142,3.452,0.942,0.006,0.541,0.014,0.191,0.202,0.602,0.237,0.228,0.367,0.322,0.299,0.603,0.884,0.102,0.124,1.2,0.467,0.015,2.623,0.432,1.393,2.065,3.753,1.093,0.297,2.171,1.999,0.73,0.901,0.956,2.941,4.039,2.062,0.162,1.343,1.255,0.291
0.116,0.402,0.237,0.2,0.803,0.502,0.231,2.806,0.352,1.422,1.571,3.057,0.101,3.821,2.042,0.143,1.09,2.11,1.104,0.152,1.19,0.581,2.308,0.995,0.028,0.904,0.639,1.71,0.902,1.3,0.87,0.541,0.051,0.358,0.418,0.503,0.663,0.279,0.0,0.559,0.539,1.43,0.073,0.834,2.283,0.417,1.179,0.791,0.249,2.89,1.17,0.814,2.441,1.182,0.08,2.392,0.485,0.039,0.466,0.361,0.473,2.744,2.346,0.562,1.369
0.31,0.716,0.314,0.328,0.995,0.199,0.531,3.163,2.414,0.306,4.236,2.603,2.335,0.261,0.86,1.726,1.655,0.967,0.446,0.214,5.674,1.385,0.821,0.984,0.017,0.051,0.746,1.078,0.509,0.514,1.487,0.851,0.032,0.24,0.406,0.268,0.232,0.37,0.214,0.89,1.11,0.968,0.53,1.793,0.291,1.334,0.101,1.473,0.935,1.388,5.154,0.729,1.339,1.569,1.119,0.774,0.661,0.736,0.871,1.3,1.224,0.371,0.693,0.628,0.401
0.595,0.362,0.257,2.505,2.702,1.689,1.605,0.992,0.081,0.736,2.435,0.52,0.206,5.226,4.028,1.948,0.183,1.835,0.496,0.637,3.038,0.775,0.988,3.753,1.118,1.359,1.21,1.572,1.118,0.686,0.377,0.249,0.839,0.413,0.41,0.001,0.33,0.444,0.595,0.861,1.013,0.484,1.282,0.56,0.472,1.006,0.47,0.635,0.081,5.958,2.07,0.555,0.333,0.147,0.298,0.548,3.229,0.466,1.06,1.085,1.436,0.585,3.08,0.819,0.064
0.817,0.061,0.542,2.093,1.577,2.932,0.129,1.024,0.556,0.864,1.102,2.511,0.062,2.536,1.464,0.986,1.247,0.679,3.095,2.278,1.245,2.683,0.419,0.091,0.939,0.613,0.752,1.072,0.568,0.385,0.411,0.284,0.448,0.278,0.865,0.063,0.151,0.249,0.403,0.078,0.244,0.523,0.684,0.828,0.947,0.663,0.984,0.121,0.828,1.146,3.878,1.041,3.243,0.187,1.209,0.425,0.397,0.751,0.764,0.73,3.072,1.749,1.085,1.189,0.576
0.456,0.427,0.968,0.509,0.073,1.296,0.474,0.72,1.228,0.37,0.278,0.122,1.299,0.219,2.975,1.634,2.772,0.133,0.327,2.149,1.891,2.076,0.988,0.313,0.925,0.972,0.693,1.465,1.348,1.183,0.004,0.594,0.04,0.067,0.604,0.068,0.91,0.233,0.285,1.246,0.106,0.572,0.151,0.149,0.023,1.101,0.115,1.526,1.067,4.58,1.128,3.139,2.628,0.506,0.667,0.438,1.3,1.571,0.718,3.14,2.722,1.424,2.763,1.264,0.39
