@RELATION SonyAIBORobotSurface2

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE target {2.0, 1.0}

@DATA
-0.983,-1.785,-0.351,0.139,2.466,0.846,-0.483,-2.722,-0.33,1.011,-11.409,8.714,1.18,-1.789,-2.103,-1.252,-1.162,-0.656,-2.026,-0.41,-1.004,-1.446,2.374,0.435,-0.149,2.686,0.886,0.218,0.254,0.295,-0.11,-0.262,-0.479,-0.384,-0.015,0.402,-0.201,0.519,-0.304,0.066,2.0,2.085,-0.563,-1.155,-0.957,-1.705,-0.787,0.433,0.624,2.082,2.994,-0.506,-4.454,-0.988,-2.87,-1.773,-1.366,-0.255,-0.375,-4.366,0.762,-0.933,0.917,-0.121,-1.021,2.0
-0.683,0.235,1.548,1.517,5.786,0.44,0.519,-0.939,1.494,-1.97,-2.395,-1.162,1.83,-1.637,-4.033,-2.878,0.167,1.424,2.345,1.55,0.973,-0.19,0.053,-1.142,-0.416,-0.27,0.593,-1.06,0.007,-0.432,-0.71,-0.885,-0.63,-0.841,0.331,1.068,0.28,0.838,0.456,0.218,1.258,-0.294,0.346,-0.623,-0.357,0.759,0.19,-1.529,-1.328,0.403,1.012,1.597,1.544,-2.153,-2.222,0.549,1.715,-0.607,-2.368,7.6,-5.297,-1.228,0.592,0.165,0.899,1.0
0.058,-1.414,-0.259,-0.761,0.588,3.714,2.159,2.517,-0.015,-1.122,2.947,0.172,-0.504,2.689,0.387,-1.885,-0.094,-0.29,-0.132,-1.275,0.082,2.148,-2.279,-2.227,-1.395,-0.478,-0.504,-0.534,-0.334,0.229,-0.025,-0.298,-0.179,-0.101,0.625,0.051,1.416,0.165,-0.437,0.138,-0.928,-0.004,-1.138,-1.07,-4.088,-2.857,-0.335,0.129,0.213,2.328,3.38,4.164,-0.872,-1.899,-1.969,-1.241,-2.045,2.575,-0.078,1.734,-3.624,2.034,7.234,0.798,0.741,1.0
-0.17,-0.585,1.98,0.313,-0.773,-2.848,0.416,1.171,2.314,1.754,0.351,4.074,1.524,0.067,-0.758,-0.709,1.568,1.596,-8.543,0.644,-0.161,-1.293,-0.96,-2.107,1.59,3.36,-1.733,-0.312,-0.306,0.242,-0.37,-0.957,-0.63,-0.039,0.425,-0.768,-0.561,0.98,0.036,0.184,-1.18,1.936,-0.144,-0.951,-3.128,-2.57,-0.388,-0.226,1.593,8.413,4.099,2.287,-2.278,-3.873,-1.028,3.144,-0.106,0.042,-1.061,-0.19,4.04,3.756,2.251,-2.73,0.207,1.0
-0.315,-0.039,0.882,-2.096,0.327,0.08,-0.42,-0.833,-0.344,-0.986,-0.242,-1.323,6.236,1.676,3.301,-1.256,-1.665,-0.855,0.463,1.865,2.866,1.373,-1.132,-1.369,-1.87,-1.332,-8.203,-1.686,-0.613,-0.419,-1.129,-0.927,-0.274,-0.286,0.205,0.474,0.252,0.311,0.184,-0.163,0.839,-0.172,0.14,1.343,0.126,0.88,-3.079,-0.086,-1.285,1.066,3.942,1.268,-0.321,1.966,-4.73,-0.32,-1.164,0.667,4.897,-9.039,2.794,0.398,-2.382,-1.697,-1.023,2.0
-0.351,0.692,0.1,-0.563,-0.562,0.125,0.545,-0.995,-0.987,-1.584,-1.898,-0.715,1.304,-3.794,3.276,-0.331,0.203,-3.483,0.613,-0.57,-0.538,-0.238,1.802,0.075,0.009,0.42,0.263,-3.3,-0.788,-0.392,0.4,-0.057,-0.333,0.356,-0.184,0.012,-0.63,-0.21,-0.335,-0.695,-0.252,2.15,-1.135,-0.502,1.435,-0.079,-2.079,-1.89,2.26,3.868,2.169,2.411,-1.478,-3.39,-1.696,-0.627,-0.02,0.003,0.48,-0.722,-0.714,2.51,2.145,2.502,-0.962,2.0
-0.035,0.649,0.651,1.765,2.506,1.309,0.217,-1.014,-2.123,0.202,4.941,2.158,0.281,-1.032,-0.76,-2.929,-0.799,-1.062,-1.033,-0.582,5.272,-2.044,0.507,-1.323,0.044,0.051,-0.038,0.663,0.735,-0.272,1.879,0.21,-0.214,-0.216,-0.052,-0.014,-0.03,0.475,0.167,-0.919,-2.022,-2.321,-0.917,-0.225,1.456,2.021,-0.137,-0.203,0.519,2.775,7.366,0.543,-1.71,-3.424,-4.01,0.043,-2.044,0.718,2.254,1.66,-1.083,0.105,-0.717,1.754,0.293,2.0
-0.245,-0.311,-0.652,-2.541,-0.277,3.571,0.428,0.841,-1.519,-0.783,-3.782,3.007,2.485,-1.719,-7.231,0.245,-1.667,-1.173,-0.445,-1.116,-4.128,-0.651,-1.509,1.439,1.487,-0.499,0.068,-0.451,-0.272,0.87,0.052,0.183,0.324,0.08,-0.613,0.003,0.414,-0.508,-0.073,-0.239,-1.507,0.068,1.763,-0.425,-0.135,0.717,0.374,-0.33,0.576,4.22,1.094,1.861,0.314,-0.633,-1.434,-0.823,3.134,-0.91,1.138,-2.684,-0.314,-0.319,-1.044,-0.844,0.603,2.0
-0.594,0.182,-0.179,-3.132,-1.389,-3.46,0.075,-0.96,0.925,-0.219,-0.834,0.289,1.221,0.29,-1.605,-2.352,-0.36,-1.724,5.057,2.307,2.419,4.662,0.784,0.712,-0.018,0.129,-0.751,-1.237,-0.895,-0.945,-0.53,-0.787,-0.926,0.046,0.251,0.381,0.244,0.635,0.123,0.156,0.207,0.027,-0.087,0.223,0.103,-0.976,1.45,-0.194,0.296,1.03,-0.291,0.222,-5.081,-1.118,-1.427,-0.489,0.204,2.137,1.911,2.757,1.952,1.64,-0.579,-2.587,-0.614,1.0
-1.395,-0.807,0.592,0.594,1.928,2.359,-0.195,-1.605,-2.824,0.44,2.018,2.132,1.058,1.525,1.187,-1.057,-3.698,-0.709,-0.36,0.982,0.314,1.458,-1.965,-0.331,-0.778,-0.71,1.043,-2.705,0.306,-1.404,-0.067,0.384,-0.333,-0.304,-0.878,-0.241,0.12,0.078,0.188,0.998,-0.097,-0.224,-0.834,-0.331,-0.019,1.788,-0.623,-2.659,1.697,-0.332,1.404,-2.237,-4.241,-1.168,-0.966,-1.71,0.222,0.97,1.796,2.164,-0.394,-0.222,0.054,1.114,0.099,2.0
