@RELATION Chinatown

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
170.183,180.557,98.319,47.885,27.135,36.449,3.116,4.087,39.703,59.059,6.01,293.087,368.379,19.641,159.949,464.09,41.647,529.124,163.308,89.782,568.442,580.915,795.535,643.581
300.858,86.083,66.12,40.487,10.323,5.124,18.013,4.379,68.951,63.92,93.474,211.663,352.452,99.304,167.553,365.111,202.646,196.742,1080.782,445.128,166.37,47.924,829.226,662.165
40.351,109.443,52.744,61.309,53.33,8.892,10.341,35.547,69.542,25.449,66.191,134.775,216.098,55.363,525.932,251.272,129.678,321.082,128.458,688.499,265.692,242.328,361.895,149.737
195.387,7.677,176.129,0.983,34.641,22.383,4.945,40.874,59.202,63.543,69.147,33.538,331.439,286.281,447.069,538.215,457.488,64.187,477.883,255.759,863.174,221.445,434.996,160.639
162.111,257.717,34.489,12.293,31.293,5.08,1.831,67.677,83.888,161.49,3.805,83.158,294.34,220.762,330.993,356.366,66.175,253.463,524.963,163.906,374.179,344.258,452.348,4.088
91.474,242.101,39.231,54.637,6.015,25.912,4.956,21.992,6.445,102.031,50.565,323.852,281.055,174.714,508.129,318.543,413.202,140.26,313.894,31.243,1249.093,347.971,702.329,201.965
279.129,156.63,37.488,88.558,22.674,5.014,2.438,80.381,9.728,145.107,121.777,177.148,60.497,127.536,122.893,230.194,178.083,3.606,394.406,581.492,551.82,663.548,95.88,625.548
285.346,65.41,45.106,229.862,90.736,3.973,5.72,15.179,89.656,3.583,118.379,308.666,119.254,226.492,581.152,31.07,646.02,171.905,324.825,414.923,216.84,191.9,527.322,564.556
17.886,74.947,168.493,90.942,15.374,4.568,12.449,45.293,46.984,88.512,120.976,19.362,223.083,285.501,195.607,121.094,381.005,148.674,36.053,67.388,624.346,294.049,225.945,475.827
93.989,24.017,37.814,254.482,25.473,12.264,0.469,41.954,105.303,87.365,35.592,51.899,116.879,17.849,288.577,111.587,226.337,351.384,179.41,675.529,260.293,316.897,572.839,429.783
440.735,124.755,230.499,8.759,3.065,2.028,21.689,79.498,23.525,22.006,3.517,104.769,372.39,159.369,224.513,218.727,127.559,65.662,269.593,36.795,770.463,233.732,887.623,430.491
179.215,280.313,16.327,32.254,23.408,16.351,12.763,21.953,16.666,9.517,55.655,277.936,514.892,133.613,196.39,45.623,80.926,219.6,204.81,666.635,339.56,22.733,52.548,157.015
110.612,75.195,125.822,267.167,4.208,4.763,9.014,19.697,135.19,43.116,119.055,122.508,19.892,181.707,88.818,5.754,76.358,8.085,280.246,251.05,271.082,642.313,126.392,657.007
308.15,31.465,2.218,33.097,2.345,1.996,7.372,29.847,68.147,36.813,27.768,109.347,270.698,74.547,448.101,251.011,902.067,282.986,27.483,430.028,504.234,415.446,791.022,30.767
191.39,104.661,234.225,113.608,61.363,24.023,14.438,79.203,207.357,2.602,13.773,189.378,20.532,42.897,6.992,322.934,399.714,310.908,274.521,709.314,292.934,623.333,469.714,72.81
97.743,225.852,55.576,270.044,10.836,1.283,8.585,40.528,212.249,3.739,6.916,298.188,111.577,217.804,312.571,310.019,123.572,365.921,343.312,629.462,507.812,409.59,37.243,132.697
30.009,77.767,148.163,58.698,42.996,4.939,4.646,49.689,140.5,67.241,48.703,47.082,104.158,152.523,258.011,57.594,190.238,2.915,385.255,576.42,235.026,259.582,722.348,1017.658
352.727,40.7,195.887,129.972,32.631,26.272,1.772,66.229,23.318,62.137,32.15,43.824,43.557,159.265,60.234,489.983,155.509,256.922,236.32,163.299,15.078,661.556,604.722,558.045
147.751,21.438,120.932,52.777,118.932,27.0,4.161,10.872,49.674,126.34,88.485,33.269,72.289,351.342,464.254,136.001,465.964,123.214,631.819,344.775,10.477,173.277,347.191,466.496
28.945,449.618,50.942,25.561,25.497,12.478,4.216,7.821,43.156,16.618,22.304,329.192,13.085,237.062,505.088,111.93,76.771,115.329,69.253,3.464,45.919,200.551,287.325,292.227
