@RELATION ECG200

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE target {-1.0, 1.0}

@DATA
-0.595,0.7,0.807,3.068,1.452,-1.479,-0.835,1.795,0.851,0.228,0.268,-1.488,-0.202,0.296,-0.698,-0.925,-0.179,-0.67,-0.342,-0.616,0.273,-1.302,-1.593,-0.974,-1.09,-0.705,-1.172,-0.398,-1.262,-1.096,-2.459,-1.598,-1.198,-1.51,-2.628,-1.703,0.954,-1.869,-4.485,-0.863,-1.482,-1.394,-3.023,2.161,-1.242,-1.418,-0.606,-2.659,-0.375,-1.082,-0.078,0.617,-0.789,0.295,0.132,0.434,0.668,0.507,0.659,0.839,0.501,0.592,0.956,0.639,0.827,0.627,0.951,0.472,1.915,0.253,0.773,0.482,0.577,-0.316,0.741,-0.432,0.694,0.831,0.669,1.155,0.611,0.827,0.958,0.891,0.856,0.973,0.598,0.894,0.646,-0.244,-0.692,0.925,0.318,1.06,0.76,0.416,-1.0
0.325,0.884,0.544,0.516,0.851,-0.045,0.856,-0.09,-1.508,-1.145,-0.587,0.321,-0.69,-0.755,-1.301,-2.033,-0.411,-1.74,-1.984,-1.019,-1.788,-1.64,-0.595,-1.851,-1.043,-2.361,-2.502,0.364,-2.334,-0.711,-0.982,-0.44,-0.221,0.217,0.322,0.568,-0.148,2.109,-0.136,1.142,1.598,-1.412,-0.39,1.14,1.428,0.907,0.854,1.698,2.109,0.965,0.493,0.961,0.371,1.033,0.856,-0.046,-0.07,-0.397,0.508,0.584,0.665,0.428,0.391,-0.018,0.668,0.839,0.635,0.755,0.785,0.544,-0.659,0.049,-0.411,-1.579,-0.695,-0.999,0.249,-0.042,-1.066,-0.831,1.058,-0.471,-0.319,-0.747,-0.745,-0.55,-0.516,-0.246,0.203,0.392,2.426,2.887,1.606,-0.085,-2.236,-0.064,1.0
-0.339,-0.695,0.182,-1.214,1.233,2.782,2.161,1.773,1.482,-0.107,-0.087,2.833,-1.131,-0.614,1.293,0.172,-0.393,-0.415,-0.205,-0.045,-1.644,-0.654,-0.865,-1.596,-0.809,-1.185,-1.795,-1.572,-0.429,-2.065,-2.357,-1.594,-1.534,-1.71,-1.544,-2.005,-2.44,-1.978,-1.266,-2.272,-2.029,-1.838,-1.153,-2.305,-0.494,-1.628,0.915,0.5,-0.368,0.187,0.143,-1.499,0.16,0.547,-0.025,0.42,0.982,0.395,0.576,0.803,0.569,1.427,0.831,0.753,0.548,1.166,0.676,1.026,0.834,0.326,0.469,0.929,0.76,0.429,0.558,0.828,0.8,0.798,0.434,0.08,0.503,0.562,0.296,0.448,0.141,-0.431,0.723,-0.134,0.291,1.038,0.715,-0.338,0.816,0.763,0.803,0.581,-1.0
1.682,2.233,1.717,1.447,1.486,1.958,0.488,0.317,0.193,-0.597,0.148,0.315,1.09,-0.07,0.809,-1.03,0.027,-0.825,-0.233,-0.588,-0.228,-0.61,-0.989,-0.396,0.291,-0.309,-0.791,-0.146,-0.745,-1.239,-2.496,-1.822,-1.337,-1.758,-2.137,-0.44,-0.48,0.13,-2.081,0.079,-1.739,-2.786,-2.133,1.564,0.59,-1.64,1.897,-0.18,1.428,0.721,-1.691,-2.611,-0.383,0.214,0.291,0.268,0.422,0.463,0.427,0.407,0.563,0.268,0.528,0.544,0.321,0.343,-0.066,0.237,0.365,0.265,0.363,-0.009,0.393,-0.275,0.894,0.377,0.326,0.56,0.702,1.114,-0.22,0.365,0.149,0.422,0.668,0.062,0.765,0.682,-0.2,1.871,4.226,1.531,0.294,1.206,1.651,0.66,-1.0
1.006,0.65,2.715,3.894,1.285,0.766,4.028,0.665,0.525,0.505,0.471,0.444,0.336,-1.415,-0.731,-2.974,-0.978,-1.049,-1.281,-1.594,-1.342,-1.278,-0.39,-1.711,-1.434,-1.161,-1.863,-2.006,-2.498,-1.903,0.328,-3.053,-1.967,-1.566,-1.892,0.182,-0.884,0.894,0.003,0.908,4.57,0.575,1.644,1.673,1.031,1.727,0.463,2.066,0.174,0.708,0.97,0.511,0.665,-0.209,0.159,0.279,0.401,0.905,0.004,0.556,0.42,0.297,0.04,0.152,0.247,1.089,0.304,-0.395,0.02,0.102,0.018,0.464,0.774,0.485,0.36,0.494,0.612,0.866,-0.123,-0.039,-0.022,-0.098,-0.123,1.015,0.403,0.464,-0.301,-0.138,-0.538,0.097,-0.351,-0.219,0.824,-0.547,0.732,0.815,1.0
0.051,0.531,1.973,1.081,6.109,0.963,-2.635,-1.328,1.266,-0.003,-0.546,1.189,0.018,-1.092,-1.82,-1.573,-1.062,-1.236,-1.62,-1.317,-2.567,-1.809,-0.896,-1.482,-1.82,-1.589,-1.016,-1.988,-2.602,-2.611,0.678,-1.716,-1.744,-1.162,-1.814,-1.286,-0.706,-0.56,-0.179,1.088,0.794,0.599,0.824,2.926,2.744,-0.416,0.948,1.232,0.348,-0.367,0.89,1.66,0.678,0.264,0.393,0.486,1.181,-0.025,1.045,0.857,0.172,1.025,0.65,1.229,-0.34,1.032,0.405,0.704,1.308,-0.125,0.543,-0.044,1.336,0.859,0.966,1.581,1.331,0.637,-0.052,0.921,0.536,0.609,0.561,0.818,0.236,1.956,0.377,0.334,-0.752,0.258,0.642,1.105,0.544,0.286,0.44,0.436,1.0
0.74,2.254,2.337,-0.724,2.67,3.415,3.332,0.646,0.501,0.002,1.145,0.031,-0.577,1.273,-0.112,0.213,-0.01,1.07,-0.723,-1.749,-0.084,-0.681,-1.251,-0.501,-1.34,-0.285,0.07,-1.027,-0.539,-0.585,-0.329,-1.244,-2.594,-2.518,-2.237,-2.926,-0.263,-2.181,-0.967,0.608,-3.356,-2.379,-0.189,-1.583,-0.928,-1.948,-1.779,-0.942,-0.494,-0.921,-0.331,-0.123,-0.107,-0.295,0.251,0.493,0.278,0.337,0.351,0.427,0.503,0.765,0.898,0.464,0.67,0.808,0.444,0.963,0.407,0.044,1.146,0.778,0.838,0.686,1.239,-0.276,0.845,0.569,0.735,0.292,0.535,0.809,0.841,2.347,0.922,-0.919,0.354,0.249,-0.522,-0.022,0.11,0.769,2.493,0.098,-0.135,0.223,-1.0
0.925,0.57,3.893,1.823,2.859,2.408,1.519,1.114,0.728,-0.779,0.02,0.786,0.266,-0.159,-0.086,0.024,-0.512,-0.706,-0.396,-0.649,-0.814,-0.729,-0.727,-1.204,-1.094,-0.513,-1.724,-2.664,-1.824,-0.394,-1.997,-3.896,-2.837,-2.181,-1.822,-1.597,-1.736,1.037,0.243,-3.518,-0.946,-0.866,-0.55,2.36,0.996,-0.373,0.158,0.476,0.634,0.757,0.136,0.402,1.191,0.511,0.477,0.562,0.672,-0.228,0.145,0.605,-0.419,0.599,0.45,0.584,0.573,0.504,2.351,0.409,0.643,1.64,1.332,1.044,0.627,0.159,0.576,0.545,0.929,0.738,0.956,0.454,0.431,0.489,0.27,-0.241,0.843,0.249,0.418,0.469,-1.067,0.775,-1.962,1.769,-0.628,-2.508,0.544,0.07,-1.0
-1.209,1.591,2.514,1.459,0.611,-0.23,-2.796,-0.462,0.249,-0.268,0.124,0.481,-0.48,-0.818,-1.024,-0.253,-2.072,0.284,-1.33,-1.194,-1.378,-2.183,-0.355,-2.026,-1.794,-1.49,-1.771,-2.228,-1.746,-1.013,-2.027,-1.585,-3.09,-0.651,-2.582,-1.11,-0.465,0.017,1.285,-0.378,0.608,-0.789,2.422,1.352,0.967,-0.223,4.011,1.052,-0.654,1.083,0.721,0.815,0.556,-0.294,0.722,0.643,0.49,0.808,0.515,0.548,0.635,0.854,0.513,0.951,0.768,0.415,0.646,-0.115,0.431,0.491,0.689,0.707,-0.05,0.975,0.869,1.209,0.699,0.271,0.064,0.465,0.072,0.432,0.774,-0.269,0.334,0.724,-0.057,0.083,-0.599,0.027,-1.021,0.229,0.15,-0.227,1.507,0.016,1.0
1.334,3.033,2.802,2.353,-0.539,0.831,-2.113,5.712,2.368,3.163,0.17,1.027,-0.428,-0.943,-0.692,-1.072,-0.636,-0.548,-1.116,-1.264,-1.585,-1.751,-1.495,-0.905,-1.613,-1.004,-2.013,-1.958,-2.69,-1.686,-3.036,-0.77,-2.889,0.902,-0.891,1.448,-0.823,-0.733,0.758,-0.056,0.672,3.095,0.5,1.425,0.871,1.699,-1.718,1.108,0.611,0.579,-0.139,0.325,0.647,0.705,0.768,0.682,0.652,0.277,1.028,0.148,0.76,0.425,0.317,0.227,0.104,0.302,0.456,0.057,0.159,0.088,0.356,-0.174,-0.298,0.384,0.625,0.32,0.013,0.788,-0.214,1.386,0.168,-0.215,-0.313,-0.277,-0.241,0.572,-0.154,-0.275,0.029,0.929,-0.35,-0.739,-0.972,-0.422,-0.052,0.393,1.0
