@RELATION UMD

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC
@ATTRIBUTE att83_err NUMERIC
@ATTRIBUTE att84_err NUMERIC
@ATTRIBUTE att85_err NUMERIC
@ATTRIBUTE att86_err NUMERIC
@ATTRIBUTE att87_err NUMERIC
@ATTRIBUTE att88_err NUMERIC
@ATTRIBUTE att89_err NUMERIC
@ATTRIBUTE att90_err NUMERIC
@ATTRIBUTE att91_err NUMERIC
@ATTRIBUTE att92_err NUMERIC
@ATTRIBUTE att93_err NUMERIC
@ATTRIBUTE att94_err NUMERIC
@ATTRIBUTE att95_err NUMERIC
@ATTRIBUTE att96_err NUMERIC
@ATTRIBUTE att97_err NUMERIC
@ATTRIBUTE att98_err NUMERIC
@ATTRIBUTE att99_err NUMERIC
@ATTRIBUTE att100_err NUMERIC
@ATTRIBUTE att101_err NUMERIC
@ATTRIBUTE att102_err NUMERIC
@ATTRIBUTE att103_err NUMERIC
@ATTRIBUTE att104_err NUMERIC
@ATTRIBUTE att105_err NUMERIC
@ATTRIBUTE att106_err NUMERIC
@ATTRIBUTE att107_err NUMERIC
@ATTRIBUTE att108_err NUMERIC
@ATTRIBUTE att109_err NUMERIC
@ATTRIBUTE att110_err NUMERIC
@ATTRIBUTE att111_err NUMERIC
@ATTRIBUTE att112_err NUMERIC
@ATTRIBUTE att113_err NUMERIC
@ATTRIBUTE att114_err NUMERIC
@ATTRIBUTE att115_err NUMERIC
@ATTRIBUTE att116_err NUMERIC
@ATTRIBUTE att117_err NUMERIC
@ATTRIBUTE att118_err NUMERIC
@ATTRIBUTE att119_err NUMERIC
@ATTRIBUTE att120_err NUMERIC
@ATTRIBUTE att121_err NUMERIC
@ATTRIBUTE att122_err NUMERIC
@ATTRIBUTE att123_err NUMERIC
@ATTRIBUTE att124_err NUMERIC
@ATTRIBUTE att125_err NUMERIC
@ATTRIBUTE att126_err NUMERIC
@ATTRIBUTE att127_err NUMERIC
@ATTRIBUTE att128_err NUMERIC
@ATTRIBUTE att129_err NUMERIC
@ATTRIBUTE att130_err NUMERIC
@ATTRIBUTE att131_err NUMERIC
@ATTRIBUTE att132_err NUMERIC
@ATTRIBUTE att133_err NUMERIC
@ATTRIBUTE att134_err NUMERIC
@ATTRIBUTE att135_err NUMERIC
@ATTRIBUTE att136_err NUMERIC
@ATTRIBUTE att137_err NUMERIC
@ATTRIBUTE att138_err NUMERIC
@ATTRIBUTE att139_err NUMERIC
@ATTRIBUTE att140_err NUMERIC
@ATTRIBUTE att141_err NUMERIC
@ATTRIBUTE att142_err NUMERIC
@ATTRIBUTE att143_err NUMERIC
@ATTRIBUTE att144_err NUMERIC
@ATTRIBUTE att145_err NUMERIC
@ATTRIBUTE att146_err NUMERIC
@ATTRIBUTE att147_err NUMERIC
@ATTRIBUTE att148_err NUMERIC
@ATTRIBUTE att149_err NUMERIC
@ATTRIBUTE att150_err NUMERIC

@DATA
0.018,0.004,0.0,0.018,0.005,0.014,0.008,0.013,0.006,0.006,0.007,0.012,0.007,0.038,0.002,0.009,0.039,0.162,0.514,0.189,0.496,0.685,0.05,0.099,0.338,0.504,0.348,0.005,0.023,0.015,0.027,0.117,0.039,0.006,0.003,0.015,0.001,0.016,0.0,0.013,0.008,0.06,0.044,0.091,0.123,0.091,0.294,0.003,0.076,0.188,1.337,0.645,0.365,0.558,0.498,0.597,1.534,0.897,1.051,0.695,0.932,0.959,0.832,0.281,1.489,0.519,0.199,2.6,0.507,1.241,2.177,0.922,1.9,0.371,0.688,0.579,1.109,1.508,0.884,0.183,0.864,1.4,0.716,0.127,1.18,0.807,1.017,1.513,1.402,0.396,0.425,1.186,1.601,0.188,0.936,0.183,0.72,0.63,0.974,0.276,1.625,1.274,1.54,1.059,0.842,0.824,0.303,0.663,0.372,0.364,0.009,0.178,0.46,0.199,0.051,0.194,0.236,0.012,0.306,0.093,0.114,0.647,0.04,0.296,0.932,0.093,0.387,0.233,0.261,0.217,0.034,0.063,0.008,0.063,0.025,0.021,0.01,0.008,0.029,0.016,0.014,0.002,0.011,0.017,0.035,0.001,0.003,0.003,0.005,0.001
0.025,0.007,0.009,0.005,0.006,0.003,0.012,0.013,0.004,0.019,0.002,0.027,0.001,0.001,0.014,0.014,0.007,0.027,0.621,0.55,0.344,0.732,1.038,0.251,0.223,0.045,0.607,0.092,0.049,0.052,0.188,0.025,0.028,0.036,0.01,0.009,0.01,0.003,0.003,0.014,0.002,0.078,0.002,0.069,0.098,0.401,0.046,0.136,0.339,1.236,0.797,0.451,0.341,0.291,1.914,0.426,0.601,1.064,2.344,0.116,0.69,0.133,2.092,0.244,2.717,0.341,2.127,0.844,1.056,0.738,2.878,1.129,1.614,1.436,1.489,1.176,0.725,0.362,0.647,0.141,0.11,0.995,1.027,0.142,1.261,1.588,0.185,1.238,1.477,1.067,0.82,1.137,0.333,0.075,0.737,0.239,1.495,0.553,1.165,0.091,0.368,0.213,0.12,0.494,0.067,0.878,1.199,0.878,0.529,1.27,0.608,0.464,0.135,0.048,0.475,0.278,0.153,0.047,0.315,0.037,0.125,0.376,0.148,0.366,0.374,0.947,0.171,0.529,0.129,0.302,0.008,0.025,0.013,0.043,0.003,0.005,0.004,0.021,0.007,0.005,0.006,0.013,0.04,0.005,0.015,0.013,0.017,0.025,0.001,0.0
0.01,0.026,0.026,0.009,0.013,0.011,0.01,0.014,0.013,0.035,0.01,0.02,0.014,0.01,0.004,0.048,0.002,0.116,0.595,0.543,0.744,0.202,0.673,0.89,0.163,0.363,0.336,0.505,0.101,0.113,0.064,0.042,0.018,0.009,0.022,0.019,0.004,0.016,0.003,0.014,0.017,0.029,0.004,0.073,0.159,0.167,0.036,0.202,0.124,0.244,0.532,0.171,0.685,0.038,0.577,0.767,0.582,0.351,0.482,1.299,1.364,0.074,0.665,0.081,0.461,1.424,1.562,0.488,0.35,0.233,0.002,1.601,1.619,1.182,0.138,1.87,0.184,0.78,1.387,0.431,0.213,0.839,0.196,0.287,0.903,0.621,0.502,1.106,2.22,0.969,0.526,0.044,0.032,0.853,0.177,0.191,0.166,0.437,0.406,0.367,1.092,0.524,0.16,0.14,0.1,0.558,0.035,0.671,0.456,0.517,0.014,1.054,0.368,0.102,0.381,0.124,0.098,0.125,0.005,0.523,0.154,0.332,0.121,0.463,0.36,0.119,0.215,0.054,0.798,0.267,0.007,0.156,0.127,0.048,0.037,0.016,0.006,0.011,0.008,0.004,0.01,0.014,0.021,0.017,0.026,0.011,0.007,0.034,0.015,0.025
0.012,0.018,0.002,0.004,0.03,0.037,0.005,0.029,0.004,0.007,0.029,0.004,0.021,0.01,0.016,0.012,0.093,0.081,0.538,0.442,0.001,0.337,0.289,0.859,0.326,0.156,0.136,0.025,0.01,0.004,0.006,0.037,0.018,0.023,0.005,0.029,0.024,0.006,0.011,0.009,0.014,0.004,0.017,0.143,0.203,0.087,0.361,0.477,0.217,0.097,0.257,1.179,0.801,0.329,0.91,0.552,0.403,1.391,0.925,0.421,0.149,0.809,2.238,0.769,1.002,0.476,2.393,0.491,0.344,1.238,0.529,0.795,0.78,0.695,0.061,1.286,1.377,0.663,0.337,0.009,0.005,0.559,1.409,0.869,0.745,0.269,0.685,0.65,0.416,0.151,1.145,0.545,0.092,0.252,1.555,1.458,0.041,0.329,1.625,0.237,0.105,1.159,1.213,0.863,0.039,0.927,0.029,0.391,0.473,0.538,1.118,0.367,0.589,0.123,0.451,0.098,0.232,0.041,0.204,0.017,0.14,0.377,0.581,0.192,0.57,0.134,0.185,0.025,0.012,0.242,0.131,0.049,0.013,0.053,0.04,0.003,0.018,0.015,0.001,0.014,0.009,0.014,0.002,0.009,0.008,0.001,0.028,0.012,0.003,0.02
0.021,0.001,0.023,0.001,0.026,0.003,0.003,0.013,0.026,0.02,0.007,0.003,0.004,0.01,0.005,0.007,0.039,0.406,0.172,0.31,0.361,0.596,0.05,0.274,0.141,0.233,0.302,0.111,0.075,0.178,0.084,0.025,0.035,0.0,0.017,0.002,0.013,0.0,0.003,0.001,0.004,0.022,0.092,0.096,0.114,0.167,0.039,0.004,0.01,0.115,0.103,0.26,0.313,0.193,0.044,0.65,0.5,0.421,0.544,0.255,0.687,1.869,0.699,1.0,0.427,1.227,0.302,0.968,0.93,0.418,0.429,0.622,1.622,1.449,2.327,0.316,1.563,0.565,1.25,0.084,1.213,0.145,1.131,0.467,0.813,0.211,0.463,1.964,0.243,0.777,0.19,0.178,0.367,1.145,0.153,0.394,0.102,0.094,0.318,0.112,0.728,0.291,0.7,0.399,0.2,0.271,0.082,0.851,0.568,0.213,0.607,0.223,0.783,0.834,0.272,0.118,0.058,0.112,0.066,0.195,0.416,0.007,0.095,0.475,0.25,0.318,0.965,0.026,0.515,0.144,0.142,0.113,0.143,0.024,0.028,0.011,0.006,0.014,0.01,0.003,0.023,0.0,0.002,0.012,0.017,0.003,0.025,0.011,0.014,0.013
0.002,0.012,0.014,0.017,0.015,0.017,0.01,0.01,0.017,0.021,0.029,0.006,0.016,0.023,0.015,0.021,0.046,0.183,0.256,0.095,0.74,0.22,1.655,0.053,0.165,0.443,0.57,0.126,0.297,0.132,0.038,0.08,0.021,0.012,0.012,0.01,0.009,0.008,0.011,0.016,0.004,0.002,0.132,0.062,0.103,0.348,0.066,0.019,0.905,1.154,0.348,0.486,0.38,1.196,1.582,0.061,1.149,0.849,0.056,1.026,0.564,0.692,1.12,0.758,1.801,0.108,0.067,0.629,0.987,1.006,1.193,0.775,1.352,1.0,1.643,0.159,0.455,1.026,0.564,0.679,0.956,0.224,0.417,0.867,0.209,0.766,1.999,1.931,1.208,1.189,1.057,1.205,2.542,0.273,0.549,0.779,1.098,0.802,0.799,0.218,0.061,0.316,0.19,0.425,0.376,0.301,0.225,1.35,0.5,0.008,0.361,0.558,0.245,0.357,0.315,0.008,0.07,0.106,0.09,0.356,0.448,0.087,0.338,1.047,0.018,0.2,0.516,0.812,0.134,0.144,0.138,0.026,0.194,0.059,0.0,0.007,0.02,0.005,0.032,0.01,0.005,0.004,0.003,0.012,0.004,0.0,0.011,0.015,0.018,0.004
0.004,0.004,0.006,0.034,0.013,0.013,0.006,0.005,0.029,0.005,0.011,0.002,0.009,0.007,0.041,0.039,0.001,0.113,0.155,0.466,0.879,0.686,0.117,0.636,0.026,0.366,0.124,0.24,0.421,0.012,0.076,0.042,0.035,0.021,0.012,0.009,0.006,0.007,0.004,0.013,0.012,0.038,0.131,0.223,0.001,0.115,0.004,0.168,0.093,0.33,0.575,1.439,0.773,0.537,0.31,0.476,0.878,2.202,1.293,1.911,1.923,1.014,0.929,0.343,2.053,1.008,0.385,0.533,1.634,0.178,2.041,2.491,0.376,1.083,0.796,0.067,1.752,1.424,1.303,1.727,0.009,0.452,0.066,1.058,0.568,0.1,1.073,0.346,1.144,0.622,0.245,0.503,0.976,0.194,0.151,0.241,0.595,0.773,1.562,0.591,1.018,0.742,0.63,0.366,0.03,1.034,0.208,0.495,0.565,0.7,0.194,0.277,0.358,0.411,0.157,0.343,0.051,0.007,0.071,0.083,0.087,0.057,0.215,0.389,1.169,0.314,0.144,0.659,0.588,0.234,0.081,0.197,0.06,0.043,0.044,0.023,0.001,0.002,0.024,0.014,0.019,0.011,0.003,0.02,0.019,0.011,0.01,0.013,0.016,0.016
0.025,0.014,0.0,0.002,0.007,0.005,0.02,0.012,0.02,0.011,0.022,0.003,0.007,0.01,0.006,0.014,0.059,0.169,0.101,0.037,1.019,1.003,0.281,0.553,0.258,0.337,0.199,0.243,0.114,0.143,0.08,0.104,0.012,0.006,0.003,0.009,0.002,0.001,0.003,0.009,0.014,0.046,0.016,0.001,0.075,0.03,0.194,0.397,0.873,0.463,0.615,0.577,0.256,0.062,1.853,0.453,0.372,0.256,0.12,1.019,0.878,0.351,1.918,1.943,2.206,1.046,0.649,1.236,0.269,0.183,0.321,0.391,0.491,1.831,2.106,0.575,0.359,0.547,1.6,0.238,0.06,0.012,0.604,0.816,0.485,1.08,1.248,0.29,0.332,0.872,0.553,1.375,0.378,0.856,1.216,1.816,0.644,1.109,1.541,0.636,0.087,1.112,0.151,0.224,0.484,0.726,0.015,0.874,1.037,0.589,0.221,0.618,0.458,0.105,0.177,0.016,0.052,0.254,0.126,0.068,0.133,0.23,0.679,0.043,0.02,0.653,0.152,0.035,0.051,0.296,0.045,0.072,0.052,0.037,0.008,0.021,0.011,0.017,0.004,0.003,0.014,0.002,0.012,0.027,0.005,0.009,0.008,0.006,0.035,0.034
0.013,0.021,0.003,0.011,0.015,0.009,0.025,0.006,0.019,0.006,0.018,0.021,0.003,0.01,0.024,0.033,0.011,0.068,0.14,0.643,0.179,0.196,0.138,0.069,0.274,0.222,0.775,0.274,0.156,0.083,0.014,0.001,0.034,0.013,0.007,0.001,0.037,0.008,0.018,0.016,0.018,0.024,0.09,0.009,0.091,0.092,0.228,0.444,0.031,0.152,0.414,0.426,0.462,0.16,0.68,0.646,0.738,0.089,2.635,0.188,1.541,0.278,0.974,1.033,1.916,0.079,0.856,1.234,2.324,1.24,1.11,1.422,1.11,0.307,0.213,0.687,2.079,0.006,0.705,0.998,0.22,1.239,1.993,2.524,1.614,0.493,0.561,0.634,0.225,0.239,0.719,0.051,1.474,0.625,0.273,0.504,0.609,0.015,0.16,0.719,0.452,0.443,0.026,0.826,0.117,0.385,0.162,0.241,0.317,0.59,0.321,1.145,0.009,0.662,0.47,0.038,0.15,0.006,0.028,0.394,0.013,0.371,0.292,0.403,0.812,0.162,0.713,0.346,0.334,0.123,0.167,0.186,0.025,0.033,0.008,0.005,0.015,0.006,0.007,0.013,0.011,0.015,0.011,0.004,0.004,0.009,0.01,0.014,0.024,0.018
0.022,0.017,0.027,0.016,0.009,0.01,0.015,0.01,0.006,0.043,0.02,0.014,0.013,0.02,0.04,0.009,0.108,0.046,0.269,0.55,0.309,0.315,0.024,0.358,1.321,0.569,0.302,0.078,0.042,0.087,0.02,0.005,0.019,0.0,0.033,0.008,0.031,0.009,0.015,0.016,0.013,0.0,0.031,0.139,0.053,0.432,0.037,0.243,0.029,0.03,0.329,0.849,0.315,0.008,0.359,0.353,1.075,0.446,0.771,0.913,2.102,1.524,0.951,1.308,1.914,0.097,2.117,1.151,1.343,1.295,0.115,0.397,1.268,0.408,0.999,0.388,0.292,0.864,0.592,1.708,0.264,1.737,0.375,1.441,2.903,1.524,1.241,0.906,0.285,0.873,0.444,1.327,1.097,1.054,0.149,0.398,0.143,0.842,1.947,1.13,1.711,0.284,0.523,0.606,0.75,0.485,1.158,0.152,0.099,0.426,0.685,0.15,0.383,0.201,0.696,0.26,0.078,0.18,0.015,0.425,0.269,0.128,0.242,0.511,0.26,0.191,0.756,0.029,0.124,0.161,0.273,0.059,0.17,0.005,0.03,0.002,0.012,0.036,0.017,0.016,0.01,0.011,0.022,0.009,0.01,0.018,0.012,0.013,0.006,0.021
