@RELATION UMD

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE att97 NUMERIC
@ATTRIBUTE att98 NUMERIC
@ATTRIBUTE att99 NUMERIC
@ATTRIBUTE att100 NUMERIC
@ATTRIBUTE att101 NUMERIC
@ATTRIBUTE att102 NUMERIC
@ATTRIBUTE att103 NUMERIC
@ATTRIBUTE att104 NUMERIC
@ATTRIBUTE att105 NUMERIC
@ATTRIBUTE att106 NUMERIC
@ATTRIBUTE att107 NUMERIC
@ATTRIBUTE att108 NUMERIC
@ATTRIBUTE att109 NUMERIC
@ATTRIBUTE att110 NUMERIC
@ATTRIBUTE att111 NUMERIC
@ATTRIBUTE att112 NUMERIC
@ATTRIBUTE att113 NUMERIC
@ATTRIBUTE att114 NUMERIC
@ATTRIBUTE att115 NUMERIC
@ATTRIBUTE att116 NUMERIC
@ATTRIBUTE att117 NUMERIC
@ATTRIBUTE att118 NUMERIC
@ATTRIBUTE att119 NUMERIC
@ATTRIBUTE att120 NUMERIC
@ATTRIBUTE att121 NUMERIC
@ATTRIBUTE att122 NUMERIC
@ATTRIBUTE att123 NUMERIC
@ATTRIBUTE att124 NUMERIC
@ATTRIBUTE att125 NUMERIC
@ATTRIBUTE att126 NUMERIC
@ATTRIBUTE att127 NUMERIC
@ATTRIBUTE att128 NUMERIC
@ATTRIBUTE att129 NUMERIC
@ATTRIBUTE att130 NUMERIC
@ATTRIBUTE att131 NUMERIC
@ATTRIBUTE att132 NUMERIC
@ATTRIBUTE att133 NUMERIC
@ATTRIBUTE att134 NUMERIC
@ATTRIBUTE att135 NUMERIC
@ATTRIBUTE att136 NUMERIC
@ATTRIBUTE att137 NUMERIC
@ATTRIBUTE att138 NUMERIC
@ATTRIBUTE att139 NUMERIC
@ATTRIBUTE att140 NUMERIC
@ATTRIBUTE att141 NUMERIC
@ATTRIBUTE att142 NUMERIC
@ATTRIBUTE att143 NUMERIC
@ATTRIBUTE att144 NUMERIC
@ATTRIBUTE att145 NUMERIC
@ATTRIBUTE att146 NUMERIC
@ATTRIBUTE att147 NUMERIC
@ATTRIBUTE att148 NUMERIC
@ATTRIBUTE att149 NUMERIC
@ATTRIBUTE att150 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.055,0.038,0.039,0.0,0.02,0.045,0.019,0.017,0.008,0.036,0.029,0.028,0.021,0.039,0.007,0.047,-0.015,-0.138,0.325,0.526,0.359,0.93,1.147,1.175,1.308,1.06,0.526,0.15,0.072,0.042,0.059,0.123,0.057,0.014,0.048,0.038,0.014,-0.006,0.036,-0.003,0.035,-0.019,-0.012,0.109,0.038,0.113,-0.109,-0.316,-0.576,-0.767,-0.74,-0.166,-1.232,-0.238,-0.6,-1.083,-1.291,-0.973,-1.275,-0.905,-1.272,-1.431,-1.243,-0.626,-0.265,-0.927,-0.633,-1.002,-1.131,0.835,0.257,-1.339,1.338,-0.8,-0.611,-0.842,-1.355,0.458,-0.803,-0.779,-0.833,0.316,0.181,-0.785,-1.713,-0.876,-1.745,-0.613,-0.485,-0.698,-0.76,1.215,-1.736,-0.119,0.257,-0.072,-0.153,-0.46,-1.392,-0.039,-0.66,-0.336,-0.7,1.809,-0.062,-0.747,-0.102,0.077,-0.118,0.428,0.002,-0.079,0.084,0.053,0.04,-0.239,0.057,0.05,0.239,-0.017,0.05,-1.184,-0.01,-0.227,-0.057,0.033,-0.475,-0.164,-0.452,-0.083,0.053,0.047,0.033,-0.006,0.03,0.048,0.036,0.007,0.043,0.025,0.029,0.047,0.046,0.049,0.051,0.047,0.027,0.043,0.022,0.043,1.0
0.05,0.042,0.048,0.052,0.015,0.055,0.058,0.052,0.046,0.029,0.03,-0.025,0.005,0.019,0.05,0.033,0.027,0.02,-0.304,0.403,0.611,1.65,1.957,0.956,0.95,1.044,1.258,0.885,0.632,0.233,0.293,0.045,0.083,0.062,0.028,0.016,0.002,0.048,0.006,0.049,-0.003,0.059,0.042,0.095,0.015,-0.057,0.012,-0.175,-0.289,-1.303,-0.722,-1.193,-1.393,-1.578,-1.158,-1.454,-0.733,-1.522,0.893,-1.369,-1.52,-1.554,-3.367,-1.424,-0.989,-1.127,-0.316,-1.445,-1.852,-0.763,-0.788,0.781,-1.138,-0.69,-1.647,-1.419,-1.38,-1.432,-1.438,-1.442,-1.337,-1.006,-1.172,-1.419,-1.696,-0.658,-1.226,-0.83,-1.036,-0.876,-1.274,-1.806,-1.253,-1.364,-1.463,-1.475,-2.645,-1.419,-1.428,-1.399,-1.194,-1.338,-1.349,-1.296,-1.291,-1.318,-0.752,-1.349,-1.612,-1.172,-1.151,-0.689,-0.233,-0.087,0.007,-0.181,-0.068,0.018,0.121,0.038,0.016,0.053,-0.081,-0.226,0.18,-0.141,0.076,-0.19,-0.007,-0.181,0.028,0.02,0.047,0.043,0.03,0.016,0.011,0.05,0.027,0.036,0.029,0.028,0.033,0.006,0.014,0.026,0.029,0.038,0.028,0.004,1.0
0.028,0.064,0.045,0.045,0.035,0.028,0.012,0.044,0.037,0.044,0.021,0.017,0.037,0.004,0.0,-0.007,0.039,0.128,0.585,0.826,0.872,0.995,1.182,1.494,0.92,0.947,0.736,0.14,0.036,0.125,0.041,0.077,0.03,0.033,0.016,0.038,0.02,0.027,0.037,-0.0,0.024,0.026,0.014,0.064,0.008,0.07,0.033,0.093,0.169,-0.006,-0.214,-0.03,-0.015,-0.11,-0.933,-0.585,-0.854,-0.981,-0.392,-1.563,-0.26,-0.798,-1.599,-0.953,-0.841,-0.892,-0.605,-0.825,-0.838,-1.0,-0.88,-2.896,-0.678,-1.092,-0.933,-1.314,-0.824,-1.171,-0.087,-1.288,-0.835,0.39,-0.929,-0.691,-1.154,-0.933,-0.823,-1.341,0.462,-1.247,-1.558,-0.958,-0.882,-0.679,-1.109,-0.676,-0.963,-0.674,-1.296,-1.214,-1.515,0.081,-0.183,-0.194,0.047,-0.243,0.011,0.039,0.014,0.492,0.031,-0.016,0.32,0.01,0.05,0.139,0.106,-0.062,0.017,0.184,0.077,0.328,-0.009,0.06,-0.05,0.011,-0.158,0.025,0.213,-0.131,0.021,-0.227,0.183,0.009,-0.017,0.021,0.021,0.018,0.036,0.031,0.017,0.046,0.021,0.034,0.008,0.02,0.014,-0.032,0.05,0.031,1.0
0.01,0.015,0.031,0.041,0.05,0.006,0.049,-0.002,0.045,0.044,0.041,0.03,0.032,0.008,0.012,0.047,0.092,-0.06,-0.259,-0.01,0.031,0.208,0.159,-0.164,-0.034,0.15,0.002,0.044,0.04,0.024,0.034,0.027,0.06,0.013,0.047,0.035,-0.001,0.028,0.022,0.019,0.017,0.042,0.025,0.089,0.021,0.025,0.131,0.142,0.077,-0.056,0.008,-0.154,0.468,-0.582,-0.201,-0.112,-0.386,0.634,-0.57,-0.626,-0.809,-0.671,-1.516,-0.646,-0.367,-0.07,-1.708,-0.379,-0.733,-0.929,-0.53,-0.181,-0.737,-0.781,-0.762,-1.206,-1.97,-1.113,-0.47,-0.719,-0.73,-0.143,-0.056,-0.905,-0.863,-0.777,-0.81,-1.14,-0.751,-0.695,-1.036,-0.419,-0.727,-0.995,-0.897,0.008,-0.766,-0.572,-0.481,-0.698,-0.396,-0.83,-0.052,-0.265,0.001,0.445,0.001,-0.49,-0.185,0.02,-0.899,0.039,0.58,0.199,0.112,0.037,0.022,0.025,0.378,0.048,-0.019,-0.078,0.715,0.731,0.821,0.775,0.816,0.795,0.53,-0.114,0.094,0.052,0.05,0.016,0.062,0.04,0.06,0.064,0.038,0.026,0.035,0.005,0.044,0.007,0.049,0.021,0.056,0.017,0.035,0.011,1.0
0.028,0.004,0.04,0.037,-0.009,0.033,0.021,0.04,0.042,0.05,0.029,0.019,0.021,0.018,0.027,0.009,0.019,-0.127,-0.123,0.023,-0.24,0.167,0.065,-0.037,0.021,0.072,-0.127,0.085,-0.009,0.001,-0.036,0.042,0.018,0.019,0.04,0.044,0.043,0.006,0.041,0.036,0.019,0.055,0.004,0.128,0.047,-0.084,-0.011,0.027,0.019,0.065,0.082,-0.035,-0.047,-0.454,-0.789,-0.512,-1.377,-1.19,-0.854,-1.037,-1.932,-2.331,-1.479,-1.896,-1.087,-0.442,-0.987,-1.059,-0.774,-1.167,-1.316,-1.5,-1.384,-1.757,-0.906,-1.189,-1.571,-0.762,-1.447,-1.24,-1.167,-1.132,-0.378,-1.311,-1.077,-1.045,-1.132,-2.484,-1.383,-0.758,-1.184,-1.208,-1.507,-1.358,-1.215,-1.716,-1.163,-1.18,-1.006,-1.202,-1.272,-1.43,-1.236,-1.117,-1.271,-1.415,-1.242,-1.354,-0.979,-1.035,-1.143,-0.564,-0.257,0.148,-0.309,0.017,0.023,0.032,0.052,-0.038,0.222,0.349,0.741,0.408,0.794,1.1,-0.1,0.499,0.596,0.073,0.025,0.038,0.049,-0.005,0.053,0.025,0.006,-0.009,0.016,0.012,0.08,0.045,0.014,0.015,-0.003,0.045,0.035,0.031,0.017,0.041,1.0
0.012,0.015,0.034,-0.003,0.027,0.038,0.036,-0.004,0.017,-0.006,0.05,0.045,0.031,0.019,0.016,0.033,0.052,-0.138,-0.116,0.029,0.235,-0.122,-0.207,0.033,0.003,0.331,-0.002,0.041,-0.031,-0.022,0.02,0.082,0.062,0.016,0.029,0.036,0.045,0.039,0.009,-0.003,0.037,0.027,0.014,0.023,-0.095,-0.021,-0.001,0.047,-0.26,-0.127,0.134,-0.112,-0.096,-0.676,-2.554,-0.852,0.017,-1.865,-1.18,-1.178,-1.056,-0.741,-1.629,-1.132,-1.649,-1.151,-1.212,-1.645,-1.219,-2.025,-2.79,-1.395,-1.448,-1.512,-0.42,-1.353,-0.857,-2.068,-0.829,-0.704,-0.75,-1.099,-1.141,-1.919,-1.233,-1.348,-1.722,-1.04,-1.606,-0.541,-1.871,-2.601,-2.159,-1.152,-1.252,-1.939,-0.797,-0.59,-0.804,-1.063,-1.298,-1.596,-1.239,-1.484,-1.476,-1.36,-1.276,-1.878,-1.247,-1.23,-1.063,-1.692,-1.408,-0.857,-1.028,-0.364,-0.163,-0.088,-0.016,0.285,0.111,0.455,0.555,0.271,1.004,1.192,1.039,0.64,0.123,-0.007,-0.035,0.046,0.111,0.046,0.021,-0.001,0.009,0.014,0.006,-0.001,0.016,0.011,0.037,0.042,0.04,0.032,0.024,0.039,0.006,0.045,1.0
0.046,0.053,0.013,0.035,0.009,0.044,0.029,0.017,0.034,0.046,0.065,0.053,0.032,0.038,0.054,0.042,0.106,0.402,0.749,0.777,1.51,1.297,0.84,1.309,0.902,0.849,0.652,0.461,-0.051,0.066,0.038,0.063,0.017,0.023,0.018,0.024,0.057,0.007,0.024,0.051,0.012,0.02,0.047,-0.037,0.056,0.01,0.107,0.46,0.698,1.066,1.206,-1.525,0.666,0.949,1.141,0.755,0.032,1.754,2.806,1.746,0.548,0.035,0.481,1.165,1.615,1.226,1.096,0.891,-0.543,0.953,2.141,0.204,0.823,1.487,1.443,0.917,-1.654,1.768,1.123,-0.228,0.975,0.372,1.014,0.684,0.974,1.003,1.193,0.981,0.935,1.172,1.19,0.554,1.297,1.019,0.928,0.845,1.186,1.055,0.606,0.923,1.133,0.649,0.473,1.039,0.937,1.188,0.664,0.354,0.75,-0.339,-0.064,-0.004,0.224,0.217,-0.094,-0.119,-0.01,0.024,0.082,0.056,0.03,0.096,-0.113,0.329,-0.368,0.228,-0.132,-0.087,0.081,0.343,-0.019,-0.109,0.029,-0.002,0.042,-0.012,0.003,0.011,0.032,0.041,0.045,0.02,0.015,-0.002,0.059,0.007,0.01,0.02,0.004,0.014,1.0
0.049,-0.002,0.026,0.024,0.041,0.016,0.021,0.021,0.031,0.047,-0.011,0.024,0.028,0.025,0.045,0.012,0.01,0.114,-0.064,0.054,-0.103,-0.52,0.347,0.121,0.373,0.75,0.612,0.589,0.916,0.842,0.466,0.297,0.109,0.051,0.045,0.058,0.009,0.02,0.014,0.027,0.032,0.074,0.008,0.041,0.001,0.006,0.16,-0.308,0.82,-0.157,0.261,-0.136,0.629,0.736,2.3,1.05,1.015,1.005,0.899,1.473,1.288,0.986,2.472,0.23,2.659,1.43,1.139,1.824,1.137,0.861,0.787,0.891,1.182,1.089,1.366,0.819,0.963,0.999,1.982,0.86,0.997,0.982,1.188,1.544,0.74,0.904,0.745,1.086,0.918,0.266,1.052,0.735,0.329,2.051,1.34,1.204,0.846,0.732,0.818,0.377,0.887,0.551,0.931,1.057,0.92,1.795,0.987,1.452,1.103,1.426,0.757,1.282,0.584,0.603,0.319,0.137,0.095,-0.059,0.137,0.042,0.017,-0.189,-0.094,0.067,0.031,0.156,0.023,0.045,0.015,-0.349,0.078,0.031,0.053,0.069,0.045,0.08,0.005,0.024,0.005,0.021,0.031,0.044,0.0,0.028,0.007,0.048,0.041,0.051,0.006,0.042,1.0
0.002,0.044,0.005,0.003,0.011,0.015,0.012,0.02,0.041,0.057,0.005,-0.001,0.019,0.002,0.024,0.011,0.021,0.123,0.497,0.574,1.017,1.051,0.9,0.604,0.437,0.2,-0.204,0.04,-0.122,0.03,0.017,0.003,-0.012,0.043,0.048,0.041,0.041,0.051,0.015,0.013,0.014,0.01,-0.011,0.02,0.089,-0.053,-0.203,-0.043,0.024,0.184,-0.394,0.52,0.013,0.554,0.259,0.202,0.316,1.004,1.043,0.854,1.632,0.89,1.037,0.324,1.219,1.019,2.024,0.933,0.8,1.111,1.22,1.881,1.506,1.063,1.197,0.471,1.834,1.045,0.591,-0.093,1.281,0.31,1.946,0.516,1.108,1.239,0.813,0.694,0.956,1.101,0.948,1.049,-0.085,1.048,1.063,0.793,1.336,1.041,0.909,1.336,0.737,1.062,1.039,0.929,1.067,0.965,1.071,0.988,0.591,0.445,0.144,0.143,0.058,0.331,0.033,0.011,0.187,0.035,0.016,0.233,0.022,-0.416,-0.012,0.17,-0.191,0.08,0.435,-0.328,0.06,-0.042,-0.018,0.036,0.046,0.073,0.047,0.041,0.042,0.016,0.037,-0.006,0.036,0.029,0.04,0.035,0.016,0.003,0.051,0.003,0.047,0.009,1.0
0.007,0.04,0.007,0.021,0.042,0.044,0.012,0.032,0.014,0.035,0.017,0.054,0.022,0.012,0.032,0.048,-0.073,-0.005,0.029,-0.15,-0.085,-0.08,-0.013,0.086,0.813,0.407,-0.154,0.022,-0.001,0.013,0.048,0.005,0.009,0.002,0.072,0.024,0.037,0.008,0.047,0.051,0.053,0.026,0.042,0.105,0.025,-0.254,0.009,0.093,0.042,0.016,0.17,0.334,-0.046,0.404,0.488,0.834,1.891,1.156,0.189,1.515,0.873,2.289,1.605,2.835,0.786,1.052,0.276,1.203,1.314,0.796,0.869,0.75,-0.222,1.026,0.685,1.187,0.98,1.499,1.271,2.408,1.026,1.243,0.956,0.254,3.395,0.196,1.926,0.719,1.056,0.265,1.661,1.123,0.835,1.662,1.025,1.049,1.0,0.754,-0.707,1.59,-0.95,1.005,0.411,0.905,1.045,1.204,1.709,0.162,0.134,-0.254,-0.603,-0.059,-0.395,0.107,0.032,0.276,0.409,0.627,0.863,1.036,1.083,1.086,0.859,1.127,1.024,0.921,0.822,0.928,0.68,0.308,0.335,0.098,0.063,0.057,0.009,0.01,0.016,0.017,-0.003,0.002,0.021,0.021,0.034,0.038,0.014,0.007,0.034,0.057,0.015,0.017,1.0
