@RELATION ItalyPowerDemand

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE target {1.0, 2.0}

@DATA
-1.786,-0.901,-0.807,-1.776,-1.575,-1.371,-1.217,0.041,1.019,1.227,0.744,0.965,0.603,0.337,-0.556,-0.186,-0.312,0.679,1.08,1.22,1.589,1.14,-0.154,-0.687,1.0
-0.991,-0.834,-1.717,-1.641,-1.609,-1.133,-1.083,-0.314,0.667,1.116,1.293,0.864,0.928,0.442,0.395,0.619,-0.462,-0.601,0.157,1.73,1.188,0.76,0.465,-0.09,1.0
0.103,0.617,-0.185,0.304,-0.442,-0.27,0.067,-1.305,-3.369,-0.945,0.941,-0.086,-0.273,-0.44,-0.496,0.915,-0.406,-0.624,0.242,-0.421,0.18,2.41,2.44,1.543,2.0
-0.736,-2.237,-2.175,-1.421,-1.731,-1.425,-1.511,0.028,-2.493,1.075,1.431,1.107,0.942,0.567,0.735,0.956,-0.21,0.438,0.789,2.025,0.558,1.359,0.265,-1.113,2.0
-1.066,-1.316,-1.559,-1.88,-1.564,-2.034,-1.051,-0.382,0.552,1.033,1.053,0.08,0.657,-0.046,0.477,1.5,0.539,1.197,1.333,1.073,0.471,0.493,-0.225,-0.823,1.0
-0.17,-0.257,-0.988,-1.168,-1.14,-1.178,-1.464,-0.596,0.09,-0.277,0.481,0.18,0.56,0.197,-0.132,-1.02,-0.281,0.407,-0.521,0.932,1.694,1.951,0.812,1.684,1.0
-0.153,-1.323,-0.677,-1.147,-0.761,-0.964,-1.792,-0.109,0.206,1.773,1.778,2.033,1.321,0.743,0.244,-0.037,-0.344,0.677,-0.178,-0.086,1.742,-0.143,0.205,0.162,2.0
-0.911,-1.373,-1.925,-1.817,-1.919,-1.513,-1.135,-0.497,0.566,1.368,1.203,0.54,0.535,0.308,0.307,1.631,0.74,0.805,1.449,1.031,-0.045,0.319,0.043,0.132,1.0
-1.349,-1.211,-1.559,-1.731,-1.554,-1.555,-0.847,-0.591,-0.556,1.051,1.098,1.525,0.731,0.921,0.423,0.855,1.344,0.665,0.925,0.674,0.664,0.475,0.754,-0.048,1.0
-0.649,1.392,-1.301,-1.64,-1.176,-1.326,-2.021,-0.828,0.268,0.758,1.528,1.375,0.839,0.507,0.802,0.726,0.978,1.439,-0.131,0.772,-0.151,1.263,-0.037,-0.589,2.0
-0.776,-0.166,-1.235,-1.555,-1.661,-1.088,-1.211,-1.088,0.085,2.783,1.508,1.349,0.96,0.97,0.526,-0.373,-1.116,0.128,0.129,-0.027,-1.096,0.584,0.774,1.587,2.0
-1.097,-0.463,-1.404,-1.614,-1.888,-1.101,-1.048,0.227,0.306,1.194,2.73,0.878,0.697,0.536,0.475,0.495,0.567,0.456,1.06,2.159,0.916,1.418,-0.687,-0.816,1.0
-0.875,-1.045,-1.391,-1.646,-1.923,-1.005,-1.035,-0.067,1.34,2.019,1.188,0.889,0.541,2.055,0.423,-0.313,0.65,1.484,1.216,1.118,1.025,0.425,-0.132,-0.644,1.0
-1.393,-1.963,-1.489,-1.748,-1.891,-1.506,-1.274,0.582,0.822,1.399,1.175,1.615,0.712,0.21,0.328,0.719,0.915,0.62,0.055,1.454,1.861,1.16,0.603,-0.006,2.0
-0.724,-1.573,-1.751,-1.728,-1.657,-1.256,-1.015,-0.145,0.685,2.639,1.201,0.715,0.929,0.573,0.433,0.542,0.306,1.0,-0.421,0.319,0.07,0.455,0.343,-0.457,1.0
-1.714,-0.346,-0.571,-1.101,-0.903,-0.927,-2.204,-2.65,-0.983,1.268,0.467,0.572,0.973,-0.652,-0.037,-0.296,-0.557,-0.007,-0.065,0.887,2.247,1.843,0.399,2.342,2.0
-0.305,-0.601,-1.197,-1.521,-1.604,-1.416,-1.101,-0.172,-0.476,0.165,0.759,0.409,0.039,0.383,0.172,-0.638,-0.033,0.769,1.505,1.195,1.594,1.18,0.985,0.738,1.0
-1.189,-0.352,-1.301,-1.451,-1.505,-1.598,-1.211,-1.381,-0.747,-1.449,0.825,0.879,0.666,-0.082,0.167,-0.223,-0.157,0.843,2.314,1.864,0.412,1.036,1.623,0.192,1.0
-0.946,-1.258,-0.993,-1.269,-1.463,-1.559,-1.544,-0.545,0.385,0.827,0.77,0.816,1.237,0.558,0.224,0.459,0.351,0.08,-0.482,0.416,-0.216,0.45,-0.425,-0.098,2.0
-1.94,-1.298,-1.061,-1.689,-1.942,-1.654,-1.944,0.143,0.281,0.975,1.126,0.893,0.693,0.715,0.473,0.479,0.567,1.755,1.048,1.1,0.334,0.389,-0.087,-1.635,1.0
-1.3,-1.126,-1.41,-0.892,-0.917,-1.299,-1.326,-0.483,0.952,1.575,1.18,1.535,0.977,0.21,-0.224,0.333,0.802,0.832,0.415,0.994,0.509,-0.628,-0.674,0.411,1.0
-0.855,-0.928,-1.245,-1.548,-1.631,-1.38,-0.928,-0.589,0.605,1.088,1.487,1.065,1.224,0.701,0.935,0.752,1.274,-0.673,0.5,0.109,-0.015,1.408,0.521,-0.276,2.0
-0.584,-1.26,-1.74,-1.356,-1.26,-1.451,-1.185,-0.171,0.923,0.961,1.035,1.153,1.002,-0.168,1.098,0.571,0.55,0.395,0.407,1.289,0.978,0.598,0.121,0.003,1.0
-0.8,-1.157,-1.435,-1.512,-1.686,-1.417,-0.943,-1.019,-0.035,0.394,2.15,1.032,0.437,0.519,0.041,-0.29,0.525,1.007,1.441,1.567,1.426,0.222,0.015,-1.391,1.0
-1.238,-1.522,-1.575,-1.658,-1.355,-1.516,-0.987,0.024,0.605,1.091,1.728,0.508,0.633,0.341,0.143,-0.286,-0.672,0.542,0.488,0.961,1.285,0.398,-0.277,-0.644,1.0
-0.927,-0.824,-1.363,-1.184,-1.505,-1.53,-1.156,-0.533,0.49,1.414,1.447,1.212,0.743,0.045,-0.546,-1.287,-1.091,-0.4,-0.085,2.184,1.465,1.145,0.033,0.07,1.0
-0.941,-1.861,-1.434,-1.41,-1.669,-1.396,-1.185,-0.141,-0.102,0.708,1.335,1.043,0.812,0.152,0.258,0.04,0.464,0.586,0.37,0.837,1.721,0.825,0.084,-0.106,1.0
-0.919,-0.931,-1.635,-0.595,-1.719,-1.383,-1.099,-1.076,0.139,0.999,1.17,1.345,0.923,1.055,0.803,0.891,1.111,-1.382,0.713,0.029,-1.566,0.465,-0.486,-0.395,2.0
-0.971,-0.818,-1.315,-1.594,-1.395,-1.527,-0.631,0.145,0.666,1.193,1.313,1.289,0.56,0.833,-0.171,0.787,0.72,0.244,0.485,0.201,0.901,3.425,0.164,0.044,2.0
-0.346,-1.414,-0.926,-1.694,-1.503,-1.44,-1.104,-0.44,0.591,0.191,1.184,1.07,0.459,0.033,0.352,0.659,0.605,0.538,0.487,1.59,0.966,0.658,0.282,-0.428,1.0
-0.95,-1.308,-1.262,-1.676,-1.638,-1.419,-1.085,0.39,-1.92,0.318,0.982,0.867,0.924,0.397,0.469,0.292,0.933,1.084,1.274,0.774,0.228,1.435,-0.505,-0.721,1.0
0.339,-0.384,-0.446,-1.165,-1.269,-1.153,-0.696,-0.277,-0.596,-1.081,0.23,-0.216,-0.089,0.227,-0.677,-0.872,-0.78,-0.646,-0.805,0.708,2.416,1.479,1.427,1.159,2.0
-0.743,-1.107,-1.387,-1.517,-1.507,-1.366,-1.283,-0.337,0.331,0.998,0.627,1.529,0.941,0.862,-0.003,1.058,0.976,0.733,1.437,0.289,-0.158,0.007,-0.694,0.011,2.0
-0.404,-0.397,-1.405,-1.651,-1.29,-1.228,-0.92,-0.413,-0.37,0.086,0.871,0.463,0.727,0.074,-0.58,-0.405,0.154,1.646,1.975,1.642,1.925,1.075,0.811,0.158,1.0
0.057,-2.187,-1.088,-1.733,-1.426,-1.076,-1.956,-0.773,0.721,-1.932,1.7,1.578,1.417,0.712,-0.365,0.064,0.096,0.078,0.048,0.277,2.665,-0.338,-0.173,1.588,2.0
-1.044,-1.255,-1.41,-1.934,-1.512,-1.744,-1.58,-0.854,0.519,0.76,0.992,1.126,1.126,0.773,0.563,1.133,0.455,1.308,0.136,0.742,-0.07,0.177,3.592,-0.019,2.0
-1.5,-1.725,-1.702,-1.305,-1.549,-1.579,-0.33,-0.428,1.16,0.693,0.891,0.896,0.261,0.695,0.648,0.666,0.79,1.237,0.915,1.098,0.607,-0.324,0.504,0.113,1.0
0.161,-0.8,-1.094,-0.811,-1.084,-1.541,-1.63,-1.073,0.698,0.924,2.354,2.185,0.991,0.198,0.977,0.282,-0.21,0.072,-0.603,0.059,1.61,-0.357,0.718,0.281,2.0
-0.824,-1.525,-0.849,-1.551,-1.57,-1.929,-0.391,-0.316,-0.56,0.975,1.173,0.961,0.881,0.03,0.04,0.61,0.925,0.368,0.192,1.064,-0.053,0.856,-0.286,0.358,1.0
0.812,-1.042,-1.227,-1.787,-1.976,-1.501,-1.73,-1.482,0.433,0.815,1.905,1.19,1.293,0.654,0.824,1.026,0.547,1.796,-0.633,2.574,0.035,0.046,0.295,0.238,2.0
0.332,-0.548,-1.11,-1.214,-1.345,-2.203,-1.059,-1.203,-0.801,-1.368,0.148,0.754,0.646,0.009,-0.596,-0.501,-0.784,0.129,1.536,1.629,1.52,1.213,0.806,0.086,1.0
-0.846,-1.255,-1.565,-1.471,-1.583,-1.401,0.06,-0.226,0.054,1.876,0.95,0.91,0.726,0.618,0.354,0.325,0.926,0.963,0.296,1.353,0.524,0.483,-0.148,-0.724,1.0
-0.967,-1.612,-1.422,-1.53,-1.331,-1.604,-1.233,-0.778,0.065,0.079,1.268,0.852,0.907,0.661,0.621,0.876,0.516,0.511,1.806,0.167,0.043,0.061,0.082,0.847,2.0
-0.977,-1.07,-1.279,-2.201,-1.513,-1.226,-2.032,-1.252,0.5,1.511,1.656,1.632,1.261,0.089,-0.336,0.249,-0.458,0.195,0.042,0.366,-0.367,1.066,1.47,1.56,2.0
-0.743,-1.569,-1.46,-1.64,-1.357,-1.549,-0.871,-0.971,-0.079,1.173,1.217,0.153,0.949,0.492,0.75,0.747,0.341,0.052,1.275,0.452,0.873,0.196,-0.498,-1.679,1.0
-2.041,-1.25,-1.292,-1.398,-1.008,-1.344,-1.485,-0.523,0.464,0.716,1.684,1.772,1.244,0.508,0.596,1.193,0.879,0.423,-0.185,0.321,0.706,0.043,0.28,-0.147,2.0
0.688,-0.082,-0.499,-1.105,-0.999,-1.016,-0.733,-1.866,-1.423,-0.402,0.038,0.5,0.857,-0.498,-0.01,-0.26,-0.565,-0.29,-0.577,0.028,3.517,2.329,2.32,1.657,2.0
-0.76,-1.39,-1.396,-1.877,-1.689,-1.432,-1.54,-0.982,0.281,1.114,1.434,1.188,0.442,0.771,0.459,-0.632,0.547,0.582,1.261,0.312,-0.117,0.115,0.459,0.517,2.0
0.5,-0.093,-0.943,-1.413,-1.508,-1.254,-1.576,-2.337,-1.209,0.362,0.771,0.793,0.676,-0.023,-0.566,-1.202,0.959,-1.153,-0.154,1.076,0.125,3.061,0.775,0.953,2.0
-0.615,-0.876,-1.426,-1.436,-1.343,-0.799,-0.905,-0.233,0.816,1.411,1.498,1.044,0.755,0.231,-1.071,-0.3,-1.127,-0.215,0.377,1.761,0.167,0.931,0.487,-0.799,1.0
-1.085,-1.166,-1.575,-1.564,-1.414,-1.515,-1.57,-0.77,1.345,2.218,1.29,0.156,0.568,0.21,0.016,0.506,-2.325,0.874,0.979,0.545,0.898,1.095,0.258,-1.102,1.0
-0.327,-0.616,-1.016,-2.015,-1.573,-1.566,-1.087,-0.939,-0.158,1.265,1.703,1.54,1.07,1.713,-0.263,-0.61,-0.067,-0.134,-0.428,-0.005,0.172,1.274,0.187,-0.311,2.0
-0.974,-1.436,-1.473,-1.922,-1.528,-1.352,-0.686,-0.451,0.78,1.158,1.629,1.133,1.065,0.748,0.71,0.326,0.942,0.488,0.364,-0.226,0.107,1.023,0.323,-0.417,2.0
0.049,-0.156,-1.929,-1.341,-1.013,-1.281,-1.907,-1.51,-0.223,1.604,1.939,1.641,1.235,0.514,-0.527,-0.955,0.044,-0.078,0.045,0.097,-0.756,0.233,0.79,0.749,2.0
-0.695,-1.354,-1.569,-1.809,-1.121,-0.949,-1.184,-0.216,0.16,0.922,1.469,1.317,1.134,0.114,-0.319,-0.632,-0.229,-0.434,1.371,1.649,3.112,0.708,0.017,-0.214,1.0
-0.663,-1.919,-1.164,-1.446,-1.3,-1.505,-1.569,-0.159,0.653,0.737,1.467,1.225,0.899,0.661,0.523,0.684,1.099,0.404,0.694,0.322,0.16,-0.091,0.436,-0.325,2.0
-0.254,-1.261,-0.909,-1.393,-1.437,-1.309,-1.408,-0.18,0.828,1.168,0.747,1.243,0.442,0.599,0.779,-0.148,0.729,0.652,0.212,-0.07,-0.06,0.135,0.192,-0.378,2.0
1.704,-0.894,-2.086,-1.527,-1.532,-1.27,-1.194,-0.374,0.152,1.061,0.839,0.66,0.607,0.798,0.604,0.934,0.384,0.9,1.121,1.241,0.09,-0.027,-0.171,-1.364,1.0
-0.118,-0.283,-1.416,-1.619,-1.49,-1.436,-1.181,-0.228,-0.482,-0.401,0.565,0.647,0.452,0.122,-0.427,-0.309,-0.519,0.904,1.609,1.84,2.196,0.54,1.365,-0.419,1.0
1.085,0.651,-0.857,-0.308,-0.761,-0.302,-0.339,-2.127,-1.046,-0.661,-0.295,0.975,0.082,0.637,-0.571,-0.844,-0.585,-1.0,-1.127,-0.404,-0.196,1.686,2.083,1.971,2.0
-0.78,-0.671,-0.562,-1.491,-1.511,-1.209,-1.535,-1.056,0.235,0.279,1.526,1.325,1.263,1.004,1.285,0.973,1.631,0.523,0.478,0.392,0.859,-0.46,0.054,1.103,2.0
-1.725,-1.371,-1.526,-1.046,-1.6,-1.543,-0.984,-0.112,0.425,1.007,1.043,0.948,0.422,0.482,0.496,-0.116,0.89,1.078,1.541,1.002,0.905,0.284,0.74,-0.458,1.0
-0.95,-1.353,-1.41,-0.989,-1.777,-1.832,-1.081,0.021,0.694,1.745,0.994,1.125,1.498,0.346,0.414,0.544,0.406,1.175,0.535,2.194,1.597,-0.054,0.363,-2.318,1.0
0.418,-2.107,-1.441,-1.635,-1.758,-1.541,-0.821,-0.081,-0.143,1.145,1.007,1.641,0.934,0.692,0.777,1.123,0.94,2.164,-0.126,-0.029,-0.368,1.338,2.143,0.325,2.0
-1.273,-1.141,-1.331,-1.426,-1.643,-1.466,-1.254,-1.385,0.269,0.469,1.097,1.108,0.799,0.989,0.88,0.285,0.28,0.481,0.662,0.612,0.776,0.249,-0.055,0.248,1.0
-1.053,-1.101,-1.103,-1.408,-1.156,-1.556,-0.968,-1.257,-0.043,1.13,1.931,1.332,1.285,0.093,0.563,0.473,1.108,0.967,0.969,-1.544,-0.105,0.177,0.631,0.888,2.0
1.453,0.735,-0.414,-0.918,-1.521,-0.979,-0.682,-1.883,-0.617,0.644,0.84,0.321,0.627,0.584,-0.867,-0.62,-0.934,0.317,-0.527,1.198,0.711,3.319,2.173,1.628,2.0
