@RELATION Chinatown

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE target {1.0, 2.0}

@DATA
435.154,452.446,228.452,166.237,53.194,36.886,24.811,29.965,110.481,126.281,316.746,625.451,1198.802,1302.024,1223.193,1086.976,994.573,1093.362,1055.442,975.769,775.234,581.392,563.361,113.948,1.0
380.282,278.841,117.757,142.972,65.741,-5.606,26.633,35.475,69.549,142.87,392.414,669.96,1213.959,1357.884,1233.507,1277.489,1220.661,1150.144,1273.356,1139.19,711.351,628.068,598.884,230.332,1.0
597.836,374.66,160.37,184.614,36.298,26.031,40.321,46.648,134.624,176.679,393.001,847.624,1318.726,1638.02,1404.917,1191.469,1246.058,1271.004,1158.111,1119.474,760.888,653.046,296.901,-20.777,1.0
401.529,373.338,266.697,85.301,85.469,42.331,33.195,62.914,170.399,163.77,442.303,758.076,1286.651,1333.077,1437.55,1279.365,1318.016,1499.887,1693.777,1474.748,1673.633,1128.607,795.336,699.152,1.0
363.344,294.665,193.599,185.327,45.592,38.483,28.491,35.792,76.805,139.029,329.074,651.272,919.563,1011.549,1095.417,1063.364,1093.943,997.304,990.451,1073.965,852.822,631.122,385.894,342.339,1.0
408.106,352.902,194.713,153.231,71.414,13.89,31.555,37.277,114.053,136.963,319.563,533.522,1029.46,1254.588,1314.997,1099.532,1088.917,1026.986,1059.877,1146.309,803.92,706.417,525.351,362.049,1.0
516.787,350.288,248.26,191.128,75.16,38.774,42.97,93.536,133.477,193.739,335.381,667.073,1160.56,1555.92,1365.834,1289.296,1386.594,1337.663,1400.907,1461.929,1088.374,1350.331,1037.478,786.474,1.0
536.45,428.893,129.858,87.33,47.425,29.843,28.139,92.123,30.82,157.006,429.477,1019.181,1651.936,1709.866,1702.999,1730.251,1521.753,1549.359,1642.812,1768.04,1530.498,1612.994,1244.233,910.651,1.0
494.259,365.393,217.558,274.551,88.919,64.518,25.718,110.88,201.929,235.914,449.267,729.841,1323.384,1613.601,1559.574,1697.566,1586.444,1459.787,1665.291,1894.321,1962.407,1704.089,1358.104,1359.172,1.0
458.619,377.757,165.242,167.32,128.005,37.141,19.506,26.177,70.719,132.133,295.315,676.067,1077.498,1278.531,1084.696,928.863,1164.06,1186.613,1522.969,1573.65,1577.309,1346.129,1111.093,828.117,1.0
175.779,56.722,17.165,16.736,-14.699,20.746,25.043,95.122,226.26,208.671,345.122,544.781,1234.679,1380.084,1472.719,1326.842,1202.618,1056.416,1200.927,1023.828,1007.307,737.962,607.147,251.073,2.0
118.795,21.051,22.803,15.03,41.862,14.063,26.169,102.763,234.469,204.887,476.725,629.634,1146.784,1239.362,920.158,836.283,845.492,1185.381,1564.212,1793.973,1304.571,935.994,847.113,852.793,2.0
15.099,58.667,136.882,12.995,-20.083,20.339,18.284,71.32,185.697,210.319,298.669,570.469,1046.347,1257.193,1073.793,853.983,840.508,1028.292,1195.426,951.531,721.191,388.408,316.649,182.438,2.0
9.701,53.461,34.935,-21.988,9.11,16.606,19.36,75.984,231.246,234.822,349.729,728.345,1126.959,1149.197,920.108,996.559,1181.233,1092.274,1170.194,1750.935,1095.998,834.994,447.132,241.386,2.0
155.416,106.874,18.98,26.562,57.935,11.806,35.882,104.505,184.898,211.44,435.302,705.282,1371.733,1351.534,980.42,944.865,1011.012,1226.187,1691.359,1792.748,1479.718,1193.838,1062.912,847.881,2.0
261.795,173.287,112.78,55.698,47.241,23.858,26.964,35.281,191.772,215.538,345.129,805.696,1350.9,1457.364,1374.654,1235.849,1141.426,1284.138,1377.773,1370.646,1230.121,853.869,421.482,312.892,2.0
38.962,154.08,53.997,24.265,8.915,15.957,28.315,142.137,222.064,274.828,354.232,662.998,1276.229,1349.294,1189.277,1116.345,918.781,1187.024,1083.419,1198.397,908.931,669.689,660.281,66.672,2.0
128.515,11.747,37.994,1.414,-2.085,12.231,23.475,66.961,158.238,188.009,315.851,404.031,989.521,1145.871,969.272,842.41,891.932,1050.976,1226.906,1269.301,703.467,876.031,525.568,346.514,2.0
107.731,182.086,65.941,-6.207,0.086,22.726,26.734,109.411,208.968,201.728,368.85,517.143,1226.009,1239.811,1200.612,1319.74,1098.275,1202.028,1022.19,1127.176,941.265,488.521,501.302,347.947,2.0
84.038,66.0,37.973,28.83,20.823,15.838,29.993,139.697,209.973,259.574,330.113,638.796,1137.799,1174.73,920.644,805.118,849.138,908.794,962.748,968.495,582.232,554.913,182.85,148.262,2.0
