@RELATION Chinatown

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
141.644,39.619,36.355,32.405,1.083,5.421,0.766,1.33,10.729,19.787,28.525,65.966,80.016,61.009,35.609,3.792,112.817,11.361,45.882,2.523,49.683,7.062,167.517,67.72
31.334,24.525,21.568,22.389,20.05,15.14,1.167,11.761,2.725,19.271,10.88,21.582,30.772,27.685,58.458,66.382,62.948,51.736,43.418,16.081,98.327,38.565,4.901,69.679
9.878,95.813,12.986,13.035,24.965,10.787,1.113,9.772,41.471,5.639,16.118,67.448,29.233,88.768,2.647,47.048,81.745,71.011,112.939,73.442,54.083,42.309,33.503,94.958
29.62,51.525,53.425,45.418,12.826,0.809,4.698,1.133,18.532,34.993,20.786,43.66,28.123,145.39,292.533,179.426,44.951,18.265,66.572,278.839,95.839,76.45,203.961,154.249
41.428,29.965,41.854,46.439,21.732,5.532,2.104,6.678,26.604,0.181,0.05,1.537,70.308,24.428,129.862,113.648,31.215,136.53,46.822,44.919,71.003,64.838,276.118,122.552
103.692,29.511,31.036,8.644,1.867,0.379,2.039,4.277,8.667,16.036,33.99,37.54,19.193,7.785,84.303,28.63,159.999,7.137,26.365,17.56,169.369,122.667,34.896,13.835
95.838,14.764,19.313,41.425,8.05,3.626,2.805,13.517,9.047,7.833,12.562,17.192,7.481,157.465,2.075,86.645,70.162,56.56,105.329,43.288,207.072,101.876,120.338,216.695
124.209,32.245,19.963,10.136,4.428,0.565,4.446,25.215,39.107,1.993,60.039,52.322,18.144,95.267,13.891,37.727,11.732,37.101,37.351,21.787,14.614,217.381,241.375,144.991
115.026,51.717,32.189,32.471,23.363,0.424,2.592,10.048,4.544,0.093,6.88,25.642,17.807,4.657,23.781,175.949,86.599,47.082,72.361,27.293,151.133,93.687,28.675,110.676
98.347,20.109,0.61,24.424,2.766,4.813,3.094,16.233,1.555,3.974,15.643,44.766,16.116,71.241,96.682,70.478,140.822,201.139,33.583,75.455,49.723,183.175,20.101,156.025
30.145,21.395,12.251,1.339,17.212,4.589,3.753,4.433,32.7,9.549,18.599,51.309,41.613,25.693,138.359,68.143,74.515,133.528,68.196,109.161,88.898,48.202,88.839,53.938
45.854,29.622,50.884,1.137,35.509,5.486,2.031,0.66,66.067,19.778,37.225,12.08,38.744,10.71,136.876,20.056,13.984,34.095,20.662,129.486,48.414,96.811,213.557,213.317
73.243,9.418,22.742,19.329,37.372,1.337,0.382,1.927,1.533,13.184,0.695,30.046,9.164,204.313,122.919,62.163,34.323,33.24,44.207,132.51,68.468,131.794,71.57,26.554
110.971,7.701,7.335,12.136,15.556,5.192,1.584,12.431,27.934,3.444,11.7,82.45,111.28,35.958,33.959,64.928,145.503,3.094,58.797,163.93,47.371,266.261,44.818,0.506
27.011,12.513,20.449,7.689,4.993,2.321,0.476,9.847,4.471,8.382,1.334,31.429,20.955,23.523,64.86,9.559,36.472,87.508,41.213,8.078,15.511,36.517,44.698,93.228
3.914,96.155,8.056,53.811,21.296,4.819,2.511,17.803,17.941,14.694,47.285,58.771,65.518,12.446,52.585,10.995,136.452,0.11,24.0,168.136,248.734,93.792,89.324,111.238
206.429,99.51,9.783,3.184,4.442,0.053,1.645,22.069,22.029,1.689,26.998,10.943,44.703,97.319,109.629,17.255,2.88,102.653,75.749,30.058,114.238,63.413,84.366,125.675
96.974,16.918,27.183,28.025,22.15,2.438,1.696,21.542,27.875,32.413,3.774,16.268,16.169,10.75,25.211,27.827,52.868,7.442,102.009,50.085,216.367,24.702,57.587,23.278
53.798,126.383,17.646,49.441,7.522,0.899,3.507,6.625,28.954,30.364,2.575,49.72,21.025,48.075,33.768,123.573,17.973,106.177,113.053,41.696,168.326,115.376,33.777,175.117
1.033,34.993,21.987,5.228,32.217,1.357,0.146,1.749,29.425,1.257,31.507,23.95,80.976,4.261,27.674,135.349,28.335,20.81,7.915,131.823,110.166,61.484,85.197,7.181
