@RELATION ECG200

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE target {-1.0, 1.0}

@DATA
-0.752,0.722,0.819,3.303,1.355,-2.016,-1.231,1.842,0.829,0.206,0.348,-1.628,-0.194,0.354,-0.756,-0.997,-0.159,-0.728,-0.341,-0.632,0.413,-1.371,-1.692,-0.948,-1.07,-0.657,-1.168,-0.256,-1.281,-1.083,-2.574,-1.579,-1.139,-1.489,-2.767,-1.704,1.353,-1.879,-4.872,-0.725,-1.459,-1.39,-3.256,2.664,-1.248,-1.49,-0.594,-2.943,-0.355,-1.222,-0.098,0.694,-0.936,0.312,0.133,0.424,0.666,0.512,0.677,0.855,0.477,0.584,0.985,0.625,0.857,0.63,0.99,0.441,2.103,0.211,0.801,0.461,0.565,-0.459,0.753,-0.587,0.69,0.845,0.666,1.22,0.591,0.823,0.964,0.9,0.852,0.956,0.551,0.935,0.647,-0.376,-0.874,0.966,0.262,1.11,0.766,0.414,-1.0
0.351,0.895,0.57,0.555,0.969,-0.013,0.964,0.003,-1.494,-1.14,-0.52,0.529,-0.69,-0.749,-1.242,-2.088,-0.322,-1.785,-2.013,-1.018,-1.787,-1.618,-0.524,-1.891,-1.044,-2.394,-2.569,0.424,-2.505,-0.712,-1.13,-0.435,-0.328,0.213,0.271,0.517,-0.251,2.235,-0.305,1.08,1.642,-1.721,-0.586,1.14,1.413,0.915,0.866,1.86,2.255,0.952,0.492,0.962,0.359,1.009,0.857,-0.033,-0.171,-0.552,0.507,0.588,0.68,0.422,0.391,-0.07,0.686,0.83,0.631,0.764,0.761,0.544,-0.729,0.054,-0.445,-1.765,-0.762,-1.012,0.29,-0.058,-1.069,-0.859,1.264,-0.466,-0.262,-0.787,-0.786,-0.518,-0.514,-0.224,0.206,0.289,2.425,2.909,1.588,-0.103,-2.375,-0.043,1.0
-0.433,-0.829,0.155,-1.539,1.17,2.929,2.227,1.796,1.527,-0.193,-0.096,3.271,-1.276,-0.691,1.524,0.258,-0.403,-0.432,-0.175,0.046,-1.752,-0.627,-0.862,-1.677,-0.774,-1.188,-1.856,-1.605,-0.31,-2.159,-2.46,-1.578,-1.514,-1.699,-1.48,-1.997,-2.512,-1.992,-1.173,-2.333,-2.082,-1.885,-1.119,-2.458,-0.418,-1.75,1.119,0.616,-0.402,0.209,0.143,-1.745,0.133,0.564,-0.096,0.398,1.026,0.351,0.554,0.807,0.545,1.528,0.834,0.735,0.504,1.217,0.66,1.057,0.842,0.272,0.431,0.938,0.767,0.424,0.552,0.828,0.8,0.803,0.389,-0.002,0.5,0.574,0.256,0.412,0.058,-0.603,0.718,-0.241,0.253,1.106,0.731,-0.497,0.817,0.765,0.8,0.587,-1.0
1.756,2.255,1.71,1.425,1.419,2.051,0.492,0.289,0.099,-0.824,0.052,0.278,1.14,-0.202,0.881,-1.158,0.04,-0.928,-0.233,-0.639,-0.23,-0.664,-1.098,-0.419,0.398,-0.249,-0.792,-0.026,-0.677,-1.232,-2.657,-1.879,-1.313,-1.773,-2.199,-0.262,-0.305,0.403,-2.111,0.356,-1.739,-2.937,-2.191,2.008,0.883,-1.673,2.334,-0.076,1.734,0.907,-1.869,-2.954,-0.433,0.227,0.301,0.268,0.424,0.463,0.426,0.396,0.581,0.253,0.544,0.565,0.321,0.354,-0.116,0.219,0.37,0.27,0.385,-0.045,0.411,-0.349,0.989,0.396,0.339,0.617,0.778,1.249,-0.265,0.396,0.152,0.464,0.735,0.044,0.814,0.676,-0.418,1.833,4.58,1.54,0.065,1.199,1.773,0.649,-1.0
1.057,0.635,2.727,3.957,1.166,0.801,4.631,0.649,0.467,0.477,0.394,0.451,0.437,-1.512,-0.731,-3.269,-0.993,-1.047,-1.293,-1.681,-1.352,-1.277,-0.263,-1.735,-1.446,-1.107,-1.877,-2.052,-2.596,-1.908,0.66,-3.219,-1.973,-1.528,-1.925,0.4,-0.866,1.117,0.035,1.03,5.142,0.557,1.744,1.768,1.031,1.803,0.391,2.241,0.088,0.702,1.012,0.512,0.665,-0.326,0.104,0.221,0.381,0.97,-0.065,0.573,0.403,0.287,-0.008,0.106,0.237,1.199,0.311,-0.49,-0.017,0.095,0.003,0.484,0.817,0.469,0.311,0.446,0.617,0.933,-0.19,-0.066,-0.02,-0.095,-0.158,1.192,0.483,0.541,-0.33,-0.138,-0.566,0.124,-0.39,-0.223,0.985,-0.56,0.791,0.848,1.0
0.001,0.423,1.896,1.05,6.774,1.033,-2.812,-1.425,1.385,-0.022,-0.566,1.326,0.038,-1.116,-1.901,-1.605,-1.043,-1.269,-1.565,-1.315,-2.795,-1.802,-0.812,-1.462,-1.8,-1.573,-0.945,-2.001,-2.663,-2.717,1.028,-1.723,-1.717,-1.115,-1.909,-1.316,-0.696,-0.566,-0.175,1.247,0.865,0.657,0.841,3.247,3.014,-0.572,0.956,1.297,0.305,-0.51,0.921,1.749,0.712,0.207,0.374,0.475,1.203,-0.025,1.026,0.858,0.172,1.076,0.652,1.297,-0.481,1.094,0.401,0.702,1.41,-0.208,0.552,-0.144,1.457,0.829,0.971,1.673,1.334,0.645,-0.141,0.978,0.549,0.608,0.634,0.896,0.209,2.245,0.377,0.342,-0.892,0.272,0.676,1.186,0.625,0.298,0.453,0.45,1.0
0.673,2.286,2.322,-1.219,2.659,3.578,3.591,0.629,0.546,0.007,1.316,0.065,-0.606,1.49,-0.115,0.258,0.006,1.274,-0.72,-1.887,0.005,-0.67,-1.324,-0.447,-1.386,-0.243,0.131,-1.042,-0.46,-0.574,-0.264,-1.238,-2.774,-2.697,-2.342,-3.11,-0.081,-2.268,-0.858,0.94,-3.597,-2.471,0.019,-1.611,-0.874,-2.038,-1.876,-0.948,-0.431,-0.943,-0.333,-0.122,-0.105,-0.351,0.246,0.526,0.276,0.327,0.339,0.423,0.493,0.773,0.931,0.459,0.694,0.831,0.426,1.043,0.401,-0.024,1.238,0.808,0.867,0.691,1.316,-0.399,0.915,0.595,0.76,0.246,0.512,0.811,0.833,2.532,0.92,-1.13,0.341,0.203,-0.666,-0.085,0.047,0.806,2.809,0.062,-0.229,0.222,-1.0
0.972,0.494,4.208,1.729,2.867,2.404,1.49,1.129,0.796,-0.859,0.042,0.926,0.348,-0.157,-0.084,0.036,-0.539,-0.717,-0.371,-0.64,-0.824,-0.737,-0.691,-1.204,-1.082,-0.439,-1.785,-2.769,-1.812,-0.184,-1.998,-4.165,-2.899,-2.187,-1.845,-1.548,-1.716,1.407,0.464,-3.876,-0.942,-0.889,-0.585,2.699,1.114,-0.44,0.145,0.488,0.688,0.804,0.081,0.401,1.288,0.501,0.471,0.564,0.681,-0.338,0.106,0.638,-0.553,0.606,0.455,0.599,0.57,0.495,2.584,0.347,0.647,1.787,1.412,1.105,0.631,0.084,0.583,0.545,0.967,0.762,1.025,0.454,0.434,0.514,0.287,-0.297,0.913,0.23,0.421,0.461,-1.26,0.896,-2.246,2.0,-0.723,-2.886,0.579,0.071,-1.0
-1.429,1.645,2.502,1.352,0.466,-0.229,-2.967,-0.442,0.297,-0.31,0.185,0.603,-0.508,-0.799,-1.033,-0.153,-2.196,0.516,-1.324,-1.197,-1.373,-2.272,-0.218,-2.057,-1.808,-1.488,-1.738,-2.281,-1.716,-0.913,-2.006,-1.572,-3.273,-0.528,-2.808,-1.119,-0.458,0.062,1.45,-0.487,0.627,-0.988,2.62,1.416,0.957,-0.387,4.421,1.081,-0.86,1.093,0.713,0.817,0.541,-0.436,0.729,0.606,0.467,0.807,0.466,0.528,0.635,0.863,0.506,0.997,0.768,0.415,0.648,-0.208,0.447,0.492,0.706,0.767,-0.156,0.993,0.885,1.259,0.696,0.247,-0.001,0.446,0.082,0.466,0.833,-0.283,0.337,0.81,-0.058,0.081,-0.676,0.013,-1.175,0.27,0.176,-0.26,1.689,-0.016,1.0
1.286,3.059,2.843,2.379,-0.719,0.846,-2.649,6.344,2.476,3.416,0.172,1.221,-0.425,-0.965,-0.673,-1.107,-0.587,-0.46,-1.111,-1.264,-1.608,-1.789,-1.499,-0.837,-1.614,-0.894,-2.049,-1.941,-2.756,-1.648,-3.168,-0.61,-3.044,1.24,-0.868,1.783,-0.87,-0.835,0.838,-0.104,0.671,3.444,0.474,1.526,0.892,1.847,-2.04,1.171,0.6,0.582,-0.239,0.277,0.638,0.718,0.787,0.698,0.688,0.251,1.103,0.11,0.812,0.434,0.324,0.213,0.082,0.313,0.485,0.045,0.164,0.086,0.379,-0.208,-0.352,0.391,0.673,0.311,-0.082,0.813,-0.291,1.56,0.178,-0.248,-0.353,-0.313,-0.274,0.655,-0.154,-0.312,0.035,1.061,-0.396,-0.838,-1.106,-0.451,-0.067,0.429,1.0
