@RELATION SonyAIBORobotSurface2

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE target {2.0, 1.0}

@DATA
-0.794,-1.335,-0.272,1.365,2.301,0.991,-0.513,-1.666,-0.722,1.009,0.985,3.447,1.706,-0.432,-1.597,-1.954,-1.492,-0.532,-0.458,-0.279,-0.57,-0.62,0.031,-0.185,-0.25,0.291,0.317,0.243,0.247,0.252,-0.019,-0.262,-0.512,-0.276,-0.009,0.264,0.197,0.051,-0.267,0.0,0.215,-0.001,-0.748,-0.813,-0.339,-0.422,-0.772,0.493,1.192,2.258,2.36,1.067,-0.276,-0.569,-1.456,-1.334,-0.837,-0.261,-0.049,-0.492,-0.374,-0.337,0.095,-0.02,0.332,2.0
-0.69,0.059,0.421,0.418,1.108,0.514,0.523,0.361,0.415,-0.834,-0.665,0.552,1.748,-0.365,-2.574,-2.014,0.052,1.271,2.237,1.933,1.005,0.444,0.039,-0.526,-0.445,-0.429,-0.549,-0.948,-0.614,-0.447,-0.477,-0.713,-0.685,-0.492,-0.146,0.368,0.28,0.558,0.3,0.273,0.389,-0.431,-1.008,-0.9,0.21,0.765,0.486,-0.353,-0.114,0.726,1.657,1.938,1.068,-1.933,-1.941,0.742,1.735,-0.034,-2.389,-0.418,-1.419,-0.535,0.531,0.268,-0.083,1.0
0.026,-0.281,-0.295,-0.781,0.228,1.435,0.689,1.016,0.161,-0.964,-0.369,0.325,1.539,2.323,-0.08,-1.622,-0.42,-0.442,-0.281,-0.265,-0.114,-0.458,-0.949,-0.514,-0.135,0.11,-0.036,-0.183,-0.017,0.188,0.017,-0.013,-0.286,-0.135,0.089,0.025,0.034,0.038,-0.029,0.178,0.203,0.019,-0.679,-1.531,-1.437,-0.87,-0.447,0.321,1.476,2.856,3.403,2.774,-0.793,-2.053,-2.204,-0.691,-0.064,0.592,-0.275,-0.217,-0.813,-0.327,0.824,0.538,0.389,1.0
0.004,-0.042,0.494,0.309,-0.565,-1.8,-0.684,0.907,1.536,0.469,0.313,1.481,1.197,0.031,-0.312,-0.307,-0.054,0.2,-0.926,-0.659,-0.246,-0.623,-0.586,-0.713,0.2,-0.106,-0.169,-0.263,0.24,0.301,-0.018,-0.083,-0.298,0.019,0.322,0.189,-0.039,0.132,-0.224,0.044,-0.108,0.238,0.007,-1.087,-2.083,-1.267,-0.522,-0.253,1.958,3.972,3.744,2.287,-2.239,-1.663,-1.598,0.373,0.011,-0.223,-0.346,-0.5,0.723,0.692,0.273,-0.531,-0.205,1.0
-0.144,0.108,0.431,-0.121,0.37,0.121,0.066,-0.201,-0.81,-0.661,-0.136,0.407,1.911,2.067,1.585,-0.47,-1.621,-1.088,0.606,1.867,2.2,1.149,-0.235,-1.367,-1.864,-1.362,-1.463,-0.738,-0.619,-0.819,-1.119,-1.096,-0.582,-0.362,0.356,0.607,0.583,0.368,0.133,-0.127,-0.237,-0.128,-0.093,0.262,0.347,0.873,0.212,0.324,-0.473,-0.654,-0.113,0.474,-0.366,-1.217,-2.182,-0.587,0.204,1.513,2.425,0.877,1.749,0.378,-0.816,-1.182,-1.107,2.0
-0.337,0.091,0.026,-0.36,-0.672,0.653,0.699,-0.096,-0.72,-0.474,0.428,0.871,1.096,0.217,0.691,-0.022,-0.587,-1.309,-0.542,-0.673,-0.357,-0.636,-0.41,0.023,0.015,0.061,0.044,-0.352,-0.073,-0.029,-0.253,-0.304,-0.335,0.054,-0.006,0.016,-0.368,-0.009,-0.335,-0.375,-0.326,-0.371,-1.048,-0.041,1.11,0.006,-2.09,-0.82,1.826,4.19,3.377,2.155,-0.462,-1.923,-1.735,-0.992,-0.3,0.015,0.068,-0.378,-0.377,0.293,0.565,0.917,0.22,2.0
-0.176,0.124,0.571,1.589,2.342,1.315,-0.371,-1.626,-1.749,0.521,2.389,2.527,0.754,-0.957,-1.374,-1.615,-0.931,-0.737,-0.734,-0.684,-0.257,-0.846,-0.116,-0.095,0.057,0.057,0.271,0.349,0.58,0.021,0.26,-0.149,-0.196,-0.196,0.046,-0.174,0.048,0.104,0.07,-0.274,-1.291,-1.995,-0.721,0.921,1.555,0.947,-0.187,0.476,1.227,1.925,2.212,0.783,-0.586,-1.67,-2.183,-1.062,-0.623,0.131,0.302,0.012,-0.292,-0.16,-0.028,0.47,0.308,2.0
-0.761,-0.522,-0.56,-0.278,1.939,3.104,1.28,-0.394,-1.64,-0.329,0.321,2.55,2.246,0.304,-1.537,-1.444,-1.656,-1.11,-0.537,-0.612,-0.701,-0.069,-0.164,-0.082,-0.077,-0.297,0.011,0.199,-0.026,0.1,0.01,-0.222,-0.206,-0.233,-0.31,0.004,0.05,-0.053,-0.004,-0.269,-0.655,-0.234,-0.046,-0.535,-0.257,0.575,0.291,-0.279,0.559,1.702,2.337,2.177,0.284,-0.558,-1.384,-1.563,-0.877,-0.589,0.13,-0.049,-0.031,-0.523,-0.358,-0.09,0.562,2.0
-0.218,0.209,-0.002,-0.159,-0.136,-0.537,0.027,-0.088,0.292,-0.347,-0.756,-0.12,1.347,2.267,-0.33,-1.948,-1.897,-0.855,1.092,1.638,1.651,1.389,0.787,0.779,0.016,-0.479,-0.747,-0.971,-0.933,-0.768,-0.552,-0.41,-0.596,-0.147,0.046,0.402,0.216,0.259,0.203,0.206,0.041,0.021,0.009,0.043,0.2,-0.09,0.009,-0.174,-0.119,0.133,-0.014,-0.127,-1.569,-0.958,-0.481,-0.377,-0.3,0.938,1.765,2.882,2.451,1.394,-1.58,-2.315,-1.755,1.0
-0.818,-0.55,0.414,1.224,1.979,1.218,-0.482,-1.448,-1.179,0.398,1.989,2.002,1.68,1.125,-0.329,-1.995,-2.086,-0.742,-0.298,-0.149,-0.628,-0.299,-0.679,-0.498,-0.143,0.067,0.465,0.25,0.383,-0.01,-0.063,-0.013,-0.295,-0.292,-0.356,-0.285,-0.043,-0.047,-0.035,0.055,-0.067,-0.688,-0.756,-0.497,-0.058,-0.262,-0.53,0.256,1.751,2.335,2.326,0.707,-0.932,-1.4,-1.782,-1.46,-0.841,0.052,0.548,0.589,-0.1,-0.283,-0.05,0.472,0.36,2.0
