@RELATION SonyAIBORobotSurface2

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC

@DATA
0.057,0.098,0.022,0.262,0.03,0.425,0.019,0.405,0.074,0.122,0.606,0.572,0.061,0.229,0.028,0.161,0.035,0.282,0.132,0.137,0.027,0.176,0.152,0.343,0.054,0.293,0.157,0.058,0.042,0.022,0.033,0.002,0.015,0.017,0.019,0.016,0.085,0.048,0.009,0.01,0.125,0.239,0.037,0.04,0.299,0.188,0.017,0.012,0.193,0.053,0.102,0.309,0.291,0.071,0.169,0.159,0.131,0.147,0.176,0.365,0.135,0.105,0.299,0.015,0.072
0.001,0.119,0.088,0.383,0.313,0.048,0.001,0.095,0.144,0.073,0.173,0.376,0.022,0.174,0.094,0.126,0.06,0.113,0.121,0.045,0.015,0.042,0.006,0.099,0.019,0.174,0.091,0.014,0.151,0.094,0.043,0.048,0.016,0.039,0.074,0.084,0.0,0.025,0.024,0.048,0.065,0.06,0.122,0.023,0.14,0.003,0.048,0.092,0.185,0.141,0.249,0.018,0.286,0.081,0.051,0.109,0.029,0.325,0.224,0.38,0.271,0.187,0.123,0.013,0.117
0.009,0.139,0.08,0.032,0.023,0.288,0.124,0.143,0.251,0.081,0.449,0.01,0.189,0.048,0.164,0.211,0.183,0.015,0.052,0.652,0.063,0.189,0.196,0.206,0.211,0.053,0.105,0.115,0.05,0.028,0.02,0.141,0.043,0.036,0.058,0.015,0.072,0.022,0.162,0.01,0.074,0.002,0.036,0.167,0.278,0.185,0.007,0.017,0.137,0.113,0.011,0.193,0.019,0.208,0.094,0.072,0.138,0.214,0.053,0.418,0.331,0.222,0.471,0.055,0.056
0.076,0.058,0.074,0.003,0.324,0.1,0.154,0.054,0.131,0.164,0.044,0.241,0.068,0.194,0.066,0.033,0.229,0.155,0.371,0.299,0.504,0.041,0.054,0.243,0.111,0.185,0.125,0.023,0.029,0.01,0.062,0.085,0.032,0.012,0.063,0.058,0.072,0.083,0.038,0.026,0.072,0.079,0.077,0.057,0.129,0.185,0.016,0.002,0.123,0.326,0.104,0.245,0.004,0.372,0.175,0.697,0.078,0.158,0.51,0.111,0.334,0.265,0.159,0.329,0.043
0.039,0.032,0.063,0.208,0.038,0.044,0.035,0.299,0.093,0.166,0.106,0.195,0.205,0.024,0.195,0.134,0.009,0.053,0.033,0.004,0.306,0.108,0.1,0.034,0.022,0.127,0.384,0.105,0.001,0.06,0.002,0.021,0.022,0.067,0.026,0.025,0.041,0.036,0.033,0.067,0.098,0.011,0.014,0.133,0.052,0.002,0.291,0.048,0.155,0.229,0.417,0.121,0.033,0.241,0.222,0.081,0.1,0.106,0.327,0.449,0.229,0.018,0.149,0.139,0.032
0.013,0.045,0.026,0.022,0.089,0.056,0.026,0.312,0.039,0.158,0.175,0.34,0.011,0.425,0.227,0.016,0.121,0.234,0.123,0.017,0.132,0.065,0.256,0.111,0.003,0.1,0.071,0.19,0.1,0.144,0.097,0.06,0.006,0.04,0.046,0.056,0.074,0.031,0.0,0.062,0.06,0.159,0.008,0.093,0.254,0.046,0.131,0.088,0.028,0.321,0.13,0.09,0.271,0.131,0.009,0.266,0.054,0.004,0.052,0.04,0.053,0.305,0.261,0.062,0.152
0.034,0.08,0.035,0.036,0.111,0.022,0.059,0.351,0.268,0.034,0.471,0.289,0.259,0.029,0.096,0.192,0.184,0.107,0.05,0.024,0.63,0.154,0.091,0.109,0.002,0.006,0.083,0.12,0.057,0.057,0.165,0.095,0.004,0.027,0.045,0.03,0.026,0.041,0.024,0.099,0.123,0.108,0.059,0.199,0.032,0.148,0.011,0.164,0.104,0.154,0.573,0.081,0.149,0.174,0.124,0.086,0.073,0.082,0.097,0.144,0.136,0.041,0.077,0.07,0.045
0.066,0.04,0.029,0.278,0.3,0.188,0.178,0.11,0.009,0.082,0.271,0.058,0.023,0.581,0.448,0.216,0.02,0.204,0.055,0.071,0.338,0.086,0.11,0.417,0.124,0.151,0.134,0.175,0.124,0.076,0.042,0.028,0.093,0.046,0.046,0.0,0.037,0.049,0.066,0.096,0.113,0.054,0.142,0.062,0.052,0.112,0.052,0.071,0.009,0.662,0.23,0.062,0.037,0.016,0.033,0.061,0.359,0.052,0.118,0.121,0.16,0.065,0.342,0.091,0.007
0.091,0.007,0.06,0.233,0.175,0.326,0.014,0.114,0.062,0.096,0.122,0.279,0.007,0.282,0.163,0.11,0.139,0.075,0.344,0.253,0.138,0.298,0.047,0.01,0.104,0.068,0.084,0.119,0.063,0.043,0.046,0.032,0.05,0.031,0.096,0.007,0.017,0.028,0.045,0.009,0.027,0.058,0.076,0.092,0.105,0.074,0.109,0.013,0.092,0.127,0.431,0.116,0.36,0.021,0.134,0.047,0.044,0.083,0.085,0.081,0.341,0.194,0.121,0.132,0.064
0.051,0.047,0.108,0.057,0.008,0.144,0.053,0.08,0.136,0.041,0.031,0.014,0.144,0.024,0.331,0.182,0.308,0.015,0.036,0.239,0.21,0.231,0.11,0.035,0.103,0.108,0.077,0.163,0.15,0.131,0.0,0.066,0.004,0.007,0.067,0.008,0.101,0.026,0.032,0.138,0.012,0.064,0.017,0.017,0.003,0.122,0.013,0.17,0.119,0.509,0.125,0.349,0.292,0.056,0.074,0.049,0.144,0.175,0.08,0.349,0.302,0.158,0.307,0.14,0.043
