@RELATION SonyAIBORobotSurface2

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE target {2.0, 1.0}

@DATA
-0.841,-1.448,-0.292,1.058,2.342,0.955,-0.505,-1.93,-0.624,1.01,-2.113,4.764,1.575,-0.771,-1.723,-1.778,-1.41,-0.563,-0.85,-0.311,-0.679,-0.826,0.617,-0.03,-0.224,0.89,0.46,0.237,0.249,0.263,-0.042,-0.262,-0.504,-0.303,-0.01,0.298,0.097,0.168,-0.276,0.017,0.661,0.52,-0.702,-0.899,-0.494,-0.743,-0.776,0.478,1.05,2.214,2.518,0.674,-1.32,-0.674,-1.809,-1.444,-0.969,-0.26,-0.13,-1.461,-0.09,-0.486,0.301,-0.046,-0.006,2.0
-0.689,0.103,0.703,0.692,2.278,0.495,0.522,0.036,0.685,-1.118,-1.097,0.123,1.769,-0.683,-2.939,-2.23,0.08,1.309,2.264,1.837,0.997,0.285,0.043,-0.68,-0.437,-0.389,-0.263,-0.976,-0.459,-0.443,-0.535,-0.756,-0.671,-0.579,-0.027,0.543,0.28,0.628,0.339,0.259,0.606,-0.397,-0.67,-0.83,0.068,0.764,0.412,-0.647,-0.418,0.645,1.496,1.853,1.187,-1.988,-2.011,0.694,1.73,-0.177,-2.384,1.586,-2.389,-0.708,0.546,0.242,0.163,1.0
0.034,-0.564,-0.286,-0.776,0.318,2.005,1.057,1.391,0.117,-1.004,0.46,0.287,1.028,2.415,0.036,-1.687,-0.339,-0.404,-0.244,-0.518,-0.065,0.194,-1.282,-0.942,-0.45,-0.037,-0.153,-0.271,-0.097,0.199,0.007,-0.084,-0.259,-0.126,0.223,0.032,0.38,0.07,-0.131,0.168,-0.08,0.014,-0.794,-1.416,-2.1,-1.367,-0.419,0.273,1.16,2.724,3.397,3.121,-0.813,-2.014,-2.145,-0.828,-0.559,1.088,-0.226,0.271,-1.516,0.263,2.426,0.603,0.477,1.0
-0.039,-0.178,0.866,0.31,-0.617,-2.062,-0.409,0.973,1.731,0.791,0.323,2.129,1.279,0.04,-0.424,-0.407,0.352,0.549,-2.83,-0.333,-0.225,-0.79,-0.679,-1.062,0.547,0.76,-0.56,-0.275,0.104,0.286,-0.106,-0.302,-0.381,0.004,0.348,-0.05,-0.17,0.344,-0.159,0.079,-0.376,0.663,-0.031,-1.053,-2.344,-1.593,-0.489,-0.246,1.867,5.082,3.833,2.287,-2.249,-2.216,-1.456,1.065,-0.018,-0.157,-0.525,-0.423,1.553,1.458,0.768,-1.081,-0.102,1.0
-0.187,0.071,0.544,-0.615,0.359,0.111,-0.056,-0.359,-0.694,-0.742,-0.162,-0.025,2.992,1.97,2.014,-0.666,-1.632,-1.03,0.57,1.867,2.366,1.205,-0.459,-1.367,-1.866,-1.355,-3.148,-0.975,-0.618,-0.719,-1.121,-1.054,-0.505,-0.343,0.318,0.574,0.5,0.354,0.146,-0.136,0.032,-0.139,-0.035,0.532,0.292,0.875,-0.611,0.221,-0.676,-0.224,0.901,0.673,-0.354,-0.421,-2.819,-0.52,-0.138,1.302,3.043,-1.602,2.011,0.383,-1.207,-1.311,-1.086,2.0
-0.34,0.242,0.044,-0.411,-0.645,0.521,0.661,-0.321,-0.786,-0.751,-0.154,0.475,1.148,-0.786,1.337,-0.099,-0.39,-1.853,-0.253,-0.647,-0.402,-0.537,0.143,0.036,0.014,0.151,0.098,-1.089,-0.252,-0.12,-0.09,-0.242,-0.334,0.129,-0.051,0.015,-0.433,-0.059,-0.335,-0.455,-0.307,0.259,-1.07,-0.156,1.192,-0.016,-2.087,-1.087,1.935,4.11,3.075,2.219,-0.716,-2.29,-1.725,-0.901,-0.23,0.012,0.171,-0.464,-0.461,0.847,0.96,1.313,-0.076,2.0
-0.141,0.255,0.591,1.633,2.383,1.314,-0.224,-1.473,-1.843,0.441,3.027,2.435,0.635,-0.976,-1.221,-1.944,-0.898,-0.818,-0.809,-0.659,1.125,-1.146,0.04,-0.402,0.054,0.056,0.194,0.428,0.619,-0.052,0.665,-0.059,-0.2,-0.201,0.021,-0.134,0.029,0.197,0.094,-0.435,-1.474,-2.076,-0.77,0.634,1.53,1.215,-0.175,0.307,1.05,2.138,3.5,0.723,-0.867,-2.109,-2.64,-0.785,-0.978,0.278,0.79,0.424,-0.49,-0.094,-0.2,0.791,0.304,2.0
-0.632,-0.47,-0.583,-0.844,1.385,3.221,1.067,-0.086,-1.61,-0.443,-0.705,2.664,2.306,-0.201,-2.96,-1.022,-1.659,-1.126,-0.514,-0.738,-1.558,-0.214,-0.5,0.298,0.314,-0.348,0.025,0.037,-0.088,0.293,0.02,-0.121,-0.074,-0.155,-0.386,0.004,0.141,-0.167,-0.022,-0.261,-0.868,-0.159,0.406,-0.508,-0.226,0.61,0.312,-0.292,0.563,2.331,2.027,2.098,0.292,-0.577,-1.397,-1.378,0.126,-0.669,0.382,-0.707,-0.102,-0.472,-0.53,-0.278,0.572,2.0
-0.312,0.202,-0.046,-0.903,-0.449,-1.268,0.039,-0.306,0.45,-0.315,-0.776,-0.018,1.316,1.773,-0.649,-2.049,-1.512,-1.072,2.083,1.806,1.843,2.207,0.786,0.762,0.008,-0.327,-0.748,-1.038,-0.924,-0.813,-0.546,-0.504,-0.679,-0.099,0.097,0.397,0.223,0.353,0.183,0.194,0.083,0.023,-0.015,0.088,0.176,-0.312,0.369,-0.179,-0.015,0.357,-0.083,-0.04,-2.447,-0.998,-0.718,-0.405,-0.174,1.238,1.801,2.85,2.326,1.455,-1.33,-2.383,-1.469,1.0
-0.962,-0.615,0.459,1.066,1.967,1.503,-0.41,-1.488,-1.59,0.408,1.996,2.035,1.525,1.225,0.05,-1.76,-2.489,-0.734,-0.314,0.134,-0.393,0.14,-1.0,-0.456,-0.301,-0.127,0.609,-0.488,0.363,-0.358,-0.064,0.086,-0.305,-0.295,-0.487,-0.274,-0.002,-0.016,0.021,0.291,-0.074,-0.572,-0.775,-0.456,-0.048,0.251,-0.553,-0.473,1.738,1.668,2.095,-0.029,-1.759,-1.342,-1.578,-1.522,-0.575,0.281,0.86,0.983,-0.173,-0.268,-0.024,0.633,0.294,2.0
