@RELATION TwoLeadECG

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC

@DATA
0.23,0.176,0.102,0.098,0.286,0.072,0.288,0.014,0.061,0.248,0.001,0.017,0.036,0.01,0.008,0.085,0.035,0.139,0.145,0.129,0.147,0.035,0.121,0.007,0.056,0.01,0.011,0.024,0.097,0.137,0.636,0.807,0.587,1.032,0.039,0.019,0.353,0.006,0.258,0.577,0.43,0.489,0.005,0.073,0.282,0.358,0.334,0.101,0.161,0.202,0.225,0.029,0.1,0.197,0.191,0.025,0.043,0.098,0.141,0.064,0.066,0.042,0.179,0.066,0.092,0.204,0.187,0.033,0.06,0.11,0.079,0.167,0.268,0.096,0.121,0.187,0.04,0.188,0.107,0.116,0.095,0.021
0.302,0.023,0.075,0.006,0.185,0.014,0.027,0.123,0.076,0.072,0.047,0.096,0.119,0.17,0.033,0.046,0.039,0.037,0.075,0.004,0.037,0.051,0.034,0.029,0.147,0.073,0.083,0.094,0.088,0.572,0.717,0.829,0.831,0.669,0.744,0.103,0.111,0.138,0.575,0.107,0.086,0.116,0.197,0.262,0.728,0.262,0.034,0.304,0.09,0.411,0.067,0.193,0.004,0.016,0.02,0.05,0.067,0.018,0.012,0.057,0.168,0.204,0.048,0.085,0.089,0.123,0.003,0.132,0.292,0.069,0.054,0.101,0.087,0.097,0.182,0.244,0.177,0.205,0.217,0.015,0.127,0.018
0.3,0.095,0.214,0.059,0.18,0.173,0.175,0.177,0.133,0.016,0.102,0.205,0.164,0.084,0.114,0.024,0.015,0.179,0.206,0.07,0.202,0.025,0.174,0.038,0.089,0.046,0.128,0.015,0.045,0.288,0.113,0.506,0.713,0.216,0.567,0.358,0.178,0.147,0.048,0.102,0.203,0.058,0.103,0.091,0.172,0.049,0.033,0.252,0.601,0.265,0.311,0.015,0.059,0.127,0.118,0.138,0.034,0.069,0.101,0.015,0.089,0.118,0.238,0.139,0.183,0.037,0.141,0.28,0.003,0.442,0.202,0.042,0.275,0.044,0.256,0.23,0.228,0.223,0.036,0.163,0.099,0.108
0.081,0.035,0.054,0.112,0.426,0.102,0.128,0.102,0.3,0.102,0.039,0.084,0.055,0.07,0.112,0.234,0.074,0.126,0.038,0.08,0.038,0.1,0.197,0.061,0.07,0.201,0.042,0.007,0.144,0.274,0.469,0.691,0.424,0.487,0.233,0.171,0.061,0.048,0.433,0.453,0.064,0.001,0.162,0.604,0.21,0.71,0.387,0.231,0.288,0.249,0.053,0.032,0.013,0.062,0.142,0.153,0.007,0.159,0.019,0.043,0.201,0.065,0.091,0.271,0.001,0.043,0.219,0.097,0.129,0.394,0.068,0.054,0.056,0.081,0.109,0.12,0.155,0.268,0.205,0.047,0.181,0.031
0.309,0.054,0.046,0.127,0.478,0.079,0.134,0.053,0.089,0.075,0.019,0.078,0.028,0.062,0.186,0.116,0.14,0.139,0.034,0.022,0.105,0.042,0.075,0.022,0.207,0.064,0.082,0.159,0.108,0.267,0.009,0.14,0.52,0.338,0.28,0.064,0.002,0.151,0.258,0.237,0.349,0.249,0.437,0.06,0.026,0.572,0.477,0.326,0.415,0.135,0.036,0.072,0.05,0.019,0.036,0.015,0.07,0.06,0.172,0.039,0.137,0.092,0.093,0.044,0.25,0.065,0.092,0.005,0.194,0.043,0.107,0.266,0.008,0.162,0.01,0.128,0.028,0.178,0.004,0.149,0.207,0.191
0.15,0.207,0.133,0.129,0.257,0.074,0.278,0.233,0.037,0.017,0.05,0.188,0.04,0.058,0.05,0.067,0.105,0.119,0.115,0.089,0.02,0.011,0.033,0.005,0.075,0.076,0.06,0.011,0.0,0.136,0.767,0.177,0.654,1.258,1.07,0.264,0.304,0.146,0.167,0.289,0.262,0.233,0.041,0.262,0.167,0.11,0.049,0.409,0.135,0.005,0.387,0.306,0.308,0.004,0.078,0.009,0.144,0.041,0.05,0.21,0.025,0.251,0.069,0.077,0.064,0.075,0.097,0.065,0.026,0.093,0.134,0.077,0.014,0.078,0.011,0.1,0.243,0.023,0.157,0.132,0.098,0.048
0.045,0.293,0.14,0.18,0.004,0.211,0.129,0.069,0.119,0.142,0.045,0.188,0.025,0.018,0.033,0.059,0.087,0.002,0.115,0.047,0.052,0.035,0.002,0.134,0.025,0.07,0.147,0.037,0.188,0.019,0.237,0.196,0.016,0.267,0.904,0.114,0.318,0.25,0.201,0.21,0.44,0.302,0.265,0.001,0.206,0.338,0.52,0.121,0.184,0.163,0.05,0.077,0.104,0.184,0.028,0.05,0.064,0.141,0.148,0.068,0.126,0.074,0.165,0.031,0.05,0.109,0.089,0.181,0.033,0.001,0.033,0.026,0.4,0.169,0.277,0.296,0.08,0.372,0.028,0.042,0.038,0.117
0.264,0.048,0.237,0.061,0.006,0.006,0.059,0.131,0.031,0.011,0.15,0.09,0.073,0.117,0.062,0.029,0.078,0.1,0.008,0.012,0.047,0.016,0.103,0.027,0.048,0.217,0.028,0.115,0.011,0.285,0.852,0.3,1.42,0.189,0.842,0.66,0.116,0.007,0.101,0.193,0.531,0.015,0.141,0.55,0.315,0.644,0.097,0.163,0.007,0.053,0.288,0.033,0.069,0.016,0.079,0.014,0.016,0.082,0.013,0.005,0.055,0.059,0.092,0.208,0.079,0.04,0.111,0.058,0.0,0.062,0.19,0.063,0.433,0.134,0.11,0.098,0.186,0.024,0.102,0.036,0.176,0.155
0.297,0.058,0.111,0.035,0.16,0.035,0.07,0.153,0.036,0.247,0.045,0.152,0.156,0.113,0.037,0.045,0.124,0.03,0.014,0.129,0.049,0.029,0.008,0.052,0.035,0.139,0.028,0.047,0.055,0.352,0.803,0.406,0.037,0.014,0.307,0.242,0.264,0.099,0.131,0.144,0.376,0.213,0.347,0.012,0.645,0.19,0.011,0.041,0.373,0.089,0.251,0.024,0.143,0.126,0.144,0.002,0.173,0.054,0.1,0.254,0.084,0.011,0.086,0.033,0.06,0.029,0.01,0.126,0.007,0.02,0.117,0.198,0.299,0.073,0.061,0.34,0.017,0.026,0.079,0.036,0.226,0.091
0.047,0.28,0.049,0.129,0.114,0.039,0.164,0.073,0.156,0.09,0.064,0.048,0.011,0.178,0.154,0.004,0.014,0.159,0.095,0.051,0.055,0.069,0.105,0.03,0.015,0.127,0.037,0.144,0.119,0.061,0.095,0.617,1.099,0.424,0.029,0.142,0.091,0.145,0.122,0.141,0.317,0.417,0.037,0.064,0.52,0.332,0.039,0.281,0.314,0.159,0.049,0.273,0.015,0.096,0.012,0.081,0.068,0.086,0.021,0.068,0.002,0.102,0.128,0.117,0.008,0.081,0.104,0.026,0.163,0.267,0.098,0.388,0.335,0.187,0.246,0.086,0.114,0.083,0.014,0.15,0.007,0.014
