@RELATION ItalyPowerDemand

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE target {1.0, 2.0}

@DATA
-1.033,-1.099,-1.203,-1.648,-1.499,-1.372,-1.127,0.044,0.956,1.128,1.116,0.962,0.61,0.111,-0.62,-0.244,-0.238,0.633,1.283,1.391,1.215,0.749,0.074,-0.395,1.0
-0.993,-1.249,-1.621,-1.616,-1.624,-1.303,-1.038,-0.343,0.702,1.176,1.175,0.993,0.834,0.456,0.459,0.58,0.292,0.035,0.227,1.289,1.09,0.712,0.105,-0.293,1.0
0.954,0.584,0.081,0.031,-0.258,-0.272,-0.04,-1.37,-1.792,-0.803,0.288,-0.086,-0.076,-0.454,-0.537,-0.245,-0.641,-0.706,-0.709,-0.449,0.387,2.368,2.311,1.583,2.0
-0.789,-1.481,-1.644,-1.498,-1.571,-1.419,-1.606,-0.319,-0.29,1.062,1.37,1.173,0.982,0.628,0.739,0.906,0.556,0.609,0.674,0.904,0.162,0.382,0.155,-0.52,2.0
-1.001,-1.368,-1.544,-1.698,-1.603,-1.627,-1.011,-0.079,0.61,1.032,0.878,0.6,0.656,0.255,0.368,0.792,0.592,1.271,1.269,1.074,0.527,0.446,-0.193,-0.694,1.0
0.206,-0.271,-0.83,-0.959,-1.139,-1.112,-1.236,-0.599,-0.732,-0.278,0.401,0.386,0.538,0.128,-0.234,-0.576,-0.505,-0.261,-0.501,0.537,2.12,2.047,1.479,1.327,1.0
0.015,-0.8,-0.964,-1.32,-1.203,-1.193,-1.763,-0.544,0.302,1.736,1.809,1.85,1.208,0.784,0.206,-0.022,-0.149,0.157,-0.064,0.035,0.298,-0.196,0.587,0.181,2.0
-1.043,-1.375,-1.643,-1.637,-1.693,-1.455,-1.136,-0.312,0.626,1.073,1.063,0.799,0.72,0.394,0.484,0.933,0.807,0.788,1.278,0.998,0.404,0.307,-0.072,-0.356,1.0
-1.21,-1.448,-1.51,-1.618,-1.565,-1.481,-1.017,-0.116,0.077,1.062,1.104,1.19,0.672,0.632,0.552,0.696,0.884,0.709,1.024,0.879,0.61,0.4,0.176,-0.372,1.0
-0.724,-0.414,-1.311,-1.502,-1.363,-1.301,-1.687,-0.867,0.369,1.068,1.353,1.289,0.95,0.744,0.868,0.898,1.01,0.934,0.179,0.574,-0.148,0.241,0.029,-0.35,2.0
-0.589,-0.917,-1.238,-1.59,-1.622,-1.13,-0.912,-1.194,-0.076,1.5,1.373,1.453,1.145,0.893,0.504,0.426,0.011,0.384,0.129,-0.237,-0.813,0.904,0.834,0.758,2.0
-1.033,-1.106,-1.511,-1.609,-1.727,-1.333,-1.07,0.226,0.742,1.185,1.593,0.879,0.719,0.53,0.529,0.606,0.575,0.33,0.476,1.492,0.82,0.795,-0.188,-0.72,1.0
-0.945,-1.211,-1.502,-1.621,-1.719,-1.343,-1.022,-0.114,0.882,1.33,1.066,0.891,0.528,0.925,0.406,0.2,0.575,1.356,1.218,0.974,0.716,0.493,-0.177,-0.617,1.0
-1.03,-1.475,-1.489,-1.703,-1.746,-1.513,-1.268,-0.048,0.61,1.213,1.185,1.316,0.831,0.466,0.521,0.657,0.892,0.53,0.204,0.683,1.176,0.79,0.291,-0.204,2.0
-0.892,-1.475,-1.594,-1.653,-1.664,-1.38,-0.979,-0.21,0.663,1.594,1.163,0.918,0.818,0.432,0.391,0.555,0.467,0.577,0.2,1.078,0.643,0.529,0.15,-0.484,1.0
0.073,-0.362,-0.47,-0.911,-0.932,-0.9,-1.927,-1.86,-1.078,0.081,0.406,0.638,0.88,-0.092,-0.068,-0.307,-0.547,-0.18,-0.036,0.532,1.342,2.068,1.312,1.734,2.0
-0.501,-0.754,-1.191,-1.475,-1.734,-1.397,-1.068,-0.344,-0.459,0.131,0.591,0.579,0.398,0.267,-0.03,-0.531,0.002,1.039,1.447,1.494,1.544,1.279,0.776,0.186,1.0
-0.537,-0.618,-1.178,-1.389,-1.488,-1.489,-1.124,-0.954,-0.791,-0.422,0.481,0.718,0.682,-0.095,-0.103,-0.275,-0.228,0.873,1.756,1.759,1.268,1.262,1.08,0.264,1.0
-0.892,-1.236,-1.291,-1.45,-1.508,-1.499,-1.552,-0.619,0.467,1.079,1.081,1.153,1.087,0.653,0.553,0.7,0.668,0.49,0.13,0.361,-0.002,0.218,0.185,-0.043,2.0
-1.331,-1.309,-1.356,-1.597,-1.673,-1.534,-1.319,-0.078,0.409,0.971,0.99,0.907,0.69,0.657,0.48,0.508,0.626,1.428,1.072,1.074,0.569,0.337,-0.212,-0.991,1.0
-1.119,-1.282,-1.488,-1.4,-1.42,-1.24,-1.167,-0.324,0.831,1.274,1.168,1.141,0.893,0.408,0.25,0.471,0.733,0.728,0.899,1.005,0.511,-0.018,-0.354,-0.364,1.0
-0.825,-1.099,-1.428,-1.555,-1.616,-1.379,-1.063,-0.62,0.62,1.251,1.425,1.298,1.184,0.739,0.737,0.718,0.857,0.093,0.355,0.094,0.002,0.789,0.289,-0.382,2.0
-0.941,-1.331,-1.646,-1.562,-1.533,-1.466,-1.137,0.132,0.865,1.079,1.086,1.059,0.842,0.211,0.591,0.588,0.551,0.364,0.477,1.209,0.82,0.503,0.049,-0.236,1.0
-0.827,-1.153,-1.455,-1.565,-1.705,-1.427,-1.001,-0.609,0.145,0.427,1.325,1.033,0.702,0.464,0.081,-0.019,0.248,1.026,1.397,1.5,1.195,0.55,0.051,-0.655,1.0
-1.047,-1.398,-1.563,-1.655,-1.547,-1.479,-1.038,0.062,0.618,1.212,1.353,0.821,0.743,0.356,0.33,0.151,0.152,0.4,0.516,1.289,0.955,0.473,-0.095,-0.504,1.0
-0.562,-0.954,-1.342,-1.373,-1.497,-1.364,-0.941,-0.528,0.71,1.411,1.421,1.209,0.758,0.097,-0.391,-0.557,-0.441,-0.432,-0.14,1.868,1.427,0.992,0.122,-0.15,1.0
-0.926,-1.526,-1.506,-1.553,-1.648,-1.423,-1.054,-0.255,0.44,1.006,1.248,1.161,0.786,0.3,0.35,0.249,0.466,0.448,0.384,1.225,1.149,0.682,-0.044,-0.262,1.0
-0.73,-1.046,-1.452,-1.218,-1.673,-1.415,-0.901,-0.933,0.134,1.056,1.303,1.355,1.19,0.917,0.802,0.907,1.09,-0.009,0.463,-0.016,-0.963,0.271,0.064,-0.26,2.0
-0.973,-1.152,-1.488,-1.628,-1.475,-1.515,-0.946,-0.226,0.53,1.326,1.324,1.279,0.798,0.711,0.448,0.735,0.659,0.329,0.345,0.147,0.488,1.62,0.211,-0.181,2.0
-0.725,-1.377,-1.387,-1.635,-1.56,-1.454,-1.023,-0.493,0.531,0.828,1.179,1.04,0.613,0.241,0.424,0.516,0.587,0.463,0.465,1.492,0.956,0.725,0.125,-0.419,1.0
-1.015,-1.336,-1.429,-1.607,-1.635,-1.449,-1.082,-0.08,0.014,0.779,0.978,0.864,0.774,0.389,0.518,0.451,0.803,1.036,1.199,0.956,0.432,0.647,-0.228,-0.613,1.0
0.339,-0.343,-0.633,-1.004,-1.151,-1.117,-0.824,-0.466,-0.872,-0.552,0.268,0.367,0.327,0.15,-0.47,-0.644,-0.733,-0.693,-0.508,0.527,2.397,1.883,1.635,1.167,2.0
-0.749,-1.081,-1.368,-1.5,-1.515,-1.38,-1.429,-0.517,0.387,1.105,1.105,1.357,1.032,0.861,0.657,0.957,0.987,0.729,0.755,0.282,-0.167,-0.136,-0.291,-0.172,2.0
-0.371,-0.716,-1.335,-1.525,-1.445,-1.398,-0.988,-0.634,-0.419,0.036,0.733,0.668,0.747,0.147,-0.453,-0.314,0.027,1.254,1.67,1.657,1.655,1.082,0.657,0.028,1.0
0.063,-1.027,-1.114,-1.497,-1.443,-1.224,-1.98,-0.754,0.603,0.451,1.806,1.694,1.304,0.562,-0.177,0.141,0.113,0.069,0.06,0.28,0.807,-0.169,0.335,0.484,2.0
