@RELATION Chinatown

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
97.247,103.175,56.182,27.363,15.506,20.828,1.781,2.335,22.687,33.748,3.434,167.478,210.502,11.223,91.399,265.194,23.798,302.357,93.319,51.304,324.824,331.951,454.591,367.761
171.919,49.19,37.783,23.136,5.899,2.928,10.293,2.502,39.4,36.526,53.414,120.951,201.401,56.745,95.745,208.635,115.797,112.424,617.589,254.359,95.069,27.385,473.843,378.38
23.058,62.539,30.139,35.034,30.474,5.081,5.909,20.313,39.738,14.542,37.823,77.014,123.485,31.636,300.533,143.584,74.101,183.476,73.404,393.428,151.824,138.473,206.797,85.564
111.65,4.387,100.645,0.562,19.795,12.791,2.826,23.357,33.83,36.31,39.513,19.165,189.394,163.589,255.468,307.552,261.422,36.678,273.076,146.148,493.242,126.54,248.569,91.794
92.635,147.267,19.708,7.025,17.882,2.903,1.046,38.673,47.936,92.28,2.175,47.519,168.194,126.149,189.139,203.638,37.814,144.836,299.979,93.66,213.817,196.719,258.484,2.336
52.271,138.344,22.418,31.221,3.437,14.807,2.832,12.567,3.683,58.303,28.895,185.058,160.603,99.836,290.36,182.024,236.115,80.149,179.368,17.853,713.768,198.84,401.331,115.408
159.503,89.503,21.422,50.604,12.956,2.865,1.393,45.932,5.559,82.918,69.587,101.228,34.57,72.878,70.224,131.54,101.762,2.061,225.375,332.281,315.326,379.17,54.788,357.456
163.055,37.377,25.775,131.349,51.849,2.27,3.269,8.673,51.232,2.048,67.645,176.381,68.145,129.424,332.087,17.754,369.154,98.231,185.615,237.099,123.909,109.657,301.327,322.604
10.22,42.827,96.282,51.967,8.785,2.61,7.114,25.882,26.848,50.579,69.129,11.064,127.476,163.143,111.776,69.196,217.717,84.956,20.601,38.507,356.769,168.028,129.112,271.901
53.708,13.724,21.608,145.419,14.556,7.008,0.268,23.974,60.173,49.923,20.338,29.657,66.788,10.199,164.901,63.764,129.335,200.791,102.52,386.016,148.739,181.084,327.336,245.59
251.849,71.289,131.714,5.005,1.751,1.159,12.394,45.428,13.443,12.575,2.01,59.868,212.794,91.068,128.293,124.987,72.891,37.521,154.053,21.026,440.265,133.561,507.213,245.995
102.408,160.179,9.33,18.431,13.376,9.343,7.293,12.544,9.523,5.439,31.803,158.82,294.224,76.35,112.223,26.07,46.243,125.486,117.034,380.934,194.034,12.99,30.028,89.723
63.207,42.969,71.898,152.667,2.404,2.722,5.151,11.255,77.252,24.638,68.031,70.004,11.367,103.832,50.753,3.288,43.633,4.62,160.14,143.457,154.904,367.036,72.224,375.432
176.086,17.98,1.267,18.913,1.34,1.141,4.213,17.055,38.941,21.036,15.867,62.484,154.684,42.598,256.058,143.435,515.467,161.707,15.704,245.73,288.134,237.398,452.012,17.581
109.366,59.806,133.843,64.919,35.064,13.727,8.25,45.259,118.49,1.487,7.87,108.216,11.733,24.512,3.995,184.534,228.408,177.662,156.869,405.323,167.391,356.19,268.408,41.606
55.853,129.058,31.758,154.311,6.192,0.733,4.906,23.159,121.285,2.137,3.952,170.393,63.758,124.459,178.612,177.153,70.613,209.098,196.178,359.692,290.179,234.051,21.282,75.827
17.148,44.438,84.665,33.542,24.569,2.822,2.655,28.394,80.286,38.424,27.83,26.904,59.519,87.156,147.435,32.911,108.707,1.666,220.146,329.383,134.301,148.333,412.77,581.519
201.558,23.257,111.936,74.27,18.646,15.012,1.013,37.845,13.325,35.507,18.371,25.042,24.89,91.008,34.419,279.99,88.862,146.812,135.04,93.314,8.616,378.032,345.556,318.883
84.429,12.25,69.104,30.158,67.961,15.429,2.378,6.213,28.385,72.194,50.563,19.011,41.308,200.767,265.288,77.715,266.265,70.408,361.039,197.014,5.987,99.016,198.395,266.569
16.54,256.925,29.11,14.606,14.57,7.131,2.409,4.469,24.661,9.496,12.745,188.109,7.477,135.464,288.622,63.96,43.869,65.902,39.573,1.98,26.24,114.6,164.186,166.987
