@RELATION SonyAIBORobotSurface1

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE target {2.0, 1.0}

@DATA
1.016,2.329,2.474,2.269,1.677,0.15,-0.852,-1.248,-0.922,-0.535,-0.953,-1.566,-1.672,-1.984,-2.256,-1.83,-1.56,-0.631,-0.477,-0.301,0.381,0.196,0.783,0.692,0.78,0.64,0.607,0.528,0.598,0.591,0.596,0.36,0.352,0.079,0.209,0.306,0.229,0.305,0.578,0.77,0.671,1.298,1.528,1.423,0.273,-0.428,-0.774,-1.099,-0.951,-0.753,-0.816,-1.004,-1.615,-1.295,-1.222,-0.546,0.182,0.138,0.102,0.077,0.102,0.371,0.347,0.145,0.135,-0.011,-0.255,0.215,0.081,0.007,2.0
-0.246,-0.595,2.057,3.582,1.998,0.801,-0.631,-1.16,-0.909,0.261,1.244,0.6,-1.165,-2.303,-2.077,-0.904,-0.535,-0.324,-0.901,-0.957,-0.345,0.189,0.224,0.705,0.828,0.912,0.79,0.738,0.771,0.793,1.099,0.778,0.509,0.074,0.273,0.276,0.2,-0.074,0.747,1.077,0.447,0.446,0.268,0.722,-0.348,-1.196,-2.061,-1.553,-0.34,0.661,0.24,-1.193,-2.035,-1.776,-1.459,-0.116,0.475,0.761,0.455,0.195,-0.068,-0.076,-0.058,-0.342,-0.351,-0.058,0.069,0.248,-0.062,-0.341,1.0
0.655,1.31,2.049,2.309,2.052,1.809,0.472,-0.628,-1.515,-1.951,-1.192,-0.739,-1.262,-1.475,-2.0,-1.402,-1.058,-0.739,-0.178,-0.249,0.132,0.382,0.618,0.828,0.622,0.76,0.381,0.392,0.092,0.006,0.131,0.082,0.1,0.306,0.136,0.151,0.045,0.601,0.997,1.299,0.354,0.324,1.35,2.005,1.546,0.15,-0.577,-1.374,-1.538,-0.945,0.013,-0.065,-0.651,-1.502,-1.708,-1.116,-0.385,0.63,0.606,0.45,0.36,0.151,0.157,-0.146,-0.406,-0.557,-0.614,-0.579,-0.324,-0.074,2.0
0.653,1.198,1.945,2.129,2.131,1.113,0.456,-0.863,-1.533,-1.572,-1.068,-0.727,-0.718,-1.361,-1.741,-1.809,-1.252,-0.892,-0.477,-0.374,-0.241,0.191,0.222,0.482,0.459,0.453,0.424,0.442,0.435,0.26,0.088,0.119,-0.017,0.155,0.119,0.05,0.121,0.674,0.999,1.342,0.79,1.044,1.763,1.973,1.769,0.821,-0.271,-0.652,-1.232,-1.328,-0.668,-0.614,-1.453,-1.946,-1.767,-1.466,-0.481,-0.313,0.46,0.271,-0.2,-0.095,0.24,0.284,0.117,-0.156,-0.207,0.125,-0.066,-0.159,2.0
0.787,1.462,1.086,1.804,1.544,0.187,-0.633,-0.861,-0.86,-0.519,-0.481,-1.204,-1.879,-2.243,-2.037,-1.022,-0.624,-0.842,-0.987,-0.248,0.392,0.815,0.593,0.185,-0.132,-0.064,0.197,0.441,0.39,-0.022,-0.023,0.004,0.012,0.379,0.384,0.248,0.543,0.706,0.637,0.634,-0.018,0.05,0.131,1.838,2.452,1.394,0.319,-1.145,-1.023,-0.461,0.181,-0.142,-1.058,-2.05,-2.158,-2.248,-0.995,-0.428,-0.151,-0.227,-0.029,0.423,1.012,1.009,1.027,1.026,0.59,0.48,0.237,0.346,1.0
1.129,2.434,2.537,2.492,1.912,1.033,-0.402,-1.064,-1.438,-1.619,-1.007,-1.306,-1.312,-1.27,-1.248,-1.269,-1.082,-0.852,-0.447,-0.239,-0.024,0.513,0.418,0.241,0.103,0.578,0.607,0.077,0.226,0.282,0.419,0.397,0.441,0.231,0.276,-0.159,0.421,0.982,0.97,0.767,1.206,1.617,1.628,1.218,0.156,-0.445,-0.717,-1.107,-1.27,-0.738,-0.478,-1.276,-1.672,-1.842,-1.492,-0.697,0.061,0.449,0.147,-0.07,0.083,0.253,0.358,0.167,-0.343,-0.14,-0.201,0.016,0.065,0.055,2.0
1.312,2.205,2.161,1.618,0.938,-0.359,-0.786,-1.385,-1.604,-1.165,-0.939,-1.444,-1.727,-1.788,-1.835,-1.368,-0.964,-0.941,-0.708,-0.291,0.026,0.371,0.435,0.401,0.338,0.326,0.539,0.432,0.029,0.024,0.651,0.316,0.332,-0.293,-0.095,-0.275,0.466,0.968,1.164,0.804,1.157,1.57,2.039,1.398,-0.272,-0.274,-1.563,-1.284,-0.936,-0.626,0.267,-0.514,-1.607,-2.036,-1.577,-0.503,0.324,0.322,0.484,0.529,0.798,0.697,0.543,0.346,-0.159,-0.135,0.187,0.471,0.527,0.552,2.0
1.329,1.986,2.064,2.101,0.57,0.259,-0.638,-1.23,-1.534,-1.302,-0.943,-1.562,-1.563,-1.874,-1.9,-1.55,-1.191,-0.94,-0.573,-0.287,-0.094,0.344,0.433,0.771,0.392,0.39,0.362,0.261,0.265,0.3,0.256,-0.152,0.071,0.253,0.002,-0.176,0.065,0.383,0.538,0.994,1.481,2.051,1.738,1.131,-0.174,-0.631,-1.099,-1.085,-1.543,-1.027,-0.515,-0.887,-1.52,-1.777,-1.035,-0.552,0.312,0.677,0.238,0.455,0.435,0.592,0.637,0.478,0.452,0.242,0.376,0.435,0.811,0.486,2.0
0.939,1.697,2.465,2.43,1.122,-0.234,-1.086,-1.195,-1.628,-0.854,-0.621,-1.107,-1.758,-1.954,-1.326,-1.098,-0.865,-0.85,-0.805,-0.462,-0.08,0.118,0.322,0.665,0.636,0.667,0.584,0.645,0.421,0.114,0.405,0.428,0.218,0.151,-0.083,0.252,0.182,0.229,-0.384,0.2,1.09,1.953,2.507,1.497,0.172,-0.687,-1.115,-0.892,-0.57,-0.062,-0.087,-1.108,-1.681,-1.86,-1.48,-0.377,0.459,0.436,-0.075,0.268,0.396,1.069,0.694,0.671,0.4,0.212,0.153,0.164,-0.075,-0.105,2.0
-0.353,-0.124,0.936,1.678,1.101,-0.107,-1.206,-2.129,-1.43,-0.748,1.082,0.379,-0.77,-2.007,-1.724,-1.04,-0.162,-0.292,0.398,0.359,0.727,1.124,0.944,1.396,1.136,1.009,0.776,0.636,0.413,0.44,0.357,-0.006,0.073,-0.28,-0.415,-0.358,0.041,-0.579,-0.551,0.256,0.953,0.902,1.276,-1.033,-1.399,-0.111,0.411,0.743,-0.335,-1.823,-1.714,-1.754,-2.449,-2.178,-0.698,0.87,1.556,2.128,1.081,-0.036,-0.252,-0.236,0.019,0.035,0.402,0.428,0.371,0.337,0.37,-0.055,1.0
