@RELATION SonyAIBORobotSurface1

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC

@DATA
0.023,0.108,0.265,0.003,0.081,0.046,0.118,0.053,0.026,0.026,0.09,0.002,0.162,0.015,0.053,0.067,0.279,0.045,0.055,0.028,0.031,0.073,0.018,0.085,0.003,0.057,0.092,0.193,0.102,0.057,0.036,0.005,0.045,0.063,0.071,0.032,0.08,0.058,0.009,0.126,0.137,0.114,0.149,0.012,0.262,0.148,0.067,0.216,0.098,0.093,0.147,0.152,0.043,0.039,0.108,0.087,0.049,0.03,0.021,0.047,0.068,0.01,0.004,0.013,0.122,0.039,0.065,0.041,0.096,0.037
0.211,0.193,0.107,0.037,0.235,0.121,0.003,0.171,0.029,0.068,0.09,0.071,0.026,0.047,0.041,0.053,0.154,0.029,0.016,0.061,0.013,0.149,0.023,0.192,0.058,0.06,0.004,0.132,0.029,0.045,0.022,0.054,0.003,0.104,0.052,0.096,0.027,0.023,0.14,0.094,0.157,0.087,0.058,0.193,0.005,0.002,0.029,0.061,0.023,0.225,0.038,0.058,0.054,0.012,0.294,0.135,0.227,0.09,0.032,0.038,0.059,0.056,0.003,0.005,0.01,0.027,0.081,0.08,0.005,0.011
0.049,0.016,0.054,0.217,0.032,0.142,0.127,0.114,0.011,0.043,0.063,0.095,0.024,0.035,0.028,0.093,0.028,0.035,0.084,0.056,0.012,0.014,0.026,0.013,0.012,0.101,0.119,0.018,0.023,0.098,0.01,0.086,0.075,0.092,0.005,0.034,0.094,0.025,0.119,0.089,0.013,0.394,0.139,0.182,0.014,0.045,0.02,0.132,0.037,0.107,0.239,0.079,0.067,0.004,0.072,0.147,0.193,0.11,0.057,0.066,0.092,0.03,0.019,0.05,0.06,0.013,0.057,0.12,0.008,0.067
0.165,0.021,0.071,0.076,0.028,0.234,0.055,0.196,0.146,0.113,0.158,0.065,0.102,0.187,0.096,0.093,0.106,0.047,0.06,0.058,0.135,0.099,0.085,0.045,0.001,0.017,0.027,0.039,0.09,0.127,0.011,0.027,0.153,0.111,0.022,0.028,0.112,0.022,0.063,0.068,0.197,0.255,0.001,0.125,0.058,0.152,0.116,0.019,0.152,0.144,0.108,0.077,0.044,0.031,0.025,0.184,0.113,0.268,0.008,0.023,0.077,0.036,0.172,0.043,0.088,0.05,0.098,0.088,0.029,0.127
0.036,0.182,0.223,0.038,0.082,0.238,0.066,0.017,0.111,0.127,0.071,0.094,0.23,0.116,0.052,0.131,0.013,0.081,0.173,0.036,0.007,0.023,0.078,0.034,0.065,0.022,0.079,0.104,0.103,0.064,0.029,0.02,0.061,0.029,0.046,0.086,0.078,0.156,0.067,0.07,0.223,0.049,0.196,0.008,0.005,0.027,0.088,0.207,0.133,0.076,0.156,0.082,0.098,0.076,0.1,0.265,0.058,0.035,0.062,0.015,0.014,0.124,0.0,0.003,0.048,0.015,0.009,0.071,0.169,0.083
0.088,0.057,0.014,0.066,0.048,0.041,0.044,0.023,0.178,0.139,0.249,0.019,0.029,0.058,0.033,0.017,0.047,0.045,0.2,0.061,0.118,0.093,0.038,0.012,0.08,0.105,0.075,0.1,0.047,0.109,0.019,0.051,0.0,0.015,0.059,0.031,0.049,0.076,0.027,0.098,0.006,0.392,0.183,0.133,0.21,0.1,0.009,0.069,0.005,0.09,0.058,0.108,0.029,0.008,0.037,0.005,0.005,0.156,0.069,0.1,0.043,0.007,0.054,0.095,0.061,0.018,0.034,0.058,0.025,0.006
0.127,0.144,0.083,0.165,0.048,0.12,0.057,0.039,0.012,0.032,0.243,0.188,0.182,0.019,0.067,0.035,0.003,0.172,0.075,0.033,0.072,0.088,0.07,0.071,0.043,0.021,0.014,0.102,0.095,0.07,0.116,0.039,0.023,0.065,0.042,0.155,0.087,0.084,0.095,0.051,0.028,0.226,0.017,0.042,0.194,0.056,0.139,0.154,0.06,0.172,0.226,0.058,0.008,0.002,0.029,0.1,0.016,0.146,0.042,0.092,0.095,0.037,0.011,0.025,0.034,0.034,0.06,0.073,0.082,0.09
0.045,0.084,0.015,0.049,0.336,0.018,0.031,0.054,0.078,0.086,0.05,0.281,0.008,0.033,0.014,0.018,0.057,0.067,0.141,0.094,0.013,0.036,0.003,0.186,0.029,0.088,0.106,0.005,0.01,0.016,0.0,0.121,0.049,0.004,0.065,0.149,0.016,0.149,0.093,0.016,0.063,0.156,0.246,0.025,0.284,0.01,0.171,0.079,0.132,0.01,0.13,0.102,0.119,0.097,0.025,0.166,0.329,0.15,0.165,0.027,0.007,0.041,0.039,0.052,0.023,0.011,0.109,0.022,0.006,0.132
0.137,0.006,0.089,0.021,0.118,0.078,0.101,0.153,0.017,0.044,0.063,0.002,0.233,0.107,0.049,0.089,0.009,0.003,0.127,0.061,0.017,0.026,0.118,0.01,0.045,0.031,0.043,0.019,0.009,0.058,0.061,0.145,0.033,0.013,0.075,0.043,0.028,0.075,0.135,0.089,0.081,0.004,0.079,0.169,0.036,0.048,0.104,0.078,0.018,0.136,0.001,0.092,0.237,0.102,0.111,0.023,0.112,0.223,0.005,0.048,0.068,0.131,0.047,0.004,0.031,0.03,0.051,0.006,0.11,0.065
0.046,0.299,0.114,0.09,0.018,0.141,0.068,0.02,0.058,0.238,0.017,0.069,0.158,0.251,0.072,0.015,0.15,0.059,0.062,0.011,0.066,0.067,0.133,0.112,0.061,0.048,0.099,0.046,0.026,0.073,0.057,0.014,0.033,0.061,0.151,0.012,0.105,0.235,0.193,0.087,0.133,0.327,0.174,0.051,0.308,0.267,0.197,0.028,0.008,0.148,0.168,0.041,0.014,0.048,0.036,0.128,0.125,0.026,0.015,0.07,0.121,0.074,0.015,0.052,0.051,0.051,0.021,0.077,0.032,0.187
